,year,player_name,distance_avg,average,bin
675,2007,"
Ryan Moore
",290.7,0.488,17
676,2007,"
Brett Quigley
",290.7,0.128,17
677,2007,"
Jeff Gove
",290.5,0.038,17
678,2007,"
John Rollins
",290.4,0.517,17
679,2007,"
Mark Calcavecchia
",290.2,0.504,17
680,2007,"
Chris Stroud
",290.0,-0.040999999999999995,17
681,2007,"
Rory Sabbatini
",289.9,1.265,16
682,2007,"
Marco Dawson
",289.8,-0.004,16
683,2007,"
Jason Dufner
",289.7,-0.012,16
684,2007,"
Joe Ogilvie
",289.5,0.425,16
685,2007,"
Mike Weir
",289.3,0.711,16
686,2007,"
David Branshaw
",289.2,-1.044,16
687,2007,"
D.J. Brigman
",288.9,-0.49,16
688,2007,"
Alex Cejka
",288.9,0.728,16
689,2007,"
Todd Hamilton
",288.7,-1.554,16
690,2007,"
Justin Rose
",288.7,0.878,16
691,2007,"
Daisuke Maruyama
",288.6,-0.385,16
692,2007,"
Parker McLachlin
",288.5,-0.344,16
693,2007,"
Jesper Parnevik
",288.5,0.604,16
694,2007,"
Carl Pettersson
",288.5,0.821,16
695,2007,"
Jim Rutledge
",288.5,-1.466,16
696,2007,"
Ken Duke
",288.4,0.539,16
697,2007,"
Tom Johnson
",288.4,-0.815,16
698,2007,"
Lee Janzen
",288.0,-0.609,16
699,2007,"
Eric Axley
",287.8,-0.726,15
700,2007,"
Steve Flesch
",287.5,0.006999999999999999,15
701,2007,"
Duffy Waldorf
",287.5,-0.25,15
702,2007,"
Kevin Na
",287.4,0.321,15
703,2007,"
Tim Herron
",287.3,0.45399999999999996,15
704,2007,"
Jason Bohn
",287.1,0.348,15
705,2007,"
Tripp Isenhour
",287.1,-0.514,15
706,2007,"
Kent Jones
",287.1,0.175,15
707,2007,"
Joey Sindelar
",287.1,-0.273,15
708,2007,"
Chad Campbell
",287.0,-0.237,15
709,2007,"
Mark Hensby
",287.0,-0.267,15
710,2007,"
Billy Mayfair
",286.8,0.604,15
711,2007,"
Trevor Immelman
",286.6,0.48200000000000004,15
712,2007,"
Rod Pampling
",286.4,0.649,15
713,2007,"
Tim Petrovic
",286.4,0.115,15
714,2007,"
Billy Andrade
",286.2,-0.24100000000000002,15
715,2007,"
Woody Austin
",286.1,0.319,15
716,2007,"
Steve Wheatcroft
",286.1,-0.879,15
717,2007,"
Rich Barcelo
",286.0,-0.42200000000000004,15
718,2007,"
Charlie Wi
",286.0,0.42100000000000004,15
719,2007,"
Tommy Armour III
",285.7,0.157,14
720,2007,"
Cliff Kresge
",285.6,0.07400000000000001,14
721,2007,"
Brandt Snedeker
",285.6,0.672,14
722,2007,"
Arron Oberholser
",285.5,1.183,14
723,2007,"
Johnson Wagner
",285.5,0.195,14
724,2007,"
Jaco Van Zyl
",285.3,-1.141,14
725,2007,"
Mark Wilson
",285.3,0.467,14
726,2007,"
Bob Heintz
",285.2,0.078,14
727,2007,"
Darron Stiles
",284.8,-0.649,14
728,2007,"
Ryan Armour
",284.7,-0.036000000000000004,14
729,2007,"
Freddie Jacobson
",284.7,1.012,14
730,2007,"
Tom Lehman
",284.6,0.302,14
731,2007,"
Shaun Micheel
",284.4,0.366,14
732,2007,"
Joe Durant
",284.3,-0.021,14
733,2007,"
Nathan Green
",284.3,0.263,14
734,2007,"
Bob Tway
",284.3,-0.32899999999999996,14
735,2007,"
Frank Lickliter II
",284.2,0.08800000000000001,14
736,2007,"
Jeff Maggert
",284.2,-0.047,14
737,2007,"
K.J. Choi
",284.1,1.392,14
738,2007,"
Craig Lile
",283.9,-0.10800000000000001,13
739,2007,"
Steve Stricker
",283.7,1.486,13
740,2007,"
Vaughn Taylor
",283.6,0.506,13
741,2007,"
Justin Leonard
",282.7,0.517,13
742,2007,"
Bob Estes
",282.6,0.38,13
743,2007,"
Ryuji Imada
",282.6,0.26,13
744,2007,"
Ian Poulter
",282.5,0.92,13
745,2007,"
David Toms
",282.5,0.89,13
746,2007,"
Chris DiMarco
",282.4,0.115,13
747,2007,"
Stephen Ames
",282.2,0.58,13
748,2007,"
Jeff Quinney
",281.5,-0.037000000000000005,12
749,2007,"
Tom Byrum
",281.4,-0.8420000000000001,12
750,2007,"
Tom Pernice Jr.
",281.4,0.637,12
751,2007,"
Dicky Pride
",281.4,-0.322,12
752,2007,"
Robert Gamez
",281.2,-0.413,12
753,2007,"
Bart Bryant
",281.1,0.638,12
754,2007,"
Richard Johnson
",281.1,-0.39799999999999996,12
755,2007,"
Jerry Kelly
",281.0,0.621,12
756,2007,"
John Mallinger
",280.9,0.0,12
757,2007,"
Glen Day
",280.7,-0.175,12
758,2007,"
Steve Elkington
",280.7,0.83,12
759,2007,"
Anders Hansen
",280.7,-0.08900000000000001,12
760,2007,"
Chris Riley
",280.6,0.305,12
761,2007,"
Jeff Sluman
",280.5,-0.648,12
762,2007,"
Zach Johnson
",280.4,1.074,12
763,2007,"
Paul Gow
",280.1,-0.985,12
764,2007,"
Jim Furyk
",279.7,1.119,11
765,2007,"
Brian Davis
",279.6,0.593,11
766,2007,"
Heath Slocum
",279.6,0.879,11
767,2007,"
Scott Verplank
",279.6,0.943,11
768,2007,"
Nick O'Hern
",279.3,0.17,11
769,2007,"
Michael Boyd
",278.7,-0.861,11
770,2007,"
Luke Donald
",278.4,0.927,11
771,2007,"
Tim Clark
",278.1,0.988,11
772,2007,"
Rocco Mediate
",278.1,0.20800000000000002,11
773,2007,"
Shigeki Maruyama
",277.7,-0.065,10
774,2007,"
Kirk Triplett
",277.5,-0.584,10
775,2007,"
Stephen Leaney
",277.4,0.41200000000000003,10
776,2007,"
Craig Kanada
",277.2,0.011000000000000001,10
777,2007,"
Dean Wilson
",277.2,0.444,10
778,2007,"
Ben Curtis
",277.1,-0.7490000000000001,10
779,2007,"
Matt Kuchar
",277.1,0.41,10
780,2007,"
Doug LaBelle II
",276.6,-0.33799999999999997,10
781,2007,"
José María Olazábal
",276.0,-0.46399999999999997,10
782,2007,"
Mark Brooks
",275.2,-0.7120000000000001,9
783,2007,"
Craig Bowden
",273.1,-0.004,8
784,2007,"
José Coceres
",273.0,-0.038,8
785,2007,"
Paul Goydos
",272.4,0.193,8
786,2007,"
Fred Funk
",271.8,0.21100000000000002,7
787,2007,"
Brian Gay
",270.0,0.35600000000000004,7
788,2007,"
Gavin Coles
",268.3,-0.28600000000000003,6
789,2007,"
Corey Pavin
",265.3,-0.17800000000000002,4
790,2008,"
Bubba Watson
",315.1,0.518,29
791,2008,"
Robert Garrigus
",311.0,0.21,27
792,2008,"
J.B. Holmes
",310.3,0.524,27
793,2008,"
Dustin Johnson
",309.7,-0.28,26
794,2008,"
Steve Allan
",303.2,-0.7759999999999999,23
795,2008,"
Tag Ridings
",303.0,-0.10099999999999999,23
796,2008,"
Nick Watney
",302.9,0.452,23
797,2008,"
Adam Scott
",302.1,0.8590000000000001,23
798,2008,"
Davis Love III
",301.3,0.664,22
799,2008,"
Charles Warren
",301.1,-0.9159999999999999,22
800,2008,"
Anthony Kim
",300.9,1.479,22
801,2008,"
Charley Hoffman
",300.8,-0.079,22
802,2008,"
Ángel Cabrera
",300.2,-0.037000000000000005,22
803,2008,"
Harrison Frazar
",299.9,-0.545,21
804,2008,"
Jason Gore
",299.7,0.064,21
805,2008,"
Fred Couples
",299.6,0.762,21
806,2008,"
Travis Perkins
",299.6,-1.756,21
807,2008,"
Paul Casey
",299.2,0.29600000000000004,21
808,2008,"
Andres Romero
",299.1,-0.406,21
809,2008,"
John Merrick
",299.0,-0.019,21
810,2008,"
Brandt Jobe
",298.8,-0.22399999999999998,21
811,2008,"
Jason Allred
",298.6,-1.137,21
812,2008,"
Lucas Glover
",298.4,0.431,21
813,2008,"
Tommy Gainey
",298.3,-1.401,21
814,2008,"
Vijay Singh
",297.8,1.4669999999999999,20
815,2008,"
Jeff Overton
",297.6,0.247,20
816,2008,"
Jason Day
",297.4,-0.083,20
817,2008,"
Stewart Cink
",296.9,1.125,20
818,2008,"
Bill Haas
",296.7,0.391,20
819,2008,"
Richard Johnson
",296.7,-0.262,20
820,2008,"
Richard Johnson
",296.7,-0.624,20
821,2008,"
Martin Laird
",296.6,0.185,20
822,2008,"
Padraig Harrington
",296.3,0.905,20
823,2008,"
Kenny Perry
",296.0,1.0759999999999998,20
824,2008,"
Mathew Goggin
",295.9,0.826,19
825,2008,"
Phil Mickelson
",295.7,1.818,19
826,2008,"
Nicholas Thompson
",295.4,-0.11800000000000001,19
827,2008,"
Jimmy Walker
",295.4,-0.47600000000000003,19
828,2008,"
Mathias Grönberg
",295.2,-0.475,19
829,2008,"
Troy Matteson
",295.2,-0.067,19
830,2008,"
James Driscoll
",295.0,-0.23800000000000002,19
831,2008,"
George McNeill
",295.0,0.387,19
832,2008,"
Brenden Pappas
",294.9,-0.033,19
833,2008,"
Sergio Garcia
",294.6,1.548,19
834,2008,"
Daniel Chopra
",294.2,0.061,19
835,2008,"
Ryan Palmer
",294.2,0.7090000000000001,19
836,2008,"
Pat Perez
",294.2,1.064,19
837,2008,"
Matt Jones
",293.9,-0.332,18
838,2008,"
Charles Howell III
",293.6,0.545,18
839,2008,"
Steve Marino
",293.5,0.767,18
840,2008,"
Camilo Villegas
",293.3,1.254,18
841,2008,"
Jon Mills
",293.2,-0.556,18
842,2008,"
Tim Herron
",293.0,0.324,18
843,2008,"
Todd Demsey
",292.9,-0.556,18
844,2008,"
Ted Purdy
",292.8,-0.59,18
845,2008,"
Kevin Streelman
",292.8,0.34600000000000003,18
846,2008,"
Ryan Moore
",292.7,-0.061,18
847,2008,"
Geoff Ogilvy
",292.1,0.81,18
848,2008,"
Rory Sabbatini
",292.0,0.405,18
849,2008,"
Bo Van Pelt
",292.0,-0.019,18
850,2008,"
Nick Flanagan
",291.8,-0.7959999999999999,17
851,2008,"
Robert Allenby
",291.7,1.4069999999999998,17
852,2008,"
J.J. Henry
",291.7,0.098,17
853,2008,"
Boo Weekley
",291.7,0.55,17
854,2008,"
Ernie Els
",291.6,0.611,17
855,2008,"
John Huston
",291.5,0.6459999999999999,17
856,2008,"
Trevor Immelman
",291.3,-0.006,17
857,2008,"
D.J. Trahan
",291.3,0.523,17
858,2008,"
Kevin Stadler
",291.2,-0.34700000000000003,17
859,2008,"
Michael Letzig
",291.1,0.385,17
860,2008,"
Sean O'Hair
",291.1,0.41100000000000003,17
861,2008,"
Kevin Sutherland
",291.0,1.092,17
862,2008,"
Stuart Appleby
",290.9,1.075,17
863,2008,"
Aaron Baddeley
",290.3,0.885,17
864,2008,"
John Riegger
",290.1,-0.013999999999999999,17
865,2008,"
Brad Adamonis
",289.9,-0.2,16
866,2008,"
Chad Campbell
",289.9,0.9009999999999999,16
867,2008,"
Hunter Mahan
",289.9,1.006,16
868,2008,"
Brad Elder
",289.8,-0.406,16
869,2008,"
Mark Hensby
",289.4,-0.52,16
870,2008,"
John Rollins
",288.9,0.303,16
871,2008,"
John Senden
",288.8,0.586,16
872,2008,"
Rod Pampling
",288.0,0.225,16
873,2008,"
Vaughn Taylor
",288.0,0.294,16
874,2008,"
David Lutterus
",287.9,-1.7009999999999998,15
875,2008,"
Bob Sowards
",287.9,-0.847,15
876,2008,"
Ben Crane
",287.8,0.88,15
877,2008,"
Cody Freeman
",287.8,-1.226,15
878,2008,"
Tommy Armour III
",287.7,-0.124,15
879,2008,"
Eric Axley
",287.7,-0.384,15
880,2008,"
Rich Beem
",287.7,0.066,15
881,2008,"
Joe Ogilvie
",287.7,0.157,15
882,2008,"
Tom Scherrer
",287.7,-0.716,15
883,2008,"
Jesper Parnevik
",287.6,0.18,15
884,2008,"
Brett Quigley
",287.5,0.426,15
885,2008,"
Chris Stroud
",287.4,-0.556,15
886,2008,"
Charlie Wi
",287.4,0.47,15
887,2008,"
Alejandro Cañizares
",287.1,-0.426,15
888,2008,"
Retief Goosen
",287.1,0.355,15
889,2008,"
Steve Lowery
",287.0,-0.508,15
890,2008,"
Y.E. Yang
",286.9,-0.397,15
891,2008,"
Michael Allen
",286.8,0.45399999999999996,15
892,2008,"
Joe Durant
",286.5,-0.314,15
893,2008,"
Ryan Armour
",286.4,-0.78,15
894,2008,"
Jeff Gove
",286.4,-0.142,15
895,2008,"
Parker McLachlin
",286.2,0.361,15
896,2008,"
K.J. Choi
",286.1,0.885,15
897,2008,"
Marco Dawson
",286.1,-0.40700000000000003,15
898,2008,"
Will MacKenzie
",286.0,-0.667,15
899,2008,"
Carl Pettersson
",286.0,0.754,15
900,2008,"
Jeff Maggert
",285.9,-0.26,14
901,2008,"
Kyle Thompson
",285.7,-1.527,14
902,2008,"
Carlos Franco
",285.6,0.04,14
903,2008,"
David Duval
",285.5,-1.876,14
904,2008,"
Woody Austin
",285.3,0.631,14
905,2008,"
Jonathan Byrd
",285.3,0.287,14
906,2008,"
Briny Baird
",285.2,0.7,14
907,2008,"
Marc Turnesa
",285.1,0.183,14
908,2008,"
Ken Duke
",284.9,0.597,14
909,2008,"
Kenneth Ferrie
",284.8,-0.6809999999999999,14
910,2008,"
Mike Weir
",284.8,0.9259999999999999,14
911,2008,"
Ben Curtis
",284.7,0.7609999999999999,14
912,2008,"
Mark Wilson
",284.6,0.61,14
913,2008,"
Jay Williamson
",284.4,-0.358,14
914,2008,"
J.P. Hayes
",284.2,-0.889,14
915,2008,"
Justin Bolli
",284.1,-0.828,14
916,2008,"
Frank Lickliter II
",284.1,-0.307,14
917,2008,"
Patrick Sheehan
",284.1,0.02,14
918,2008,"
Scott Sterling
",284.1,-0.016,14
919,2008,"
Todd Hamilton
",284.0,0.12300000000000001,14
920,2008,"
Billy Mayfair
",284.0,0.377,14
921,2008,"
Tim Petrovic
",284.0,0.077,14
922,2008,"
Lee Janzen
",283.9,-0.29100000000000004,13
923,2008,"
Stephen Ames
",283.8,1.0390000000000001,13
924,2008,"
Nathan Green
",283.7,-0.006,13
925,2008,"
Ian Poulter
",283.6,0.38,13
926,2008,"
Steve Stricker
",283.6,0.9079999999999999,13
927,2008,"
Billy Andrade
",283.3,-0.963,13
928,2008,"
Johnson Wagner
",283.2,-0.022000000000000002,13
929,2008,"
Mark Calcavecchia
",283.1,0.067,13
930,2008,"
Scott McCarron
",283.1,-0.084,13
931,2008,"
Kent Jones
",282.9,0.027000000000000003,13
932,2008,"
Alex Cejka
",282.7,-0.01,13
933,2008,"
Freddie Jacobson
",282.7,0.589,13
934,2008,"
Brett Rumford
",282.7,-0.873,13
935,2008,"
Bob Estes
",282.6,0.498,13
936,2008,"
Richard Johnson
",282.2,-0.262,13
937,2008,"
Richard Johnson
",282.2,-0.624,13
938,2008,"
David Toms
",282.2,0.5479999999999999,13
939,2008,"
Steve Elkington
",282.0,0.6779999999999999,13
940,2008,"
Tom Lehman
",282.0,0.45299999999999996,13
941,2008,"
Cameron Beckman
",281.9,-0.111,12
942,2008,"
Steve Flesch
",281.9,-0.006999999999999999,12
943,2008,"
Chez Reavie
",281.8,-0.055999999999999994,12
944,2008,"
Robert Gamez
",281.6,-0.7829999999999999,12
945,2008,"
Doug LaBelle II
",281.6,-0.29,12
946,2008,"
Peter Lonard
",281.6,0.114,12
947,2008,"
Justin Leonard
",281.4,1.138,12
948,2008,"
Tim Clark
",281.1,0.6409999999999999,12
949,2008,"
Cliff Kresge
",280.9,-0.11800000000000001,12
950,2008,"
Kevin Na
",280.9,0.361,12
951,2008,"
Brandt Snedeker
",280.8,0.282,12
952,2008,"
Tom Pernice Jr.
",280.6,0.557,12
953,2008,"
Jim Furyk
",280.4,1.287,12
954,2008,"
Jim McGovern
",280.0,-0.955,12
955,2008,"
Heath Slocum
",279.9,0.27699999999999997,11
956,2008,"
Tim Wilkinson
",279.8,0.23399999999999999,11
957,2008,"
Bart Bryant
",279.5,0.6890000000000001,11
958,2008,"
Bob Tway
",279.2,0.912,11
959,2008,"
Chris Riley
",279.1,-0.45399999999999996,11
960,2008,"
John Mallinger
",279.0,0.376,11
961,2008,"
Ryuji Imada
",278.6,0.644,11
962,2008,"
Rocco Mediate
",278.6,0.023,11
963,2008,"
Scott Verplank
",278.6,0.619,11
964,2008,"
Brian Davis
",277.7,0.305,10
965,2008,"
Chad Collins
",277.5,-0.483,10
966,2008,"
Chris DiMarco
",277.4,-0.183,10
967,2008,"
Jerry Kelly
",277.0,0.2,10
968,2008,"
Ron Whittaker
",276.7,-0.747,10
969,2008,"
Dean Wilson
",276.2,0.341,10
970,2008,"
Dudley Hart
",275.5,0.532,9
971,2008,"
Paul Claxton
",275.4,-1.054,9
972,2008,"
Zach Johnson
",275.1,0.611,9
973,2008,"
Matt Kuchar
",275.0,0.5539999999999999,9
974,2008,"
Glen Day
",274.9,0.344,9
975,2008,"
Nick O'Hern
",274.9,0.884,9
976,2008,"
Omar Uresti
",274.9,-0.10400000000000001,9
977,2008,"
Jin Park
",274.4,-0.852,9
978,2008,"
Shane Bertsch
",274.3,0.121,9
979,2008,"
Shigeki Maruyama
",274.0,-0.299,9
980,2008,"
Greg Kraft
",273.6,-0.314,8
981,2008,"
Paul Goydos
",273.2,-0.18100000000000002,8
982,2008,"
Stephen Leaney
",272.7,-0.508,8
983,2008,"
Craig Kanada
",272.6,-0.20800000000000002,8
984,2008,"
Jeff Quinney
",272.5,0.415,8
985,2008,"
Olin Browne
",272.1,-0.807,8
986,2008,"
Gavin Coles
",271.5,0.32799999999999996,7
987,2008,"
Brian Gay
",270.5,0.716,7
988,2008,"
Corey Pavin
",261.4,0.379,2
989,2009,"
Robert Garrigus
",312.0,0.01,28
990,2009,"
Bubba Watson
",311.4,0.5479999999999999,27
991,2009,"
Dustin Johnson
",308.3,0.853,26
992,2009,"
Tag Ridings
",307.4,0.23600000000000002,25
993,2009,"
Gary Woodland
",307.3,-1.285,25
994,2009,"
Nick Watney
",305.3,1.113,24
995,2009,"
J.B. Holmes
",304.6,-0.45299999999999996,24
996,2009,"
Ángel Cabrera
",304.1,0.544,24
997,2009,"
Troy Matteson
",301.7,0.243,22
998,2009,"
Harrison Frazar
",301.0,0.311,22
999,2009,"
Charley Hoffman
",300.8,0.609,22
1000,2009,"
Scott Piercy
",300.6,0.196,22
1001,2009,"
Phil Mickelson
",300.1,0.816,22
1002,2009,"
Martin Laird
",299.9,-0.055,21
1003,2009,"
Davis Love III
",299.9,0.485,21
1004,2009,"
Anthony Kim
",299.0,0.479,21
1005,2009,"
Marc Leishman
",298.6,0.353,21
1006,2009,"
Sergio Garcia
",298.5,0.763,21
1007,2009,"
Andres Romero
",298.5,-0.29100000000000004,21
1008,2009,"
Charles Warren
",298.5,0.16699999999999998,21
1009,2009,"
Tiger Woods
",298.4,3.1889999999999996,21
1010,2009,"
Bill Haas
",298.3,0.455,21
1011,2009,"
Matt Jones
",298.0,0.381,21
1012,2009,"
Fred Couples
",297.5,0.46799999999999997,20
1013,2009,"
Lucas Glover
",297.4,0.768,20
1014,2009,"
Daniel Chopra
",297.1,-0.017,20
1015,2009,"
Ryan Palmer
",297.1,-0.373,20
1016,2009,"
Hunter Mahan
",297.0,1.255,20
1017,2009,"
John Merrick
",296.9,-0.264,20
1018,2009,"
Leif Olson
",296.5,-1.6159999999999999,20
1019,2009,"
John Rollins
",296.5,0.011000000000000001,20
1020,2009,"
Kevin Streelman
",296.5,0.284,20
1021,2009,"
Jonathan Byrd
",295.9,0.633,19
1022,2009,"
Ryan Moore
",295.9,0.444,19
1023,2009,"
Steve Marino
",295.7,1.02,19
1024,2009,"
Jason Day
",295.3,0.871,19
1025,2009,"
Adam Scott
",294.9,-0.66,19
1026,2009,"
Nicholas Thompson
",294.8,-0.102,19
1027,2009,"
Stewart Cink
",294.7,0.287,19
1028,2009,"
John Senden
",294.2,1.06,19
1029,2009,"
Jeff Overton
",293.9,0.078,18
1030,2009,"
Vijay Singh
",293.9,0.12,18
1031,2009,"
Michael Letzig
",293.8,0.38299999999999995,18
1032,2009,"
J.J. Henry
",293.7,0.35200000000000004,18
1033,2009,"
Ted Purdy
",293.6,0.048,18
1034,2009,"
Sean O'Hair
",293.3,1.17,18
1035,2009,"
Rory Sabbatini
",293.2,0.713,18
1036,2009,"
Robert Allenby
",293.1,0.987,18
1037,2009,"
Kenny Perry
",293.1,1.206,18
1038,2009,"
Peter Tomasulo
",293.0,-1.0859999999999999,18
1039,2009,"
Camilo Villegas
",293.0,0.825,18
1040,2009,"
Matt Bettencourt
",292.9,-0.512,18
1041,2009,"
David Duval
",292.7,-1.7280000000000002,18
1042,2009,"
Charles Howell III
",292.7,0.601,18
1043,2009,"
Ricky Barnes
",292.6,-0.968,18
1044,2009,"
Bo Van Pelt
",292.5,0.701,18
1045,2009,"
Bill Lunde
",292.4,0.158,18
1046,2009,"
Retief Goosen
",292.3,1.011,18
1047,2009,"
Tim Herron
",292.1,-0.033,18
1048,2009,"
Greg Owen
",292.1,0.237,18
1049,2009,"
George McNeill
",292.0,0.7020000000000001,18
1050,2009,"
Boo Weekley
",291.7,0.505,17
1051,2009,"
James Nitties
",291.5,0.08199999999999999,17
1052,2009,"
Geoff Ogilvy
",291.5,1.06,17
1053,2009,"
Kris Blanks
",291.4,-0.266,17
1054,2009,"
Joe Ogilvie
",291.4,0.091,17
1055,2009,"
Y.E. Yang
",291.3,0.38299999999999995,17
1056,2009,"
Ernie Els
",291.2,0.9209999999999999,17
1057,2009,"
Mathew Goggin
",291.1,-0.013000000000000001,17
1058,2009,"
Chad Campbell
",291.0,0.602,17
1059,2009,"
Jimmy Walker
",291.0,-0.17,17
1060,2009,"
Jason Gore
",290.7,-0.618,17
1061,2009,"
Chris Stroud
",290.7,0.006999999999999999,17
1062,2009,"
Steve Lowery
",290.6,-0.523,17
1063,2009,"
Brendon de Jonge
",290.3,-0.23600000000000002,17
1064,2009,"
Kevin Stadler
",290.3,0.138,17
1065,2009,"
Stuart Appleby
",290.1,-0.486,17
1066,2009,"
Will MacKenzie
",289.4,-0.594,16
1067,2009,"
D.J. Trahan
",289.2,0.22399999999999998,16
1068,2009,"
Michael Allen
",289.1,0.467,16
1069,2009,"
Kevin Sutherland
",289.1,0.6920000000000001,16
1070,2009,"
Brad Adamonis
",289.0,-0.47100000000000003,16
1071,2009,"
Jeff Maggert
",288.9,-0.247,16
1072,2009,"
Brian Bateman
",288.7,-1.276,16
1073,2009,"
Matt Weibring
",288.7,0.13,16
1074,2009,"
Carl Pettersson
",288.6,-0.5720000000000001,16
1075,2009,"
Pat Perez
",288.5,0.445,16
1076,2009,"
Johnson Wagner
",288.4,-0.139,16
1077,2009,"
Brian Vranesh
",288.2,-0.861,16
1078,2009,"
Rod Pampling
",288.1,0.684,16
1079,2009,"
Justin Rose
",288.1,0.506,16
1080,2009,"
Aaron Baddeley
",287.8,-0.151,15
1081,2009,"
Brett Quigley
",287.5,0.113,15
1082,2009,"
Stephen Ames
",287.4,0.754,15
1083,2009,"
Tommy Armour III
",287.3,0.079,15
1084,2009,"
Jarrod Lyle
",287.3,-0.584,15
1085,2009,"
Cameron Beckman
",287.0,0.009000000000000001,15
1086,2009,"
Heath Slocum
",287.0,0.09699999999999999,15
1087,2009,"
Woody Austin
",286.9,0.552,15
1088,2009,"
Derek Fathauer
",286.4,-1.43,15
1089,2009,"
Kirk Triplett
",286.4,-0.5720000000000001,15
1090,2009,"
Jason Dufner
",286.2,0.624,15
1091,2009,"
Webb Simpson
",286.2,0.175,15
1092,2009,"
Mark Calcavecchia
",286.1,-0.475,15
1093,2009,"
Steve Stricker
",286.1,1.828,15
1094,2009,"
Padraig Harrington
",285.8,1.21,14
1095,2009,"
Steve Elkington
",285.3,0.171,14
1096,2009,"
Jason Bohn
",285.1,0.298,14
1097,2009,"
Ben Crane
",285.0,0.775,14
1098,2009,"
Scott Sterling
",285.0,0.29100000000000004,14
1099,2009,"
Casey Wittenberg
",285.0,-0.461,14
1100,2009,"
Charlie Wi
",284.9,0.32899999999999996,14
1101,2009,"
Todd Hamilton
",284.8,-0.489,14
1102,2009,"
Rich Beem
",284.7,-0.26,14
1103,2009,"
Jerry Kelly
",284.7,0.78,14
1104,2009,"
Scott McCarron
",284.7,0.298,14
1105,2009,"
Steve Flesch
",284.4,-0.11199999999999999,14
1106,2009,"
Mark Wilson
",284.3,0.552,14
1107,2009,"
Greg Chalmers
",284.2,0.409,14
1108,2009,"
Billy Mayfair
",284.2,-0.89,14
1109,2009,"
David Toms
",284.2,1.15,14
1110,2009,"
Freddie Jacobson
",284.1,0.395,14
1111,2009,"
Nathan Green
",283.5,-0.09699999999999999,13
1112,2009,"
Bob Heintz
",283.5,0.02,13
1113,2009,"
Justin Leonard
",283.5,0.951,13
1114,2009,"
Jay Williamson
",283.5,-0.737,13
1115,2009,"
Brian Davis
",283.3,0.297,13
1116,2009,"
Matt Kuchar
",283.2,1.158,13
1117,2009,"
Ken Duke
",283.1,-0.414,13
1118,2009,"
Rocco Mediate
",283.1,0.17,13
1119,2009,"
Bryce Molder
",283.1,0.5329999999999999,13
1120,2009,"
Vaughn Taylor
",283.1,-0.037000000000000005,13
1121,2009,"
Eric Axley
",282.8,-2.157,13
1122,2009,"
Tim Petrovic
",282.8,0.649,13
1123,2009,"
Ian Poulter
",282.8,1.206,13
1124,2009,"
Kevin Na
",282.7,0.938,13
1125,2009,"
Bob Estes
",282.6,0.528,13
1126,2009,"
Briny Baird
",282.1,0.32899999999999996,13
1127,2009,"
Lee Janzen
",282.0,0.285,13
1128,2009,"
Tom Pernice Jr.
",281.9,-0.064,12
1129,2009,"
Kent Jones
",281.3,-0.684,12
1130,2009,"
D.A. Points
",281.3,0.298,12
1131,2009,"
Alex Cejka
",281.2,0.233,12
1132,2009,"
Zach Johnson
",281.2,1.545,12
1133,2009,"
Scott Verplank
",281.1,0.887,12
1134,2009,"
Patrick Sheehan
",281.0,0.251,12
1135,2009,"
Jeff Klauk
",280.9,0.3,12
1136,2009,"
David Mathis
",280.8,-0.317,12
1137,2009,"
Cliff Kresge
",280.5,-0.006999999999999999,12
1138,2009,"
K.J. Choi
",280.1,0.163,12
1139,2009,"
Tim Clark
",280.1,1.261,12
1140,2009,"
Jim Furyk
",279.9,1.69,11
1141,2009,"
Darron Stiles
",279.8,-0.467,11
1142,2009,"
Colt Knost
",279.6,-0.8009999999999999,11
1143,2009,"
Aron Price
",279.6,-0.5670000000000001,11
1144,2009,"
Chez Reavie
",279.6,-0.24100000000000002,11
1145,2009,"
Ben Curtis
",279.5,0.251,11
1146,2009,"
Chris DiMarco
",279.5,0.138,11
1147,2009,"
Joe Durant
",279.5,-0.304,11
1148,2009,"
Peter Lonard
",279.5,-0.9390000000000001,11
1149,2009,"
Parker McLachlin
",279.5,-1.143,11
1150,2009,"
Marc Turnesa
",279.5,-1.162,11
1151,2009,"
Mike Weir
",279.3,0.78,11
1152,2009,"
John Mallinger
",279.1,0.358,11
1153,2009,"
Spencer Levin
",279.0,0.156,11
1154,2009,"
Rick Price
",278.6,-1.518,11
1155,2009,"
Chris Riley
",278.5,0.486,11
1156,2009,"
Ryuji Imada
",278.4,-0.015,11
1157,2009,"
Brandt Snedeker
",277.3,0.823,10
1158,2009,"
Nick O'Hern
",277.0,0.322,10
1159,2009,"
Brendon Todd
",276.2,-1.4980000000000002,10
1160,2009,"
Paul Goydos
",275.8,0.55,9
1161,2009,"
Luke Donald
",275.7,1.069,9
1162,2009,"
Glen Day
",275.0,-0.685,9
1163,2009,"
Bart Bryant
",274.6,-0.507,9
1164,2009,"
Richard Johnson
",274.0,-0.405,9
1165,2009,"
Jeff Quinney
",273.4,-0.233,8
1166,2009,"
Greg Kraft
",273.1,-1.5090000000000001,8
1167,2009,"
Tom Lehman
",272.2,0.358,8
1168,2009,"
Brad Faxon
",270.8,-1.925,7
1169,2009,"
Dean Wilson
",270.3,0.02,7
1170,2009,"
Mark Brooks
",269.2,-0.767,6
1171,2009,"
Brian Gay
",268.5,0.632,6
