,"year","rank","player_name","rounds","three_putt_percent","total_3_putts","total_holes"
1139,1998,"
        T15","
Kevin Sutherland
",103,2,36,1800
1140,1998,"
        17","
Steve Jones
",84,2.01,29,1440
1141,1998,"
        18","
John Cook
",92,2.05,34,1656
1142,1998,"
        19","
J.P. Hayes
",67,2.07,25,1206
1143,1998,"
        20","
Ernie Els
",51,2.08,18,864
1144,1998,"
        21","
Jay Haas
",83,2.11,30,1422
1145,1998,"
        22","
Jeff Sluman
",106,2.15,41,1908
1146,1998,"
        23","
Stewart Cink
",101,2.18,38,1746
1147,1998,"
        T24","
David Duval
",85,2.21,33,1494
1148,1998,"
        T24","
Dudley Hart
",87,2.21,33,1494
1149,1998,"
        T24","
Nolan Henke
",88,2.21,35,1584
1150,1998,"
        27","
Dave Stockton Jr.
",67,2.22,26,1170
1151,1998,"
        28","
David Frost
",72,2.24,29,1296
1152,1998,"
        T29","
Jim Carter
",110,2.25,43,1908
1153,1998,"
        T29","
Tom Lehman
",81,2.25,32,1422
1154,1998,"
        T29","
Jesper Parnevik
",73,2.25,28,1242
1155,1998,"
        32","
Jim Estes
",66,2.26,26,1152
1156,1998,"
        T33","
Bobby Gage
",52,2.35,22,936
1157,1998,"
        T33","
David Toms
",89,2.35,36,1530
1158,1998,"
        35","
Mark Brooks
",96,2.36,39,1656
1159,1998,"
        36","
Jerry Kelly
",93,2.39,40,1674
1160,1998,"
        37","
Steve Pate
",88,2.42,37,1530
1161,1998,"
        T38","
Jay Delsing
",75,2.44,33,1350
1162,1998,"
        T38","
Trevor Dodds
",94,2.44,40,1638
1163,1998,"
        T38","
Joe Ozaki
",57,2.44,25,1026
1164,1998,"
        T41","
Olin Browne
",81,2.45,34,1386
1165,1998,"
        T41","
Bruce Fleisher
",77,2.45,34,1386
1166,1998,"
        T41","
John Huston
",93,2.45,41,1674
1167,1998,"
        44","
Paul Azinger
",70,2.46,31,1260
1168,1998,"
        T45","
Fred Funk
",114,2.49,51,2052
1169,1998,"
        T45","
Payne Stewart
",76,2.49,34,1368
1170,1998,"
        T45","
Scott Verplank
",99,2.49,43,1728
1171,1998,"
        T48","
R.W. Eaks
",82,2.5,36,1440
1172,1998,"
        T48","
Mike Hulbert
",91,2.5,40,1602
1173,1998,"
        50","
Frank Nobilo
",65,2.51,28,1116
1174,1998,"
        51","
Steve Lowery
",87,2.52,39,1548
1175,1998,"
        52","
Chris Perry
",111,2.54,49,1926
1176,1998,"
        53","
Jim Gallagher Jr.
",74,2.55,33,1296
1177,1998,"
        T54","
Jay Don Blake
",81,2.56,36,1404
1178,1998,"
        T54","
Scott Hoch
",100,2.56,46,1800
1179,1998,"
        56","
Larry Rinker
",97,2.57,43,1674
1180,1998,"
        T57","
John Daly
",78,2.6,36,1386
1181,1998,"
        T57","
Glen Day
",92,2.6,43,1656
1182,1998,"
        T57","
Phil Tataurangi
",82,2.6,37,1422
1183,1998,"
        60","
Mark O'Meara
",68,2.61,32,1224
1184,1998,"
        T61","
Billy Andrade
",97,2.63,45,1710
1185,1998,"
        T61","
Davis Love III
",78,2.63,35,1332
1186,1998,"
        63","
Andrew Magee
",98,2.66,45,1692
1187,1998,"
        64","
Don Pooley
",60,2.69,29,1080
1188,1998,"
        T65","
P.H. Horgan III
",107,2.7,51,1890
1189,1998,"
        T65","
Ted Tryba
",107,2.7,51,1890
1190,1998,"
        T67","
Skip Kendall
",106,2.72,51,1872
1191,1998,"
        T67","
Craig Parry
",50,2.72,23,846
1192,1998,"
        T67","
Lee Rinker
",106,2.72,51,1872
1193,1998,"
        70","
Craig Stadler
",64,2.73,30,1098
1194,1998,"
        T71","
Guy Hill
",71,2.74,35,1278
1195,1998,"
        T71","
Larry Mize
",83,2.74,40,1458
1196,1998,"
        T73","
Justin Leonard
",100,2.78,50,1800
1197,1998,"
        T73","
Kirk Triplett
",86,2.78,41,1476
1198,1998,"
        T73","
Fuzzy Zoeller
",68,2.78,34,1224
1199,1998,"
        T76","
Brent Geiberger
",89,2.81,45,1602
1200,1998,"
        T76","
Greg Kraft
",83,2.81,42,1494
1201,1998,"
        T76","
Phil Mickelson
",83,2.81,40,1422
1202,1998,"
        T76","
Tom Pernice Jr.
",83,2.81,40,1422
1203,1998,"
        T76","
Mark Wiebe
",80,2.81,40,1422
1204,1998,"
        81","
Stuart Appleby
",69,2.82,33,1170
1205,1998,"
        T82","
David Ogrin
",100,2.83,51,1800
1206,1998,"
        T82","
Hal Sutton
",104,2.83,53,1872
1207,1998,"
        84","
Ronnie Black
",80,2.85,40,1404
1208,1998,"
        85","
Lennie Clements
",70,2.86,36,1260
1209,1998,"
        86","
Jeff Gallagher
",91,2.87,46,1602
1210,1998,"
        T87","
Blaine McCallister
",104,2.88,54,1872
1211,1998,"
        T87","
Jim McGovern
",88,2.88,44,1530
1212,1998,"
        T89","
Joey Sindelar
",100,2.89,50,1728
1213,1998,"
        T89","
Curtis Strange
",50,2.89,26,900
1214,1998,"
        91","
Franklin Langham
",94,2.9,48,1656
1215,1998,"
        T92","
Jonathan Kaye
",65,2.91,33,1134
1216,1998,"
        T92","
Neal Lancaster
",90,2.91,45,1548
1217,1998,"
        T92","
Mike Springer
",108,2.91,55,1890
1218,1998,"
        95","
Lee Porter
",93,2.93,48,1638
1219,1998,"
        96","
Bob Gilder
",84,2.95,43,1458
1220,1998,"
        T97","
Lee Janzen
",85,2.98,44,1476
1221,1998,"
        T97","
D.A. Weibring
",71,2.98,37,1242
1222,1998,"
        99","
Frank Lickliter II
",108,2.99,57,1908
1223,1998,"
        T100","
Jeff Maggert
",83,3.01,45,1494
1224,1998,"
        T100","
Scott McCarron
",85,3.01,45,1494
1225,1998,"
        T100","
John Morse
",59,3.01,32,1062
1226,1998,"
        103","
Mark Wurtz
",55,3.03,30,990
1227,1998,"
        T104","
Phil Blackmar
",82,3.06,44,1440
1228,1998,"
        T104","
Paul Goydos
",102,3.06,55,1800
1229,1998,"
        T106","
Mike Brisky
",87,3.07,48,1566
1230,1998,"
        T106","
Bob Friend
",87,3.07,47,1530
1231,1998,"
        T108","
Robert Damron
",91,3.09,49,1584
1232,1998,"
        T108","
Harrison Frazar
",83,3.09,45,1458
1233,1998,"
        T108","
Scott Gump
",100,3.09,54,1746
1234,1998,"
        111","
Michael Bradley
",70,3.1,39,1260
1235,1998,"
        112","
Omar Uresti
",109,3.11,61,1962
1236,1998,"
        113","
Rocco Mediate
",86,3.12,46,1476
1237,1998,"
        114","
Steve Flesch
",103,3.14,56,1782
1238,1998,"
        115","
John Riegger
",87,3.15,47,1494
1239,1998,"
        116","
Jimmy Johnston
",58,3.16,33,1044
1240,1998,"
        T117","
Clarence Rose
",101,3.17,56,1764
1241,1998,"
        T117","
Mike Standly
",86,3.17,49,1548
1242,1998,"
        T117","
Esteban Toledo
",97,3.17,53,1674
1243,1998,"
        120","
Tom Byrum
",92,3.2,53,1656
1244,1998,"
        121","
Stephen Ames
",52,3.21,30,936
1245,1998,"
        T122","
Ben Bates
",103,3.22,58,1800
1246,1998,"
        T122","
Brian Henninger
",98,3.22,55,1710
1247,1998,"
        124","
Paul Stankowski
",80,3.25,45,1386
1248,1998,"
        125","
Joe Durant
",79,3.31,47,1422
1249,1998,"
        T126","
Dan Forsman
",79,3.32,46,1386
1250,1998,"
        T126","
Kenny Perry
",85,3.32,49,1476
1251,1998,"
        T128","
Barry Cheesman
",95,3.35,56,1674
1252,1998,"
        T128","
Russ Cochran
",88,3.35,53,1584
1253,1998,"
        T128","
Bradley Hughes
",65,3.35,38,1134
1254,1998,"
        T128","
Brett Quigley
",90,3.35,53,1584
1255,1998,"
        132","
Pete Jordan
",91,3.37,54,1602
1256,1998,"
        133","
Spike McRoy
",89,3.38,53,1566
1257,1998,"
        134","
Fulton Allem
",59,3.39,36,1062
1258,1998,"
        T135","
Brandel Chamblee
",84,3.4,49,1440
1259,1998,"
        T135","
Gabriel Hjertstedt
",74,3.4,44,1296
1260,1998,"
        137","
Chip Beck
",64,3.41,38,1116
1261,1998,"
        138","
Bobby Wadkins
",93,3.46,56,1620
1262,1998,"
        139","
Sonny Skinner
",87,3.49,54,1548
1263,1998,"
        T140","
Brad Fabel
",92,3.5,58,1656
1264,1998,"
        T140","
Tommy Tolles
",83,3.5,51,1458
1265,1998,"
        142","
Kelly Gibson
",109,3.53,68,1926
1266,1998,"
        143","
Mike Weir
",81,3.54,49,1386
1267,1998,"
        144","
J.L. Lewis
",96,3.55,60,1692
1268,1998,"
        T145","
Tommy Armour III
",87,3.58,56,1566
1269,1998,"
        T145","
Guy Boros
",89,3.58,56,1566
1270,1998,"
        T145","
David Edwards
",76,3.58,49,1368
1271,1998,"
        T145","
Billy Mayfair
",94,3.58,58,1620
1272,1998,"
        T145","
Dicky Pride
",61,3.58,38,1062
1273,1998,"
        150","
Peter Jacobsen
",69,3.59,42,1170
1274,1998,"
        151","
Nick Faldo
",51,3.63,32,882
1275,1998,"
        152","
Gary Hallberg
",63,3.64,40,1098
1276,1998,"
        153","
Chris Smith
",94,3.68,61,1656
1277,1998,"
        T154","
Chris DiMarco
",98,3.7,64,1728
1278,1998,"
        T154","
Kent Jones
",91,3.7,58,1566
1279,1998,"
        T154","
Kevin Wentworth
",81,3.7,52,1404
1280,1998,"
        157","
Tim Conley
",72,3.73,47,1260
1281,1998,"
        158","
Doug Barron
",90,3.81,61,1602
1282,1998,"
        159","
Glen Hnatiuk
",86,3.82,57,1494
1283,1998,"
        160","
Sandy Lyle
",61,3.83,42,1098
1284,1998,"
        T161","
John Adams
",63,3.85,43,1116
1285,1998,"
        T161","
Mike Small
",65,3.85,45,1170
1286,1998,"
        T163","
Dave Barr
",60,3.89,42,1080
1287,1998,"
        T163","
Brian Kamm
",73,3.89,49,1260
1288,1998,"
        165","
Scott Simpson
",57,3.9,40,1026
1289,1998,"
        T166","
Mark Carnevale
",94,3.94,66,1674
1290,1998,"
        T166","
David Sutherland
",97,3.94,66,1674
1291,1998,"
        168","
Tiger Woods
",77,3.96,52,1314
1292,1998,"
        169","
Duffy Waldorf
",84,4,59,1476
1293,1998,"
        170","
Richie Coughlan
",96,4.02,68,1692
1294,1998,"
        171","
Tom Kite
",69,4.04,48,1188
1295,1998,"
        172","
Vijay Singh
",97,4.06,68,1674
1296,1998,"
        173","
Hugh Royer III
",84,4.13,61,1476
1297,1998,"
        174","
Mark Calcavecchia
",98,4.22,73,1728
1298,1998,"
        175","
Fred Couples
",68,4.25,52,1224
1299,1998,"
        T176","
Clark Dennis
",79,4.3,58,1350
1300,1998,"
        T176","
Iain Steel
",62,4.3,48,1116
1301,1998,"
        178","
Vance Veazey
",69,4.31,52,1206
1302,1998,"
        179","
Steve Jurgensen
",72,4.32,56,1296
1303,1998,"
        180","
Grant Waite
",97,4.33,74,1710
1304,1998,"
        181","
Tim Herron
",97,4.49,76,1692
1305,1998,"
        182","
Billy Ray Brown
",66,4.51,52,1152
1306,1998,"
        183","
Keith Nolan
",54,4.53,44,972
1307,1998,"
        184","
Joe Daley
",70,4.82,59,1224
1308,1998,"
        185","
Craig Barlow
",84,4.87,71,1458
1309,1998,"
        186","
Robert Gamez
",69,4.91,61,1242
1310,1998,"
        187","
Tim Loustalot
",67,5.21,60,1152
1311,1998,"
        188","
Andy Bean
",52,5.32,46,864
1312,1999,"
        1","
Nick Price
",68,1.52,17,1116
1313,1999,"
        2","
Dudley Hart
",93,1.77,28,1584
1314,1999,"
        3","
Mike Reid
",79,1.85,25,1350
1315,1999,"
        4","
Willie Wood
",76,1.93,25,1296
1316,1999,"
        5","
Corey Pavin
",86,1.96,29,1476
1317,1999,"
        6","
Loren Roberts
",92,2,32,1602
1318,1999,"
        T7","
Tom Lehman
",81,2.01,29,1440
1319,1999,"
        T7","
Joey Sindelar
",74,2.01,26,1296
1320,1999,"
        T9","
Jim Furyk
",97,2.03,35,1728
1321,1999,"
        T9","
Justin Leonard
",106,2.03,38,1872
1322,1999,"
        11","
Payne Stewart
",69,2.04,25,1224
1323,1999,"
        12","
Davis Love III
",83,2.07,29,1404
1324,1999,"
        13","
Steve Stricker
",70,2.09,26,1242
1325,1999,"
        14","
Doug Martin
",100,2.14,37,1728
1326,1999,"
        T15","
Dennis Paulson
",107,2.16,40,1854
1327,1999,"
        T15","
David Sutherland
",94,2.16,35,1620
1328,1999,"
        17","
Dave Stockton Jr.
",91,2.18,35,1602
1329,1999,"
        18","
Brad Faxon
",68,2.2,25,1134
1330,1999,"
        19","
Scott McCarron
",90,2.21,35,1584
1331,1999,"
        20","
Phil Tataurangi
",73,2.27,29,1278
1332,1999,"
        T21","
David Frost
",83,2.28,34,1494
1333,1999,"
        T21","
Esteban Toledo
",109,2.28,44,1926
1334,1999,"
        23","
Franklin Langham
",101,2.3,41,1782
1335,1999,"
        T24","
Jim Carter
",96,2.31,40,1728
1336,1999,"
        T24","
Jonathan Kaye
",112,2.31,45,1944
1337,1999,"
        26","
P.H. Horgan III
",100,2.32,41,1764
1338,1999,"
        27","
Billy Andrade
",92,2.34,37,1584
1339,1999,"
        T28","
Bob Estes
",109,2.37,46,1944
1340,1999,"
        T28","
Jim Gallagher Jr.
",84,2.37,35,1476
1341,1999,"
        T28","
Steve Pate
",106,2.37,41,1728
1342,1999,"
        31","
Robert Damron
",111,2.4,47,1962
1343,1999,"
        32","
Glen Day
",96,2.45,41,1674
1344,1999,"
        33","
Larry Mize
",72,2.46,31,1260
1345,1999,"
        34","
Kevin Sutherland
",100,2.49,43,1728
1346,1999,"
        35","
Len Mattiace
",97,2.52,44,1746
1347,1999,"
        T36","
Stuart Appleby
",95,2.53,41,1620
1348,1999,"
        T36","
J.P. Hayes
",94,2.53,41,1620
1349,1999,"
        T36","
Ted Tryba
",110,2.53,50,1980
1350,1999,"
        39","
Chris Perry
",124,2.55,55,2160
1351,1999,"
        40","
Ronnie Black
",56,2.58,26,1008
1352,1999,"
        T41","
Pete Jordan
",92,2.59,42,1620
1353,1999,"
        T41","
Hal Sutton
",91,2.59,42,1620
1354,1999,"
        T43","
Stewart Cink
",97,2.6,43,1656
1355,1999,"
        T43","
Craig Parry
",66,2.6,30,1152
1356,1999,"
        45","
Bradley Hughes
",100,2.61,47,1800
1357,1999,"
        46","
John Maginnes
",91,2.63,43,1638
1358,1999,"
        T47","
Scott Hoch
",101,2.64,47,1782
1359,1999,"
        T47","
Mike Weir
",103,2.64,48,1818
1360,1999,"
        T49","
Eric Booker
",92,2.65,43,1620
1361,1999,"
        T49","
Skip Kendall
",109,2.65,50,1890
1362,1999,"
        T51","
Jay Don Blake
",96,2.66,44,1656
1363,1999,"
        T51","
Tim Herron
",100,2.66,46,1728
1364,1999,"
        T51","
Peter Jacobsen
",74,2.66,35,1314
1365,1999,"
        54","
Nolan Henke
",83,2.68,40,1494
1366,1999,"
        55","
Tom Scherrer
",97,2.69,45,1674
1367,1999,"
        56","
Mike Hulbert
",103,2.7,49,1818
1368,1999,"
        57","
Charles Raulerson
",104,2.72,50,1836
1369,1999,"
        T58","
Rocco Mediate
",86,2.74,40,1458
1370,1999,"
        T58","
Tiger Woods
",83,2.74,37,1350
1371,1999,"
        T60","
Brent Geiberger
",105,2.75,51,1854
1372,1999,"
        T60","
Greg Kraft
",95,2.75,47,1710
1373,1999,"
        T60","
Frank Nobilo
",87,2.75,42,1530
1374,1999,"
        T63","
Gabriel Hjertstedt
",98,2.78,49,1764
1375,1999,"
        T63","
Bob Tway
",98,2.78,46,1656
1376,1999,"
        T65","
Mark Brooks
",117,2.8,57,2034
1377,1999,"
        T65","
Jeff Sluman
",112,2.8,56,1998
1378,1999,"
        T67","
Clark Dennis
",91,2.81,45,1602
1379,1999,"
        T67","
Lee Janzen
",87,2.81,43,1530
1380,1999,"
        T67","
Tom Pernice Jr.
",93,2.81,45,1602
1381,1999,"
        T67","
Scott Verplank
",91,2.81,45,1602
1382,1999,"
        71","
Fred Funk
",119,2.82,60,2124
1383,1999,"
        72","
Lanny Wadkins
",57,2.83,29,1026
1384,1999,"
        T73","
Blaine McCallister
",94,2.84,48,1692
1385,1999,"
        T73","
Brian Watts
",85,2.84,43,1512
1386,1999,"
        75","
Tom Byrum
",89,2.87,46,1602
1387,1999,"
        76","
Frank Lickliter II
",108,2.88,54,1872
1388,1999,"
        77","
Brad Fabel
",88,2.9,46,1584
1389,1999,"
        78","
Jay Williamson
",84,2.91,43,1476
1390,1999,"
        T79","
Bob Friend
",116,2.92,60,2052
1391,1999,"
        T79","
Steve Lowery
",101,2.92,52,1782
1392,1999,"
        T79","
Mark O'Meara
",64,2.92,31,1062
1393,1999,"
        T79","
Mark Wiebe
",80,2.92,40,1368
1394,1999,"
        83","
Michael Bradley
",78,2.93,39,1332
1395,1999,"
        84","
Emlyn Aubrey
",53,2.94,27,918
1396,1999,"
        85","
Sean Murphy
",85,2.95,44,1494
1397,1999,"
        86","
Dan Forsman
",92,2.96,49,1656
1398,1999,"
        T87","
Rick Fehr
",75,2.97,38,1278
1399,1999,"
        T87","
David Toms
",107,2.97,55,1854
1400,1999,"
        89","
Fred Couples
",59,2.98,30,1008
1401,1999,"
        T90","
Jay Delsing
",78,3,41,1368
1402,1999,"
        T90","
Jay Haas
",80,3,41,1368
1403,1999,"
        T90","
Mike Sposa
",93,3,48,1602
1404,1999,"
        93","
Harrison Frazar
",100,3.01,52,1728
1405,1999,"
        94","
John Cook
",84,3.02,44,1458
1406,1999,"
        T95","
Ben Bates
",101,3.03,54,1782
1407,1999,"
        T95","
Tim Loustalot
",66,3.03,36,1188
1408,1999,"
        T95","
Jesper Parnevik
",71,3.03,36,1188
1409,1999,"
        T98","
Paul Goydos
",99,3.04,52,1710
1410,1999,"
        T98","
Chris Riley
",86,3.04,46,1512
1411,1999,"
        100","
Kenny Perry
",83,3.05,45,1476
1412,1999,"
        T101","
Ernie Els
",65,3.06,33,1080
1413,1999,"
        T101","
Carlos Franco
",71,3.06,38,1242
1414,1999,"
        103","
Russ Cochran
",85,3.08,46,1494
1415,1999,"
        T104","
Tommy Armour III
",90,3.09,49,1584
1416,1999,"
        T104","
Trevor Dodds
",99,3.09,54,1746
1417,1999,"
        T104","
Geoffrey Sisk
",83,3.09,44,1422
1418,1999,"
        107","
Scott Gump
",99,3.1,53,1710
1419,1999,"
        108","
Stephen Ames
",59,3.13,31,990
1420,1999,"
        109","
Brandel Chamblee
",76,3.14,43,1368
1421,1999,"
        110","
Alan Bratton
",74,3.16,41,1296
1422,1999,"
        T111","
Phil Blackmar
",89,3.18,51,1602
1423,1999,"
        T111","
Deane Pappas
",82,3.18,47,1476
1424,1999,"
        113","
Greg Chalmers
",110,3.2,61,1908
1425,1999,"
        114","
John Elliott
",79,3.21,45,1404
1426,1999,"
        T115","
Danny Briggs
",78,3.22,44,1368
1427,1999,"
        T115","
Larry Rinker
",90,3.22,51,1584
1428,1999,"
        T117","
Chip Beck
",76,3.23,43,1332
1429,1999,"
        T117","
David Duval
",80,3.23,43,1332
1430,1999,"
        T117","
Steve Flesch
",102,3.23,57,1764
1431,1999,"
        T117","
Steve Jones
",62,3.23,32,990
1432,1999,"
        121","
Jerry Kelly
",112,3.24,63,1944
1433,1999,"
        122","
Mike Brisky
",77,3.25,45,1386
1434,1999,"
        T123","
Olin Browne
",84,3.26,47,1440
1435,1999,"
        T123","
Jeff Gallagher
",94,3.26,54,1656
1436,1999,"
        125","
Doug Barron
",94,3.27,53,1620
1437,1999,"
        126","
Perry Moss
",73,3.29,42,1278
1438,1999,"
        127","
Brian Gay
",69,3.3,41,1242
1439,1999,"
        T128","
Bob Burns
",89,3.31,53,1602
1440,1999,"
        T128","
Dicky Pride
",88,3.31,50,1512
1441,1999,"
        130","
Jeff Maggert
",88,3.32,49,1476
1442,1999,"
        131","
Jimmy Green
",75,3.33,45,1350
1443,1999,"
        132","
D.A. Weibring
",53,3.35,32,954
1444,1999,"
        133","
Lee Rinker
",93,3.36,55,1638
1445,1999,"
        134","
Charles Warren
",69,3.38,42,1242
1446,1999,"
        135","
Scott Simpson
",57,3.41,35,1026
1447,1999,"
        T136","
Chris DiMarco
",103,3.42,61,1782
1448,1999,"
        T136","
Phil Mickelson
",85,3.42,48,1404
1449,1999,"
        138","
Brett Quigley
",64,3.43,37,1080
1450,1999,"
        T139","
Notah Begay III
",101,3.44,60,1746
1451,1999,"
        T139","
John Huston
",82,3.44,47,1368
1452,1999,"
        141","
Omar Uresti
",103,3.45,64,1854
1453,1999,"
        142","
Joe Ozaki
",54,3.46,33,954
1454,1999,"
        143","
Lee Porter
",90,3.47,55,1584
1455,1999,"
        144","
Kirk Triplett
",90,3.49,54,1548
1456,1999,"
        T145","
Bill Glasson
",79,3.51,48,1368
1457,1999,"
        T145","
Mike Springer
",89,3.51,55,1566
1458,1999,"
        147","
Scott Dunlap
",86,3.55,55,1548
1459,1999,"
        148","
Ted Purdy
",68,3.56,41,1152
1460,1999,"
        149","
Andrew Magee
",94,3.57,54,1512
1461,1999,"
        T150","
Paul Azinger
",75,3.58,47,1314
1462,1999,"
        T150","
Robert Gamez
",59,3.58,38,1062
1463,1999,"
        T150","
Vijay Singh
",107,3.58,65,1818
1464,1999,"
        T153","
Billy Mayfair
",88,3.61,54,1494
1465,1999,"
        T153","
Tommy Tolles
",79,3.61,50,1386
1466,1999,"
        155","
Joe Ogilvie
",94,3.62,60,1656
1467,1999,"
        156","
Chris Couch
",74,3.63,47,1296
1468,1999,"
        157","
Paul Stankowski
",79,3.68,51,1386
1469,1999,"
        158","
Steve Elkington
",73,3.76,46,1224
1470,1999,"
        T159","
Craig Barlow
",87,3.79,58,1530
1471,1999,"
        T159","
Rich Beem
",68,3.79,45,1188
1472,1999,"
        161","
Fuzzy Zoeller
",54,3.81,37,972
1473,1999,"
        162","
Barry Cheesman
",101,3.84,67,1746
1474,1999,"
        163","
Fulton Allem
",78,3.87,53,1368
1475,1999,"
        164","
David Ogrin
",57,3.9,40,1026
1476,1999,"
        165","
Doug Dunakey
",89,3.96,62,1566
1477,1999,"
        166","
Brian Henninger
",98,3.99,69,1728
1478,1999,"
        167","
Grant Waite
",99,4.07,71,1746
1479,1999,"
        168","
Ty Armstrong
",77,4.11,57,1386
1480,1999,"
        169","
Briny Baird
",80,4.13,58,1404
1481,1999,"
        170","
Kevin Wentworth
",73,4.15,53,1278
1482,1999,"
        171","
Cameron Beckman
",81,4.18,61,1458
1483,1999,"
        172","
Joe Durant
",79,4.22,60,1422
1484,1999,"
        173","
John Daly
",63,4.23,48,1134
1485,1999,"
        174","
Steve Jurgensen
",55,4.24,42,990
1486,1999,"
        175","
Tom Purtzer
",56,4.27,40,936
1487,1999,"
        176","
Mark Calcavecchia
",100,4.33,74,1710
1488,1999,"
        177","
Duffy Waldorf
",92,4.38,71,1620
1489,1999,"
        178","
Robert Allenby
",88,4.43,67,1512
1490,1999,"
        179","
Clarence Rose
",52,4.51,39,864
1491,1999,"
        T180","
Kent Jones
",67,4.56,55,1206
1492,1999,"
        T180","
Chris Smith
",80,4.56,64,1404
1493,1999,"
        T180","
Craig Stadler
",54,4.56,41,900
1494,1999,"
        183","
David Seawell
",51,4.58,42,918
1495,1999,"
        184","
Jeff Brehaut
",77,4.62,64,1386
1496,1999,"
        185","
Robin Freeman
",81,4.64,66,1422
1497,1999,"
        186","
Neal Lancaster
",94,4.65,77,1656
1498,1999,"
        187","
Katsumasa Miyamoto
",60,4.72,51,1080
1499,1999,"
        188","
J.L. Lewis
",99,4.74,81,1710
1500,1999,"
        189","
Bo Van Pelt
",73,5.1,67,1314
1501,1999,"
        190","
Woody Austin
",101,5.15,90,1746
1502,1999,"
        191","
Tom Kite
",58,5.36,56,1044
1503,1999,"
        192","
Rory Sabbatini
",82,5.41,76,1404
1504,2000,"
        T1","
Stewart Cink
",98,1.64,28,1710
1505,2000,"
        T1","
Steve Jones
",75,1.64,21,1278
1506,2000,"
        3","
Larry Mize
",71,1.69,21,1242
1507,2000,"
        4","
Steve Stricker
",63,1.82,20,1098
1508,2000,"
        5","
Mark Brooks
",91,1.83,29,1584
1509,2000,"
        T6","
Dennis Paulson
",82,1.85,27,1458
1510,2000,"
        T6","
Chris Perry
",109,1.85,35,1890
1511,2000,"
        8","
Len Mattiace
",107,1.87,36,1926
1512,2000,"
        9","
Ernie Els
",74,1.88,23,1224
1513,2000,"
        10","
Brian Gay
",101,1.91,34,1782
1514,2000,"
        11","
Mark O'Meara
",61,1.92,19,990
1515,2000,"
        12","
Jim Furyk
",98,1.93,33,1710
1516,2000,"
        T13","
David Frost
",65,1.94,22,1134
1517,2000,"
        T13","
Scott Verplank
",106,1.94,37,1908
1518,2000,"
        15","
Scott McCarron
",100,1.98,35,1764
1519,2000,"
        T16","
Jim McGovern
",55,1.99,19,954
1520,2000,"
        T16","
Steve Pate
",97,1.99,33,1656
1521,2000,"
        18","
Mike Hulbert
",82,2.01,29,1440
1522,2000,"
        19","
Rick Fehr
",73,2.03,26,1278
1523,2000,"
        20","
Mike Springer
",83,2.06,30,1458
1524,2000,"
        21","
Phil Mickelson
",85,2.08,30,1440
1525,2000,"
        22","
Bob Estes
",68,2.12,24,1134
1526,2000,"
        23","
Esteban Toledo
",113,2.15,43,1998
1527,2000,"
        24","
Paul Curry
",64,2.17,25,1152
1528,2000,"
        25","
Bob Tway
",91,2.18,35,1602
1529,2000,"
        26","
John Cook
",90,2.21,35,1584
1530,2000,"
        27","
Glen Day
",93,2.23,37,1656
1531,2000,"
        28","
Chris DiMarco
",118,2.24,46,2052
1532,2000,"
        T29","
Jim Carter
",96,2.25,38,1692
1533,2000,"
        T29","
Jeff Sluman
",113,2.25,45,1998
1534,2000,"
        T31","
Stuart Appleby
",86,2.26,33,1458
1535,2000,"
        T31","
Tom Pernice Jr.
",98,2.26,39,1728
1536,2000,"
        33","
Bill Glasson
",93,2.27,38,1674
1537,2000,"
        34","
Sean Murphy
",102,2.28,41,1800
1538,2000,"
        T35","
Jerry Kelly
",111,2.3,46,1998
1539,2000,"
        T35","
Steve Lowery
",107,2.3,43,1872
1540,2000,"
        T35","
Dave Stockton Jr.
",89,2.3,36,1566
1541,2000,"
        T38","
Brad Faxon
",98,2.31,40,1728
1542,2000,"
        T38","
Mike Weir
",102,2.31,40,1728
1543,2000,"
        40","
Loren Roberts
",87,2.33,36,1548
1544,2000,"
        41","
Blaine McCallister
",104,2.35,44,1872
1545,2000,"
        42","
Jerry Smith
",104,2.37,43,1818
1546,2000,"
        T43","
Kevin Sutherland
",98,2.42,41,1692
1547,2000,"
        T43","
Mark Wiebe
",95,2.42,40,1656
1548,2000,"
        45","
Joel Edwards
",99,2.47,44,1782
1549,2000,"
        46","
Chip Beck
",51,2.49,22,882
1550,2000,"
        T47","
J.P. Hayes
",91,2.5,40,1602
1551,2000,"
        T47","
Joe Ogilvie
",95,2.5,41,1638
1552,2000,"
        T49","
Scott Hoch
",108,2.51,47,1872
1553,2000,"
        T49","
Nick Price
",63,2.51,28,1116
1554,2000,"
        T49","
Jay Williamson
",105,2.51,46,1836
1555,2000,"
        T52","
Greg Kraft
",106,2.52,48,1908
1556,2000,"
        T52","
Kirk Triplett
",101,2.52,44,1746
1557,2000,"
        54","
Jonathan Kaye
",115,2.53,51,2016
1558,2000,"
        55","
Ryan Howison
",83,2.54,37,1458
1559,2000,"
        56","
Brian Henninger
",93,2.56,41,1602
1560,2000,"
        T57","
David Duval
",73,2.57,31,1206
1561,2000,"
        T57","
Justin Leonard
",98,2.57,43,1674
1562,2000,"
        T57","
Jean Van de Velde
",70,2.57,31,1206
1563,2000,"
        60","
Paul Goydos
",99,2.58,45,1746
1564,2000,"
        T61","
Andrew Magee
",78,2.59,34,1314
1565,2000,"
        T61","
Tommy Tolles
",60,2.59,28,1080
1566,2000,"
        63","
J.L. Lewis
",104,2.61,48,1836
