,"year","rank","player_name","rounds","three_putt_percent","total_3_putts","total_holes"
3115,2008,"
        T40","
Jerry Kelly
",89,2.65,42,1584
3116,2008,"
        T42","
Jason Day
",81,2.67,39,1458
3117,2008,"
        T42","
Shigeki Maruyama
",50,2.67,24,900
3118,2008,"
        T44","
K.J. Choi
",74,2.7,34,1260
3119,2008,"
        T44","
Steve Stricker
",75,2.7,35,1296
3120,2008,"
        46","
Zach Johnson
",85,2.71,41,1512
3121,2008,"
        T47","
Greg Kraft
",63,2.73,31,1134
3122,2008,"
        T47","
Bob Sowards
",61,2.73,30,1098
3123,2008,"
        49","
Bill Haas
",99,2.75,49,1782
3124,2008,"
        T50","
Stuart Appleby
",87,2.78,42,1512
3125,2008,"
        T50","
Padraig Harrington
",52,2.78,25,900
3126,2008,"
        T50","
John Huston
",56,2.78,28,1008
3127,2008,"
        T50","
Dustin Johnson
",92,2.78,46,1656
3128,2008,"
        T50","
Phil Mickelson
",80,2.78,39,1404
3129,2008,"
        55","
Jimmy Walker
",73,2.82,37,1314
3130,2008,"
        T56","
J.J. Henry
",108,2.83,55,1944
3131,2008,"
        T56","
Stephen Leaney
",53,2.83,27,954
3132,2008,"
        T56","
Ian Poulter
",51,2.83,25,882
3133,2008,"
        59","
Ben Crane
",86,2.84,44,1548
3134,2008,"
        60","
Brett Rumford
",72,2.85,37,1296
3135,2008,"
        61","
Mark Wilson
",107,2.86,55,1926
3136,2008,"
        62","
Scott Sterling
",89,2.87,46,1602
3137,2008,"
        63","
Tom Scherrer
",56,2.88,29,1008
3138,2008,"
        T64","
Bob Estes
",90,2.9,47,1620
3139,2008,"
        T64","
J.P. Hayes
",67,2.9,35,1206
3140,2008,"
        T64","
Ryan Palmer
",69,2.9,36,1242
3141,2008,"
        67","
Carl Pettersson
",110,2.93,58,1980
3142,2008,"
        68","
Joe Ogilvie
",100,2.94,53,1800
3143,2008,"
        69","
Dean Wilson
",109,2.96,58,1962
3144,2008,"
        T70","
Charles Howell III
",101,2.97,53,1782
3145,2008,"
        T70","
Vaughn Taylor
",103,2.97,55,1854
3146,2008,"
        T72","
Tim Herron
",97,2.98,52,1746
3147,2008,"
        T72","
Cliff Kresge
",84,2.98,45,1512
3148,2008,"
        T74","
Lucas Glover
",91,2.99,49,1638
3149,2008,"
        T74","
Freddie Jacobson
",78,2.99,42,1404
3150,2008,"
        T74","
Camilo Villegas
",79,2.99,42,1404
3151,2008,"
        77","
Dudley Hart
",74,3,40,1332
3152,2008,"
        T78","
Sean O'Hair
",81,3.02,44,1458
3153,2008,"
        T78","
David Toms
",70,3.02,37,1224
3154,2008,"
        T80","
Richard Johnson
",77,3.03,42,1386
3155,2008,"
        T80","
Brenden Pappas
",66,3.03,36,1188
3156,2008,"
        T82","
Alex Cejka
",75,3.04,41,1350
3157,2008,"
        T82","
Carlos Franco
",73,3.04,40,1314
3158,2008,"
        T82","
Jim McGovern
",75,3.04,41,1350
3159,2008,"
        T82","
Tom Pernice Jr.
",104,3.04,57,1872
3160,2008,"
        T86","
Michael Allen
",91,3.05,50,1638
3161,2008,"
        T86","
Mathew Goggin
",91,3.05,50,1638
3162,2008,"
        T88","
Kevin Stadler
",90,3.09,50,1620
3163,2008,"
        T88","
Scott Verplank
",82,3.09,45,1458
3164,2008,"
        90","
Kyle Thompson
",70,3.1,39,1260
3165,2008,"
        91","
Lee Janzen
",89,3.12,50,1602
3166,2008,"
        T92","
Brad Adamonis
",87,3.13,49,1566
3167,2008,"
        T92","
Ryan Armour
",87,3.13,49,1566
3168,2008,"
        T92","
Rocco Mediate
",87,3.13,49,1566
3169,2008,"
        95","
Heath Slocum
",104,3.15,59,1872
3170,2008,"
        T96","
Retief Goosen
",59,3.16,33,1044
3171,2008,"
        T96","
Michael Letzig
",88,3.16,50,1584
3172,2008,"
        98","
Brandt Snedeker
",85,3.17,48,1512
3173,2008,"
        99","
Y.E. Yang
",89,3.18,51,1602
3174,2008,"
        T100","
Kevin Na
",97,3.21,56,1746
3175,2008,"
        T100","
Vijay Singh
",82,3.21,45,1404
3176,2008,"
        102","
Bart Bryant
",81,3.22,47,1458
3177,2008,"
        103","
Kevin Sutherland
",98,3.23,57,1764
3178,2008,"
        T104","
Ryan Moore
",72,3.24,42,1296
3179,2008,"
        T104","
Jeff Overton
",103,3.24,60,1854
3180,2008,"
        106","
Olin Browne
",77,3.25,45,1386
3181,2008,"
        107","
Rod Pampling
",83,3.26,47,1440
3182,2008,"
        T108","
Anthony Kim
",81,3.29,48,1458
3183,2008,"
        T108","
John Merrick
",98,3.29,58,1764
3184,2008,"
        110","
Brandt Jobe
",52,3.31,31,936
3185,2008,"
        T111","
Frank Lickliter II
",107,3.32,64,1926
3186,2008,"
        T111","
Andres Romero
",69,3.32,40,1206
3187,2008,"
        T111","
Charlie Wi
",97,3.32,58,1746
3188,2008,"
        T114","
Nathan Green
",95,3.33,57,1710
3189,2008,"
        T114","
Matt Jones
",95,3.33,57,1710
3190,2008,"
        T116","
Paul Goydos
",78,3.35,47,1404
3191,2008,"
        T116","
Trevor Immelman
",70,3.35,41,1224
3192,2008,"
        118","
Jay Williamson
",96,3.36,58,1728
3193,2008,"
        T119","
Tim Clark
",90,3.37,54,1602
3194,2008,"
        T119","
Cody Freeman
",66,3.37,40,1188
3195,2008,"
        T121","
Cameron Beckman
",87,3.38,53,1566
3196,2008,"
        T121","
Chris DiMarco
",87,3.38,53,1566
3197,2008,"
        T121","
Kenny Perry
",97,3.38,59,1746
3198,2008,"
        124","
Briny Baird
",113,3.39,69,2034
3199,2008,"
        125","
Kevin Streelman
",114,3.41,70,2052
3200,2008,"
        126","
John Riegger
",73,3.42,45,1314
3201,2008,"
        127","
Ted Purdy
",68,3.43,42,1224
3202,2008,"
        128","
Tim Petrovic
",97,3.44,60,1746
3203,2008,"
        T129","
Steve Flesch
",95,3.45,59,1710
3204,2008,"
        T129","
Omar Uresti
",74,3.45,46,1332
3205,2008,"
        131","
Hunter Mahan
",87,3.46,53,1530
3206,2008,"
        T132","
Chad Campbell
",94,3.49,59,1692
3207,2008,"
        T132","
Sergio Garcia
",72,3.49,44,1260
3208,2008,"
        T134","
Peter Lonard
",92,3.5,58,1656
3209,2008,"
        T134","
Steve Marino
",119,3.5,75,2142
3210,2008,"
        T136","
Kent Jones
",68,3.51,43,1224
3211,2008,"
        T136","
Martin Laird
",98,3.51,62,1764
3212,2008,"
        T138","
Jonathan Byrd
",88,3.53,54,1530
3213,2008,"
        T138","
Steve Lowery
",74,3.53,47,1332
3214,2008,"
        T138","
Nick Watney
",96,3.53,61,1728
3215,2008,"
        T141","
Jason Gore
",94,3.55,60,1692
3216,2008,"
        T141","
Charley Hoffman
",94,3.55,60,1692
3217,2008,"
        T141","
Johnson Wagner
",83,3.55,53,1494
3218,2008,"
        144","
Jon Mills
",95,3.57,61,1710
3219,2008,"
        T145","
Rich Beem
",90,3.58,58,1620
3220,2008,"
        T145","
Will MacKenzie
",62,3.58,40,1116
3221,2008,"
        T145","
Bo Van Pelt
",101,3.58,65,1818
3222,2008,"
        148","
Chez Reavie
",102,3.59,66,1836
3223,2008,"
        149","
Jesper Parnevik
",88,3.6,57,1584
3224,2008,"
        150","
Steve Allan
",58,3.64,38,1044
3225,2008,"
        151","
D.J. Trahan
",94,3.66,62,1692
3226,2008,"
        152","
Jeff Gove
",50,3.67,33,900
3227,2008,"
        153","
Tommy Armour III
",77,3.68,51,1386
3228,2008,"
        T154","
Woody Austin
",109,3.7,70,1890
3229,2008,"
        T154","
Justin Bolli
",87,3.7,58,1566
3230,2008,"
        T154","
Ángel Cabrera
",55,3.7,34,918
3231,2008,"
        T154","
Brian Davis
",108,3.7,72,1944
3232,2008,"
        T154","
David Duval
",51,3.7,34,918
3233,2008,"
        T154","
Kenneth Ferrie
",72,3.7,48,1296
3234,2008,"
        T154","
Chris Stroud
",81,3.7,54,1458
3235,2008,"
        T154","
Ron Whittaker
",54,3.7,36,972
3236,2008,"
        T162","
Billy Mayfair
",103,3.72,69,1854
3237,2008,"
        T162","
George McNeill
",97,3.72,65,1746
3238,2008,"
        T164","
Robert Allenby
",108,3.74,72,1926
3239,2008,"
        T164","
Pat Perez
",93,3.74,62,1656
3240,2008,"
        166","
Todd Demsey
",80,3.75,54,1440
3241,2008,"
        167","
Billy Andrade
",71,3.76,48,1278
3242,2008,"
        168","
Fred Couples
",60,3.8,41,1080
3243,2008,"
        169","
John Senden
",93,3.86,64,1656
3244,2008,"
        170","
Jeff Maggert
",86,3.88,60,1548
3245,2008,"
        171","
Ernie Els
",51,3.89,35,900
3246,2008,"
        172","
Mark Hensby
",71,3.91,50,1278
3247,2008,"
        173","
Nick Flanagan
",89,3.93,63,1602
3248,2008,"
        174","
Travis Perkins
",53,3.98,38,954
3249,2008,"
        175","
J.B. Holmes
",86,4.05,62,1530
3250,2008,"
        176","
Scott McCarron
",63,4.06,46,1134
3251,2008,"
        177","
Bubba Watson
",97,4.12,72,1746
3252,2008,"
        178","
Davis Love III
",78,4.13,58,1404
3253,2008,"
        T179","
Robert Garrigus
",90,4.14,67,1620
3254,2008,"
        T179","
John Rollins
",94,4.14,70,1692
3255,2008,"
        181","
Tom Lehman
",51,4.25,39,918
3256,2008,"
        182","
Troy Matteson
",94,4.26,72,1692
3257,2008,"
        183","
Tag Ridings
",88,4.29,68,1584
3258,2008,"
        184","
Rory Sabbatini
",77,4.46,61,1368
3259,2008,"
        185","
Charles Warren
",79,4.5,64,1422
3260,2008,"
        186","
Adam Scott
",51,4.54,40,882
3261,2008,"
        187","
Harrison Frazar
",73,4.57,60,1314
3262,2008,"
        188","
Mathias Grönberg
",87,4.6,72,1566
3263,2008,"
        189","
Nicholas Thompson
",113,4.62,94,2034
3264,2008,"
        190","
Robert Gamez
",79,4.64,66,1422
3265,2008,"
        191","
Boo Weekley
",86,4.69,70,1494
3266,2008,"
        192","
Tommy Gainey
",60,4.81,52,1080
3267,2008,"
        193","
Joe Durant
",92,4.83,80,1656
3268,2008,"
        194","
David Lutterus
",59,4.9,52,1062
3269,2008,"
        195","
Jason Allred
",63,4.94,56,1134
3270,2008,"
        196","
Mark Calcavecchia
",67,4.97,59,1188
3271,2008,"
        197","
Paul Casey
",55,5.45,51,936
3272,2009,"
        1","
Bob Heintz
",59,1.6,17,1062
3273,2009,"
        2","
Jim Furyk
",86,1.67,25,1494
3274,2009,"
        3","
Brian Gay
",96,1.68,29,1728
3275,2009,"
        4","
Jarrod Lyle
",65,1.71,20,1170
3276,2009,"
        5","
Charlie Wi
",92,1.75,29,1656
3277,2009,"
        6","
Scott Verplank
",88,1.77,28,1584
3278,2009,"
        T7","
David Duval
",56,1.79,18,1008
3279,2009,"
        T7","
Brad Faxon
",59,1.79,19,1062
3280,2009,"
        9","
Corey Pavin
",73,1.83,24,1314
3281,2009,"
        T10","
Greg Chalmers
",85,1.9,29,1530
3282,2009,"
        T10","
Luke Donald
",79,1.9,26,1368
3283,2009,"
        12","
Freddie Jacobson
",83,1.94,29,1494
3284,2009,"
        13","
Vaughn Taylor
",88,1.96,31,1584
3285,2009,"
        14","
Steve Stricker
",81,1.97,28,1422
3286,2009,"
        15","
Spencer Levin
",75,2,27,1350
3287,2009,"
        16","
Charles Howell III
",99,2.02,36,1782
3288,2009,"
        17","
Aaron Baddeley
",66,2.05,24,1170
3289,2009,"
        18","
Tiger Woods
",64,2.06,23,1116
3290,2009,"
        19","
Tag Ridings
",50,2.11,19,900
3291,2009,"
        20","
John Merrick
",91,2.14,35,1638
3292,2009,"
        21","
Eric Axley
",71,2.19,28,1278
3293,2009,"
        22","
Bart Bryant
",58,2.2,23,1044
3294,2009,"
        T23","
Justin Leonard
",95,2.26,37,1638
3295,2009,"
        T23","
Carl Pettersson
",86,2.26,35,1548
3296,2009,"
        T25","
Harrison Frazar
",93,2.27,38,1674
3297,2009,"
        T25","
David Toms
",98,2.27,40,1764
3298,2009,"
        27","
Retief Goosen
",74,2.28,30,1314
3299,2009,"
        T28","
Chris DiMarco
",97,2.29,40,1746
3300,2009,"
        T28","
Jeff Klauk
",97,2.29,40,1746
3301,2009,"
        30","
Tommy Armour III
",58,2.3,24,1044
3302,2009,"
        31","
Scott McCarron
",91,2.32,38,1638
3303,2009,"
        T32","
Tim Clark
",81,2.35,33,1404
3304,2009,"
        T32","
Bob Estes
",78,2.35,33,1404
3305,2009,"
        T32","
Jerry Kelly
",90,2.35,38,1620
3306,2009,"
        T32","
Nick O'Hern
",90,2.35,38,1620
3307,2009,"
        36","
Stewart Cink
",79,2.36,31,1314
3308,2009,"
        37","
Kevin Na
",91,2.38,39,1638
3309,2009,"
        38","
Brandt Snedeker
",81,2.4,35,1458
3310,2009,"
        39","
Ryuji Imada
",85,2.42,37,1530
3311,2009,"
        T40","
Geoff Ogilvy
",78,2.47,32,1296
3312,2009,"
        T40","
Chez Reavie
",81,2.47,36,1458
3313,2009,"
        42","
Ian Poulter
",59,2.48,25,1008
3314,2009,"
        T43","
Sergio Garcia
",59,2.49,26,1044
3315,2009,"
        T43","
Steve Marino
",98,2.49,44,1764
3316,2009,"
        T45","
Colt Knost
",71,2.5,32,1278
3317,2009,"
        T45","
Bryce Molder
",69,2.5,31,1242
3318,2009,"
        47","
K.J. Choi
",65,2.52,29,1152
3319,2009,"
        48","
Brian Bateman
",55,2.53,25,990
3320,2009,"
        T49","
Richard Johnson
",85,2.55,39,1530
3321,2009,"
        T49","
Jimmy Walker
",74,2.55,34,1332
3322,2009,"
        T51","
Padraig Harrington
",66,2.56,30,1170
3323,2009,"
        T51","
John Senden
",100,2.56,46,1800
3324,2009,"
        T53","
Matt Kuchar
",82,2.57,38,1476
3325,2009,"
        T53","
Troy Matteson
",95,2.57,44,1710
3326,2009,"
        T55","
Charley Hoffman
",97,2.58,45,1746
3327,2009,"
        T55","
Matt Jones
",56,2.58,26,1008
3328,2009,"
        T55","
James Nitties
",86,2.58,40,1548
3329,2009,"
        T58","
Ben Curtis
",63,2.6,29,1116
3330,2009,"
        T58","
Chris Riley
",77,2.6,36,1386
3331,2009,"
        60","
Steve Elkington
",70,2.62,33,1260
3332,2009,"
        61","
Anthony Kim
",76,2.63,35,1332
3333,2009,"
        T62","
George McNeill
",82,2.64,39,1476
3334,2009,"
        T62","
Mark Wilson
",99,2.64,47,1782
3335,2009,"
        64","
John Mallinger
",90,2.65,43,1620
3336,2009,"
        65","
Zach Johnson
",94,2.66,44,1656
3337,2009,"
        66","
Nathan Green
",104,2.67,50,1872
3338,2009,"
        67","
Ryan Moore
",89,2.68,43,1602
3339,2009,"
        68","
Lee Janzen
",74,2.7,36,1332
3340,2009,"
        69","
John Rollins
",92,2.72,45,1656
3341,2009,"
        T70","
Jason Day
",61,2.73,30,1098
3342,2009,"
        T70","
Phil Mickelson
",66,2.73,31,1134
3343,2009,"
        T72","
Brad Adamonis
",70,2.78,35,1260
3344,2009,"
        T72","
Kris Blanks
",60,2.78,30,1080
3345,2009,"
        T72","
Jason Bohn
",88,2.78,44,1584
3346,2009,"
        T72","
David Mathis
",82,2.78,41,1476
3347,2009,"
        T72","
Ryan Palmer
",78,2.78,39,1404
3348,2009,"
        77","
Dean Wilson
",81,2.81,41,1458
3349,2009,"
        78","
Bubba Watson
",73,2.82,37,1314
3350,2009,"
        T79","
Webb Simpson
",94,2.84,48,1692
3351,2009,"
        T79","
Mike Weir
",85,2.84,43,1512
3352,2009,"
        T81","
Alex Cejka
",82,2.85,42,1476
3353,2009,"
        T81","
Jeff Quinney
",78,2.85,40,1404
3354,2009,"
        83","
J.J. Henry
",97,2.86,50,1746
3355,2009,"
        T84","
Todd Hamilton
",83,2.88,43,1494
3356,2009,"
        T84","
Joe Ogilvie
",85,2.88,44,1530
3357,2009,"
        T84","
Johnson Wagner
",81,2.88,42,1458
3358,2009,"
        T87","
Stephen Ames
",77,2.89,39,1350
3359,2009,"
        T87","
Kent Jones
",73,2.89,38,1314
3360,2009,"
        89","
Casey Wittenberg
",71,2.9,37,1278
3361,2009,"
        T90","
Tim Petrovic
",97,2.92,51,1746
3362,2009,"
        T90","
Rory Sabbatini
",81,2.92,42,1440
3363,2009,"
        T92","
Daniel Chopra
",89,2.93,47,1602
3364,2009,"
        T92","
Ben Crane
",93,2.93,49,1674
3365,2009,"
        T92","
Pat Perez
",74,2.93,38,1296
3366,2009,"
        95","
Tim Herron
",87,2.94,46,1566
3367,2009,"
        96","
Jeff Overton
",92,2.96,49,1656
3368,2009,"
        T97","
Michael Allen
",73,2.97,39,1314
3369,2009,"
        T97","
Nick Watney
",86,2.97,46,1548
3370,2009,"
        T99","
Dustin Johnson
",85,2.98,45,1512
3371,2009,"
        T99","
Kevin Sutherland
",96,2.98,51,1710
3372,2009,"
        T101","
Lucas Glover
",93,2.99,50,1674
3373,2009,"
        T101","
Kevin Stadler
",65,2.99,35,1170
3374,2009,"
        103","
Bo Van Pelt
",100,3,54,1800
3375,2009,"
        104","
Scott Piercy
",85,3.01,46,1530
3376,2009,"
        105","
Mark Brooks
",55,3.03,30,990
3377,2009,"
        T106","
Tom Pernice Jr.
",82,3.05,45,1476
3378,2009,"
        T106","
Patrick Sheehan
",51,3.05,28,918
3379,2009,"
        108","
Stuart Appleby
",79,3.06,43,1404
3380,2009,"
        T109","
Mathew Goggin
",76,3.08,41,1332
3381,2009,"
        T109","
Brett Quigley
",92,3.08,51,1656
3382,2009,"
        111","
Chad Campbell
",90,3.09,50,1620
3383,2009,"
        112","
Heath Slocum
",95,3.1,53,1710
3384,2009,"
        113","
Briny Baird
",89,3.12,50,1602
3385,2009,"
        114","
Cameron Beckman
",87,3.13,49,1566
3386,2009,"
        115","
Scott Sterling
",51,3.16,29,918
3387,2009,"
        116","
Woody Austin
",84,3.17,48,1512
3388,2009,"
        117","
Michael Letzig
",96,3.18,55,1728
3389,2009,"
        T118","
Jason Dufner
",90,3.21,52,1620
3390,2009,"
        T118","
Cliff Kresge
",78,3.21,45,1404
3391,2009,"
        120","
Paul Goydos
",79,3.23,46,1422
3392,2009,"
        T121","
Brian Davis
",103,3.24,60,1854
3393,2009,"
        T121","
Bill Haas
",91,3.24,53,1638
3394,2009,"
        123","
Rod Pampling
",72,3.29,42,1278
3395,2009,"
        124","
Aron Price
",89,3.31,53,1602
3396,2009,"
        125","
Hunter Mahan
",94,3.32,55,1656
3397,2009,"
        126","
Derek Fathauer
",63,3.35,38,1134
3398,2009,"
        127","
Parker McLachlin
",71,3.36,43,1278
3399,2009,"
        T128","
Glen Day
",79,3.38,48,1422
3400,2009,"
        T128","
Ken Duke
",87,3.38,53,1566
3401,2009,"
        T128","
Davis Love III
",89,3.38,53,1566
3402,2009,"
        131","
Rich Beem
",77,3.39,47,1386
3403,2009,"
        132","
Martin Laird
",72,3.4,44,1296
3404,2009,"
        133","
Y.E. Yang
",83,3.41,51,1494
3405,2009,"
        134","
Greg Owen
",97,3.44,60,1746
3406,2009,"
        135","
Ernie Els
",70,3.45,41,1188
3407,2009,"
        T136","
Brendon de Jonge
",90,3.46,56,1620
3408,2009,"
        T136","
Steve Flesch
",77,3.46,48,1386
3409,2009,"
        T138","
Marc Leishman
",91,3.48,57,1638
3410,2009,"
        T138","
D.A. Points
",99,3.48,62,1782
3411,2009,"
        T140","
Peter Lonard
",86,3.49,54,1548
3412,2009,"
        T140","
Kevin Streelman
",97,3.49,61,1746
3413,2009,"
        T142","
Jonathan Byrd
",89,3.5,56,1602
3414,2009,"
        T142","
Ángel Cabrera
",55,3.5,34,972
3415,2009,"
        144","
Charles Warren
",63,3.53,40,1134
3416,2009,"
        T145","
Kenny Perry
",92,3.54,58,1638
3417,2009,"
        T145","
Chris Stroud
",88,3.54,56,1584
3418,2009,"
        T147","
Ted Purdy
",101,3.58,65,1818
3419,2009,"
        T147","
Camilo Villegas
",76,3.58,47,1314
3420,2009,"
        149","
Matt Weibring
",65,3.59,42,1170
3421,2009,"
        150","
Fred Couples
",54,3.6,35,972
3422,2009,"
        151","
Andres Romero
",58,3.61,37,1026
3423,2009,"
        152","
Tom Lehman
",55,3.64,36,990
3424,2009,"
        153","
Justin Rose
",71,3.65,46,1260
3425,2009,"
        154","
Greg Kraft
",51,3.7,34,918
3426,2009,"
        155","
Bill Lunde
",83,3.75,56,1494
3427,2009,"
        156","
Rocco Mediate
",79,3.8,54,1422
3428,2009,"
        157","
Rick Price
",54,3.81,37,972
3429,2009,"
        T158","
Robert Garrigus
",83,3.88,58,1494
3430,2009,"
        T158","
Steve Lowery
",83,3.88,58,1494
3431,2009,"
        T160","
Ricky Barnes
",67,3.9,47,1206
3432,2009,"
        T160","
Marc Turnesa
",77,3.9,54,1386
3433,2009,"
        162","
Gary Woodland
",53,3.98,38,954
3434,2009,"
        163","
D.J. Trahan
",96,3.99,69,1728
3435,2009,"
        164","
Boo Weekley
",79,4.04,56,1386
3436,2009,"
        165","
Jason Gore
",74,4.13,55,1332
3437,2009,"
        166","
Jay Williamson
",69,4.19,52,1242
3438,2009,"
        167","
Sean O'Hair
",80,4.24,58,1368
3439,2009,"
        T168","
Leif Olson
",51,4.25,39,918
3440,2009,"
        T168","
Brian Vranesh
",51,4.25,39,918
3441,2009,"
        170","
Brendon Todd
",53,4.3,41,954
3442,2009,"
        171","
Billy Mayfair
",83,4.35,65,1494
3443,2009,"
        172","
Darron Stiles
",52,4.38,41,936
3444,2009,"
        T173","
Jeff Maggert
",79,4.43,63,1422
3445,2009,"
        T173","
Vijay Singh
",71,4.43,55,1242
3446,2009,"
        175","
Joe Durant
",62,4.48,50,1116
3447,2009,"
        176","
Will MacKenzie
",69,4.51,56,1242
3448,2009,"
        177","
Adam Scott
",53,4.59,43,936
3449,2009,"
        178","
Mark Calcavecchia
",72,4.63,60,1296
3450,2009,"
        179","
Peter Tomasulo
",61,4.64,51,1098
3451,2009,"
        180","
J.B. Holmes
",74,4.65,62,1332
3452,2009,"
        181","
Nicholas Thompson
",96,4.8,83,1728
3453,2009,"
        182","
Matt Bettencourt
",98,4.88,86,1764
3454,2009,"
        183","
Robert Allenby
",71,4.92,62,1260
3455,2009,"
        184","
Kirk Triplett
",60,6.02,65,1080
3456,2010,"
        1","
Padraig Harrington
",57,1.39,14,1008
3457,2010,"
        2","
Chad Collins
",87,1.53,24,1566
3458,2010,"
        3","
Carl Pettersson
",99,1.57,28,1782
3459,2010,"
        4","
Charles Howell III
",103,1.62,30,1854
3460,2010,"
        5","
Luke Donald
",71,1.63,20,1224
3461,2010,"
        6","
Retief Goosen
",75,1.72,22,1278
3462,2010,"
        7","
Steve Elkington
",74,1.73,23,1332
3463,2010,"
        8","
Dean Wilson
",54,1.75,17,972
3464,2010,"
        9","
Brian Gay
",101,1.87,33,1764
3465,2010,"
        T10","
Aaron Baddeley
",94,1.89,32,1692
3466,2010,"
        T10","
Zach Johnson
",93,1.89,31,1638
3467,2010,"
        12","
Steve Stricker
",73,1.93,25,1296
3468,2010,"
        13","
Michael Sim
",64,1.94,22,1134
3469,2010,"
        14","
Matt Kuchar
",97,1.99,34,1710
3470,2010,"
        15","
Brandt Snedeker
",89,2,32,1602
3471,2010,"
        16","
Greg Chalmers
",93,2.03,34,1674
3472,2010,"
        17","
J.J. Henry
",92,2.05,34,1656
3473,2010,"
        18","
Brendon de Jonge
",114,2.1,43,2052
3474,2010,"
        19","
Rich Barcelo
",70,2.14,27,1260
3475,2010,"
        20","
Paul Stankowski
",62,2.15,24,1116
3476,2010,"
        21","
J.P. Hayes
",79,2.18,31,1422
3477,2010,"
        22","
Skip Kendall
",58,2.2,23,1044
3478,2010,"
        23","
Brent Delahoussaye
",57,2.24,23,1026
3479,2010,"
        24","
Webb Simpson
",98,2.27,40,1764
3480,2010,"
        25","
Justin Rose
",78,2.28,32,1404
3481,2010,"
        26","
Tim Clark
",88,2.29,35,1530
3482,2010,"
        27","
Rod Pampling
",77,2.31,32,1386
3483,2010,"
        T28","
Matt Bettencourt
",91,2.32,38,1638
3484,2010,"
        T28","
Spencer Levin
",110,2.32,46,1980
3485,2010,"
        30","
Ernie Els
",72,2.38,30,1260
3486,2010,"
        31","
Paul Casey
",64,2.39,25,1044
3487,2010,"
        T32","
Chris DiMarco
",88,2.4,38,1584
3488,2010,"
        T32","
Jim Furyk
",76,2.4,32,1332
3489,2010,"
        34","
Ryuji Imada
",90,2.41,39,1620
3490,2010,"
        35","
Matt Jones
",89,2.43,39,1602
3491,2010,"
        T36","
Jason Bohn
",84,2.45,37,1512
3492,2010,"
        T36","
Kevin Na
",94,2.45,41,1674
3493,2010,"
        T36","
Ryan Palmer
",84,2.45,37,1512
3494,2010,"
        39","
Stephen Ames
",75,2.48,33,1332
3495,2010,"
        40","
Ian Poulter
",55,2.49,22,882
3496,2010,"
        41","
Chris Riley
",73,2.51,33,1314
3497,2010,"
        42","
Mike Weir
",59,2.53,26,1026
3498,2010,"
        43","
Charley Hoffman
",85,2.55,39,1530
3499,2010,"
        T44","
James Driscoll
",78,2.56,36,1404
3500,2010,"
        T44","
Jeff Quinney
",91,2.56,42,1638
3501,2010,"
        46","
Jarrod Lyle
",54,2.57,25,972
3502,2010,"
        T47","
David Duval
",71,2.58,33,1278
3503,2010,"
        T47","
Jeev Milkha Singh
",59,2.58,26,1008
3504,2010,"
        T49","
Stuart Appleby
",101,2.59,47,1818
3505,2010,"
        T49","
Brad Faxon
",58,2.59,27,1044
3506,2010,"
        T49","
Richard Johnson
",90,2.59,42,1620
3507,2010,"
        T49","
Alex Prugh
",88,2.59,41,1584
3508,2010,"
        53","
Kevin Johnson
",62,2.6,29,1116
3509,2010,"
        54","
Shaun Micheel
",70,2.62,33,1260
3510,2010,"
        T55","
Ben Curtis
",78,2.64,37,1404
3511,2010,"
        T55","
Jimmy Walker
",82,2.64,39,1476
3512,2010,"
        T57","
Bryce Molder
",84,2.65,40,1512
3513,2010,"
        T57","
Tim Petrovic
",105,2.65,50,1890
3514,2010,"
        T59","
Cliff Kresge
",50,2.67,24,900
3515,2010,"
        T59","
Andrew McLardy
",52,2.67,25,936
3516,2010,"
        T59","
Jerod Turner
",54,2.67,26,972
3517,2010,"
        62","
Chris Couch
",66,2.69,32,1188
3518,2010,"
        63","
Daniel Chopra
",74,2.7,36,1332
3519,2010,"
        64","
Scott McCarron
",90,2.72,44,1620
3520,2010,"
        65","
Freddie Jacobson
",83,2.74,41,1494
3521,2010,"
        T66","
Briny Baird
",87,2.75,43,1566
3522,2010,"
        T66","
Bill Haas
",87,2.75,43,1566
3523,2010,"
        T66","
Vaughn Taylor
",87,2.75,43,1566
3524,2010,"
        T66","
David Toms
",86,2.75,42,1530
3525,2010,"
        70","
Tom Pernice Jr.
",74,2.78,37,1332
3526,2010,"
        71","
Charlie Wi
",95,2.81,48,1710
3527,2010,"
        72","
Joe Durant
",67,2.82,34,1206
3528,2010,"
        73","
Kevin Streelman
",90,2.84,46,1620
3529,2010,"
        74","
Phil Mickelson
",76,2.85,39,1368
3530,2010,"
        75","
Y.E. Yang
",72,2.86,36,1260
3531,2010,"
        76","
Chad Campbell
",94,2.87,48,1674
3532,2010,"
        T77","
Tim Herron
",79,2.88,41,1422
3533,2010,"
        T77","
Ryan Moore
",80,2.88,41,1422
3534,2010,"
        T77","
Brett Wetterich
",54,2.88,28,972
3535,2010,"
        80","
Bubba Watson
",77,2.89,40,1386
3536,2010,"
        81","
Justin Leonard
",89,2.9,46,1584
3537,2010,"
        82","
Omar Uresti
",74,2.93,39,1332
3538,2010,"
        83","
Brenden Pappas
",66,2.95,35,1188
3539,2010,"
        T84","
Nathan Green
",86,2.97,46,1548
3540,2010,"
        T84","
Joe Ogilvie
",99,2.97,53,1782
3541,2010,"
        T84","
Kevin Sutherland
",86,2.97,46,1548
3542,2010,"
        T84","
Scott Verplank
",74,2.97,39,1314
