"rank_total","player_name","rounds_total","avg_drive_total","total_distance_total","num_drives_total","year"
"T27","Jordan Spieth",85,294.0,281026,956,2017
"29","Charley Hoffman",112,293.8,383140,1304,2017
"T30","Byeong Hun An",77,293.6,233124,794,2017
"T30","Justin Rose",66,293.6,217852,742,2017
"32","Charl Schwartzel",63,292.6,195437,668,2017
"33","Brendan Steele",89,292.0,291420,998,2017
"T34","Martin Flores",88,291.9,273264,936,2017
"T34","Patrick Rodgers",76,291.9,269127,922,2017
"T36","Sean O'Hair",84,291.6,285173,978,2017
"T36","Louis Oosthuizen",69,291.6,208224,714,2017
"38","Matt Jones",64,291.4,208025,714,2017
"T39","Shane Lowry",52,291.3,154953,532,2017
"T39","Patrick Reed",107,291.3,342565,1176,2017
"T39","Tag Ridings",67,291.3,203913,700,2017
"42","Bryson DeChambeau",91,290.9,296178,1018,2017
"43","Patrick Cantlay",52,290.6,186012,640,2017
"T44","Robert Garrigus",78,290.5,242840,836,2017
"T44","Hudson Swafford",94,290.5,307925,1060,2017
"T46","Marc Leishman",94,290.3,296688,1022,2017
"T46","Ollie Schniederjans",92,290.3,328592,1132,2017
"T48","Rickie Fowler",78,290.2,255966,882,2017
"T48","Harold Varner III",101,290.2,348839,1202,2017
"50","Rick Lamb",54,290.0,154291,532,2017
"51","Daniel Berger",91,289.9,280598,968,2017
"52","Branden Grace",70,289.8,191816,662,2017
"T53","Billy Horschel",88,289.7,323915,1118,2017
"T53","Sebastián Muñoz",51,289.7,158157,546,2017
"T55","Charles Howell III",86,289.3,274241,948,2017
"T55","Anirban Lahiri",72,289.3,238979,826,2017
"T57","Phil Mickelson",85,289.2,279407,966,2017
"T57","Scott Stallings",81,289.2,274118,948,2017
"59","Stewart Cink",93,288.8,326327,1130,2017
"T60","Graham DeLaet",82,288.6,285751,990,2017
"T60","Si Woo Kim",80,288.6,243293,843,2017
"T62","Lucas Glover",93,288.4,346064,1200,2017
"T62","Sung Kang",104,288.4,330495,1146,2017
"64","Matt Every",76,288.2,245578,852,2017
"T65","Keegan Bradley",104,288.0,365782,1270,2017
"T65","Andres Gonzales",73,288.0,229860,798,2017
"T65","Jimmy Walker",68,288.0,202765,704,2017
"T68","Hunter Mahan",73,287.9,236639,822,2017
"T68","Scott Piercy",70,287.9,196950,684,2017
"T68","Nick Watney",75,287.9,256824,892,2017
"T71","Brian Campbell",55,287.8,165175,574,2017
"T71","Jason Dufner",89,287.8,290073,1008,2017
"T71","Harris English",84,287.8,288930,1004,2017
"74","Cody Gribble",79,287.3,282173,982,2017
"75","Cameron Percy",71,286.9,220931,770,2017
"T76","Morgan Hoffmann",92,286.8,328128,1144,2017
"T76","Mackenzie Hughes",106,286.8,386575,1348,2017
"T76","Seung-Yul Noh",91,286.8,300519,1048,2017
"T76","J.T. Poston",95,286.8,291966,1018,2017
"T76","Seamus Power",86,286.8,271891,948,2017
"81","Russell Henley",99,286.4,343712,1200,2017
"82","Dominic Bozzelli",69,286.3,219309,766,2017
"T83","Paul Casey",94,285.9,284193,994,2017
"T83","Bud Cauley",92,285.9,327121,1144,2017
"T85","Martin Laird",83,285.7,287455,1006,2017
"T85","Francesco Molinari",75,285.7,235952,826,2017
"87","Kyle Stanley",104,285.5,374615,1312,2017
"88","Robert Streb",98,285.3,334933,1174,2017
"T89","Miguel Angel Carballo",63,285.1,171602,602,2017
"T89","Julián Etulain",68,285.1,203543,714,2017
"T89","Cameron Smith",86,285.1,282277,990,2017
"T92","Retief Goosen",52,285.0,162999,572,2017
"T92","Russell Knox",75,285.0,216018,758,2017
"T94","Gonzalo Fernandez-Castaño",63,284.9,175471,616,2017
"T94","Rory Sabbatini",71,284.9,211410,742,2017
"T96","Shawn Stefani",72,284.7,238584,838,2017
"T96","Kevin Streelman",90,284.7,309760,1088,2017
"T96","Nick Taylor",97,284.7,329654,1158,2017
"T99","Brian Harman",104,284.6,342105,1202,2017
"T99","Jim Herman",77,284.6,262949,924,2017
"T99","David Lingmerth",79,284.6,273813,962,2017
"102","Emiliano Grillo",90,284.5,262914,924,2017
"T103","James Hahn",96,284.4,322542,1134,2017
"T103","J.J. Henry",92,284.4,297431,1046,2017
"105","J.J. Spaun",92,284.0,285738,1006,2017
"T106","Tom Hoge",54,283.8,154947,546,2017
"T106","Matt Kuchar",95,283.8,304786,1074,2017
"108","Ryo Ishikawa",56,283.7,169669,598,2017
"T109","Rafa Cabrera Bello",63,283.5,182566,644,2017
"T109","Adam Hadwin",98,283.5,312424,1102,2017
"111","Ben Martin",86,283.4,276605,976,2017
"T112","Pat Perez",93,283.3,290709,1026,2017
"T112","Boo Weekley",75,283.3,241377,852,2017
"T114","Bill Haas",92,282.9,283985,1004,2017
"T114","Danny Lee",93,282.9,299856,1060,2017
"116","Brett Stegmaier",78,282.8,229103,810,2017
"T117","Troy Merritt",82,282.6,276384,978,2017
"T117","Sam Saunders",76,282.6,240812,852,2017
"T119","Kevin Kisner",105,282.5,304548,1078,2017
"T119","Richy Werenski",81,282.5,240724,852,2017
"121","Kelly Kraft",75,282.4,255892,906,2017
"122","Scott Brown",95,282.3,307677,1090,2017
"123","Daniel Summerhays",100,282.2,323377,1146,2017
"124","Rod Pampling",71,282.1,260666,924,2017
"T125","Jonas Blixt",74,282.0,231796,822,2017
"T125","William McGirt",89,282.0,285373,1012,2017
"T127","Michael Kim",94,281.9,330382,1172,2017
"T127","Jonathan Randolph",68,281.9,201279,714,2017
"T129","Blayne Barber",77,281.8,263155,934,2017
"T129","Zach Johnson",81,281.8,268292,952,2017
"131","Patton Kizzire",84,281.5,283215,1006,2017
"T132","Brett Drewitt",57,281.4,169375,602,2017
"T132","Fabián Gómez",61,281.4,202024,718,2017
"T134","Ernie Els",52,281.3,145147,516,2017
"T134","Whee Kim",74,281.3,243895,867,2017
"136","C.T. Pan",88,281.1,298551,1062,2017
"137","Mark Anderson",54,280.9,165158,588,2017
"138","Brandt Snedeker",53,280.3,165940,592,2017
"139","Derek Fathauer",81,280.2,250542,894,2017
"140","Brad Fritsch",56,280.1,164681,588,2017
"141","Tyrone Van Aswegen",105,280.0,312446,1116,2017
"T142","Chris Kirk",89,279.9,273704,978,2017
"T142","Geoff Ogilvy",80,279.9,261947,936,2017
"T142","Chris Stroud",67,279.9,188119,672,2017
"145","Aaron Baddeley",61,279.6,180597,646,2017
"146","Camilo Villegas",76,279.5,242608,868,2017
"147","Webb Simpson",102,279.0,327010,1172,2017
"148","Vaughn Taylor",90,278.9,297812,1068,2017
"149","Kyle Reifers",96,278.8,287764,1032,2017
"150","Alex Cejka",85,278.6,240693,864,2017
"151","Ryan Moore",82,278.4,253388,910,2017
"T152","Ryan Blaum",100,278.3,318350,1144,2017
"T152","Johnson Wagner",71,278.3,221504,796,2017
"154","Steven Bowditch",59,278.2,174739,628,2017
"155","Chez Reavie",98,278.0,321899,1158,2017
"156","Chad Campbell",97,277.9,329596,1186,2017
"157","Peter Malnati",91,277.6,283105,1020,2017
"158","Steve Wheatcroft",51,277.5,154821,558,2017
"159","Roberto Castro",70,277.4,209681,756,2017
"160","Mark Hubbard",81,277.3,236276,852,2017
"161","Ian Poulter",72,277.2,212325,766,2017
"T162","K.J. Choi",72,277.1,208905,754,2017
"T162","Nicholas Lindheim",58,277.1,170670,616,2017
"164","Ricky Barnes",100,276.9,297921,1076,2017
"165","Michael Thompson",60,276.6,169827,614,2017
"166","Kevin Na",86,276.5,254906,922,2017
"T167","Brian Gay",82,275.9,265935,964,2017
"T167","John Huh",92,275.9,292484,1060,2017
"T167","Carl Pettersson",63,275.9,200275,726,2017
"170","Cameron Tringale",89,275.1,249765,908,2017
"171","Greg Chalmers",75,275.0,262392,954,2017
"172","Chad Collins",66,274.9,207287,754,2017
"173","Billy Hurley III",80,274.2,265431,968,2017
"174","David Hearn",93,274.1,271360,990,2017
"175","Spencer Levin",89,273.6,256095,936,2017
"176","D.A. Points",68,273.1,221755,812,2017
"177","Graeme McDowell",56,273.0,190007,696,2017
"T178","Ben Crane",86,272.9,262498,962,2017
"T178","Tim Wilkinson",64,272.9,174645,640,2017
"180","Ken Duke",77,272.5,228317,838,2017
"T181","Steven Alker",69,272.4,194486,714,2017
"T181","Jason Bohn",75,272.4,235857,866,2017
"183","Luke Donald",50,271.9,163120,600,2017
"184","Ryan Armour",63,271.8,186486,686,2017
"185","Wesley Bryan",95,271.1,291181,1074,2017
"186","Brian Stuard",93,271.0,261799,966,2017
"187","Zac Blair",105,270.8,306593,1132,2017
"T188","Søren Kjeldsen",58,270.0,127423,472,2017
"T188","Bryce Molder",74,270.0,241409,894,2017
"190","Jim Furyk",54,267.6,163773,612,2017
"1","J.B. Holmes",77,307.2,262656,855,2016
"2","Dustin Johnson",87,306.5,270921,884,2016
"3","Bubba Watson",72,305.7,219478,718,2016
"4","Rory McIlroy",69,301.8,202815,672,2016
"5","Andrew Loupe",75,300.3,280791,935,2016
"6","Tony Finau",95,298.4,325300,1090,2016
"7","Jason Day",76,297.3,225946,760,2016
"8","Luke List",79,295.3,268152,908,2016
"9","Brooks Koepka",75,295.1,249039,844,2016
"T10","Jamie Lovemark",91,294.8,340207,1154,2016
"T10","Adam Scott",79,294.8,231138,784,2016
"12","Smylie Kaufman",91,294.6,298155,1012,2016
"13","Patrick Rodgers",89,294.5,292153,992,2016
"14","Rickie Fowler",80,294.4,264933,900,2016
"15","Gary Woodland",95,294.3,318388,1082,2016
"16","Ryan Palmer",86,293.9,319746,1088,2016
"17","Justin Rose",65,293.8,201539,686,2016
"18","Justin Thomas",99,293.6,308286,1050,2016
"19","Jason Kokrak",89,293.0,306440,1046,2016
"20","Robert Garrigus",69,292.7,225059,769,2016
"21","Jimmy Walker",85,292.1,289752,992,2016
"22","Charles Howell III",91,292.0,321781,1102,2016
"23","Jhonattan Vegas",97,291.9,329602,1129,2016
"24","Hudson Swafford",104,291.7,373089,1279,2016
"T25","Sean O'Hair",89,291.1,342073,1175,2016
"T25","Scott Piercy",87,291.1,264565,909,2016
"27","Charley Hoffman",91,291.0,288073,990,2016
"28","Patrick Reed",105,290.8,317537,1092,2016
"29","Jordan Spieth",80,290.6,235993,812,2016
"30","Charl Schwartzel",73,290.5,226602,780,2016
"31","Phil Mickelson",75,290.3,239771,826,2016
"T32","Sergio Garcia",54,290.2,125941,434,2016
"T32","Harold Varner III",92,290.2,324147,1117,2016
"34","Brendan Steele",88,290.1,280236,966,2016
"35","Carlos Ortiz",79,289.7,246234,850,2016
"36","Scott Pinckney",87,289.6,287265,992,2016
"37","Shane Lowry",57,289.5,149940,518,2016
"38","Martin Laird",82,289.3,286147,989,2016
"39","Rhein Gibson",58,289.2,178157,616,2016
"T40","Daniel Berger",92,288.7,289811,1004,2016
"T40","Hideki Matsuyama",76,288.7,234401,812,2016
"42","Keegan Bradley",82,288.1,253522,880,2016
"T43","Harris English",97,288.0,292632,1016,2016
"T43","Hunter Mahan",61,288.0,200440,696,2016
"T45","Si Woo Kim",113,287.7,398113,1384,2016
"T45","Greg Owen",85,287.7,277905,966,2016
"47","Branden Grace",63,287.6,167958,584,2016
"T48","Paul Casey",77,287.3,229253,798,2016
"T48","Derek Ernst",59,287.3,172959,602,2016
"T48","Emiliano Grillo",93,287.3,294756,1026,2016
"T48","Scott Stallings",74,287.3,252796,880,2016
"52","Nick Taylor",83,287.2,264767,922,2016
"53","Chesson Hadley",81,287.1,267590,932,2016
"54","Ernie Els",66,287.0,224454,782,2016
"55","Anirban Lahiri",72,286.8,192742,672,2016
"56","Andrew Landry",53,286.7,132475,462,2016
"57","Graham DeLaet",70,286.6,234146,817,2016
"58","Steve Marino",72,286.4,223418,780,2016
"59","Morgan Hoffmann",71,286.1,235778,824,2016
"60","Dawie van der Walt",72,286.0,224243,784,2016
"61","Brandt Snedeker",93,285.9,301360,1054,2016
"T62","Jason Dufner",105,285.7,314848,1102,2016
"T62","Robert Streb",87,285.7,263406,922,2016
"T64","Steven Bowditch",71,285.6,220478,772,2016
"T64","Brett Stegmaier",87,285.6,298777,1046,2016
"T66","Russell Henley",76,285.5,275229,964,2016
"T66","Matt Jones",83,285.5,251563,881,2016
"T66","Louis Oosthuizen",63,285.5,166755,584,2016
"69","Kevin Chappell",93,285.3,310396,1088,2016
"T70","Stewart Cink",61,285.2,195043,684,2016
"T70","Lucas Glover",75,285.2,266973,936,2016
"T70","James Hahn",85,285.2,278605,977,2016
"73","Ángel Cabrera",62,285.0,195542,686,2016
"T74","Marc Leishman",89,284.9,259246,910,2016
"T74","Wes Roach",59,284.9,171496,602,2016
"T76","Andres Gonzales",80,284.7,254539,894,2016
"T76","Billy Horschel",73,284.7,227205,798,2016
"78","Kevin Kisner",97,284.5,291914,1026,2016
"T79","Brian Harman",104,284.4,364902,1283,2016
"T79","Michael Thompson",71,284.4,213850,752,2016
"81","Kelly Kraft",63,284.3,178800,629,2016
"82","Kevin Streelman",82,284.2,253253,891,2016
"83","Seung-Yul Noh",85,284.0,273237,962,2016
"T84","Shawn Stefani",91,283.9,304888,1074,2016
"T84","Boo Weekley",83,283.9,281678,992,2016
"86","Rod Pampling",54,283.6,146895,518,2016
"T87","Jim Herman",93,283.3,281068,992,2016
"T87","Whee Kim",82,283.3,256667,906,2016
"89","Rory Sabbatini",57,283.2,153500,542,2016
"T90","Scott Brown",88,283.0,274465,970,2016
"T90","Matt Kuchar",100,283.0,303937,1074,2016
"T92","Bronson Burgoon",83,282.9,256343,906,2016
"T92","Sung Kang",89,282.9,287993,1018,2016
"T94","Bill Haas",86,282.8,253369,896,2016
"T94","Webb Simpson",70,282.8,229037,810,2016
"T94","Will Wilcox",67,282.8,224529,794,2016
"97","Vijay Singh",72,282.7,256090,906,2016
"T98","Geoff Ogilvy",63,282.6,197244,698,2016
"T98","Martin Piller",59,282.6,185983,658,2016
"T100","Fabián Gómez",82,282.5,289836,1026,2016
"T100","Danny Lee",93,282.5,281088,995,2016
"T102","Sam Saunders",69,282.4,200513,710,2016
"T102","John Senden",88,282.4,310629,1100,2016
"104","Tom Hoge",81,282.3,248399,880,2016
"105","Daniel Summerhays",99,282.1,310866,1102,2016
"106","Adam Hadwin",93,282.0,345725,1226,2016
"107","Jason Gore",78,281.8,235586,836,2016
"108","Russell Knox",92,281.7,256338,910,2016
"109","William McGirt",98,281.6,346922,1232,2016
"110","J.J. Henry",68,281.5,241550,858,2016
"T111","Derek Fathauer",94,281.4,298247,1060,2016
"T111","David Lingmerth",84,281.4,237536,844,2016
"T111","Kyle Stanley",92,281.4,309807,1101,2016
"T114","Blayne Barber",84,281.3,290298,1032,2016
"T114","Padraig Harrington",54,281.3,173273,616,2016
"T114","Patton Kizzire",93,281.3,293714,1044,2016
"117","Henrik Norlander",71,281.2,208392,741,2016
"T118","Aaron Baddeley",93,281.1,294609,1048,2016
"T118","Erik Compton",65,281.1,200136,712,2016
"120","Ben Martin",92,281.0,314688,1120,2016
"121","Johnson Wagner",86,280.9,298903,1064,2016
"122","Vaughn Taylor",72,280.7,262740,936,2016
"T123","Tyler Aldridge",83,280.5,261942,934,2016
"T123","Retief Goosen",55,280.5,187371,668,2016
"T123","Francesco Molinari",64,280.5,223246,796,2016
"T126","Hiroshi Iwata",85,280.4,260525,929,2016
"T126","Troy Merritt",77,280.4,255739,912,2016
"T128","Kyle Reifers",115,280.3,378909,1352,2016
"T128","Chris Stroud",82,280.3,270228,964,2016
"130","Michael Kim",100,280.2,335067,1196,2016
"T131","Jonas Blixt",79,280.1,263829,942,2016
"T131","Brendon de Jonge",83,280.1,254286,908,2016
"T131","Jeff Overton",69,280.1,226915,810,2016
"T131","Camilo Villegas",83,280.1,277296,990,2016
"T131","Steve Wheatcroft",85,280.1,273401,976,2016
"136","Tyrone Van Aswegen",105,280.0,343022,1225,2016
"T137","Chris Kirk",90,279.9,289995,1036,2016
"T137","Will MacKenzie",84,279.9,257506,920,2016
"139","Cameron Smith",73,279.8,179044,640,2016
"140","Luke Guthrie",57,279.7,176213,630,2016
"141","Alex Cejka",71,279.4,200644,718,2016
"142","Roberto Castro",97,279.3,343531,1230,2016
"143","Chez Reavie",90,279.0,295779,1060,2016
"T144","Chad Campbell",90,278.9,311805,1118,2016
"T144","Scott Langley",65,278.9,206972,742,2016
"146","Thomas Aiken",70,278.2,185861,668,2016
"147","Ryan Moore",86,278.0,251874,906,2016
"148","Ricky Barnes",97,277.8,310579,1118,2016
"149","Mark Hubbard",101,277.2,321009,1158,2016
"150","Cameron Tringale",81,277.0,270932,978,2016
"151","Peter Malnati",85,276.8,287306,1038,2016
"152","Stuart Appleby",71,276.7,255159,922,2016
"T153","D.H. Lee",61,276.2,177845,644,2016
"T153","Graeme McDowell",63,276.2,174544,632,2016
"T155","Ken Duke",58,276.0,184398,668,2016
"T155","Zach Johnson",90,276.0,283129,1026,2016
"T157","Robert Allenby",51,275.5,157589,572,2016
"T157","Abraham Ancer",51,275.5,146553,532,2016
"T157","Freddie Jacobson",86,275.5,275726,1001,2016
"160","Rob Oppenheim",67,275.4,196391,713,2016
"161","Billy Hurley III",66,275.3,226842,824,2016
"T162","Spencer Levin",104,275.1,315244,1146,2016
"T162","Tim Wilkinson",72,275.1,192554,700,2016
"164","David Hearn",95,275.0,315128,1146,2016
"165","George McNeill",51,274.7,175788,640,2016
"166","D.A. Points",55,274.5,149899,546,2016
"167","Ben Crane",80,274.4,251923,918,2016
"T168","Jim Furyk",52,274.3,168988,616,2016
"T168","John Huh",86,274.3,300883,1097,2016
"T170","Bryce Molder",80,273.6,256066,936,2016
"T170","Kevin Na",96,273.6,263237,962,2016
"172","Jerry Kelly",76,273.3,228473,836,2016
"T173","Jason Bohn",67,272.9,225440,826,2016
"T173","Luke Donald",81,272.9,224353,822,2016
"175","Brian Stuard",66,272.6,229010,840,2016
"T176","Steve Stricker",53,272.5,170560,626,2016
"T176","Brendon Todd",66,272.5,205453,754,2016
"178","Zac Blair",99,272.4,308367,1132,2016
"179","Chad Collins",73,272.3,243431,894,2016
"180","Dicky Pride",55,271.6,155902,574,2016
"181","K.J. Choi",73,271.4,251895,928,2016
"182","Mark Wilson",66,270.9,207515,766,2016
"183","Jon Curran",99,268.7,315445,1174,2016
"184","Colt Knost",90,268.4,266295,992,2016
"185","David Toms",62,267.1,201409,754,2016
"1","Bubba Watson",71,307.4,242243,788,2015
"2","Dustin Johnson",75,303.3,229332,756,2015
"3","Jason Day",75,301.7,241964,802,2015
"4","J.B. Holmes",89,300.6,278935,928,2015
"5","Patrick Rodgers",57,298.0,191305,642,2015
"6","Brooks Koepka",84,296.5,269770,910,2015
"7","Adam Scott",51,294.6,131392,446,2015
"8","Tony Finau",106,294.2,377715,1284,2015
"9","Ryan Palmer",80,292.9,220858,754,2015
"10","Charles Howell III",105,292.4,403509,1380,2015
"11","Jason Kokrak",88,292.3,325644,1114,2015
"12","Gary Woodland",81,291.5,219770,754,2015
"T13","Charlie Beljan",76,291.3,231554,795,2015
"T13","Justin Rose",69,291.3,199269,684,2015
"T13","Justin Thomas",106,291.3,389786,1338,2015
"16","Charley Hoffman",97,291.2,309885,1064,2015
"17","Steven Bowditch",103,290.3,357927,1233,2015
"18","Keegan Bradley",87,289.9,259174,894,2015
"T19","Robert Garrigus",70,289.8,221379,764,2015
"T19","Carlos Ortiz",100,289.8,335342,1157,2015
"T19","Jimmy Walker",89,289.8,260852,900,2015
"22","Sergio Garcia",59,289.6,145960,504,2015
"23","Charl Schwartzel",67,289.1,165929,574,2015
"T24","Ángel Cabrera",53,289.0,171073,592,2015
"T24","Phil Mickelson",70,289.0,221915,768,2015
"26","Hunter Mahan",88,288.9,264083,914,2015
"27","Brendan Steele",88,288.8,306717,1062,2015
"28","Russell Henley",87,288.3,271583,942,2015
"29","Rickie Fowler",76,288.2,230001,798,2015
"30","Morgan Hoffmann",85,288.1,277681,964,2015
"31","Martin Flores",95,287.7,317023,1102,2015
"T32","Hideki Matsuyama",95,287.4,282787,984,2015
"T32","Louis Oosthuizen",68,287.4,188519,656,2015
"T32","Scott Piercy",90,287.4,333382,1160,2015
"T35","Derek Ernst",75,287.3,252238,878,2015
"T35","Robert Streb",110,287.3,387246,1348,2015
"37","Billy Horschel",99,287.2,294058,1024,2015
"38","Daniel Berger",97,287.0,332677,1159,2015
"T39","Lucas Glover",79,286.7,287275,1002,2015
"T39","Matt Jones",89,286.7,269491,940,2015
"T39","Jhonattan Vegas",90,286.7,288118,1005,2015
"42","Shawn Stefani",94,286.6,351389,1226,2015
"T43","Roger Sloan",56,286.3,160043,559,2015
"T43","Jordan Spieth",91,286.3,263387,920,2015
"T43","Nick Taylor",91,286.3,332362,1161,2015
"T46","Harris English",105,286.2,350882,1226,2015
"T46","Martin Laird",77,286.2,290804,1016,2015
"T48","Max Homa",78,286.1,247467,865,2015
"T48","Patrick Reed",103,286.1,303838,1062,2015
"T48","Lee Westwood",56,286.1,127012,444,2015
"T51","Greg Owen",58,285.8,159743,559,2015
"T51","Cameron Percy",72,285.8,231814,811,2015
"53","Scott Stallings",60,285.7,195999,686,2015
"T54","Tom Hoge",83,285.3,259342,909,2015
"T54","Geoff Ogilvy",50,285.3,140949,494,2015
"56","Paul Casey",87,285.2,251305,881,2015
"57","Boo Weekley",79,285.0,266175,934,2015
"T58","James Hahn",94,284.8,310439,1090,2015
"T58","Andres Romero",69,284.8,214135,752,2015
"T60","Jamie Donaldson",50,284.7,126987,446,2015
"T60","Seung-Yul Noh",65,284.7,216395,760,2015
"T60","Nick Watney",91,284.7,321157,1128,2015
"63","Alex Prugh",84,284.5,285624,1004,2015
"64","Kevin Streelman",95,284.3,290006,1020,2015
"65","Kevin Chappell",86,284.2,297822,1048,2015
"T66","Ernie Els",57,284.1,154560,544,2015
"T66","Oscar Fraustro",58,284.1,158260,557,2015
"T66","Retief Goosen",81,284.1,236966,834,2015
"T66","Carl Pettersson",106,284.1,380402,1339,2015
"70","Matt Kuchar",97,284.0,305557,1076,2015
"T71","Brian Harman",90,283.9,310573,1094,2015
"T71","Will Wilcox",58,283.9,161804,570,2015
"73","Sam Saunders",83,283.8,248907,877,2015
"T74","Sangmoon Bae",98,283.5,349327,1232,2015
"T74","Sean O'Hair",86,283.5,319742,1128,2015
"T74","Hudson Swafford",97,283.5,328601,1159,2015
"77","Chesson Hadley",101,283.4,352864,1245,2015
"T78","Matt Every",73,283.2,222593,786,2015
"T78","Marc Leishman",74,283.2,213501,754,2015
"80","Camilo Villegas",83,283.0,294340,1040,2015
"T81","Davis Love III",51,282.9,166374,588,2015
"T81","John Senden",80,282.9,202541,716,2015
"T83","Andres Gonzales",90,282.8,299472,1059,2015
"T83","Jim Herman",88,282.8,304522,1077,2015
"T83","David Lingmerth",90,282.8,292387,1034,2015
"86","Graham DeLaet",65,282.5,213027,754,2015
"87","Bill Haas",89,282.4,280152,992,2015
"T88","Stewart Cink",77,282.3,259436,919,2015
"T88","Scott Pinckney",88,282.3,291337,1032,2015
"90","Aaron Baddeley",76,282.2,260726,924,2015
"91","J.J. Henry",94,282.1,299067,1060,2015
"92","Steve Wheatcroft",87,282.0,283104,1004,2015
"93","Henrik Stenson",63,281.8,172484,612,2015
"T94","Bill Lunde",50,281.6,141352,502,2015
"T94","Webb Simpson",81,281.6,251785,894,2015
"96","Rory Sabbatini",81,281.5,258987,920,2015
"97","Derek Fathauer",81,281.4,259150,921,2015
"T98","Kyle Reifers",96,281.3,314191,1117,2015
"T98","Vijay Singh",78,281.3,270627,962,2015
"T100","Padraig Harrington",60,281.2,192365,684,2015
"T100","Byron Smith",59,281.2,168974,601,2015
"T100","Michael Thompson",83,281.2,294737,1048,2015
"T103","Andrew Svoboda",80,281.1,274901,978,2015
"T103","Johnson Wagner",68,281.1,224320,798,2015
"105","Jason Gore",76,281.0,227862,811,2015
"T106","Michael Putnam",87,280.9,265690,946,2015
"T106","Chez Reavie",56,280.9,195772,697,2015
"108","Scott Brown",97,280.8,317622,1131,2015
"109","Jeff Overton",94,280.7,293091,1044,2015
"110","Gonzalo Fernandez-Castaño",81,280.6,246333,878,2015
"T111","Jonathan Randolph",72,280.5,219038,781,2015
"T111","Brandt Snedeker",98,280.5,293135,1045,2015
"113","Adam Hadwin",95,280.4,316283,1128,2015
"114","Blayne Barber",76,280.3,246104,878,2015
"115","Eric Axley",57,280.1,168345,601,2015
"T116","Erik Compton",86,279.7,272946,976,2015
"T116","Ryo Ishikawa",90,279.7,292849,1047,2015
"T118","Kevin Kisner",104,279.6,366614,1311,2015
"T118","Bo Van Pelt",81,279.6,253631,907,2015
"120","Sung Joon Park",79,279.4,244781,876,2015
"121","Jonas Blixt",78,279.3,202506,725,2015
"122","Brice Garnett",81,279.2,249084,892,2015
"123","Ben Martin",93,279.0,301904,1082,2015
"124","Nicholas Thompson",90,278.8,271563,974,2015
"125","John Peterson",84,278.7,298812,1072,2015
"126","Brendon de Jonge",106,278.6,357146,1282,2015
"127","John Merrick",78,278.4,225243,809,2015
"128","Chris Kirk",76,277.8,218387,786,2015
"T129","Luke Guthrie",84,277.7,262985,947,2015
"T129","Troy Merritt",91,277.7,317123,1142,2015
"T131","Zach Johnson",90,277.6,272912,983,2015
"T131","Spencer Levin",99,277.6,321196,1157,2015
"133","Fabián Gómez",83,277.4,267373,964,2015
"134","Pat Perez",96,277.3,321658,1160,2015
"135","Greg Chalmers",58,277.2,138588,500,2015
"136","Russell Knox",96,277.0,336027,1213,2015
"137","Daniel Summerhays",101,276.9,343601,1241,2015
"138","Ryan Moore",81,276.8,236073,853,2015
"T139","Jason Dufner",76,276.7,184548,667,2015
"T139","Danny Lee",120,276.7,385761,1394,2015
"141","Roberto Castro",54,276.6,138875,502,2015
"142","Jonathan Byrd",69,276.5,196883,712,2015
"143","Chad Campbell",97,276.4,350745,1269,2015
"T144","Whee Kim",71,276.3,216350,783,2015
"T144","Ian Poulter",68,276.3,184586,668,2015
"146","Tyrone Van Aswegen",58,276.2,162147,587,2015
"147","Jim Renner",68,276.0,216104,783,2015
"T148","Ricky Barnes",82,275.8,241870,877,2015
"T148","Jim Furyk",71,275.8,199714,724,2015
"150","Francesco Molinari",56,275.6,164259,596,2015
"151","Mark Hubbard",79,275.3,234574,852,2015
"152","Alex Cejka",94,275.2,302717,1100,2015
"153","Chris Stroud",84,274.8,261358,951,2015
"T154","Robert Allenby",63,274.7,195552,712,2015
"T154","Scott Langley",94,274.7,302452,1101,2015
"T154","George McNeill",93,274.7,341138,1242,2015
"T157","William McGirt",103,274.5,371937,1355,2015
"T157","Tim Wilkinson",73,274.5,222071,809,2015
"T159","Jason Bohn",95,274.4,332556,1212,2015
"T159","Ken Duke",93,274.4,298282,1087,2015
"T159","Kevin Na",98,274.4,271132,988,2015
"162","Steven Alker",62,274.2,191414,698,2015
"163","Mark Wilson",89,273.9,308968,1128,2015
"164","David Hearn",97,273.8,324472,1185,2015
"165","Cameron Tringale",96,273.6,300951,1100,2015
"166","Brian Stuard",97,273.0,301069,1103,2015
"167","Chad Collins",79,272.9,240165,880,2015
"T168","Colt Knost",90,272.3,280974,1032,2015
"T168","Andrew Putnam",68,272.3,205616,755,2015
"T170","K.J. Choi",66,272.2,216706,796,2015
"T170","Brian Davis",86,272.2,268918,988,2015
"T170","Heath Slocum",57,272.2,148101,544,2015
"T170","Brendon Todd",96,272.2,289331,1063,2015
"174","D.A. Points",72,272.1,219833,808,2015
"175","Jerry Kelly",79,271.3,249869,921,2015
"176","John Huh",102,271.1,336217,1240,2015
"177","Luke Donald",71,270.5,203175,751,2015
"178","Bryce Molder",91,269.7,289943,1075,2015
"179","Zac Blair",108,269.5,331156,1229,2015
"180","Ben Crane",62,268.7,195902,729,2015
"181","David Toms",62,268.5,205678,766,2015
"182","Billy Hurley III",83,268.4,235088,876,2015
"T183","Jon Curran",83,267.7,242235,905,2015
