"rank_total","player_name","rounds_total","avg_drive_total","total_distance_total","num_drives_total","year"
"178","David Mathis",83,274.0,263830,963,2012
"179","Justin Leonard",79,273.3,258578,946,2012
"T180","Bryce Molder",83,273.0,271046,993,2012
"T180","Mark Wilson",84,273.0,259329,950,2012
"182","Brian Gay",91,272.7,296201,1086,2012
"183","John Mallinger",74,272.3,238537,876,2012
"184","Ryuji Imada",78,271.2,261163,963,2012
"185","Billy Hurley III",70,270.7,215979,798,2012
"186","Jerry Kelly",84,270.4,274997,1017,2012
"187","Chris DiMarco",83,269.8,270363,1002,2012
"188","Colt Knost",79,268.8,251571,936,2012
"189","Gavin Coles",72,268.2,213721,797,2012
"190","Tom Pernice Jr.",62,268.0,194282,725,2012
"191","Nick O'Hern",78,265.8,251989,948,2012
"1","J.B. Holmes",57,306.0,201374,658,2011
"T2","Dustin Johnson",72,302.1,229594,760,2011
"T2","Bubba Watson",85,302.1,249198,825,2011
"4","Robert Garrigus",83,299.9,290316,968,2011
"5","Gary Woodland",93,297.4,289627,974,2011
"6","Steven Bowditch",86,295.6,321568,1088,2011
"7","Jhonattan Vegas",84,295.2,288710,978,2011
"8","Charley Hoffman",93,293.3,303541,1035,2011
"9","Phil Mickelson",79,293.1,237970,812,2011
"10","Harrison Frazar",58,292.8,170999,584,2011
"11","Martin Laird",77,292.7,252277,862,2011
"12","Scott Stallings",84,292.6,281155,961,2011
"13","Scott Piercy",78,292.5,257957,882,2011
"14","Tag Ridings",87,292.3,301990,1033,2011
"15","Ángel Cabrera",50,292.2,143162,490,2011
"16","Alex Prugh",82,292.0,289415,991,2011
"17","Nick Watney",80,291.9,252239,864,2011
"T18","Adam Scott",60,291.1,184549,634,2011
"T18","Kyle Stanley",98,291.1,324861,1116,2011
"T20","Will Strickler",51,291.0,175195,602,2011
"T20","Josh Teater",104,291.0,373893,1285,2011
"22","Troy Matteson",91,290.7,328156,1129,2011
"T23","Ryan Palmer",82,290.2,243158,838,2011
"T23","D.J. Trahan",91,290.2,336004,1158,2011
"25","Sergio Garcia",61,290.1,181590,626,2011
"T26","Keegan Bradley",91,289.6,311062,1074,2011
"T26","Bill Haas",93,289.6,291934,1008,2011
"28","Rickie Fowler",84,289.5,267539,924,2011
"29","Jason Day",76,289.4,239067,826,2011
"30","Jeff Overton",92,289.3,295058,1020,2011
"31","Jim Herman",69,289.1,230672,798,2011
"32","Bo Van Pelt",92,288.6,286547,993,2011
"33","Aaron Baddeley",77,288.4,250304,868,2011
"34","Jim Renner",65,288.2,213809,742,2011
"35","John Rollins",85,288.1,288702,1002,2011
"36","Boo Weekley",66,287.5,228861,796,2011
"37","Davis Love III",70,287.4,209245,728,2011
"T38","Andres Romero",77,287.1,272178,948,2011
"T38","Webb Simpson",98,287.1,331866,1156,2011
"40","James Driscoll",71,287.0,244545,852,2011
"T41","Kevin Chappell",78,286.9,244465,852,2011
"T41","Chris Couch",73,286.9,271449,946,2011
"T41","Charles Howell III",108,286.9,364340,1270,2011
"T41","Anthony Kim",72,286.9,234075,816,2011
"45","Derek Lamely",65,286.6,232446,811,2011
"46","Tommy Gainey",104,286.5,363623,1269,2011
"47","Robert Karlsson",61,286.4,180133,629,2011
"48","Bio Kim",71,286.0,231372,809,2011
"T49","Marc Leishman",87,285.9,319053,1116,2011
"T49","Zack Miller",86,285.9,298471,1044,2011
"51","Steve Marino",76,285.8,247481,866,2011
"T52","Michael Putnam",67,285.7,211428,740,2011
"T52","Vijay Singh",79,285.7,286848,1004,2011
"54","Scott Gutschewski",67,285.5,219816,770,2011
"55","Brandt Jobe",100,285.4,322510,1130,2011
"56","Kevin Stadler",88,285.3,289886,1016,2011
"57","Chris Kirk",87,285.2,306301,1074,2011
"58","Martin Piller",63,285.1,207250,727,2011
"T59","Hunter Mahan",92,284.9,304287,1068,2011
"T59","Rory Sabbatini",85,284.9,241892,849,2011
"61","Joseph Bramlett",73,284.8,242688,852,2011
"T62","Bobby Gates",82,284.7,265608,933,2011
"T62","Cameron Tringale",110,284.7,385542,1354,2011
"T62","Jimmy Walker",79,284.7,302348,1062,2011
"T65","Matt Jones",71,284.5,253236,890,2011
"T65","Bill Lunde",92,284.5,306090,1076,2011
"67","David Duval",67,284.4,229760,808,2011
"68","Sung Kang",63,284.3,203008,714,2011
"69","Joe Ogilvie",75,284.1,242306,853,2011
"T70","Padraig Harrington",60,284.0,178359,628,2011
"T70","George McNeill",69,284.0,229446,808,2011
"T70","John Senden",94,284.0,320680,1129,2011
"T73","Jonathan Byrd",83,283.9,286125,1008,2011
"T73","Charl Schwartzel",58,283.9,158985,560,2011
"75","Billy Horschel",75,283.8,245460,865,2011
"T76","Carl Pettersson",95,283.7,357420,1260,2011
"T76","Brendan Steele",89,283.7,304942,1075,2011
"78","Chris Stroud",88,283.6,308525,1088,2011
"T79","Pat Perez",76,283.5,276736,976,2011
"T79","Roland Thatcher",67,283.5,240667,849,2011
"81","Robert Allenby",84,283.4,277752,980,2011
"82","John Merrick",71,283.2,237920,840,2011
"83","Tom Gillis",55,283.1,198204,700,2011
"84","Chez Reavie",92,283.0,323458,1143,2011
"85","Blake Adams",116,282.8,413970,1464,2011
"86","Justin Rose",79,282.7,249356,882,2011
"87","Ben Martin",74,282.6,256918,909,2011
"88","Andres Gonzales",60,282.4,181877,644,2011
"T89","Stewart Cink",72,282.2,204030,723,2011
"T89","Lucas Glover",74,282.2,239864,850,2011
"T89","Sean O'Hair",71,282.2,236468,838,2011
"T92","Ernie Els",71,282.0,234069,830,2011
"T92","Tim Herron",85,282.0,303453,1076,2011
"T94","Ricky Barnes",78,281.9,251496,892,2011
"T94","Retief Goosen",50,281.9,156729,556,2011
"T94","Geoff Ogilvy",69,281.9,211995,752,2011
"97","Matt Bettencourt",84,281.8,303804,1078,2011
"98","Rod Pampling",72,281.7,236371,839,2011
"T99","Kevin Streelman",90,281.6,279368,992,2011
"T99","Steve Stricker",70,281.6,210083,746,2011
"T99","Michael Thompson",79,281.6,271993,966,2011
"T99","Y.E. Yang",63,281.6,165580,588,2011
"T103","J.J. Henry",96,281.3,309460,1100,2011
"T103","Brandt Snedeker",85,281.3,262474,933,2011
"105","Ryan Moore",79,281.1,235020,836,2011
"106","Camilo Villegas",69,281.0,224271,798,2011
"107","David Hearn",88,280.8,298745,1064,2011
"108","Scott McCarron",65,280.6,211592,754,2011
"109","William McGirt",103,280.4,360335,1285,2011
"110","Jason Dufner",78,280.3,253410,904,2011
"111","Fabián Gómez",84,280.2,269507,962,2011
"112","D.A. Points",89,280.1,289604,1034,2011
"T113","Freddie Jacobson",92,279.9,273774,978,2011
"T113","Graeme McDowell",50,279.9,146114,522,2011
"T115","Michael Bradley",74,279.8,229979,822,2011
"T115","Troy Merritt",63,279.8,222685,796,2011
"T117","Hunter Haas",96,279.7,331679,1186,2011
"T117","Alexandre Rocha",65,279.7,191885,686,2011
"119","Chad Campbell",99,279.6,338903,1212,2011
"T120","Briny Baird",60,279.4,191643,686,2011
"T120","Cameron Beckman",71,279.4,250092,895,2011
"T120","Matt Kuchar",94,279.4,278269,996,2011
"123","Spencer Levin",113,279.2,365776,1310,2011
"124","Stuart Appleby",65,278.9,234290,840,2011
"125","Jarrod Lyle",83,278.8,279892,1004,2011
"126","Brendon de Jonge",105,278.6,357151,1282,2011
"T127","Rich Beem",53,278.5,178529,641,2011
"T127","Kevin Kisner",70,278.5,221952,797,2011
"T129","D.J. Brigman",67,278.4,214361,770,2011
"T129","Brian Davis",105,278.4,356901,1282,2011
"T129","Paul Stankowski",78,278.4,253053,909,2011
"132","J.P. Hayes",56,278.3,186203,669,2011
"T133","Jason Bohn",74,278.2,262032,942,2011
"T133","Vaughn Taylor",89,278.2,322186,1158,2011
"T135","Lee Janzen",62,277.9,194236,699,2011
"T135","Mark Wilson",89,277.9,270714,974,2011
"137","Ben Crane",76,277.8,242252,872,2011
"138","Trevor Immelman",84,277.7,259369,934,2011
"139","Woody Austin",59,277.4,193037,696,2011
"T140","Arjun Atwal",91,277.2,322633,1164,2011
"T140","Billy Mayfair",94,277.2,329082,1187,2011
"T142","Steve Elkington",50,277.1,162380,586,2011
"T142","Shaun Micheel",77,277.1,250533,904,2011
"144","K.J. Choi",77,276.9,224318,810,2011
"145","Ryuji Imada",83,276.6,293161,1060,2011
"146","Justin Hicks",60,276.5,170308,616,2011
"147","Kent Jones",76,276.3,258023,934,2011
"T148","Joe Durant",71,276.2,246071,891,2011
"T148","Charlie Wi",83,276.2,297188,1076,2011
"150","Matt McQuillan",59,276.1,185294,671,2011
"151","Heath Slocum",89,276.0,286185,1037,2011
"152","Kris Blanks",92,275.8,319343,1158,2011
"153","Shane Bertsch",62,275.7,200715,728,2011
"154","Tim Petrovic",88,275.3,295725,1074,2011
"T155","Steve Flesch",88,275.0,299529,1089,2011
"T155","Nathan Green",81,275.0,268640,977,2011
"157","Luke Donald",73,274.9,200115,728,2011
"158","Aron Price",58,274.8,188528,686,2011
"159","Garrett Willis",71,274.6,244668,891,2011
"T160","Chris Riley",76,274.4,260092,948,2011
"T160","David Toms",78,274.4,225003,820,2011
"162","Stephen Ames",69,274.0,229065,836,2011
"163","Jim Furyk",87,273.9,268403,980,2011
"164","Johnson Wagner",81,273.8,267801,978,2011
"T165","Justin Leonard",82,273.7,281908,1030,2011
"T165","Ian Poulter",52,273.7,150534,550,2011
"167","Michael Connell",76,273.6,275228,1006,2011
"T168","Zach Johnson",79,273.5,245097,896,2011
"T168","David Mathis",83,273.5,267727,979,2011
"T170","Colt Knost",80,273.4,255863,936,2011
"T170","Rocco Mediate",53,273.4,184265,674,2011
"172","Kevin Na",84,273.3,258545,946,2011
"173","Greg Chalmers",88,272.6,300458,1102,2011
"T174","Bryce Molder",82,272.5,269750,990,2011
"T174","Daniel Summerhays",75,272.5,250717,920,2011
"176","Chris DiMarco",93,272.4,311912,1145,2011
"177","Alex Cejka",59,272.3,177520,652,2011
"178","Marc Turnesa",54,272.2,173921,639,2011
"179","Nick O'Hern",89,272.0,288545,1061,2011
"180","Ben Curtis",66,271.5,235092,866,2011
"181","Nate Smith",66,271.4,201140,741,2011
"182","Paul Goydos",81,270.4,279076,1032,2011
"183","Dean Wilson",62,270.0,213869,792,2011
"184","Jerry Kelly",85,268.9,254907,948,2011
"185","Richard Johnson",64,268.7,202846,755,2011
"186","Brian Gay",90,266.8,274790,1030,2011
"1","Dustin Johnson",83,300.3,265451,884,2010
"2","Robert Garrigus",71,299.6,255589,853,2010
"3","John Daly",63,298.7,194423,651,2010
"4","J.B. Holmes",100,298.2,366243,1228,2010
"5","Bubba Watson",77,298.1,277809,932,2010
"6","Ángel Cabrera",64,295.6,212255,718,2010
"7","Phil Mickelson",76,295.0,235438,798,2010
"8","Brett Wetterich",54,293.7,217372,740,2010
"9","Rory McIlroy",54,293.3,164264,560,2010
"10","Graham DeLaet",88,293.1,310652,1060,2010
"T11","D.J. Trahan",92,292.5,335170,1146,2010
"T11","Charles Warren",64,292.5,224651,768,2010
"13","Martin Flores",75,292.4,260789,892,2010
"14","Charley Hoffman",85,291.5,312773,1073,2010
"15","Nick Watney",91,291.1,281238,966,2010
"16","Troy Matteson",84,290.9,318279,1094,2010
"17","Martin Laird",91,290.7,321264,1105,2010
"18","Alex Prugh",88,290.4,323512,1114,2010
"19","Scott Piercy",88,289.9,327925,1131,2010
"T20","Jeff Overton",89,289.8,287216,991,2010
"T20","Ryan Palmer",84,289.8,286312,988,2010
"22","Aaron Baddeley",94,289.1,354197,1225,2010
"23","Cameron Tringale",55,288.9,181450,628,2010
"T24","Jason Day",82,288.7,285844,990,2010
"T24","Andres Romero",73,288.7,290170,1005,2010
"26","Garth Mulroy",53,288.6,168824,585,2010
"T27","Daniel Chopra",74,288.3,267842,929,2010
"T27","John Rollins",81,288.3,303037,1051,2010
"29","Marc Leishman",87,287.4,289695,1008,2010
"30","Josh Teater",101,287.2,367642,1280,2010
"31","Vijay Singh",75,287.0,228987,798,2010
"32","Bo Van Pelt",104,286.9,348903,1216,2010
"33","Hunter Mahan",85,286.8,267882,934,2010
"T34","Matt Bettencourt",91,286.6,278586,972,2010
"T34","Cameron Percy",73,286.6,235900,823,2010
"36","Jarrod Lyle",54,286.4,183876,642,2010
"T37","Matt Every",60,286.3,202427,707,2010
"T37","Boo Weekley",88,286.3,295698,1033,2010
"39","Lucas Glover",75,286.2,236361,826,2010
"T40","Retief Goosen",75,286.1,211146,738,2010
"T40","Charles Howell III",103,286.1,357687,1250,2010
"T40","Kenny Perry",69,286.1,224277,784,2010
"T43","James Driscoll",78,286.0,294551,1030,2010
"T43","Mathias Grönberg",61,286.0,199645,698,2010
"T45","Sean O'Hair",84,285.9,260145,910,2010
"T45","Rory Sabbatini",79,285.9,268745,940,2010
"T47","Chris Couch",66,285.8,235176,823,2010
"T47","Rickie Fowler",98,285.8,330652,1157,2010
"T47","Davis Love III",79,285.8,264095,924,2010
"T50","Stewart Cink",84,285.7,260517,912,2010
"T50","Adam Scott",70,285.7,206820,724,2010
"52","Derek Lamely",81,285.6,254222,890,2010
"53","Paul Casey",64,285.2,176231,618,2010
"54","Chris Wilson",65,285.1,206400,724,2010
"55","Kevin Stadler",86,284.6,285733,1004,2010
"T56","Ryan Moore",80,284.5,242677,853,2010
"T56","Kevin Streelman",90,284.5,317517,1116,2010
"58","Steve Marino",81,284.4,250856,882,2010
"T59","Tim Herron",79,284.3,273471,962,2010
"T59","Camilo Villegas",78,284.3,221717,780,2010
"T61","Jonathan Byrd",85,284.2,324567,1142,2010
"T61","Bill Haas",87,284.2,296136,1042,2010
"T61","Bill Lunde",79,284.2,264296,930,2010
"T61","Ted Purdy",86,284.2,296412,1043,2010
"T61","Nicholas Thompson",88,284.2,304426,1071,2010
"66","Roger Tambellini",77,284.1,244913,862,2010
"67","Stuart Appleby",101,283.7,347796,1226,2010
"T68","J.J. Henry",92,283.6,311652,1099,2010
"T68","Joe Ogilvie",99,283.6,339129,1196,2010
"70","David Lutterus",69,283.5,221420,781,2010
"T71","Matt Jones",89,283.4,315110,1112,2010
"T71","Will MacKenzie",72,283.4,268975,949,2010
"T73","Andrew McLardy",52,283.1,173818,614,2010
"T73","Geoff Ogilvy",62,283.1,198203,700,2010
"T75","John Merrick",109,283.0,363874,1286,2010
"T75","Jimmy Walker",82,283.0,274791,971,2010
"T77","Ernie Els",72,282.9,217817,770,2010
"T77","Michael Letzig",84,282.9,315172,1114,2010
"T77","Jeev Milkha Singh",59,282.9,204222,722,2010
"T77","Steve Wheatcroft",74,282.9,227990,806,2010
"81","Padraig Harrington",57,282.8,173082,612,2010
"82","Steve Lowery",67,282.6,219560,777,2010
"T83","Blake Adams",84,282.4,294498,1043,2010
"T83","Jeff Gove",57,282.4,173084,613,2010
"T83","Greg Owen",69,282.4,243718,863,2010
"86","Chris Tidland",77,282.3,268498,951,2010
"T87","Sergio Garcia",58,282.2,141089,500,2010
"T87","Troy Merritt",86,282.2,302469,1072,2010
"T89","Brenden Pappas",66,282.1,215544,764,2010
"T89","John Senden",103,282.1,341888,1212,2010
"T91","Mathew Goggin",85,281.9,298567,1059,2010
"T91","Y.E. Yang",72,281.9,229993,816,2010
"T93","Robert Allenby",76,281.8,240653,854,2010
"T93","Paul Stankowski",62,281.8,208530,740,2010
"95","Roland Thatcher",72,281.7,266488,946,2010
"T96","Henrik Bjornstad",72,281.5,231405,822,2010
"T96","Chris Stroud",90,281.5,281758,1001,2010
"T98","Tom Gillis",97,281.4,352907,1254,2010
"T98","George McNeill",79,281.4,274633,976,2010
"T98","Justin Rose",78,281.4,274385,975,2010
"101","Brendon de Jonge",114,281.3,355576,1264,2010
"102","Joe Durant",67,281.2,222706,792,2010
"T103","Scott McCarron",90,281.0,323999,1153,2010
"T103","Pat Perez",90,281.0,325957,1160,2010
"105","Matt Kuchar",97,280.9,294366,1048,2010
"T106","Rich Barcelo",70,280.6,226975,809,2010
"T106","Vaughn Taylor",87,280.6,309238,1102,2010
"T108","Mark Calcavecchia",50,280.3,129199,461,2010
"T108","Steve Elkington",74,280.3,228729,816,2010
"110","Kevin Sutherland",86,279.9,302820,1082,2010
"T111","Ricky Barnes",103,279.7,322254,1152,2010
"T111","Brian Stuard",81,279.7,276354,988,2010
"113","Ian Poulter",55,279.6,132549,474,2010
"114","David Duval",71,279.5,216637,775,2010
"T115","K.J. Choi",82,279.1,237199,850,2010
"T115","Ben Crane",85,279.1,257342,922,2010
"T115","Webb Simpson",98,279.1,356627,1278,2010
"T115","Steve Stricker",73,279.1,218828,784,2010
"119","Freddie Jacobson",83,278.9,300108,1076,2010
"T120","Chad Campbell",94,278.8,314772,1129,2010
"T120","Jay Williamson",76,278.8,236711,849,2010
"T122","James Nitties",92,278.7,313531,1125,2010
"T122","Carl Pettersson",99,278.7,321036,1152,2010
"124","Jason Dufner",87,278.6,267429,960,2010
"125","Kris Blanks",91,278.4,287006,1031,2010
"126","D.A. Points",90,278.3,305805,1099,2010
"127","Lee Janzen",77,278.2,270727,973,2010
"128","Rod Pampling",77,278.1,270833,974,2010
"T129","Michael Sim",64,277.9,205647,740,2010
"T129","Vance Veazey",58,277.9,185613,668,2010
"T131","Cliff Kresge",50,277.7,173828,626,2010
"T131","Billy Mayfair",78,277.7,251600,906,2010
"T131","Mark Wilson",87,277.7,306630,1104,2010
"134","Woody Austin",93,277.6,320588,1155,2010
"T135","Stephen Ames",75,277.5,266938,962,2010
"T135","Zach Johnson",93,277.5,291626,1051,2010
"137","Jeff Maggert",76,277.3,243154,877,2010
"T138","Spencer Levin",110,277.0,377870,1364,2010
"T138","Aron Price",70,277.0,239845,866,2010
"140","Cameron Beckman",68,276.8,227810,823,2010
"T141","Brett Quigley",96,276.6,338574,1224,2010
"T141","David Toms",86,276.6,269445,974,2010
"143","John Mallinger",78,276.5,250800,907,2010
"144","Bob Estes",79,276.4,272212,985,2010
"145","J.P. Hayes",79,276.3,261379,946,2010
"146","Jerod Turner",54,276.1,153527,556,2010
"T147","Chris Riley",73,275.9,242234,878,2010
"T147","Johnson Wagner",85,275.9,284497,1031,2010
"T147","Garrett Willis",82,275.9,272896,989,2010
"T150","Justin Bolli",55,275.8,161361,585,2010
"T150","Heath Slocum",97,275.8,281827,1022,2010
"152","Tim Petrovic",105,275.6,361330,1311,2010
"T153","Jason Bohn",84,275.2,282404,1026,2010
"T153","Michael Bradley",77,275.2,261963,952,2010
"T155","Brian Davis",101,274.9,340632,1239,2010
"T155","Chris DiMarco",88,274.9,297436,1082,2010
"T155","Dean Wilson",54,274.9,179804,654,2010
"T158","Briny Baird",87,274.7,301949,1099,2010
"T158","Michael Connell",89,274.7,295552,1076,2010
"T160","Shaun Micheel",70,274.5,203671,742,2010
"T160","Charlie Wi",95,274.5,339854,1238,2010
"T162","Rocco Mediate",71,274.3,232353,847,2010
"T162","Brandt Snedeker",89,274.3,285822,1042,2010
"164","Ryuji Imada",90,274.1,321259,1172,2010
"T165","Justin Leonard",89,273.5,274323,1003,2010
"T165","Kevin Na",94,273.5,288509,1055,2010
"T167","Greg Chalmers",93,273.4,330274,1208,2010
"T167","Nathan Green",86,273.4,308950,1130,2010
"T167","Skip Kendall",58,273.4,187028,684,2010
"T167","Scott Verplank",74,273.4,213503,781,2010
"171","Jerry Kelly",99,273.3,313205,1146,2010
"172","Jim Furyk",76,273.0,228209,836,2010
"173","Brent Delahoussaye",57,272.5,178215,654,2010
"174","Bryce Molder",84,272.4,276758,1016,2010
"175","Tom Pernice Jr.",74,272.3,220595,810,2010
"176","Alex Cejka",81,272.2,257242,945,2010
"177","Steve Flesch",78,272.1,245124,901,2010
"178","Trevor Immelman",55,271.9,161765,595,2010
"179","Luke Donald",71,271.8,199499,734,2010
"T180","Chad Collins",87,271.6,283566,1044,2010
"T180","Kevin Johnson",62,271.6,185527,683,2010
"182","Ben Curtis",78,271.1,250459,924,2010
"183","Greg Kraft",52,271.0,147162,543,2010
"184","Tim Clark",88,270.8,256185,946,2010
"185","Richard Johnson",90,270.4,275218,1018,2010
"186","Paul Goydos",78,270.1,248529,920,2010
"187","Omar Uresti",74,269.7,228712,848,2010
"188","Jeff Quinney",91,269.2,298818,1110,2010
"189","Craig Bowden",56,267.9,179470,670,2010
"190","Mike Weir",59,266.7,148260,556,2010
"191","Brian Gay",101,264.1,302709,1146,2010
"192","Brad Faxon",58,264.0,176058,667,2010
"1","Dustin Johnson",85,301.7,270931,898,2009
"2","J.B. Holmes",74,298.6,255641,856,2009
"3","Andres Romero",58,297.7,180397,606,2009
"4","Anthony Kim",76,297.2,250833,844,2009
"5","Phil Mickelson",66,296.8,199474,672,2009
"6","Bubba Watson",73,295.7,234793,794,2009
"7","Nick Watney",86,295.4,279455,946,2009
"8","Tag Ridings",50,294.5,167867,570,2009
"9","Robert Garrigus",83,294.2,295051,1003,2009
"10","Gary Woodland",53,293.9,151370,515,2009
"11","Ángel Cabrera",55,293.8,156299,532,2009
"12","Charley Hoffman",97,291.3,353095,1212,2009
"T13","Martin Laird",72,290.8,251820,866,2009
"T13","Sean O'Hair",80,290.8,236679,814,2009
"15","Vijay Singh",71,290.1,208307,718,2009
"16","Daniel Chopra",89,290.0,337876,1165,2009
"17","Harrison Frazar",93,289.9,338874,1169,2009
"T18","Troy Matteson",95,289.8,354743,1224,2009
"T18","Charles Warren",63,289.8,214437,740,2009
"20","Hunter Mahan",94,289.7,304181,1050,2009
"T21","Fred Couples",54,288.8,169212,586,2009
"T21","Davis Love III",89,288.8,312518,1082,2009
"T21","Geoff Ogilvy",78,288.8,235622,816,2009
"24","Jason Day",61,288.5,201405,698,2009
"25","Marc Leishman",91,288.4,337978,1172,2009
"26","Scott Piercy",85,288.2,304874,1058,2009
"27","Camilo Villegas",76,288.0,226951,788,2009
"28","John Rollins",92,287.7,316809,1101,2009
"T29","Sergio Garcia",59,287.5,177087,616,2009
"T29","Rory Sabbatini",81,287.5,268513,934,2009
"T31","Steve Marino",98,287.3,336731,1172,2009
"T31","Kevin Streelman",97,287.3,348170,1212,2009
"33","Jeff Overton",92,286.9,304090,1060,2009
"T34","Lucas Glover",93,286.8,316020,1102,2009
"T34","Kenny Perry",92,286.8,293123,1022,2009
"T34","Tiger Woods",64,286.8,192760,672,2009
"T37","Ryan Palmer",78,286.7,280966,980,2009
"T37","Nicholas Thompson",96,286.7,346959,1210,2009
"T39","Jonathan Byrd",89,286.6,315583,1101,2009
"T39","Stewart Cink",79,286.6,237900,830,2009
"41","Ted Purdy",101,286.4,356279,1244,2009
"42","Matt Bettencourt",98,286.3,346651,1211,2009
"43","Retief Goosen",74,286.2,223251,780,2009
"T44","Matt Jones",56,286.1,179085,626,2009
"T44","Leif Olson",51,286.1,171397,599,2009
"46","Charles Howell III",99,285.9,331124,1158,2009
"47","Bill Haas",91,285.7,325688,1140,2009
"48","Adam Scott",53,285.5,168417,590,2009
"T49","Ryan Moore",89,285.0,297777,1045,2009
"T49","Boo Weekley",79,285.0,259360,910,2009
"51","Michael Letzig",96,284.6,339832,1194,2009
"52","Tim Herron",87,284.5,320089,1125,2009
"53","Bo Van Pelt",100,284.4,323680,1138,2009
"54","D.J. Trahan",96,284.3,317865,1118,2009
"T55","Ricky Barnes",67,284.1,202869,714,2009
"T55","Peter Tomasulo",61,284.1,181566,639,2009
"T57","Padraig Harrington",66,284.0,190815,672,2009
"T57","Y.E. Yang",83,284.0,277706,978,2009
"59","John Merrick",91,283.9,269677,950,2009
"60","John Senden",100,283.8,364447,1284,2009
"T61","Ernie Els",70,283.6,215561,760,2009
"T61","Jeff Maggert",79,283.6,287852,1015,2009
"T63","Jason Gore",74,283.4,244532,863,2009
"T63","Kevin Stadler",65,283.4,213092,752,2009
"65","Aaron Baddeley",66,283.2,229948,812,2009
"66","Joe Ogilvie",85,283.1,302357,1068,2009
"67","Chad Campbell",90,283.0,280170,990,2009
"T68","Robert Allenby",71,282.9,221763,784,2009
"T68","Mathew Goggin",76,282.9,235693,833,2009
"T68","J.J. Henry",97,282.9,331520,1172,2009
"71","James Nitties",86,282.8,300079,1061,2009
"72","George McNeill",82,282.7,298778,1057,2009
"73","Bill Lunde",83,282.6,294488,1042,2009
"T74","Stuart Appleby",79,282.3,255780,906,2009
"T74","Pat Perez",74,282.3,244476,866,2009
"T76","Steve Lowery",83,282.1,302440,1072,2009
"T76","Greg Owen",97,282.1,323013,1145,2009
"78","Kevin Sutherland",96,282.0,286561,1016,2009
"79","Will MacKenzie",69,281.8,240392,853,2009
"80","Carl Pettersson",86,281.7,292378,1038,2009
"81","Tommy Armour III",58,281.5,203492,723,2009
"82","Stephen Ames",77,281.4,222840,792,2009
"83","Brendon de Jonge",90,281.3,308344,1096,2009
"T84","Mark Calcavecchia",72,280.9,242980,865,2009
"T84","Rod Pampling",72,280.9,251143,894,2009
"86","Ian Poulter",59,280.8,165091,588,2009
"87","Brian Vranesh",51,280.7,168409,600,2009
"T88","Kris Blanks",60,280.5,183136,653,2009
"T88","Webb Simpson",94,280.5,340584,1214,2009
"90","Chris Stroud",88,280.3,296554,1058,2009
"91","Jarrod Lyle",65,280.2,195287,697,2009
"T92","Derek Fathauer",63,279.9,198699,710,2009
"T92","Justin Rose",71,279.9,223348,798,2009
"94","Heath Slocum",95,279.8,330222,1180,2009
"T95","Jason Dufner",90,279.7,303236,1084,2009
"T95","David Toms",98,279.7,311583,1114,2009
"T97","Brad Adamonis",70,279.5,237005,848,2009
"T97","Michael Allen",73,279.5,226393,810,2009
"99","Brian Bateman",55,279.4,186897,669,2009
"T100","Steve Stricker",81,279.3,240793,862,2009
"T100","Casey Wittenberg",71,279.3,209511,750,2009
"T102","Rich Beem",77,279.1,224359,804,2009
"T102","Brett Quigley",92,279.1,290512,1041,2009
"T102","Johnson Wagner",81,279.1,288261,1033,2009
"T105","David Duval",56,279.0,171023,613,2009
"T105","Kirk Triplett",60,279.0,212061,760,2009
"T107","Cameron Beckman",87,278.9,291182,1044,2009
"T107","Jimmy Walker",74,278.9,248483,891,2009
"109","Rocco Mediate",79,278.8,255932,918,2009
"110","Matt Kuchar",82,278.7,275358,988,2009
"T111","Woody Austin",84,278.6,294739,1058,2009
"T111","Freddie Jacobson",83,278.6,284739,1022,2009
"T113","Steve Elkington",70,278.5,239245,859,2009
"T113","Matt Weibring",65,278.5,213868,768,2009
"115","Vaughn Taylor",88,278.3,306733,1102,2009
"116","Brian Davis",103,278.0,352189,1267,2009
"T117","Ben Crane",93,277.8,309437,1114,2009
"T117","Mark Wilson",99,277.8,339700,1223,2009
"119","Jason Bohn",88,277.6,317040,1142,2009
"T120","Ben Curtis",63,277.5,182577,658,2009
"T120","Zach Johnson",94,277.5,307430,1108,2009
"T120","Billy Mayfair",83,277.5,266634,961,2009
"123","Todd Hamilton",83,277.4,247699,893,2009
"124","Justin Leonard",95,277.3,291741,1052,2009
"125","K.J. Choi",65,277.2,194572,702,2009
"T126","Steve Flesch",77,277.1,241901,873,2009
"T126","Scott McCarron",91,277.1,312585,1128,2009
"128","Jay Williamson",69,277.0,219926,794,2009
"129","Mike Weir",85,276.8,259040,936,2009
"T130","Jim Furyk",86,276.5,250507,906,2009
"T130","Bob Heintz",59,276.5,196293,710,2009
"T130","Jerry Kelly",90,276.5,296457,1072,2009
"T133","Kevin Na",91,276.4,299385,1083,2009
"T133","Charlie Wi",92,276.4,304003,1100,2009
"T135","Bryce Molder",69,276.2,208773,756,2009
"T135","D.A. Points",99,276.2,331120,1199,2009
"T137","Tim Petrovic",97,276.0,330105,1196,2009
"T137","Scott Verplank",88,276.0,305001,1105,2009
"139","Nathan Green",104,275.9,353376,1281,2009
"140","Ken Duke",87,275.8,272533,988,2009
"141","David Mathis",82,275.6,263979,958,2009
"T142","Parker McLachlin",71,275.2,257620,936,2009
"T142","Darron Stiles",52,275.2,161295,586,2009
