,"year","rank","player_name","rounds","putting_avg","gir_putts","greens_hit","birdie_conversion"
837,1990,"
        T101","
Jim Booros
",88,1.802,1818,1009,2.67
838,1990,"
        T101","
Brad Fabel
",87,1.802,1890,1049,2.68
839,1990,"
        T101","
Steve Jones
",76,1.802,1624,901,2.93
840,1990,"
        T104","
Bobby Clampett
",57,1.803,1165,646,2.77
841,1990,"
        T104","
Fred Couples
",75,1.803,1635,907,2.8
842,1990,"
        T104","
Mark McCumber
",83,1.803,1796,996,2.8
843,1990,"
        107","
Ted Schulz
",116,1.804,2508,1390,2.71
844,1990,"
        108","
Ray Stewart
",95,1.805,2090,1158,2.61
845,1990,"
        T109","
Hubert Green
",61,1.806,1286,712,2.58
846,1990,"
        T109","
Mark Hayes
",76,1.806,1564,866,2.86
847,1990,"
        T111","
Ronnie Black
",84,1.807,1735,960,2.6
848,1990,"
        T111","
Ed Fiori
",108,1.807,2192,1213,2.59
849,1990,"
        T113","
Emlyn Aubrey
",99,1.808,2101,1162,2.73
850,1990,"
        T113","
Clark Burroughs
",96,1.808,2049,1133,2.76
851,1990,"
        T113","
Donnie Hammond
",74,1.808,1499,829,2.7
852,1990,"
        T116","
Dave Barr
",95,1.809,2165,1197,2.59
853,1990,"
        T116","
Bill Buttner
",87,1.809,1795,992,2.61
854,1990,"
        T116","
David Canipe
",84,1.809,1695,937,2.53
855,1990,"
        T116","
Lennie Clements
",82,1.809,1702,941,2.64
856,1990,"
        T116","
Roger Maltbie
",65,1.809,1308,723,2.5
857,1990,"
        T116","
Tommy Moore
",88,1.809,1827,1010,2.6
858,1990,"
        T116","
Gil Morgan
",85,1.809,1901,1051,2.71
859,1990,"
        T116","
Duffy Waldorf
",88,1.809,1818,1005,2.71
860,1990,"
        T124","
Andy Bean
",67,1.81,1397,772,2.85
861,1990,"
        T124","
David Edwards
",73,1.81,1564,864,2.55
862,1990,"
        T124","
Steve Hart
",68,1.81,1325,732,2.54
863,1990,"
        T124","
Wayne Levi
",74,1.81,1604,886,2.82
864,1990,"
        T124","
Bob Wolcott
",86,1.81,1841,1017,2.78
865,1990,"
        T129","
J.C. Snead
",73,1.811,1514,836,2.45
866,1990,"
        T129","
D.A. Weibring
",66,1.811,1333,736,2.5
867,1990,"
        T131","
Bill Britton
",99,1.812,2068,1141,2.69
868,1990,"
        T131","
Bob Eastwood
",86,1.812,1703,940,2.72
869,1990,"
        T131","
Jim Gallagher Jr.
",115,1.812,2466,1361,2.72
870,1990,"
        T131","
Don Shirey Jr.
",92,1.812,1937,1069,2.66
871,1990,"
        T135","
Michael Allen
",92,1.813,1880,1037,2.82
872,1990,"
        T135","
Tom Kite
",86,1.813,1971,1087,2.77
873,1990,"
        T137","
Billy Ray Brown
",83,1.814,1823,1005,2.77
874,1990,"
        T137","
Gary Hallberg
",81,1.814,1736,957,2.75
875,1990,"
        T137","
Fuzzy Zoeller
",71,1.814,1524,840,2.88
876,1990,"
        T140","
Curt Byrum
",89,1.815,1884,1038,2.57
877,1990,"
        T140","
John Inman
",102,1.815,2053,1131,2.48
878,1990,"
        T140","
Blaine McCallister
",95,1.815,1982,1092,2.68
879,1990,"
        143","
P.H. Horgan III
",85,1.816,1683,927,2.76
880,1990,"
        T144","
Dennis Harrington
",75,1.818,1416,779,2.91
881,1990,"
        T144","
Mike Hulbert
",115,1.818,2449,1347,2.62
882,1990,"
        T144","
John Huston
",79,1.818,1551,853,2.91
883,1990,"
        T144","
Andrew Magee
",98,1.818,2089,1149,2.74
884,1990,"
        T148","
Barry Jaeckel
",57,1.819,1177,647,2.38
885,1990,"
        T148","
Brian Kamm
",50,1.819,1008,554,2.49
886,1990,"
        T150","
Tom Byrum
",90,1.82,1793,985,2.52
887,1990,"
        T150","
Bobby Wadkins
",103,1.82,2348,1290,2.57
888,1990,"
        T152","
Sean Murphy
",59,1.821,1122,616,2.55
889,1990,"
        T152","
Leonard Thompson
",92,1.821,1943,1067,2.62
890,1990,"
        T154","
Webb Heintzelman
",96,1.822,1948,1069,2.47
891,1990,"
        T154","
David Ogrin
",85,1.822,1720,944,2.47
892,1990,"
        T156","
Joel Edwards
",86,1.824,1835,1006,2.45
893,1990,"
        T156","
Dan Halldorson
",51,1.824,1100,603,2.4
894,1990,"
        158","
Neal Lancaster
",74,1.827,1599,875,2.77
895,1990,"
        T159","
John Adams
",88,1.828,1872,1024,2.81
896,1990,"
        T159","
Jack Ferenz
",51,1.828,1073,587,2.42
897,1990,"
        T161","
Clark Dennis
",86,1.829,1789,978,2.63
898,1990,"
        T161","
Greg Hickman
",62,1.829,1216,665,2.57
899,1990,"
        T161","
Tom Purtzer
",77,1.829,1752,958,2.65
900,1990,"
        164","
Jerry Haas
",89,1.831,1890,1032,2.46
901,1990,"
        T165","
Rocco Mediate
",85,1.833,1987,1084,2.44
902,1990,"
        T165","
Harry Taylor
",58,1.833,1296,707,2.42
903,1990,"
        167","
Steve Lamontagne
",85,1.834,1827,996,2.55
904,1990,"
        T168","
Keith Clearwater
",77,1.836,1605,874,2.6
905,1990,"
        T168","
John Dowdall
",56,1.836,1162,633,2.4
906,1990,"
        T168","
Doug Tewell
",79,1.836,1840,1002,2.4
907,1990,"
        171","
Dave Eichelberger
",100,1.837,2186,1190,2.71
908,1990,"
        172","
Jeffrey Wilson
",75,1.838,1581,860,2.49
909,1990,"
        T173","
Dewey Arnette
",64,1.839,1219,663,2.58
910,1990,"
        T173","
Jim Hallet
",115,1.839,2534,1378,2.42
911,1990,"
        T175","
Ray Barr Jr.
",61,1.84,1172,637,2.51
912,1990,"
        T175","
Peter Persons
",100,1.84,2142,1164,2.33
913,1990,"
        177","
Patrick Burke
",53,1.841,1068,580,2.5
914,1990,"
        178","
Sonny Skinner
",75,1.842,1615,877,2.3
915,1990,"
        179","
Jim Woodward
",73,1.844,1573,853,2.4
916,1990,"
        180","
Fulton Allem
",73,1.845,1533,831,2.55
917,1990,"
        181","
Calvin Peete
",65,1.847,1374,744,2.26
918,1990,"
        T182","
Greg Bruckner
",89,1.848,1975,1069,2.41
919,1990,"
        T182","
Clarence Rose
",87,1.848,1793,970,2.36
920,1990,"
        T182","
Grant Waite
",73,1.848,1495,809,2.36
921,1990,"
        185","
Jerry Anderson
",56,1.85,1160,627,2.04
922,1990,"
        186","
Greg Twiggs
",89,1.851,1873,1012,2.64
923,1990,"
        187","
Dillard Pruitt
",79,1.854,1706,920,2.36
924,1990,"
        T188","
Bill Glasson
",66,1.86,1410,758,2.56
925,1990,"
        T188","
Mike Schuchart
",68,1.86,1378,741,2.38
926,1990,"
        190","
Paul Trittler
",84,1.862,1828,982,2.54
927,1990,"
        191","
Carl Cooper
",57,1.866,1179,632,2.36
928,1990,"
        192","
Rick Todd
",56,1.923,1150,598,1.92
929,1991,"
        T1","
Jay Don Blake
",100,1.733,2100,1212,3.3
930,1991,"
        T1","
Corey Pavin
",99,1.733,2071,1195,3.19
931,1991,"
        T3","
John Huston
",97,1.737,2017,1161,3.49
932,1991,"
        T3","
Lance Ten Broeck
",51,1.737,992,571,3.01
933,1991,"
        5","
Kenny Knox
",116,1.738,2374,1366,3.21
934,1991,"
        6","
Dave Rummells
",102,1.744,2019,1158,3.21
935,1991,"
        7","
Mike Springer
",90,1.745,1937,1110,3.15
936,1991,"
        8","
Jeff Sluman
",109,1.746,2308,1322,3.18
937,1991,"
        9","
Ian Baker-Finch
",75,1.747,1555,890,3.1
938,1991,"
        10","
Scott Simpson
",65,1.749,1385,792,3.01
939,1991,"
        T11","
Greg Norman
",63,1.75,1286,735,3.28
940,1991,"
        T11","
Gene Sauers
",83,1.75,1810,1034,3.14
941,1991,"
        T13","
Brad Faxon
",98,1.751,2022,1155,3.07
942,1991,"
        T13","
Lee Janzen
",109,1.751,2232,1275,3.15
943,1991,"
        15","
Billy Andrade
",99,1.752,2048,1169,3.03
944,1991,"
        16","
Scott Hoch
",115,1.753,2522,1439,3.1
945,1991,"
        17","
Chip Beck
",93,1.754,2042,1164,2.82
946,1991,"
        18","
Scott Verplank
",55,1.755,965,550,2.87
947,1991,"
        T19","
Larry Rinker
",81,1.756,1640,934,3.02
948,1991,"
        T19","
Loren Roberts
",107,1.756,2313,1317,2.82
949,1991,"
        T19","
Denis Watson
",57,1.756,1099,626,3.13
950,1991,"
        T22","
Fred Couples
",82,1.759,1807,1027,3.34
951,1991,"
        T22","
Gary Hallberg
",86,1.759,1784,1014,3.2
952,1991,"
        T24","
Dan Forsman
",88,1.76,1874,1065,3.05
953,1991,"
        T24","
Andrew Magee
",92,1.76,1962,1115,3.18
954,1991,"
        T24","
Mark O'Meara
",81,1.76,1755,997,3.1
955,1991,"
        T24","
Steve Pate
",96,1.76,2167,1231,2.98
956,1991,"
        T24","
Payne Stewart
",71,1.76,1508,857,3.12
957,1991,"
        29","
Davis Love III
",99,1.761,2083,1183,3.31
958,1991,"
        30","
Andy Bean
",73,1.762,1524,865,2.9
959,1991,"
        31","
Ben Crenshaw
",60,1.763,1199,680,2.84
960,1991,"
        T32","
Bobby Clampett
",81,1.764,1582,897,2.93
961,1991,"
        T32","
Lanny Wadkins
",86,1.764,1843,1045,3.07
962,1991,"
        T34","
Mark Brooks
",108,1.766,2236,1266,2.94
963,1991,"
        T34","
Craig Stadler
",70,1.766,1489,843,3.19
964,1991,"
        T34","
Hal Sutton
",101,1.766,2327,1318,2.94
965,1991,"
        T34","
D.A. Weibring
",85,1.766,1840,1042,2.93
966,1991,"
        T38","
Mark Wiebe
",91,1.767,1822,1031,2.82
967,1991,"
        T38","
Robert Wrenn
",89,1.767,1907,1079,3.03
968,1991,"
        T40","
Brian Claar
",104,1.768,2150,1216,2.92
969,1991,"
        T40","
Morris Hatalsky
",83,1.768,1607,909,2.84
970,1991,"
        T40","
Nick Price
",83,1.768,1819,1029,3.08
971,1991,"
        43","
Nolan Henke
",95,1.769,1987,1123,2.91
972,1991,"
        T44","
Dan Pohl
",68,1.77,1515,856,3.17
973,1991,"
        T44","
Howard Twitty
",103,1.77,2227,1258,2.8
974,1991,"
        T44","
Willie Wood
",78,1.77,1490,842,2.91
975,1991,"
        T47","
Paul Azinger
",76,1.771,1645,929,3.1
976,1991,"
        T47","
Russ Cochran
",99,1.771,2221,1254,2.97
977,1991,"
        T47","
Buddy Gardner
",106,1.771,2285,1290,2.94
978,1991,"
        T50","
Mark Calcavecchia
",78,1.772,1614,911,3.27
979,1991,"
        T50","
Keith Clearwater
",104,1.772,2233,1260,2.94
980,1991,"
        T50","
David Frost
",90,1.772,1795,1013,2.79
981,1991,"
        T50","
Hale Irwin
",60,1.772,1226,692,3.01
982,1991,"
        T50","
Steve Jones
",91,1.772,2008,1133,3.01
983,1991,"
        T55","
Ken Green
",93,1.773,2007,1132,2.98
984,1991,"
        T55","
Jim McGovern
",98,1.773,1993,1124,2.9
985,1991,"
        T55","
David Peoples
",97,1.773,2177,1228,2.94
986,1991,"
        T55","
Kirk Triplett
",92,1.773,1993,1124,2.83
987,1991,"
        T59","
Bob Lohr
",81,1.774,1721,970,2.97
988,1991,"
        T59","
Tom Watson
",51,1.774,1121,632,3.01
989,1991,"
        T61","
Fred Funk
",97,1.775,2031,1144,3.01
990,1991,"
        T61","
Jay Haas
",93,1.775,2061,1161,2.89
991,1991,"
        T63","
Raymond Floyd
",60,1.776,1263,711,3.05
992,1991,"
        T63","
Jim Gallagher Jr.
",112,1.776,2400,1351,2.96
993,1991,"
        T63","
Tommy Moore
",59,1.776,1195,673,2.67
994,1991,"
        T63","
Chris Perry
",103,1.776,2177,1226,2.82
995,1991,"
        T63","
Fuzzy Zoeller
",56,1.776,1284,723,2.89
996,1991,"
        T68","
Bill Britton
",96,1.778,2095,1178,2.8
997,1991,"
        T68","
Blaine McCallister
",98,1.778,2174,1223,2.94
998,1991,"
        T68","
Larry Mize
",91,1.778,2020,1136,2.8
999,1991,"
        T71","
Lennie Clements
",52,1.779,1135,638,2.71
1000,1991,"
        T71","
Mike Donald
",103,1.779,2078,1168,2.82
1001,1991,"
        T71","
Kenny Perry
",79,1.779,1735,975,2.75
1002,1991,"
        T74","
David Edwards
",97,1.78,2177,1223,2.84
1003,1991,"
        T74","
Stan Utley
",92,1.78,1837,1032,2.78
1004,1991,"
        T76","
John Inman
",99,1.781,2068,1161,2.71
1005,1991,"
        T76","
Gil Morgan
",82,1.781,1799,1010,2.77
1006,1991,"
        T76","
Tom Sieckmann
",85,1.781,1847,1037,2.75
1007,1991,"
        T79","
John Cook
",92,1.782,2117,1188,2.77
1008,1991,"
        T79","
Rick Fehr
",82,1.782,1689,948,2.88
1009,1991,"
        T79","
Tom Kite
",89,1.782,1987,1115,2.88
1010,1991,"
        T79","
Mark Lye
",91,1.782,1967,1104,3.05
1011,1991,"
        T79","
Jeff Maggert
",90,1.782,1965,1103,3.11
1012,1991,"
        T79","
Bobby Wadkins
",104,1.782,2190,1229,2.81
1013,1991,"
        85","
Duffy Waldorf
",96,1.783,2079,1166,2.98
1014,1991,"
        T86","
Tommy Armour III
",88,1.784,1846,1035,2.86
1015,1991,"
        T86","
Dick Mast
",69,1.784,1327,744,2.88
1016,1991,"
        T88","
Robert Gamez
",79,1.785,1678,940,3.17
1017,1991,"
        T88","
Bob Gilder
",78,1.785,1639,918,2.96
1018,1991,"
        T88","
Wayne Grady
",64,1.785,1335,748,2.81
1019,1991,"
        T88","
Mike Hulbert
",110,1.785,2412,1351,2.83
1020,1991,"
        T88","
Rocco Mediate
",84,1.785,1901,1065,2.78
1021,1991,"
        T88","
Tim Simpson
",83,1.785,1805,1011,2.84
1022,1991,"
        T88","
Curtis Strange
",66,1.785,1423,797,2.71
1023,1991,"
        T88","
Greg Whisman
",84,1.785,1780,997,2.91
1024,1991,"
        T96","
Brad Fabel
",93,1.786,2048,1147,2.85
1025,1991,"
        T96","
Neal Lancaster
",110,1.786,2365,1324,3
1026,1991,"
        T96","
Bill Sander
",58,1.786,1175,658,2.93
1027,1991,"
        T99","
Perry Arthur
",69,1.787,1417,793,2.95
1028,1991,"
        T99","
Jim Hallet
",107,1.787,2429,1359,2.88
1029,1991,"
        T99","
Dudley Hart
",95,1.787,1948,1090,2.79
1030,1991,"
        T99","
Sam Randolph
",69,1.787,1376,770,2.95
1031,1991,"
        T99","
Ray Stewart
",93,1.787,1928,1079,2.84
1032,1991,"
        T104","
Ronnie Black
",76,1.788,1690,945,2.96
1033,1991,"
        T104","
Jay Delsing
",94,1.788,1983,1109,3
1034,1991,"
        T104","
Wayne Levi
",75,1.788,1647,921,2.76
1035,1991,"
        T104","
Mike Reid
",69,1.788,1470,822,2.71
1036,1991,"
        T104","
Ted Schulz
",99,1.788,2188,1224,2.91
1037,1991,"
        T109","
Steve Elkington
",91,1.789,2006,1121,2.79
1038,1991,"
        T109","
Ken Schall
",79,1.789,1644,919,2.85
1039,1991,"
        T111","
Jim Booros
",96,1.79,1919,1072,2.71
1040,1991,"
        T111","
Bob Wolcott
",119,1.79,2450,1369,2.56
1041,1991,"
        113","
Clarence Rose
",52,1.791,1035,578,2.54
1042,1991,"
        114","
Fulton Allem
",68,1.792,1455,812,2.86
1043,1991,"
        T115","
Emlyn Aubrey
",105,1.794,2289,1276,2.77
1044,1991,"
        T115","
Mark Hayes
",59,1.794,1231,686,2.93
1045,1991,"
        T115","
Billy Mayfair
",106,1.794,2323,1295,2.76
1046,1991,"
        T115","
Jodie Mudd
",60,1.794,1290,719,2.88
1047,1991,"
        T115","
Bob Tway
",76,1.794,1668,930,2.69
1048,1991,"
        T120","
Brian Kamm
",74,1.795,1558,868,2.91
1049,1991,"
        T120","
Bruce Lietzke
",71,1.795,1682,937,2.85
1050,1991,"
        T120","
Bryan Norton
",64,1.795,1337,745,2.72
1051,1991,"
        T123","
Phil Blackmar
",82,1.796,1715,955,3.05
1052,1991,"
        T123","
Ed Fiori
",100,1.796,2178,1213,2.65
1053,1991,"
        T123","
Mark McCumber
",79,1.796,1739,968,2.59
1054,1991,"
        T123","
Doug Tewell
",68,1.796,1478,823,2.64
1055,1991,"
        T123","
Greg Twiggs
",83,1.796,1726,961,2.79
1056,1991,"
        T128","
John Daly
",105,1.797,2216,1233,3.2
1057,1991,"
        T128","
Marco Dawson
",82,1.797,1824,1015,2.99
1058,1991,"
        T128","
Peter Jacobsen
",72,1.797,1599,890,2.79
1059,1991,"
        T128","
Roger Maltbie
",66,1.797,1342,747,2.81
1060,1991,"
        T128","
Peter Persons
",104,1.797,2234,1243,2.61
1061,1991,"
        T128","
Joey Sindelar
",94,1.797,2108,1173,2.84
1062,1991,"
        134","
Clark Dennis
",80,1.798,1663,925,2.88
1063,1991,"
        T135","
Jim Benepe
",75,1.799,1576,876,2.75
1064,1991,"
        T135","
Charlie Bowles
",75,1.799,1538,855,2.83
1065,1991,"
        T135","
Jerry Haas
",98,1.799,2105,1170,2.67
1066,1991,"
        T135","
Pat McGowan
",64,1.799,1274,708,2.61
1067,1991,"
        T135","
Larry Silveira
",79,1.799,1603,891,2.84
1068,1991,"
        T135","
John Wilson
",85,1.799,1779,989,2.71
1069,1991,"
        T141","
Brandel Chamblee
",83,1.8,1750,972,2.86
1070,1991,"
        T141","
Ed Dougherty
",114,1.8,2500,1389,2.65
1071,1991,"
        T143","
Joel Edwards
",86,1.801,1864,1035,2.65
1072,1991,"
        T143","
Mike Smith
",102,1.801,2244,1246,2.55
1073,1991,"
        T145","
Brian Tennyson
",91,1.802,1863,1034,2.73
1074,1991,"
        T145","
Richard Zokol
",69,1.802,1532,850,2.58
1075,1991,"
        147","
Scott Gump
",92,1.803,2083,1155,2.74
1076,1991,"
        T148","
David Canipe
",90,1.804,1831,1015,2.78
1077,1991,"
        T148","
David Sutherland
",76,1.804,1537,852,2.89
1078,1991,"
        150","
Leonard Thompson
",80,1.806,1759,974,2.76
1079,1991,"
        T151","
Tom Byrum
",100,1.807,2091,1157,2.63
1080,1991,"
        T151","
Trevor Dodds
",86,1.807,1865,1032,2.54
1081,1991,"
        T151","
Bob Estes
",100,1.807,2150,1190,2.55
1082,1991,"
        T151","
Dicky Thompson
",86,1.807,1825,1010,2.79
1083,1991,"
        T155","
Mike Sullivan
",88,1.808,1953,1080,2.62
1084,1991,"
        T155","
Brian Watts
",79,1.808,1634,904,2.64
1085,1991,"
        T155","
Jim Woodward
",81,1.808,1687,933,2.66
1086,1991,"
        T158","
Brad Bryant
",76,1.809,1644,909,2.66
1087,1991,"
        T158","
Bill Buttner
",79,1.809,1650,912,2.57
1088,1991,"
        T158","
Ed Humenik
",92,1.809,2032,1123,2.76
1089,1991,"
        T158","
Dillard Pruitt
",85,1.809,1956,1081,2.6
1090,1991,"
        T162","
Curt Byrum
",97,1.81,2143,1184,2.52
1091,1991,"
        T162","
Jim Thorpe
",81,1.81,1772,979,2.6
1092,1991,"
        T164","
Donnie Hammond
",76,1.811,1626,898,2.56
1093,1991,"
        T164","
Brandt Jobe
",63,1.811,1295,715,2.67
1094,1991,"
        166","
Bob Eastwood
",75,1.813,1476,814,2.58
1095,1991,"
        167","
Dave Barr
",86,1.815,1997,1100,2.3
1096,1991,"
        T168","
Michael Allen
",86,1.816,1749,963,2.71
1097,1991,"
        T168","
JC Anderson
",62,1.816,1293,712,2.94
1098,1991,"
        T168","
John Mahaffey
",70,1.816,1567,863,2.57
1099,1991,"
        T171","
John Adams
",92,1.817,2030,1117,2.67
1100,1991,"
        T171","
Tom Purtzer
",88,1.817,2048,1127,2.68
1101,1991,"
        T173","
Carl Cooper
",71,1.818,1387,763,2.9
1102,1991,"
        T173","
Dan Halldorson
",86,1.818,1940,1067,2.64
1103,1991,"
        175","
Mike Standly
",88,1.82,1887,1037,2.69
1104,1991,"
        T176","
Brad Lardon
",62,1.823,1236,678,2.52
1105,1991,"
        T176","
Sean Murphy
",68,1.823,1389,762,2.64
1106,1991,"
        T178","
Billy Ray Brown
",94,1.826,2063,1130,2.44
1107,1991,"
        T178","
Greg Bruckner
",99,1.826,2195,1202,2.51
1108,1991,"
        T178","
Craig Rudolph
",67,1.826,1326,726,2.49
1109,1991,"
        181","
Kim Young
",53,1.827,1076,589,2.53
1110,1991,"
        T182","
Brad Bell
",57,1.831,1141,623,2.78
1111,1991,"
        T182","
Bart Bryant
",94,1.831,2152,1175,2.63
1112,1991,"
        T182","
Robert Thompson
",61,1.831,1265,691,2.45
1113,1991,"
        185","
Karl Kimball
",69,1.834,1427,778,2.54
1114,1991,"
        186","
Barry Cheesman
",68,1.839,1499,815,2.52
1115,1991,"
        187","
Greg Ladehoff
",72,1.841,1580,858,2.38
1116,1991,"
        188","
Andy North
",53,1.848,1094,592,2.3
1117,1991,"
        189","
Clark Burroughs
",54,1.867,1240,664,2.23
1118,1992,"
        1","
Mark O'Meara
",81,1.731,1767,1021,3.23
1119,1992,"
        2","
David Frost
",81,1.74,1627,935,3.23
1120,1992,"
        3","
Jay Don Blake
",78,1.741,1609,924,3.21
1121,1992,"
        4","
Lanny Wadkins
",87,1.742,1840,1056,3.13
1122,1992,"
        5","
Ben Crenshaw
",82,1.743,1677,962,2.98
1123,1992,"
        6","
John Huston
",105,1.744,2224,1275,3.15
1124,1992,"
        7","
Jeff Sluman
",111,1.746,2403,1376,3.03
1125,1992,"
        T8","
Fred Couples
",84,1.748,1888,1080,3.36
1126,1992,"
        T8","
Dudley Hart
",95,1.748,1891,1082,3.41
1127,1992,"
        T8","
Loren Roberts
",102,1.748,2236,1279,3.05
1128,1992,"
        T11","
Paul Azinger
",86,1.75,1936,1106,3.08
1129,1992,"
        T11","
Rick Fehr
",85,1.75,1838,1050,2.95
1130,1992,"
        T13","
John Cook
",79,1.753,1807,1031,3.01
1131,1992,"
        T13","
Wayne Levi
",83,1.753,1792,1022,2.95
1132,1992,"
        15","
Scott Simpson
",73,1.754,1561,890,3
1133,1992,"
        16","
Jay Delsing
",93,1.755,1916,1092,3.1
1134,1992,"
        T17","
Raymond Floyd
",60,1.758,1301,740,3.07
1135,1992,"
        T17","
Corey Pavin
",89,1.758,1925,1095,2.94
1136,1992,"
        19","
Payne Stewart
",82,1.759,1789,1017,3.14
1137,1992,"
        T20","
Chip Beck
",89,1.76,1925,1094,3.06
1138,1992,"
        T20","
Duffy Waldorf
",86,1.76,1873,1064,3.19
1139,1992,"
        T22","
Nick Price
",99,1.761,2186,1241,3.04
1140,1992,"
        T22","
Howard Twitty
",85,1.761,1838,1044,2.97
1141,1992,"
        24","
Davis Love III
",92,1.762,1993,1131,3.27
1142,1992,"
        T25","
Bill Britton
",84,1.763,1770,1004,2.98
1143,1992,"
        T25","
Tom Kite
",91,1.763,2017,1144,3.18
1144,1992,"
        27","
Mark Brooks
",107,1.764,2348,1331,2.87
1145,1992,"
        T28","
Tom Lehman
",103,1.765,2330,1320,3.06
1146,1992,"
        T28","
Roger Maltbie
",64,1.765,1382,783,2.8
1147,1992,"
        T28","
Mike Springer
",85,1.765,1753,993,2.98
1148,1992,"
        T31","
Don Pooley
",57,1.766,1192,675,2.83
1149,1992,"
        T31","
Tom Sieckmann
",93,1.766,1964,1112,3.1
1150,1992,"
        33","
Steve Elkington
",86,1.767,1949,1103,2.89
1151,1992,"
        T34","
Buddy Gardner
",89,1.768,1793,1014,2.87
1152,1992,"
        T34","
Lee Janzen
",104,1.768,2251,1273,2.91
1153,1992,"
        T36","
Russ Cochran
",96,1.769,2107,1191,2.75
1154,1992,"
        T36","
Jay Haas
",104,1.769,2289,1294,2.84
1155,1992,"
        T36","
Curtis Strange
",60,1.769,1323,748,2.98
1156,1992,"
        T36","
David Toms
",87,1.769,1799,1017,2.94
1157,1992,"
        T40","
Ronnie Black
",89,1.77,1859,1050,3.09
1158,1992,"
        T40","
Gil Morgan
",87,1.77,1881,1063,3.04
1159,1992,"
        42","
Keith Clearwater
",107,1.771,2372,1339,2.98
1160,1992,"
        T43","
Bob Gilder
",94,1.772,1915,1081,3.02
1161,1992,"
        T43","
Mike Hulbert
",110,1.772,2392,1350,2.9
1162,1992,"
        T43","
Mark Wiebe
",83,1.772,1777,1003,2.73
1163,1992,"
        T46","
Mark Calcavecchia
",96,1.773,2028,1144,3.08
1164,1992,"
        T46","
J.P. Hayes
",73,1.773,1440,812,2.89
1165,1992,"
        T46","
Larry Mize
",81,1.773,1743,983,2.84
1166,1992,"
        T46","
Gene Sauers
",78,1.773,1734,978,3.01
1167,1992,"
        T46","
Robert Wrenn
",82,1.773,1722,971,2.97
1168,1992,"
        T51","
Billy Ray Brown
",75,1.774,1536,866,2.94
1169,1992,"
        T51","
Jeff Maggert
",89,1.774,1971,1111,3.11
1170,1992,"
        T53","
Frank Conner
",87,1.775,1667,939,3.01
1171,1992,"
        T53","
Jim Gallagher Jr.
",105,1.775,2320,1307,3.04
1172,1992,"
        T53","
Lon Hinkle
",58,1.775,1212,683,2.94
1173,1992,"
        T53","
Jodie Mudd
",66,1.775,1349,760,3.05
1174,1992,"
        T53","
Doug Tewell
",76,1.775,1725,972,2.94
1175,1992,"
        T58","
Brad Faxon
",89,1.776,1827,1029,3.02
1176,1992,"
        T58","
Dan Forsman
",109,1.776,2413,1359,2.83
1177,1992,"
        T60","
Ian Baker-Finch
",60,1.777,1281,721,2.83
1178,1992,"
        T60","
Bob Lohr
",89,1.777,1864,1049,2.86
1179,1992,"
        T60","
Lance Ten Broeck
",107,1.777,2248,1265,2.85
1180,1992,"
        T60","
Greg Twiggs
",52,1.777,1070,602,3.01
1181,1992,"
        T64","
Andrew Magee
",96,1.778,2070,1164,2.73
1182,1992,"
        T64","
Peter Persons
",99,1.778,2165,1218,2.82
1183,1992,"
        T64","
Ted Schulz
",106,1.778,2309,1299,2.89
1184,1992,"
        T67","
Mitch Adcock
",75,1.779,1409,792,3.04
1185,1992,"
        T67","
Ed Fiori
",97,1.779,1955,1099,2.59
1186,1992,"
        T67","
Hale Irwin
",65,1.779,1368,769,2.64
1187,1992,"
        T67","
Chris Perry
",79,1.779,1585,891,2.82
1188,1992,"
        T71","
Phil Blackmar
",80,1.78,1712,962,3.1
1189,1992,"
        T71","
Brad Fabel
",94,1.78,2006,1127,2.87
1190,1992,"
        T73","
Ken Green
",87,1.781,1938,1088,2.9
1191,1992,"
        T73","
Greg Norman
",58,1.781,1302,731,2.83
1192,1992,"
        T73","
Larry Rinker
",82,1.781,1763,990,2.78
1193,1992,"
        T73","
Mike Smith
",106,1.781,2285,1283,2.73
1194,1992,"
        77","
David Edwards
",94,1.782,2062,1157,2.65
1195,1992,"
        78","
Bruce Zabriski
",80,1.783,1706,957,2.74
1196,1992,"
        T79","
Marco Dawson
",80,1.784,1670,936,2.95
1197,1992,"
        T79","
Nolan Henke
",86,1.784,1888,1058,2.82
1198,1992,"
        T79","
Bruce Lietzke
",66,1.784,1484,832,2.76
1199,1992,"
        T79","
Jim McGovern
",101,1.784,2139,1199,2.92
1200,1992,"
        T79","
D.A. Weibring
",81,1.784,1648,924,2.71
1201,1992,"
        T84","
Jerry Haas
",59,1.785,1205,675,2.79
1202,1992,"
        T84","
Gary Hallberg
",87,1.785,1790,1003,3.03
1203,1992,"
        86","
Ed Dougherty
",108,1.786,2245,1257,2.8
1204,1992,"
        T87","
Brad Bryant
",113,1.787,2457,1375,2.77
1205,1992,"
        T87","
Brian Claar
",99,1.787,2200,1231,2.73
1206,1992,"
        T87","
Mike Donald
",101,1.787,2176,1218,2.82
1207,1992,"
        T87","
Dick Mast
",73,1.787,1546,865,2.79
1208,1992,"
        T87","
Richard Zokol
",67,1.787,1519,850,2.48
1209,1992,"
        T92","
Brandel Chamblee
",85,1.788,1802,1008,2.84
1210,1992,"
        T92","
P.H. Horgan III
",75,1.788,1563,874,3.01
1211,1992,"
        T92","
Kenny Knox
",82,1.788,1522,851,2.89
1212,1992,"
        T95","
Wayne Grady
",70,1.789,1521,850,2.61
