,"year","rank","player_name","rounds","total_eagles"
0,1980,"
        1","
Dave Eichelberger
",110,16
1,1980,"
        2","
Buddy Gardner
",108,13
2,1980,"
        3","
Bruce Lietzke
",87,12
3,1980,"
        T4","
Keith Fergus
",91,11
4,1980,"
        T4","
Billy Kratzert
",115,11
5,1980,"
        T4","
Bob Murphy
",105,11
6,1980,"
        T4","
Tom Purtzer
",93,11
7,1980,"
        8","
Ron Streck
",110,9
8,1980,"
        T9","
Danny Edwards
",94,8
9,1980,"
        T9","
John Fought
",102,8
10,1980,"
        T11","
Steve Melnyk
",75,7
11,1980,"
        T11","
Jerry Pate
",95,7
12,1980,"
        T11","
Scott Simpson
",108,7
13,1980,"
        T11","
Mike Sullivan
",95,7
14,1980,"
        T11","
Lanny Wadkins
",90,7
15,1980,"
        T11","
Fuzzy Zoeller
",80,7
16,1980,"
        T17","
Andy Bean
",104,6
17,1980,"
        T17","
Chip Beck
",76,6
18,1980,"
        T17","
Brad Bryant
",113,6
19,1980,"
        T17","
Ed Fiori
",105,6
20,1980,"
        T17","
Raymond Floyd
",103,6
21,1980,"
        T17","
Mark Hayes
",97,6
22,1980,"
        T17","
Peter Jacobsen
",102,6
23,1980,"
        T17","
Mark Lye
",104,6
24,1980,"
        T17","
Dan Pohl
",96,6
25,1980,"
        T17","
Don Pooley
",98,6
26,1980,"
        T17","
J.C. Snead
",113,6
27,1980,"
        T17","
Doug Tewell
",91,6
28,1980,"
        T17","
Leonard Thompson
",100,6
29,1980,"
        T17","
Lee Trevino
",82,6
30,1980,"
        T17","
Tom Watson
",88,6
31,1980,"
        T32","
John Adams
",61,5
32,1980,"
        T32","
Bud Allin
",89,5
33,1980,"
        T32","
Stanton Altgelt
",68,5
34,1980,"
        T32","
George Archer
",112,5
35,1980,"
        T32","
George Burns
",106,5
36,1980,"
        T32","
Bill Calfee
",90,5
37,1980,"
        T32","
Jim Colbert
",93,5
38,1980,"
        T32","
Frank Conner
",91,5
39,1980,"
        T32","
Rod Curl
",99,5
40,1980,"
        T32","
Morris Hatalsky
",86,5
41,1980,"
        T32","
Lon Hinkle
",78,5
42,1980,"
        T32","
Wayne Levi
",102,5
43,1980,"
        T32","
John Mahaffey
",89,5
44,1980,"
        T32","
Terry Mauney
",99,5
45,1980,"
        T32","
Mark McCumber
",91,5
46,1980,"
        T32","
Gil Morgan
",88,5
47,1980,"
        T32","
Larry Nelson
",103,5
48,1980,"
        T32","
Calvin Peete
",96,5
49,1980,"
        T32","
Mark Pfeil
",83,5
50,1980,"
        T32","
Victor Regalado
",95,5
51,1980,"
        T32","
Tom Shaw
",55,5
52,1980,"
        T32","
Howard Twitty
",108,5
53,1980,"
        T54","
Beau Baugh
",62,4
54,1980,"
        T54","
George Cadle
",97,4
55,1980,"
        T54","
Rex Caldwell
",120,4
56,1980,"
        T54","
Jon Chaffee
",58,4
57,1980,"
        T54","
Bob Eastwood
",84,4
58,1980,"
        T54","
Forrest Fezler
",64,4
59,1980,"
        T54","
Phillip Hancock
",89,4
60,1980,"
        T54","
Skeeter Heath
",56,4
61,1980,"
        T54","
Mike Hill
",87,4
62,1980,"
        T54","
Tom Kite
",96,4
63,1980,"
        T54","
Bob Mann
",62,4
64,1980,"
        T54","
Ron Milanovich
",44,4
65,1980,"
        T54","
Lonnie Nielsen
",87,4
66,1980,"
        T54","
Greg Powers
",71,4
67,1980,"
        T54","
Mike Reid
",111,4
68,1980,"
        T54","
Mick Soli
",53,4
69,1980,"
        T54","
Craig Stadler
",91,4
70,1980,"
        T54","
Jim Thorpe
",80,4
71,1980,"
        T54","
Tom Weiskopf
",88,4
72,1980,"
        T54","
Larry Ziegler
",84,4
73,1980,"
        T74","
Jim Barber
",26,3
74,1980,"
        T74","
Miller Barber
",107,3
75,1980,"
        T74","
Woody Blackburn
",66,3
76,1980,"
        T74","
Lee Carter
",10,3
77,1980,"
        T74","
Jim Dent
",64,3
78,1980,"
        T74","
Terry Diehl
",102,3
79,1980,"
        T74","
Mike Donald
",50,3
80,1980,"
        T74","
Lee Elder
",84,3
81,1980,"
        T74","
Jack Ferenz
",49,3
82,1980,"
        T74","
Gibby Gilbert
",92,3
83,1980,"
        T74","
Bob Gilder
",93,3
84,1980,"
        T74","
Mike Gove
",46,3
85,1980,"
        T74","
David Graham
",71,3
86,1980,"
        T74","
Hubert Green
",85,3
87,1980,"
        T74","
Jay Haas
",112,3
88,1980,"
        T74","
Gary Hallberg
",44,3
89,1980,"
        T74","
Dan Halldorson
",95,3
90,1980,"
        T74","
Gary Koch
",93,3
91,1980,"
        T74","
Stan Lee
",59,3
92,1980,"
        T74","
John Lister
",35,3
93,1980,"
        T74","
Lyn Lott
",85,3
94,1980,"
        T74","
John Mazza
",54,3
95,1980,"
        T74","
Jerry McGee
",83,3
96,1980,"
        T74","
Bobby Nichols
",62,3
97,1980,"
        T74","
Jack Nicklaus
",49,3
98,1980,"
        T74","
Peter Oosterhuis
",95,3
99,1980,"
        T74","
Bill Sander
",66,3
100,1980,"
        T74","
Bob Shearer
",52,3
101,1980,"
        T74","
Curtis Strange
",114,3
102,1980,"
        T74","
Lance Ten Broeck
",81,3
103,1980,"
        T74","
Barney Thompson
",54,3
104,1980,"
        T74","
David Thore
",59,3
105,1980,"
        T74","
Bobby Wadkins
",116,3
106,1980,"
        T74","
Bobby Walzel
",83,3
107,1980,"
        T74","
Scott Watkins
",75,3
108,1980,"
        T109","
Butch Baird
",70,2
109,1980,"
        T109","
Bob Betley
",27,2
110,1980,"
        T109","
Don Bies
",33,2
111,1980,"
        T109","
Roger Calvin
",62,2
112,1980,"
        T109","
Doug Campbell
",44,2
113,1980,"
        T109","
Jim Chancey
",66,2
114,1980,"
        T109","
Charles Coody
",86,2
115,1980,"
        T109","
Ed Dougherty
",62,2
116,1980,"
        T109","
Bruce Douglass
",51,2
117,1980,"
        T109","
Dale Douglass
",68,2
118,1980,"
        T109","
Skip Dunaway
",60,2
119,1980,"
        T109","
David Eger
",75,2
120,1980,"
        T109","
Rod Funseth
",51,2
121,1980,"
        T109","
Ted Goin
",34,2
122,1980,"
        T109","
Lou Graham
",86,2
123,1980,"
        T109","
Joe Hager
",73,2
124,1980,"
        T109","
Mike Harmon
",26,2
125,1980,"
        T109","
Vance Heafner
",52,2
126,1980,"
        T109","
Dave Hill
",85,2
127,1980,"
        T109","
Tony Hollifield
",46,2
128,1980,"
        T109","
Tom Jenkins
",68,2
129,1980,"
        T109","
Tom Jones
",51,2
130,1980,"
        T109","
Bill Loeffler
",26,2
131,1980,"
        T109","
Roger Maltbie
",72,2
132,1980,"
        T109","
Fred Marti
",50,2
133,1980,"
        T109","
Rik Massengale
",55,2
134,1980,"
        T109","
Gary McCord
",60,2
135,1980,"
        T109","
Pat McGowan
",90,2
136,1980,"
        T109","
Allen Miller
",72,2
137,1980,"
        T109","
Johnny Miller
",62,2
138,1980,"
        T109","
Lindy Miller
",86,2
139,1980,"
        T109","
Jeff Mitchell
",90,2
140,1980,"
        T109","
Orville Moody
",67,2
141,1980,"
        T109","
Bill Murchison
",31,2
142,1980,"
        T109","
Jim Nelford
",100,2
143,1980,"
        T109","
Jack Newton
",56,2
144,1980,"
        T109","
Arnold Palmer
",47,2
145,1980,"
        T109","
Mike Peck
",59,2
146,1980,"
        T109","
Dana Quigley
",84,2
147,1980,"
        T109","
Sammy Rachels
",40,2
148,1980,"
        T109","
Bill Rogers
",98,2
149,1980,"
        T109","
Mason Rudolph
",8,2
150,1980,"
        T109","
Cesar Sanudo
",43,2
151,1980,"
        T109","
Tim Simpson
",83,2
152,1980,"
        T109","
Ed Sneed
",86,2
153,1980,"
        T109","
Dave Stockton
",75,2
154,1980,"
        T109","
Waddy Stokes
",28,2
155,1980,"
        T109","
Rocky Thompson
",19,2
156,1980,"
        T109","
Jeff Thomsen
",53,2
157,1980,"
        T109","
Tommy Valentine
",74,2
158,1980,"
        T109","
DeWitt Weaver
",32,2
159,1980,"
        T109","
D.A. Weibring
",93,2
160,1980,"
        T109","
Mike White
",51,2
161,1980,"
        T109","
Kermit Zarley
",71,2
162,1980,"
        T163","
Tommy Aaron
",72,1
163,1980,"
        T163","
Ray Arinno
",19,1
164,1980,"
        T163","
Wally Armstrong
",92,1
165,1980,"
        T163","
Frank Beard
",36,1
166,1980,"
        T163","
Scott Bess
",30,1
167,1980,"
        T163","
Doug Black
",52,1
168,1980,"
        T163","
Gay Brewer
",21,1
169,1980,"
        T163","
Bill Britton
",26,1
170,1980,"
        T163","
Dave Brownlee
",8,1
171,1980,"
        T163","
Bob Byman
",70,1
172,1980,"
        T163","
John Calabria
",8,1
173,1980,"
        T163","
John Cook
",97,1
174,1980,"
        T163","
Gardner Dickinson
",13,1
175,1980,"
        T163","
Clint Doyle
",31,1
176,1980,"
        T163","
David Edwards
",79,1
177,1980,"
        T163","
Charlie Epps
",13,1
178,1980,"
        T163","
Alan Fadel
",28,1
179,1980,"
        T163","
Woody Fitzhugh
",46,1
180,1980,"
        T163","
Marty Fleckman
",12,1
181,1980,"
        T163","
Dave Fowler
",6,1
182,1980,"
        T163","
Bill Galloway
",32,1
183,1980,"
        T163","
Bill Garrett
",4,1
184,1980,"
        T163","
Jaime Gonzalez
",54,1
185,1980,"
        T163","
Jeff Hawkes
",20,1
186,1980,"
        T163","
Jerry Heard
",27,1
187,1980,"
        T163","
Joe Inman
",107,1
188,1980,"
        T163","
Hale Irwin
",87,1
189,1980,"
        T163","
Barry Jaeckel
",96,1
190,1980,"
        T163","
Mark James
",10,1
191,1980,"
        T163","
Don January
",48,1
192,1980,"
        T163","
Grier Jones
",47,1
193,1980,"
        T163","
Pat Lindsey
",63,1
194,1980,"
        T163","
Wren Lum
",18,1
195,1980,"
        T163","
Bill Lytle
",24,1
196,1980,"
        T163","
Artie McNickle
",87,1
197,1980,"
        T163","
Mike Morley
",87,1
198,1980,"
        T163","
Mike Nicolette
",52,1
199,1980,"
        T163","
Andy North
",81,1
200,1980,"
        T163","
Sale Omohundro
",18,1
201,1980,"
        T163","
Bobby Pancratz
",18,1
202,1980,"
        T163","
Bob Proben
",27,1
203,1980,"
        T163","
Chi Chi Rodriguez
",82,1
204,1980,"
        T163","
Mark Rohde
",23,1
205,1980,"
        T163","
Mike Schroder
",7,1
206,1980,"
        T163","
John Schroeder
",83,1
207,1980,"
        T163","
Robert Seligman
",16,1
208,1980,"
        T163","
Jim Simons
",88,1
209,1980,"
        T163","
Bob Smith
",56,1
210,1980,"
        T163","
Mike Smith
",14,1
211,1980,"
        T163","
Ken Still
",10,1
212,1980,"
        T163","
Tom Storey
",56,1
213,1980,"
        T163","
Peter Teravainen
",31,1
214,1980,"
        T163","
Ron Terry
",56,1
215,1980,"
        T163","
Joe Tesori
",11,1
216,1980,"
        T163","
Buddy Whitten
",17,1
217,1980,"
        T163","
Bob Zender
",38,1
218,1980,"
        T219","
Roy Abrameit
",4,0
219,1980,"
        T219","
Bob Ackerman
",2,0
220,1980,"
        T219","
Mitch Adcock
",2,0
221,1980,"
        T219","
Jim Albus
",2,0
222,1980,"
        T219","
Phil Aldridge
",2,0
223,1980,"
        T219","
John Allen
",0,0
224,1980,"
        T219","
Ras Allen
",2,0
225,1980,"
        T219","
Jerry Anderson
",6,0
226,1980,"
        T219","
Mike Andrijiszyn
",0,0
227,1980,"
        T219","
Isao Aoki
",22,0
228,1980,"
        T219","
Jim Arendt
",2,0
229,1980,"
        T219","
Perry Arthur
",2,0
230,1980,"
        T219","
Bruce Ashworth
",6,0
231,1980,"
        T219","
Bob Augustine
",2,0
232,1980,"
        T219","
Tommy Aycock
",2,0
233,1980,"
        T219","
Hugh Baiocchi
",0,0
234,1980,"
        T219","
Gary Baker
",4,0
235,1980,"
        T219","
Ron Baker
",4,0
236,1980,"
        T219","
Bill Bakken
",0,0
237,1980,"
        T219","
Al Balding
",2,0
238,1980,"
        T219","
Mike Balen
",2,0
239,1980,"
        T219","
Seve Ballesteros
",19,0
240,1980,"
        T219","
Dave Barber
",2,0
241,1980,"
        T219","
Jerry Barber
",10,0
242,1980,"
        T219","
Jim Barker
",2,0
243,1980,"
        T219","
Brian Barnes
",0,0
244,1980,"
        T219","
Dave Barr
",53,0
245,1980,"
        T219","
Richard Bassett
",2,0
246,1980,"
        T219","
Rex Baxter
",2,0
247,1980,"
        T219","
Don Beatty
",2,0
248,1980,"
        T219","
Bob Beauchemin
",4,0
249,1980,"
        T219","
Steve Benson
",2,0
250,1980,"
        T219","
Bill Bergin
",2,0
251,1980,"
        T219","
Adrien Bigras
",2,0
252,1980,"
        T219","
Bob Bilbo
",2,0
253,1980,"
        T219","
Charles Bishop
",2,0
254,1980,"
        T219","
Barry Black
",2,0
255,1980,"
        T219","
Jay Don Blake
",2,0
256,1980,"
        T219","
Homero Blancas
",24,0
257,1980,"
        T219","
John Bland
",0,0
258,1980,"
        T219","
Bob Boldt
",5,0
259,1980,"
        T219","
Jim Booros
",2,0
260,1980,"
        T219","
Gene Borek
",2,0
261,1980,"
        T219","
Julius Boros
",10,0
262,1980,"
        T219","
Rafe Botts
",2,0
263,1980,"
        T219","
Bob Boyd
",4,0
264,1980,"
        T219","
Michael Brannan
",88,0
265,1980,"
        T219","
Bill Brask
",0,0
266,1980,"
        T219","
Sam Brewer
",2,0
267,1980,"
        T219","
Ken Brown
",9,0
268,1980,"
        T219","
Pete Brown
",13,0
269,1980,"
        T219","
Steve Bull
",2,0
270,1980,"
        T219","
Craig Bunker
",2,0
271,1980,"
        T219","
Jimmy Burke
",2,0
272,1980,"
        T219","
Mike Burke Jr
",2,0
273,1980,"
        T219","
Bill Buttner
",4,0
274,1980,"
        T219","
Ed Byman
",26,0
275,1980,"
        T219","
Kip Byrne
",6,0
276,1980,"
        T219","
David Canipe
",17,0
277,1980,"
        T219","
José Maria Cañizares
",0,0
278,1980,"
        T219","
Dick Carmody
",2,0
279,1980,"
        T219","
Joe Carr
",6,0
280,1980,"
        T219","
Peter Carriell
",2,0
281,1980,"
        T219","
Billy Casper
",20,0
282,1980,"
        T219","
Randy Cavanaugh
",2,0
283,1980,"
        T219","
Antonio Cerda
",56,0
284,1980,"
        T219","
Ron Cerrudo
",2,0
285,1980,"
        T219","
Bruce Chalas
",2,0
286,1980,"
        T219","
Warren Chancellor
",2,0
287,1980,"
        T219","
Bob Charles
",0,0
288,1980,"
        T219","
Bobby Clampett
",36,0
289,1980,"
        T219","
Chris Clark
",2,0
290,1980,"
        T219","
Howard Clark
",0,0
291,1980,"
        T219","
Russell Clark
",2,0
292,1980,"
        T219","
Keith Clearwater
",2,0
293,1980,"
        T219","
Lennie Clements
",4,0
294,1980,"
        T219","
Mike Colandro
",16,0
295,1980,"
        T219","
Bobby Cole
",54,0
296,1980,"
        T219","
Chris Cole
",2,0
297,1980,"
        T219","
Clayton Cole
",2,0
298,1980,"
        T219","
Neil Coles
",0,0
299,1980,"
        T219","
Tom Connell
",2,0
300,1980,"
        T219","
Jack Connelly
",2,0
301,1980,"
        T219","
Derrick Cooper
",0,0
302,1980,"
        T219","
David Corbin
",2,0
303,1980,"
        T219","
Dennis Coscina
",2,0
304,1980,"
        T219","
Kurt Cox
",8,0
305,1980,"
        T219","
Chip Craig
",2,0
306,1980,"
        T219","
Ben Crenshaw
",101,0
307,1980,"
        T219","
Nathaniel Crosby
",2,0
308,1980,"
        T219","
Cory Crowell
",2,0
309,1980,"
        T219","
Garry Cullen
",0,0
310,1980,"
        T219","
Jon Cutshall
",2,0
311,1980,"
        T219","
Stan Czerno
",2,0
312,1980,"
        T219","
Mike Daly
",2,0
313,1980,"
        T219","
Doug Dalziel
",4,0
314,1980,"
        T219","
Eamonn Darcy
",0,0
315,1980,"
        T219","
Lee Davis
",2,0
316,1980,"
        T219","
Rodger Davis
",0,0
317,1980,"
        T219","
Larry Degenhart
",2,0
318,1980,"
        T219","
Rolf Deming
",2,0
319,1980,"
        T219","
Ralph Denicolo
",2,0
320,1980,"
        T219","
Bruce Devlin
",55,0
321,1980,"
        T219","
Mike Diffenderfer
",2,0
322,1980,"
        T219","
Terry Dill
",2,0
323,1980,"
        T219","
Arnie Dokka
",2,0
324,1980,"
        T219","
Robert Donald
",26,0
325,1980,"
        T219","
Pete Donnelly
",5,0
326,1980,"
        T219","
Steve Driver
",2,0
327,1980,"
        T219","
Bob Duden
",0,0
328,1980,"
        T219","
Ben Duncan
",2,0
329,1980,"
        T219","
Bob Duval
",1,0
330,1980,"
        T219","
Jim Duval
",2,0
331,1980,"
        T219","
R.W. Eaks
",13,0
332,1980,"
        T219","
Billy Eastep
",8,0
333,1980,"
        T219","
Richard Eller
",2,0
334,1980,"
        T219","
Jimmy Ellis
",2,0
335,1980,"
        T219","
Bob Erickson
",2,0
336,1980,"
        T219","
Randy Erskine
",6,0
337,1980,"
        T219","
Emil Esposito
",2,0
338,1980,"
        T219","
Chick Evans
",2,0
339,1980,"
        T219","
Mike Evans
",4,0
340,1980,"
        T219","
Nick Faldo
",0,0
341,1980,"
        T219","
Jim Fellner
",12,0
342,1980,"
        T219","
Vicente Fernandez
",0,0
343,1980,"
        T219","
Phil Ferranti
",2,0
344,1980,"
        T219","
James Ferriell
",6,0
345,1980,"
        T219","
Dave Ferris
",4,0
346,1980,"
        T219","
Roger Fidler
",0,0
347,1980,"
        T219","
Tony Figueredo
",2,0
348,1980,"
        T219","
Dow Finsterwald
",9,0
349,1980,"
        T219","
Pat Fitzsimons
",23,0
350,1980,"
        T219","
Jack Fleck
",7,0
351,1980,"
        T219","
Bruce Fleisher
",24,0
352,1980,"
        T219","
Barry Fleming
",4,0
353,1980,"
        T219","
Terry Florence
",2,0
354,1980,"
        T219","
Roger Floyd
",2,0
355,1980,"
        T219","
Bob Ford
",2,0
356,1980,"
        T219","
Doug Ford
",18,0
357,1980,"
        T219","
Howell Fraser
",2,0
358,1980,"
        T219","
Ben Freeman
",0,0
359,1980,"
        T219","
Greg French
",2,0
360,1980,"
        T219","
Ed Furgol
",4,0
361,1980,"
        T219","
Brian Gaddy
",2,0
362,1980,"
        T219","
Louis Garcia
",2,0
363,1980,"
        T219","
Antonio Garrido
",0,0
364,1980,"
        T219","
Al Geiberger
",55,0
365,1980,"
        T219","
Ernie George
",3,0
366,1980,"
        T219","
Charlie Gibson
",42,0
367,1980,"
        T219","
Fred Gibson
",6,0
368,1980,"
        T219","
Stewart Ginn
",8,0
369,1980,"
        T219","
Tom Gleeton
",2,0
370,1980,"
        T219","
George Glickley
",2,0
371,1980,"
        T219","
Randy Glover
",2,0
372,1980,"
        T219","
Bob Goalby
",8,0
373,1980,"
        T219","
Dennis Goettel
",2,0
374,1980,"
        T219","
Dick Goetz
",4,0
375,1980,"
        T219","
Jose Gonzalez
",3,0
376,1980,"
        T219","
Johnny Goodman
",2,0
377,1980,"
        T219","
J.C. Goosie
",2,0
378,1980,"
        T219","
Tom Gorman
",2,0
379,1980,"
        T219","
David Grandstaff
",3,0
380,1980,"
        T219","
Tom Gray
",2,0
381,1980,"
        T219","
Al Green
",2,0
382,1980,"
        T219","
Ken Green
",0,0
383,1980,"
        T219","
Craig Griswold
",3,0
384,1980,"
        T219","
Gary Groh
",2,0
385,1980,"
        T219","
Fred Haas
",0,0
386,1980,"
        T219","
David Hallford
",2,0
387,1980,"
        T219","
Gar Hamilton
",20,0
388,1980,"
        T219","
Fred Haney
",2,0
389,1980,"
        T219","
Tom Hanna
",6,0
390,1980,"
        T219","
Gary Hardin
",26,0
391,1980,"
        T219","
Craig Harmon
",2,0
392,1980,"
        T219","
Dick Harmon
",4,0
393,1980,"
        T219","
Ken Harrelson
",4,0
394,1980,"
        T219","
Dick Hart
",0,0
395,1980,"
        T219","
Jim Hart
",2,0
396,1980,"
        T219","
Barry Harwell
",18,0
397,1980,"
        T219","
Dick Hascom
",4,0
398,1980,"
        T219","
Terry Hashimoto
",6,0
399,1980,"
        T219","
Dale Hayes
",0,0
400,1980,"
        T219","
Bobby Heins
",16,0
401,1980,"
        T219","
Kim Heisler
",2,0
402,1980,"
        T219","
Harold Henning
",0,0
403,1980,"
        T219","
Bunky Henry
",21,0
404,1980,"
        T219","
Pete Hessemer
",4,0
405,1980,"
        T219","
Greg Hickman
",2,0
406,1980,"
        T219","
Dave Hicks
",2,0
407,1980,"
        T219","
Larry Hinson
",4,0
408,1980,"
        T219","
Babe Hiskey
",4,0
409,1980,"
        T219","
Simon Hobday
",0,0
410,1980,"
        T219","
Scott Hoch
",47,0
411,1980,"
        T219","
Mike Holland
",24,0
412,1980,"
        T219","
Barry Holt
",2,0
413,1980,"
        T219","
Skip Holton
",2,0
414,1980,"
        T219","
John Hopkins
",2,0
415,1980,"
        T219","
Tommy Horton
",0,0
416,1980,"
        T219","
Charles Huckaby
",2,0
417,1980,"
        T219","
Al Huestis
",2,0
418,1980,"
        T219","
Wayne Huffines
",2,0
419,1980,"
        T219","
Mac Hunter
",2,0
420,1980,"
        T219","
Bob Iffler
",0,0
421,1980,"
        T219","
Jerry Impellittiere
",0,0
422,1980,"
        T219","
Bob Irving
",7,0
423,1980,"
        T219","
Don Iverson
",4,0
424,1980,"
        T219","
Tony Jacklin
",0,0
425,1980,"
        T219","
John Jackson
",6,0
426,1980,"
        T219","
David Jagger
",0,0
427,1980,"
        T219","
Jim Jamieson
",4,0
428,1980,"
        T219","
Lynn Janson
",2,0
429,1980,"
        T219","
Tom Jennette
",4,0
430,1980,"
        T219","
Jeff Jerrell
",2,0
431,1980,"
        T219","
Joe Jimenez
",2,0
432,1980,"
        T219","
Doug Johnson
",16,0
433,1980,"
        T219","
George Johnson
",4,0
434,1980,"
        T219","
Bill Johnston
",8,0
435,1980,"
        T219","
Dean Jones
",2,0
436,1980,"
        T219","
Tom Joyce
",2,0
437,1980,"
        T219","
Richie Karl
",4,0
438,1980,"
        T219","
Roger Kennedy
",8,0
439,1980,"
        T219","
Ben Kern
",2,0
440,1980,"
        T219","
Jeff Kern
",2,0
441,1980,"
        T219","
Dave Kerr
",2,0
442,1980,"
        T219","
Jack Kiefer
",2,0
443,1980,"
        T219","
Roger Klatt
",6,0
444,1980,"
        T219","
Mike Klein
",14,0
445,1980,"
        T219","
Kevin Klier
",2,0
446,1980,"
        T219","
Scott Knapp
",2,0
447,1980,"
        T219","
Kenny Knox
",20,0
448,1980,"
        T219","
Tom Knox
",2,0
449,1980,"
        T219","
George Knudson
",12,0
450,1980,"
        T219","
Walter Koch
",2,0
451,1980,"
        T219","
Bill Kokott
",2,0
452,1980,"
        T219","
Charles Kozak
",2,0
453,1980,"
        T219","
Kurt Kretchman
",2,0
454,1980,"
        T219","
Joe Kunes
",15,0
455,1980,"
        T219","
Masaji Kusakabe
",4,0
456,1980,"
        T219","
Jean-Louis Lamarre
",2,0
457,1980,"
        T219","
Robert Landers
",2,0
458,1980,"
        T219","
Robert Landham
",2,0
459,1980,"
        T219","
Bernhard Langer
",0,0
460,1980,"
        T219","
Jim Langley
",3,0
461,1980,"
        T219","
Gilles Larochelle
",2,0
462,1980,"
        T219","
Palmer Lawrence
",2,0
463,1980,"
        T219","
Richard Lee
",4,0
464,1980,"
        T219","
Perry Leslie
",2,0
465,1980,"
        T219","
Jack Lewis
",6,0
466,1980,"
        T219","
Lu Liang-Huan
",4,0
467,1980,"
        T219","
Ken Lindsay
",0,0
468,1980,"
        T219","
Scott Little
",3,0
469,1980,"
        T219","
Gene Littler
",69,0
470,1980,"
        T219","
Dick Lotz
",4,0
471,1980,"
        T219","
Bobby Loy
",2,0
472,1980,"
        T219","
Hsi-Chuen Lu
",2,0
473,1980,"
        T219","
David Lundstrom
",4,0
474,1980,"
        T219","
Bob Lunn
",10,0
475,1980,"
        T219","
Keith Lyford
",2,0
476,1980,"
        T219","
Sandy Lyle
",15,0
477,1980,"
        T219","
Denny Lyons
",2,0
478,1980,"
        T219","
David Mabry
",2,0
479,1980,"
        T219","
Dave MacKenzie
",2,0
480,1980,"
        T219","
Tracy Makazaki
",2,0
481,1980,"
        T219","
Dave Marr
",2,0
482,1980,"
        T219","
Graham Marsh
",14,0
483,1980,"
        T219","
Richard Martinez
",2,0
484,1980,"
        T219","
Carl Mason
",0,0
485,1980,"
        T219","
Don Massengale
",3,0
486,1980,"
        T219","
Dave Matthews
",2,0
487,1980,"
        T219","
Rives McBee
",4,0
488,1980,"
        T219","
Bill McColl
",0,0
489,1980,"
        T219","
Jack McConachie
",8,0
490,1980,"
        T219","
Mike McCullough
",56,0
491,1980,"
        T219","
Tom McGinnis
",10,0
492,1980,"
        T219","
John McGough
",0,0
493,1980,"
        T219","
Jack McGown
",2,0
494,1980,"
        T219","
Jay McGrath
",4,0
495,1980,"
        T219","
Ted McKenzie
",2,0
496,1980,"
        T219","
Mac McLendon
",35,0
497,1980,"
        T219","
John McNaney
",2,0
498,1980,"
        T219","
Mark McNulty
",0,0
499,1980,"
        T219","
Terry Meacham
",2,0
500,1980,"
        T219","
Ted Meier
",2,0
501,1980,"
        T219","
Ozzie Melendez
",2,0
502,1980,"
        T219","
Bob Menne
",2,0
503,1980,"
        T219","
Ed Merrins
",2,0
504,1980,"
        T219","
Larry Miller
",4,0
505,1980,"
        T219","
Bobby Mitchell
",7,0
506,1980,"
        T219","
Larry Mize
",6,0
507,1980,"
        T219","
Florentino Molina
",6,0
508,1980,"
        T219","
Chuck Montalbano
",2,0
509,1980,"
        T219","
Ralph Montoya
",2,0
510,1980,"
        T219","
Mitch Mooney
",49,0
511,1980,"
        T219","
Chuck Moran
",2,0
512,1980,"
        T219","
Bob Moreland
",2,0
513,1980,"
        T219","
Rodney Morrow
",6,0
514,1980,"
        T219","
Kelley Moser
",2,0
515,1980,"
        T219","
Larry Mowry
",9,0
516,1980,"
        T219","
Jodie Mudd
",2,0
517,1980,"
        T219","
Michael Muranyi
",2,0
518,1980,"
        T219","
Dan Murphy
",4,0
519,1980,"
        T219","
Tohru Nakamura
",10,0
520,1980,"
        T219","
Toru Nakamura
",0,0
521,1980,"
        T219","
Rocky Nelson
",2,0
522,1980,"
        T219","
Dwight Nevil
",0,0
523,1980,"
        T219","
Bert Newman
",2,0
524,1980,"
        T219","
Robert Nichols
",2,0
525,1980,"
        T219","
Tom Nieporte
",6,0
526,1980,"
        T219","
Marti Nolletti
",2,0
527,1980,"
        T219","
Greg Norman
",0,0
528,1980,"
        T219","
Bryan Norton
",2,0
529,1980,"
        T219","
Sherman Nostetter
",2,0
530,1980,"
        T219","
Michael O'Briant
",2,0
531,1980,"
        T219","
Pat O'Donnell
",2,0
532,1980,"
        T219","
Mark O'Meara
",2,0
533,1980,"
        T219","
Pete Oakley
",2,0
534,1980,"
        T219","
Alvin Odom
",0,0
535,1980,"
        T219","
Steve Oppermann
",4,0
536,1980,"
        T219","
Larry Ordonio
",2,0
537,1980,"
        T219","
Jay Overton
",8,0
538,1980,"
        T219","
Simon Owen
",0,0
539,1980,"
        T219","
Charles Owens
",1,0
540,1980,"
        T219","
Masashi Jumbo Ozaki
",12,0
541,1980,"
        T219","
Bob Panasik
",2,0
542,1980,"
        T219","
Harry Parker
",2,0
543,1980,"
        T219","
Ronnie Parker
",4,0
544,1980,"
        T219","
Jim Paschal
",2,0
545,1980,"
        T219","
Benny Passons
",4,0
546,1980,"
        T219","
Alan Pate
",2,0
547,1980,"
        T219","
Corey Pavin
",4,0
548,1980,"
        T219","
Bob Payne
",10,0
549,1980,"
        T219","
Wally Payne
",2,0
550,1980,"
        T219","
Eddie Pearce
",27,0
551,1980,"
        T219","
Bill Pelham
",14,0
552,1980,"
        T219","
Billy Peterson
",4,0
553,1980,"
        T219","
Randy Petri
",2,0
554,1980,"
        T219","
Bobby Phillip
",2,0
555,1980,"
        T219","
Greg Pidlaski
",2,0
556,1980,"
        T219","
Manuel Piñero
",0,0
557,1980,"
        T219","
Doug Pinns
",2,0
