,"year","rank","player_name","rounds","total_eagles"
5501,1987,"
        T250","
Lonnie Nielsen
",10,0
5502,1987,"
        T250","
Tom Nieporte
",4,0
5503,1987,"
        T250","
Mike O'Briant
",2,0
5504,1987,"
        T250","
Christy O'Connor
",0,0
5505,1987,"
        T250","
Mike O'Leary
",0,0
5506,1987,"
        T250","
Ted O'Rourke
",2,0
5507,1987,"
        T250","
Pete Oakley
",2,0
5508,1987,"
        T250","
Brett Ogle
",0,0
5509,1987,"
        T250","
Andy Oldcorn
",0,0
5510,1987,"
        T250","
Peter Oosterhuis
",13,0
5511,1987,"
        T250","
Johnny Orsino
",0,0
5512,1987,"
        T250","
Scott Oulds
",2,0
5513,1987,"
        T250","
Jay Overton
",12,0
5514,1987,"
        T250","
Don Padgett
",2,0
5515,1987,"
        T250","
John Paesani
",2,0
5516,1987,"
        T250","
Bob Panasik
",2,0
5517,1987,"
        T250","
Greg Parker
",2,0
5518,1987,"
        T250","
Craig Parry
",2,0
5519,1987,"
        T250","
Rick Pearson
",10,0
5520,1987,"
        T250","
Chris Peddicord
",2,0
5521,1987,"
        T250","
Bob Percey
",2,0
5522,1987,"
        T250","
Peter Persons
",6,0
5523,1987,"
        T250","
Magnus Persson
",0,0
5524,1987,"
        T250","
Jim Petralia
",2,0
5525,1987,"
        T250","
Mark Pfeil
",53,0
5526,1987,"
        T250","
Robbie Phillips
",2,0
5527,1987,"
        T250","
Manuel Piñero
",0,0
5528,1987,"
        T250","
Gary Pinns
",9,0
5529,1987,"
        T250","
Gary Player
",4,0
5530,1987,"
        T250","
Tim Poland
",2,0
5531,1987,"
        T250","
Greg Powers
",25,0
5532,1987,"
        T250","
Martin Poxon
",0,0
5533,1987,"
        T250","
Charles Priester
",5,0
5534,1987,"
        T250","
Earl Puckett
",1,0
5535,1987,"
        T250","
Dana Quigley
",2,0
5536,1987,"
        T250","
Ronan Rafferty
",0,0
5537,1987,"
        T250","
Joey Rassett
",6,0
5538,1987,"
        T250","
David Ray
",0,0
5539,1987,"
        T250","
Don Reese
",2,0
5540,1987,"
        T250","
Rick Rhoads
",3,0
5541,1987,"
        T250","
Ray Richer
",2,0
5542,1987,"
        T250","
Jeff Riley
",2,0
5543,1987,"
        T250","
Larry Ringer
",4,0
5544,1987,"
        T250","
Gary Robinson
",2,0
5545,1987,"
        T250","
Chris Roderick
",3,0
5546,1987,"
        T250","
Chi Chi Rodriguez
",2,0
5547,1987,"
        T250","
Mark Roe
",0,0
5548,1987,"
        T250","
Eduardo Romero
",0,0
5549,1987,"
        T250","
Hugh Royer
",8,0
5550,1987,"
        T250","
Griffin Rudolph
",12,0
5551,1987,"
        T250","
Gary Rusnak
",2,0
5552,1987,"
        T250","
Jim Rutledge
",4,0
5553,1987,"
        T250","
Paul Ryiz
",4,0
5554,1987,"
        T250","
Joey Sadowski
",2,0
5555,1987,"
        T250","
William Sakas
",2,0
5556,1987,"
        T250","
Mike San Filippo
",4,0
5557,1987,"
        T250","
Cesar Sanudo
",2,0
5558,1987,"
        T250","
Tony Saraceno
",2,0
5559,1987,"
        T250","
Gary Sassu
",2,0
5560,1987,"
        T250","
Ben Sauls
",2,0
5561,1987,"
        T250","
Mark Scallen
",2,0
5562,1987,"
        T250","
Monte Schauer
",2,0
5563,1987,"
        T250","
Marty Schiene
",4,0
5564,1987,"
        T250","
Evan Schiller
",2,0
5565,1987,"
        T250","
Mike Schuchart
",2,0
5566,1987,"
        T250","
Allan Schulte
",2,0
5567,1987,"
        T250","
Ted Schulz
",72,0
5568,1987,"
        T250","
Steve Seals
",2,0
5569,1987,"
        T250","
Ove Sellberg
",0,0
5570,1987,"
        T250","
Ed Selser
",2,0
5571,1987,"
        T250","
Jack Seltzer
",2,0
5572,1987,"
        T250","
Peter Senior
",0,0
5573,1987,"
        T250","
Randy Shannon
",2,0
5574,1987,"
        T250","
Tom Shaw
",16,0
5575,1987,"
        T250","
David Sheff
",2,0
5576,1987,"
        T250","
Andrew Sherborne
",0,0
5577,1987,"
        T250","
Jay Sigel
",2,0
5578,1987,"
        T250","
Clay Simmons
",2,0
5579,1987,"
        T250","
John Slaughter
",2,0
5580,1987,"
        T250","
Chris Smith
",2,0
5581,1987,"
        T250","
Gordon Smith
",4,0
5582,1987,"
        T250","
Ivan Smith
",4,0
5583,1987,"
        T250","
Jake Smith
",2,0
5584,1987,"
        T250","
Scott Smith
",2,0
5585,1987,"
        T250","
Taylor Smith
",2,0
5586,1987,"
        T250","
Wayne Smith
",0,0
5587,1987,"
        T250","
Des Smyth
",0,0
5588,1987,"
        T250","
Ed Sneed
",2,0
5589,1987,"
        T250","
John Snyder
",2,0
5590,1987,"
        T250","
Vaughan Somers
",0,0
5591,1987,"
        T250","
Mike Standly
",2,0
5592,1987,"
        T250","
Chris Starkjohann
",2,0
5593,1987,"
        T250","
Craig Starkjohann
",2,0
5594,1987,"
        T250","
Scott Steger
",2,0
5595,1987,"
        T250","
Pat Stephens
",2,0
5596,1987,"
        T250","
Andrew Stevens
",0,0
5597,1987,"
        T250","
Craig Stevens
",2,0
5598,1987,"
        T250","
Phil Stewart
",2,0
5599,1987,"
        T250","
Adrian Stills
",2,0
5600,1987,"
        T250","
Blair Subry
",1,0
5601,1987,"
        T250","
Brian Sullivan
",2,0
5602,1987,"
        T250","
Tim Surlas
",2,0
5603,1987,"
        T250","
Koichi Suzuki
",8,0
5604,1987,"
        T250","
Keith Swindell
",2,0
5605,1987,"
        T250","
Warren Sye
",2,0
5606,1987,"
        T250","
Danny Talbot
",4,0
5607,1987,"
        T250","
Alan Tapie
",2,0
5608,1987,"
        T250","
Tom Tatum
",2,0
5609,1987,"
        T250","
Chuck Taylor
",4,0
5610,1987,"
        T250","
Gerry Taylor
",0,0
5611,1987,"
        T250","
Lance Ten Broeck
",7,0
5612,1987,"
        T250","
Brian Tennyson
",14,0
5613,1987,"
        T250","
Joe Tesori
",2,0
5614,1987,"
        T250","
Paul Thomas
",0,0
5615,1987,"
        T250","
Rocky Thompson
",8,0
5616,1987,"
        T250","
David Thore
",4,0
5617,1987,"
        T250","
Geoff Tickell
",0,0
5618,1987,"
        T250","
Larry Tiziani
",1,0
5619,1987,"
        T250","
Jay Townsend
",4,0
5620,1987,"
        T250","
Mark Trauner
",2,0
5621,1987,"
        T250","
Kirk Triplett
",2,0
5622,1987,"
        T250","
Ted Tryba
",2,0
5623,1987,"
        T250","
J.D. Turner
",2,0
5624,1987,"
        T250","
Stan Utley
",2,0
5625,1987,"
        T250","
Les Uyehara
",2,0
5626,1987,"
        T250","
Tommy Valentine
",12,0
5627,1987,"
        T250","
Brent Veenstra
",2,0
5628,1987,"
        T250","
Maurie Ver Brugge
",3,0
5629,1987,"
        T250","
Steven Veriato
",10,0
5630,1987,"
        T250","
Bryan Wagner
",2,0
5631,1987,"
        T250","
Art Wall
",2,0
5632,1987,"
        T250","
Tony Wallin
",1,0
5633,1987,"
        T250","
Don Walsworth
",2,0
5634,1987,"
        T250","
Philip Walton
",0,0
5635,1987,"
        T250","
Tom Wargo
",2,0
5636,1987,"
        T250","
Scott Watkins
",7,0
5637,1987,"
        T250","
Paul Way
",0,0
5638,1987,"
        T250","
DeWitt Weaver
",2,0
5639,1987,"
        T250","
Teddy Webber
",0,0
5640,1987,"
        T250","
Tad Weeks
",2,0
5641,1987,"
        T250","
Mike Weir
",0,0
5642,1987,"
        T250","
Tom Weiskopf
",2,0
5643,1987,"
        T250","
Brett West
",2,0
5644,1987,"
        T250","
Marty West
",2,0
5645,1987,"
        T250","
Mike West
",4,0
5646,1987,"
        T250","
Wayne Westner
",0,0
5647,1987,"
        T250","
Bill Whaley
",4,0
5648,1987,"
        T250","
Stewart Wheeler
",4,0
5649,1987,"
        T250","
Kevin Whipple
",2,0
5650,1987,"
        T250","
Grant White
",2,0
5651,1987,"
        T250","
Jim White
",2,0
5652,1987,"
        T250","
Ricky Willison
",0,0
5653,1987,"
        T250","
Jim Wilson
",62,0
5654,1987,"
        T250","
Mark Wiltshire
",0,0
5655,1987,"
        T250","
Vince Winsnes
",3,0
5656,1987,"
        T250","
Paul Wise
",2,0
5657,1987,"
        T250","
Jerry Wisz
",2,0
5658,1987,"
        T250","
Gregg Wolff
",6,0
5659,1987,"
        T250","
Billy Wood
",2,0
5660,1987,"
        T250","
Brad Worthington
",2,0
5661,1987,"
        T250","
Haruhito Yamamoto
",2,0
5662,1987,"
        T250","
Takanobu Yamataka
",2,0
5663,1987,"
        T250","
Chuck Young
",2,0
5664,1987,"
        T250","
Ian Young
",0,0
5665,1987,"
        T250","
Kermit Zarley
",20,0
5666,1987,"
        T250","
Paul Zurek
",2,0
5667,1988,"
        1","
Ken Green
",96,21
5668,1988,"
        2","
Mark Calcavecchia
",118,17
5669,1988,"
        3","
Joey Sindelar
",111,14
5670,1988,"
        4","
Gene Sauers
",102,13
5671,1988,"
        T5","
Jim Hallet
",114,12
5672,1988,"
        T5","
Duffy Waldorf
",92,12
5673,1988,"
        T7","
Dan Forsman
",122,11
5674,1988,"
        T7","
Mark McCumber
",81,11
5675,1988,"
        T7","
Craig Stadler
",73,11
5676,1988,"
        T7","
Payne Stewart
",103,11
5677,1988,"
        T7","
Bobby Wadkins
",113,11
5678,1988,"
        T12","
Phil Blackmar
",75,10
5679,1988,"
        T12","
John Huston
",94,10
5680,1988,"
        T12","
Greg Ladehoff
",99,10
5681,1988,"
        T12","
Jodie Mudd
",104,10
5682,1988,"
        T12","
Steve Pate
",105,10
5683,1988,"
        T12","
Lanny Wadkins
",94,10
5684,1988,"
        T12","
Robert Wrenn
",103,10
5685,1988,"
        T19","
Fred Couples
",101,9
5686,1988,"
        T19","
Mike Hulbert
",112,9
5687,1988,"
        T19","
Davis Love III
",89,9
5688,1988,"
        T19","
Gil Morgan
",76,9
5689,1988,"
        T19","
Mark O'Meara
",91,9
5690,1988,"
        T19","
Dan Pohl
",92,9
5691,1988,"
        T19","
Larry Rinker
",100,9
5692,1988,"
        T19","
Steve Thomas
",77,9
5693,1988,"
        T19","
Bob Tway
",108,9
5694,1988,"
        T19","
Fred Wadsworth
",75,9
5695,1988,"
        T29","
Tommy Armour III
",95,8
5696,1988,"
        T29","
Paul Azinger
",92,8
5697,1988,"
        T29","
Mark Brooks
",101,8
5698,1988,"
        T29","
Lennie Clements
",110,8
5699,1988,"
        T29","
Buddy Gardner
",114,8
5700,1988,"
        T29","
Bob Gilder
",91,8
5701,1988,"
        T29","
Donnie Hammond
",102,8
5702,1988,"
        T29","
Mark Hayes
",102,8
5703,1988,"
        T29","
Peter Jacobsen
",88,8
5704,1988,"
        T29","
Sandy Lyle
",63,8
5705,1988,"
        T29","
Andrew Magee
",93,8
5706,1988,"
        T29","
Dick Mast
",100,8
5707,1988,"
        T29","
Mike McCullough
",89,8
5708,1988,"
        T29","
Tom Pernice Jr.
",91,8
5709,1988,"
        T29","
Bill Sander
",86,8
5710,1988,"
        T29","
Tim Simpson
",101,8
5711,1988,"
        T29","
Curtis Strange
",89,8
5712,1988,"
        T46","
John Adams
",68,7
5713,1988,"
        T46","
Jay Don Blake
",109,7
5714,1988,"
        T46","
Bill Britton
",96,7
5715,1988,"
        T46","
Clark Burroughs
",90,7
5716,1988,"
        T46","
Bill Buttner
",89,7
5717,1988,"
        T46","
Barry Cheesman
",73,7
5718,1988,"
        T46","
Bobby Clampett
",90,7
5719,1988,"
        T46","
Dave Eichelberger
",96,7
5720,1988,"
        T46","
Brad Faxon
",90,7
5721,1988,"
        T46","
Rick Fehr
",77,7
5722,1988,"
        T46","
Mark Lye
",95,7
5723,1988,"
        T46","
Roger Maltbie
",84,7
5724,1988,"
        T46","
Blaine McCallister
",115,7
5725,1988,"
        T46","
Pat McGowan
",92,7
5726,1988,"
        T46","
Tommy Nakajima
",55,7
5727,1988,"
        T46","
Larry Nelson
",69,7
5728,1988,"
        T46","
Howard Twitty
",109,7
5729,1988,"
        T46","
Scott Verplank
",96,7
5730,1988,"
        T64","
Dave Barr
",95,6
5731,1988,"
        T64","
Russ Cochran
",106,6
5732,1988,"
        T64","
Ernie Gonzalez
",83,6
5733,1988,"
        T64","
Barry Jaeckel
",79,6
5734,1988,"
        T64","
Kenny Knox
",113,6
5735,1988,"
        T64","
Gary Koch
",81,6
5736,1988,"
        T64","
Greg Norman
",52,6
5737,1988,"
        T64","
Mac O'Grady
",65,6
5738,1988,"
        T64","
Rick Pearson
",93,6
5739,1988,"
        T64","
Chris Perry
",106,6
5740,1988,"
        T64","
Kenny Perry
",101,6
5741,1988,"
        T64","
Nick Price
",84,6
5742,1988,"
        T64","
Clarence Rose
",114,6
5743,1988,"
        T64","
Dave Rummells
",112,6
5744,1988,"
        T64","
Tony Sills
",98,6
5745,1988,"
        T64","
Jeff Sluman
",120,6
5746,1988,"
        T64","
Mike Sullivan
",92,6
5747,1988,"
        T64","
Paul Trittler
",67,6
5748,1988,"
        T64","
Bruce Zabriski
",83,6
5749,1988,"
        T64","
Richard Zokol
",76,6
5750,1988,"
        T84","
Chip Beck
",93,5
5751,1988,"
        T84","
Roy Biancalana
",75,5
5752,1988,"
        T84","
Ronnie Black
",86,5
5753,1988,"
        T84","
Jim Booros
",85,5
5754,1988,"
        T84","
Billy Ray Brown
",102,5
5755,1988,"
        T84","
Brad Bryant
",83,5
5756,1988,"
        T84","
Tom Byrum
",112,5
5757,1988,"
        T84","
Brandel Chamblee
",77,5
5758,1988,"
        T84","
Ed Fiori
",109,5
5759,1988,"
        T84","
Raymond Floyd
",68,5
5760,1988,"
        T84","
Dan Halldorson
",97,5
5761,1988,"
        T84","
Steve Jones
",87,5
5762,1988,"
        T84","
Bernhard Langer
",46,5
5763,1988,"
        T84","
Bruce Lietzke
",87,5
5764,1988,"
        T84","
Steve Lowery
",104,5
5765,1988,"
        T84","
John Mahaffey
",102,5
5766,1988,"
        T84","
Mike Nicolette
",47,5
5767,1988,"
        T84","
Corey Pavin
",84,5
5768,1988,"
        T84","
Tom Sieckmann
",78,5
5769,1988,"
        T84","
Ray Stewart
",93,5
5770,1988,"
        T84","
Doug Tewell
",79,5
5771,1988,"
        T84","
Brett Upper
",83,5
5772,1988,"
        T84","
Tom Watson
",65,5
5773,1988,"
        T84","
Fuzzy Zoeller
",77,5
5774,1988,"
        T108","
Isao Aoki
",46,4
5775,1988,"
        T108","
Seve Ballesteros
",22,4
5776,1988,"
        T108","
Andy Bean
",52,4
5777,1988,"
        T108","
Curt Byrum
",99,4
5778,1988,"
        T108","
Rex Caldwell
",47,4
5779,1988,"
        T108","
T.C. Chen
",49,4
5780,1988,"
        T108","
Keith Clearwater
",85,4
5781,1988,"
        T108","
John Cook
",100,4
5782,1988,"
        T108","
Jay Delsing
",82,4
5783,1988,"
        T108","
Andy Dillard
",47,4
5784,1988,"
        T108","
Mike Donald
",114,4
5785,1988,"
        T108","
Steve Elkington
",92,4
5786,1988,"
        T108","
Jim Gallagher Jr.
",66,4
5787,1988,"
        T108","
Bill Glasson
",91,4
5788,1988,"
        T108","
Jay Haas
",100,4
5789,1988,"
        T108","
Mike Hammond
",78,4
5790,1988,"
        T108","
Morris Hatalsky
",72,4
5791,1988,"
        T108","
Billy Kratzert
",90,4
5792,1988,"
        T108","
Wayne Levi
",81,4
5793,1988,"
        T108","
Bob Lohr
",112,4
5794,1988,"
        T108","
Johnny Miller
",40,4
5795,1988,"
        T108","
Aki Ohmachi
",91,4
5796,1988,"
        T108","
David Peoples
",101,4
5797,1988,"
        T108","
Don Pooley
",79,4
5798,1988,"
        T108","
Tom Purtzer
",80,4
5799,1988,"
        T108","
Sam Randolph
",80,4
5800,1988,"
        T108","
Joey Rassett
",72,4
5801,1988,"
        T108","
Hal Sutton
",88,4
5802,1988,"
        T108","
Larry Ziegler
",41,4
5803,1988,"
        T137","
George Archer
",94,3
5804,1988,"
        T137","
Jim Benepe
",33,3
5805,1988,"
        T137","
George Burns
",56,3
5806,1988,"
        T137","
Jim Carter
",96,3
5807,1988,"
        T137","
Brian Claar
",36,3
5808,1988,"
        T137","
Bob Eastwood
",95,3
5809,1988,"
        T137","
Brad Fabel
",100,3
5810,1988,"
        T137","
David Graham
",48,3
5811,1988,"
        T137","
Denny Hepler
",8,3
5812,1988,"
        T137","
Scott Hoch
",112,3
5813,1988,"
        T137","
John Inman
",102,3
5814,1988,"
        T137","
Mark Maness
",63,3
5815,1988,"
        T137","
Rocco Mediate
",110,3
5816,1988,"
        T137","
Hajime Meshiai
",14,3
5817,1988,"
        T137","
Larry Mize
",82,3
5818,1988,"
        T137","
Scott Simpson
",71,3
5819,1988,"
        T137","
Ron Streck
",67,3
5820,1988,"
        T137","
Harry Taylor
",56,3
5821,1988,"
        T137","
Brian Tennyson
",99,3
5822,1988,"
        T137","
Mark Wiebe
",116,3
5823,1988,"
        T137","
Willie Wood
",80,3
5824,1988,"
        T158","
Fulton Allem
",66,2
5825,1988,"
        T158","
Ray Barr Jr.
",64,2
5826,1988,"
        T158","
Mike Bender
",82,2
5827,1988,"
        T158","
Woody Blackburn
",24,2
5828,1988,"
        T158","
Danny Briggs
",61,2
5829,1988,"
        T158","
David Canipe
",89,2
5830,1988,"
        T158","
Ben Crenshaw
",98,2
5831,1988,"
        T158","
Jim Dent
",31,2
5832,1988,"
        T158","
Ed Dougherty
",95,2
5833,1988,"
        T158","
David Edwards
",81,2
5834,1988,"
        T158","
David Frost
",86,2
5835,1988,"
        T158","
Gary Hallberg
",64,2
5836,1988,"
        T158","
Webb Heintzelman
",12,2
5837,1988,"
        T158","
Hale Irwin
",74,2
5838,1988,"
        T158","
David Ishii
",24,2
5839,1988,"
        T158","
Tom Kite
",86,2
5840,1988,"
        T158","
Brian Mogg
",71,2
5841,1988,"
        T158","
Bob Murphy
",74,2
5842,1988,"
        T158","
Tim Norris
",85,2
5843,1988,"
        T158","
Masashi Jumbo Ozaki
",10,2
5844,1988,"
        T158","
Jerry Pate
",19,2
5845,1988,"
        T158","
Calvin Peete
",77,2
5846,1988,"
        T158","
Bob Proben
",80,2
5847,1988,"
        T158","
Dillard Pruitt
",86,2
5848,1988,"
        T158","
Mike Reid
",78,2
5849,1988,"
        T158","
Lance Ten Broeck
",83,2
5850,1988,"
        T158","
Robert Thompson
",96,2
5851,1988,"
        T158","
Jim Thorpe
",24,2
5852,1988,"
        T158","
Tom Tierney
",3,2
5853,1988,"
        T158","
Denis Watson
",77,2
5854,1988,"
        T188","
JC Anderson
",2,1
5855,1988,"
        T188","
Jerry Anderson
",2,1
5856,1988,"
        T188","
Billy Andrade
",100,1
5857,1988,"
        T188","
Dewey Arnette
",20,1
5858,1988,"
        T188","
Beau Baugh
",4,1
5859,1988,"
        T188","
Bill Bergin
",6,1
5860,1988,"
        T188","
Mike Blackburn
",83,1
5861,1988,"
        T188","
Lynn Blevins
",2,1
5862,1988,"
        T188","
Charles Bolling
",43,1
5863,1988,"
        T188","
Bob Boyd
",4,1
5864,1988,"
        T188","
Michael Bradley
",6,1
5865,1988,"
        T188","
John Brodie
",4,1
5866,1988,"
        T188","
Ken Brown
",66,1
5867,1988,"
        T188","
Antonio Cerda
",69,1
5868,1988,"
        T188","
Scott Chaffin
",8,1
5869,1988,"
        T188","
Hsieh Chin Shing
",4,1
5870,1988,"
        T188","
Frank Conner
",62,1
5871,1988,"
        T188","
Richard Cromwell
",75,1
5872,1988,"
        T188","
Rod Curl
",40,1
5873,1988,"
        T188","
Rick Dalpos
",12,1
5874,1988,"
        T188","
A.J. Duncan
",6,1
5875,1988,"
        T188","
J.D. Ebersberger
",2,1
5876,1988,"
        T188","
Danny Edwards
",61,1
5877,1988,"
        T188","
Bob Estes
",18,1
5878,1988,"
        T188","
Tom Eubank
",4,1
5879,1988,"
        T188","
Nick Faldo
",31,1
5880,1988,"
        T188","
Terry Ferraro
",2,1
5881,1988,"
        T188","
Forrest Fezler
",28,1
5882,1988,"
        T188","
Bruce Fleisher
",6,1
5883,1988,"
        T188","
Brian Fogt
",18,1
5884,1988,"
        T188","
Gibby Gilbert
",24,1
5885,1988,"
        T188","
Wayne Grady
",67,1
5886,1988,"
        T188","
Hubert Green
",69,1
5887,1988,"
        T188","
Brad Greer
",10,1
5888,1988,"
        T188","
Greg Hickman
",2,1
5889,1988,"
        T188","
Lon Hinkle
",25,1
5890,1988,"
        T188","
Chip Johnson
",8,1
5891,1988,"
        T188","
Brian Kamm
",4,1
5892,1988,"
        T188","
Mike Keller
",4,1
5893,1988,"
        T188","
Jeffrey Lankford
",41,1
5894,1988,"
        T188","
Roger MacKay
",3,1
5895,1988,"
        T188","
Bob Makoski
",4,1
5896,1988,"
        T188","
Gene Matthews
",4,1
5897,1988,"
        T188","
Billy Mayfair
",26,1
5898,1988,"
        T188","
Ronnie McCann
",3,1
5899,1988,"
        T188","
Gary McCord
",20,1
5900,1988,"
        T188","
Mark McNulty
",12,1
5901,1988,"
        T188","
Allen Menne
",2,1
5902,1988,"
        T188","
Bobby Mitchell
",26,1
5903,1988,"
        T188","
Jeff Mitchell
",2,1
5904,1988,"
        T188","
Jim Nelford
",72,1
5905,1988,"
        T188","
Andy North
",45,1
5906,1988,"
        T188","
David O'Kelly
",5,1
5907,1988,"
        T188","
David Ogrin
",96,1
5908,1988,"
        T188","
Craig Parry
",4,1
5909,1988,"
        T188","
Billy Pierot
",14,1
5910,1988,"
        T188","
Greg Powers
",59,1
5911,1988,"
        T188","
Don Reese
",2,1
5912,1988,"
        T188","
Jack Renner
",93,1
5913,1988,"
        T188","
Mel Rifman
",2,1
5914,1988,"
        T188","
Loren Roberts
",94,1
5915,1988,"
        T188","
Bill Rogers
",36,1
5916,1988,"
        T188","
Doug Roxburgh
",2,1
5917,1988,"
        T188","
Griffin Rudolph
",18,1
5918,1988,"
        T188","
Ted Schulz
",14,1
5919,1988,"
        T188","
Nobuo Serizawa
",4,1
5920,1988,"
        T188","
Tom Shaw
",22,1
5921,1988,"
        T188","
Jim Simons
",38,1
5922,1988,"
        T188","
John Slaughter
",4,1
5923,1988,"
        T188","
Mike Smith
",14,1
5924,1988,"
        T188","
J.C. Snead
",82,1
5925,1988,"
        T188","
John Snyder
",48,1
5926,1988,"
        T188","
Bruce Soulsby
",61,1
5927,1988,"
        T188","
Mike Standly
",4,1
5928,1988,"
        T188","
Dave Stockton
",40,1
5929,1988,"
        T188","
Chip Sullivan
",2,1
5930,1988,"
        T188","
Dave Tentis
",8,1
5931,1988,"
        T188","
Ed Terasa
",2,1
5932,1988,"
        T188","
Lee Trevino
",32,1
5933,1988,"
        T188","
Greg Twiggs
",6,1
5934,1988,"
        T188","
Grant Waite
",8,1
5935,1988,"
        T188","
Scott Watkins
",5,1
5936,1988,"
        T188","
Brian Watts
",6,1
5937,1988,"
        T188","
Jim Weeden
",4,1
5938,1988,"
        T188","
D.A. Weibring
",81,1
5939,1988,"
        T188","
Tom Weiskopf
",2,1
5940,1988,"
        T188","
Mike West
",4,1
5941,1988,"
        T188","
Dan Wood
",2,1
5942,1988,"
        T188","
Ian Woosnam
",14,1
5943,1988,"
        T188","
Kim Young
",73,1
5944,1988,"
        T278","
Tommy Aaron
",5,0
5945,1988,"
        T278","
Sam Ainslie
",2,0
5946,1988,"
        T278","
Peter Akakasiaka
",0,0
5947,1988,"
        T278","
Jim Albus
",4,0
5948,1988,"
        T278","
Buddy Alexander
",2,0
5949,1988,"
        T278","
Michael Allen
",3,0
5950,1988,"
        T278","
Masaru Amano
",1,0
5951,1988,"
        T278","
Chris Anderson
",2,0
5952,1988,"
        T278","
Kikuo Arai
",9,0
5953,1988,"
        T278","
Pierre Archambault
",2,0
5954,1988,"
        T278","
Mark Armistead
",2,0
5955,1988,"
        T278","
David Armstrong
",0,0
5956,1988,"
        T278","
Perry Arthur
",8,0
5957,1988,"
        T278","
Emlyn Aubrey
",4,0
5958,1988,"
        T278","
Greg Aune
",2,0
5959,1988,"
        T278","
Mike Bailey
",2,0
5960,1988,"
        T278","
Hugh Baiocchi
",0,0
5961,1988,"
        T278","
Peter Baker
",0,0
5962,1988,"
        T278","
Ian Baker-Finch
",12,0
5963,1988,"
        T278","
Mike Ballo
",2,0
5964,1988,"
        T278","
Miller Barber
",7,0
5965,1988,"
        T278","
Jack Barksdale
",2,0
5966,1988,"
        T278","
Glen Barrett
",4,0
5967,1988,"
        T278","
Louis Bartoletti
",2,0
5968,1988,"
        T278","
Scott Beard
",2,0
5969,1988,"
        T278","
Joe Beck
",2,0
5970,1988,"
        T278","
Jim Becker
",2,0
5971,1988,"
        T278","
Tom Befera
",2,0
5972,1988,"
        T278","
Brad Bell
",2,0
5973,1988,"
        T278","
Steve Benson
",2,0
5974,1988,"
        T278","
Scott Bess
",4,0
5975,1988,"
        T278","
Alberto Binaghi
",0,0
5976,1988,"
        T278","
Simon Bishop
",0,0
5977,1988,"
        T278","
Mark Black
",2,0
5978,1988,"
        T278","
James Blair
",2,0
5979,1988,"
        T278","
Homero Blancas
",4,0
5980,1988,"
        T278","
John Bland
",0,0
5981,1988,"
        T278","
Bob Borowicz
",3,0
5982,1988,"
        T278","
Steve Bosdosh
",2,0
5983,1988,"
        T278","
Charlie Bowles
",2,0
5984,1988,"
        T278","
Steve Bowman
",8,0
5985,1988,"
        T278","
Gordon Brand
",0,0
5986,1988,"
        T278","
Gordon Brand Jr.
",0,0
5987,1988,"
        T278","
Tommy Brannen
",16,0
5988,1988,"
        T278","
Gay Brewer
",2,0
5989,1988,"
        T278","
Charles Briggs
",2,0
5990,1988,"
        T278","
Don Brigham
",2,0
5991,1988,"
        T278","
Jaxon Brigman
",2,0
5992,1988,"
        T278","
Paul Broadhurst
",0,0
5993,1988,"
        T278","
Bill Brodell
",2,0
5994,1988,"
        T278","
Louis Brown
",2,0
5995,1988,"
        T278","
Robert Brown
",2,0
5996,1988,"
        T278","
Olin Browne
",2,0
5997,1988,"
        T278","
Greg Bruckner
",0,0
5998,1988,"
        T278","
Neil Burke
",0,0
5999,1988,"
        T278","
Michael Burke Jr.
",2,0
6000,1988,"
        T278","
Bob Byman
",8,0
6001,1988,"
        T278","
Jose Cabo
",0,0
6002,1988,"
        T278","
Mike Campbell
",2,0
6003,1988,"
        T278","
José Maria Cañizares
",0,0
6004,1988,"
        T278","
Arthur Carlson
",2,0
6005,1988,"
        T278","
Paul Carman
",0,0
6006,1988,"
        T278","
Mark Carnevale
",2,0
6007,1988,"
        T278","
Chip Carter
",2,0
6008,1988,"
        T278","
Billy Casper
",4,0
6009,1988,"
        T278","
Bobby Casper
",2,0
6010,1988,"
        T278","
Jon Chaffee
",2,0
6011,1988,"
        T278","
Warren Chancellor
",2,0
6012,1988,"
        T278","
Andrew Chandler
",0,0
6013,1988,"
        T278","
Ron Chaney
",2,0
6014,1988,"
        T278","
Roger Chapman
",0,0
6015,1988,"
        T278","
Steve Chapman
",2,0
6016,1988,"
        T278","
Bob Charles
",0,0
6017,1988,"
        T278","
Brien Charter
",2,0
6018,1988,"
        T278","
Lee Chill
",4,0
6019,1988,"
        T278","
Howard Clark
",4,0
6020,1988,"
        T278","
Tom Cleaver
",2,0
6021,1988,"
        T278","
Randy Cochran
",2,0
6022,1988,"
        T278","
Mike Colandro
",2,0
6023,1988,"
        T278","
Bobby Cole
",5,0
6024,1988,"
        T278","
Matt Cole
",2,0
6025,1988,"
        T278","
Jim Coles
",2,0
6026,1988,"
        T278","
Fred Collins
",4,0
6027,1988,"
        T278","
Ron Commans
",0,0
6028,1988,"
        T278","
Charles Coody
",2,0
6029,1988,"
        T278","
Kyle Coody
",2,0
6030,1988,"
        T278","
James Cook
",0,0
6031,1988,"
        T278","
Chris Cookson
",4,0
6032,1988,"
        T278","
Mike Cooney
",2,0
6033,1988,"
        T278","
Derrick Cooper
",0,0
6034,1988,"
        T278","
Jeff Coston
",69,0
