rank,player_name,top_ten,first,second,third,year
T22,Jonathan Byrd,5,1,1,0,2011
T22,Carl Pettersson,5,0,0,0,2011
T22,Chez Reavie,5,0,1,0,2011
T22,Justin Rose,5,1,0,1,2011
T22,Vijay Singh,5,0,1,2,2011
T22,Steve Stricker,5,2,0,0,2011
T22,Bo Van Pelt,5,0,0,1,2011
T22,Y.E. Yang,5,0,1,1,2011
T31,Blake Adams,4,0,0,1,2011
T31,Keegan Bradley,4,2,0,0,2011
T31,Ben Crane,4,1,0,0,2011
T31,Rickie Fowler,4,0,1,0,2011
T31,Jim Furyk,4,0,0,0,2011
T31,Paul Goydos,4,0,0,2,2011
T31,Hunter Haas,4,0,0,1,2011
T31,J.B. Holmes,4,0,0,0,2011
T31,Brandt Jobe,4,0,1,0,2011
T31,Zach Johnson,4,0,0,1,2011
T31,Jerry Kelly,4,0,0,1,2011
T31,Chris Kirk,4,1,1,0,2011
T31,Rory McIlroy,4,1,0,0,2011
T31,George McNeill,4,0,2,0,2011
T31,Ryan Moore,4,0,1,0,2011
T31,Nick O'Hern,4,0,0,0,2011
T31,Geoff Ogilvy,4,0,0,1,2011
T31,Jeff Overton,4,0,0,1,2011
T31,Pat Perez,4,0,1,0,2011
T31,John Rollins,4,0,1,0,2011
T31,Andres Romero,4,0,0,1,2011
T31,Kyle Stanley,4,0,1,0,2011
T31,Kevin Streelman,4,0,0,0,2011
T31,Cameron Tringale,4,0,0,0,2011
T31,Camilo Villegas,4,0,0,1,2011
T31,Jimmy Walker,4,0,0,0,2011
T31,Mark Wilson,4,2,0,0,2011
T58,Robert Allenby,3,0,0,0,2011
T58,Briny Baird,3,0,1,0,2011
T58,Kris Blanks,3,0,1,0,2011
T58,Ángel Cabrera,3,0,0,0,2011
T58,Kevin Chappell,3,0,1,2,2011
T58,Chris Couch,3,0,0,0,2011
T58,Brendon de Jonge,3,0,0,0,2011
T58,Sergio Garcia,3,0,0,0,2011
T58,Robert Garrigus,3,0,1,1,2011
T58,Bobby Gates,3,0,0,0,2011
T58,Brian Gay,3,0,0,0,2011
T58,Padraig Harrington,3,0,0,0,2011
T58,David Hearn,3,0,0,0,2011
T58,Tim Herron,3,0,0,1,2011
T58,Freddie Jacobson,3,1,0,0,2011
T58,Robert Karlsson,3,0,1,0,2011
T58,Steve Marino,3,0,2,0,2011
T58,Graeme McDowell,3,0,0,1,2011
T58,Matt McQuillan,3,0,0,1,2011
T58,Ryan Palmer,3,0,1,0,2011
T58,Scott Piercy,3,1,0,0,2011
T58,D.A. Points,3,1,0,0,2011
T58,Rory Sabbatini,3,1,0,1,2011
T58,Charl Schwartzel,3,1,0,0,2011
T58,John Senden,3,0,1,0,2011
T58,Brendan Steele,3,1,0,0,2011
T58,Jhonattan Vegas,3,1,0,1,2011
T58,Scott Verplank,3,0,1,0,2011
T58,Bubba Watson,3,2,0,0,2011
T58,Lee Westwood,3,0,0,1,2011
T88,Stephen Ames,2,0,0,1,2011
T88,Ricky Barnes,2,0,0,0,2011
T88,Shane Bertsch,2,0,0,0,2011
T88,Matt Bettencourt,2,0,0,0,2011
T88,Bud Cauley,2,0,0,1,2011
T88,Greg Chalmers,2,0,0,0,2011
T88,Brian Davis,2,0,0,0,2011
T88,James Driscoll,2,0,0,0,2011
T88,Tom Gillis,2,0,0,1,2011
T88,Adam Hadwin,2,0,0,0,2011
T88,Anders Hansen,2,0,0,2,2011
T88,Charley Hoffman,2,0,1,0,2011
T88,Billy Horschel,2,0,0,0,2011
T88,Ryuji Imada,2,0,0,2,2011
T88,Trevor Immelman,2,0,0,0,2011
T88,Sung Kang,2,0,0,1,2011
T88,Anthony Kim,2,0,0,0,2011
T88,K.T. Kim,2,0,0,0,2011
T88,Marc Leishman,2,0,0,1,2011
T88,Davis Love III,2,0,0,0,2011
T88,Troy Matteson,2,0,1,0,2011
T88,Billy Mayfair,2,0,0,0,2011
T88,Louis Oosthuizen,2,0,0,0,2011
T88,Rod Pampling,2,0,0,0,2011
T88,Tom Pernice Jr.,2,0,1,1,2011
T88,Jim Renner,2,0,0,0,2011
T88,Scott Stallings,2,1,0,1,2011
T88,Chris Stroud,2,0,0,0,2011
T88,Josh Teater,2,0,0,0,2011
T88,Roland Thatcher,2,0,0,0,2011
T88,Michael Thompson,2,0,0,1,2011
T88,Tiger Woods,2,0,0,0,2011
T120,Stuart Appleby,1,0,0,0,2011
T120,Arjun Atwal,1,0,0,0,2011
T120,Woody Austin,1,0,0,0,2011
T120,Thomas Bjørn,1,0,0,0,2011
T120,Steven Bowditch,1,0,0,0,2011
T120,Michael Bradley,1,1,0,0,2011
T120,Chad Campbell,1,0,0,0,2011
T120,Patrick Cantlay,1,0,0,0,2011
T120,Paul Casey,1,0,0,0,2011
T120,Stewart Cink,1,0,0,0,2011
T120,Tim Clark,1,0,1,0,2011
T120,Darren Clarke,1,1,0,0,2011
T120,John Cook,1,0,0,1,2011
T120,Fred Couples,1,0,0,0,2011
T120,John Daly,1,0,0,0,2011
T120,David Duval,1,0,0,0,2011
T120,Simon Dyson,1,0,0,0,2011
T120,Steve Elkington,1,0,0,0,2011
T120,Ernie Els,1,0,0,0,2011
T120,Bob Estes,1,0,1,0,2011
T120,Steve Flesch,1,0,0,1,2011
T120,Harrison Frazar,1,1,0,0,2011
T120,Hiroyuki Fujita,1,0,0,0,2011
T120,Lucas Glover,1,1,0,0,2011
T120,Fabián Gómez,1,0,0,0,2011
T120,Retief Goosen,1,0,0,1,2011
T120,Peter Hanson,1,0,0,0,2011
T120,J.J. Henry,1,0,0,0,2011
T120,Ryo Ishikawa,1,0,0,0,2011
T120,Raphael Jacquelin,1,0,0,0,2011
T120,Miguel Angel Jiménez,1,0,0,0,2011
T120,Matt Jones,1,0,0,0,2011
T120,Martin Kaymer,1,0,1,0,2011
T120,Justin Leonard,1,0,1,0,2011
T120,Michael Letzig,1,0,0,0,2011
T120,Peter Lonard,1,0,0,0,2011
T120,Jarrod Lyle,1,0,0,0,2011
T120,Matteo Manassero,1,0,0,0,2011
T120,Ben Martin,1,0,0,0,2011
T120,Shigeki Maruyama,1,0,0,0,2011
T120,David Mathis,1,0,0,0,2011
T120,Scott McCarron,1,0,0,0,2011
T120,John Merrick,1,0,0,0,2011
T120,Zack Miller,1,0,0,0,2011
T120,Francesco Molinari,1,0,0,1,2011
T120,Sean O'Hair,1,1,0,0,2011
T120,Joe Ogilvie,1,0,0,1,2011
T120,Cameron Percy,1,0,0,0,2011
T120,Ian Poulter,1,0,0,0,2011
T120,Alvaro Quiros,1,0,0,0,2011
T120,Chris Riley,1,0,0,0,2011
T120,Kevin Stadler,1,0,0,0,2011
T120,Chris Tidland,1,0,0,0,2011
T120,D.J. Trahan,1,0,0,0,2011
T120,Marc Turnesa,1,0,0,0,2011
T120,Johnson Wagner,1,1,0,0,2011
T120,Charlie Wi,1,0,1,0,2011
T120,Garrett Willis,1,0,0,0,2011
1,Matt Kuchar,11,1,1,3,2010
2,Retief Goosen,10,0,0,2,2010
3,Steve Stricker,9,2,0,2,2010
T4,Bo Van Pelt,8,0,1,3,2010
T4,Nick Watney,8,0,0,0,2010
T6,Paul Casey,7,0,2,1,2010
T6,Tim Clark,7,1,1,0,2010
T6,Brendon de Jonge,7,0,0,3,2010
T6,Luke Donald,7,0,3,2,2010
T6,Ernie Els,7,2,0,2,2010
T6,Rickie Fowler,7,0,2,1,2010
T6,Jim Furyk,7,3,0,0,2010
T6,Dustin Johnson,7,2,0,1,2010
T6,D.J. Trahan,7,0,0,1,2010
T6,Camilo Villegas,7,1,0,1,2010
T16,Ricky Barnes,6,0,0,1,2010
T16,Charles Howell III,6,0,0,0,2010
T16,Phil Mickelson,6,1,1,0,2010
T16,Bryce Molder,6,0,0,0,2010
T16,Ryan Moore,6,0,1,1,2010
T16,Jeff Overton,6,0,3,2,2010
T16,Vaughn Taylor,6,0,1,0,2010
T16,Lee Westwood,6,1,2,0,2010
T24,Robert Allenby,5,0,2,1,2010
T24,Ben Crane,5,1,0,1,2010
T24,Jason Day,5,1,1,0,2010
T24,Padraig Harrington,5,0,0,1,2010
T24,Charley Hoffman,5,1,0,0,2010
T24,Matt Jones,5,0,0,0,2010
T24,Rory McIlroy,5,1,0,2,2010
T24,Ryan Palmer,5,1,1,0,2010
T24,Heath Slocum,5,1,0,0,2010
T24,Brandt Snedeker,5,0,1,0,2010
T24,Kevin Stadler,5,0,0,0,2010
T24,Kevin Streelman,5,0,0,2,2010
T36,Jonathan Byrd,4,1,0,0,2010
T36,Alex Cejka,4,0,0,1,2010
T36,K.J. Choi,4,0,1,1,2010
T36,Bill Haas,4,2,1,0,2010
T36,Ryuji Imada,4,0,0,0,2010
T36,Martin Kaymer,4,1,0,1,2010
T36,Anthony Kim,4,1,1,1,2010
T36,Martin Laird,4,0,2,0,2010
T36,Kevin Na,4,0,1,1,2010
T36,Carl Pettersson,4,1,0,0,2010
T36,Alex Prugh,4,0,1,0,2010
T36,Justin Rose,4,2,0,1,2010
T36,Adam Scott,4,1,0,0,2010
T36,Chris Stroud,4,0,0,0,2010
T36,Bubba Watson,4,1,2,1,2010
T36,Charlie Wi,4,0,0,0,2010
T52,Stuart Appleby,3,1,0,0,2010
T52,Arjun Atwal,3,1,0,1,2010
T52,Woody Austin,3,0,0,0,2010
T52,Cameron Beckman,3,1,0,0,2010
T52,Kris Blanks,3,0,1,0,2010
T52,Stewart Cink,3,0,0,0,2010
T52,Chad Collins,3,0,0,0,2010
T52,Graham DeLaet,3,0,0,1,2010
T52,Steve Elkington,3,0,0,0,2010
T52,Robert Garrigus,3,1,1,0,2010
T52,Tom Gillis,3,0,0,0,2010
T52,Lucas Glover,3,0,0,1,2010
T52,Paul Goydos,3,0,1,0,2010
T52,J.P. Hayes,3,0,0,0,2010
T52,J.B. Holmes,3,0,1,1,2010
T52,Freddie Jacobson,3,0,1,0,2010
T52,Zach Johnson,3,1,0,1,2010
T52,Spencer Levin,3,0,0,1,2010
T52,Davis Love III,3,0,0,0,2010
T52,Bill Lunde,3,1,0,0,2010
T52,Hunter Mahan,3,2,0,0,2010
T52,Steve Marino,3,0,0,0,2010
T52,Shaun Micheel,3,0,0,0,2010
T52,Sean O'Hair,3,0,0,0,2010
T52,Pat Perez,3,0,0,0,2010
T52,D.A. Points,3,0,0,0,2010
T52,Aron Price,3,0,0,0,2010
T52,Chris Riley,3,0,0,0,2010
T52,Rory Sabbatini,3,0,1,0,2010
T52,Charl Schwartzel,3,0,1,1,2010
T52,Michael Sim,3,0,1,2,2010
T52,Scott Verplank,3,0,1,0,2010
T52,Charles Warren,3,0,0,0,2010
T52,Boo Weekley,3,0,0,0,2010
T86,Blake Adams,2,0,1,0,2010
T86,Michael Allen,2,0,1,0,2010
T86,Aaron Baddeley,2,0,0,1,2010
T86,Jason Bohn,2,1,0,0,2010
T86,Ángel Cabrera,2,0,0,1,2010
T86,Chad Campbell,2,0,0,0,2010
T86,Greg Chalmers,2,0,0,0,2010
T86,Michael Connell,2,0,0,0,2010
T86,Chris Couch,2,0,0,0,2010
T86,Brian Davis,2,0,2,0,2010
T86,Jason Dufner,2,0,0,0,2010
T86,Joe Durant,2,0,1,0,2010
T86,David Duval,2,0,1,0,2010
T86,Bob Estes,2,0,0,0,2010
T86,Brian Gay,2,0,1,0,2010
T86,J.J. Henry,2,0,1,0,2010
T86,Richard Johnson,2,0,0,0,2010
T86,Marc Leishman,2,0,1,0,2010
T86,Jarrod Lyle,2,0,0,0,2010
T86,Jeff Maggert,2,0,0,1,2010
T86,Troy Matteson,2,0,0,0,2010
T86,Billy Mayfair,2,0,0,1,2010
T86,Graeme McDowell,2,1,0,0,2010
T86,Nick O'Hern,2,0,0,0,2010
T86,Geoff Ogilvy,2,1,1,0,2010
T86,Louis Oosthuizen,2,1,0,0,2010
T86,Corey Pavin,2,0,1,0,2010
T86,Tim Petrovic,2,0,0,0,2010
T86,Scott Piercy,2,0,0,0,2010
T86,Ian Poulter,2,1,0,0,2010
T86,Jeff Quinney,2,0,0,0,2010
T86,John Rollins,2,0,0,1,2010
T86,Andres Romero,2,0,0,0,2010
T86,John Senden,2,0,0,0,2010
T86,Webb Simpson,2,0,0,0,2010
T86,Vijay Singh,2,0,0,0,2010
T86,Paul Stankowski,2,0,0,0,2010
T86,Josh Teater,2,0,0,1,2010
T86,Roland Thatcher,2,0,1,0,2010
T86,Chris Tidland,2,0,0,0,2010
T86,David Toms,2,0,1,1,2010
T86,Johnson Wagner,2,0,0,1,2010
T86,Jimmy Walker,2,0,0,1,2010
T86,Mark Wilson,2,0,0,0,2010
T86,Tiger Woods,2,0,0,0,2010
T86,Y.E. Yang,2,0,0,1,2010
T132,Stephen Ames,1,0,0,0,2010
T132,Briny Baird,1,0,0,0,2010
T132,Craig Barlow,1,0,0,0,2010
T132,Matt Bettencourt,1,1,0,0,2010
T132,Fred Couples,1,0,0,0,2010
T132,Ben Curtis,1,0,0,0,2010
T132,Chris DiMarco,1,0,0,0,2010
T132,James Driscoll,1,0,0,0,2010
T132,Ken Duke,1,0,0,0,2010
T132,Matt Every,1,0,0,0,2010
T132,Steve Flesch,1,0,0,0,2010
T132,Martin Flores,1,0,0,0,2010
T132,Robert Gamez,1,0,0,0,2010
T132,Sergio Garcia,1,0,0,0,2010
T132,Mathew Goggin,1,0,0,0,2010
T132,Nathan Green,1,0,0,0,2010
T132,Mathias Grönberg,1,0,0,1,2010
T132,Peter Hanson,1,0,0,0,2010
T132,Grégory Havret,1,0,1,0,2010
T132,Bob Heintz,1,0,1,0,2010
T132,Ryo Ishikawa,1,0,0,0,2010
T132,Thongchai Jaidee,1,0,0,0,2010
T132,Lee Janzen,1,0,0,0,2010
T132,Kent Jones,1,0,0,0,2010
T132,Robert Karlsson,1,0,1,0,2010
T132,Jerry Kelly,1,0,0,1,2010
T132,Skip Kendall,1,0,0,0,2010
T132,Derek Lamely,1,1,0,0,2010
T132,Justin Leonard,1,0,0,1,2010
T132,Michael Letzig,1,0,0,0,2010
T132,WC Liang,1,0,0,0,2010
T132,Will MacKenzie,1,0,0,0,2010
T132,John Mallinger,1,0,0,1,2010
T132,Scott McCarron,1,0,0,0,2010
T132,George McNeill,1,0,0,0,2010
T132,Rocco Mediate,1,1,0,0,2010
T132,John Merrick,1,0,0,1,2010
T132,Troy Merritt,1,0,0,1,2010
T132,Edoardo Molinari,1,0,1,0,2010
T132,Francesco Molinari,1,0,0,0,2010
T132,Garth Mulroy,1,0,0,0,2010
T132,James Nitties,1,0,0,1,2010
T132,Joe Ogilvie,1,0,0,0,2010
T132,Cameron Percy,1,0,1,0,2010
T132,Tom Pernice Jr.,1,0,0,0,2010
T132,Kenny Perry,1,0,0,0,2010
T132,Alistair Presnell,1,0,0,0,2010
T132,Brett Quigley,1,0,0,0,2010
T132,Alvaro Quiros,1,0,0,0,2010
T132,Robert Rock,1,0,0,0,2010
T132,Jeev Milkha Singh,1,0,0,0,2010
T132,Henrik Stenson,1,0,0,1,2010
T132,Brian Stuard,1,0,1,0,2010
T132,Kevin Sutherland,1,0,0,0,2010
T132,Roger Tambellini,1,0,0,0,2010
T132,Nicholas Thompson,1,0,0,0,2010
T132,Omar Uresti,1,0,0,0,2010
T132,Mike Weir,1,0,0,0,2010
T132,Brett Wetterich,1,0,0,0,2010
T132,Steve Wheatcroft,1,0,0,1,2010
T132,Jay Williamson,1,0,0,0,2010
T132,Garrett Willis,1,0,0,0,2010
T132,Dean Wilson,1,0,1,0,2010
T132,Oliver Wilson,1,0,0,0,2010
1,Tiger Woods,14,6,3,0,2009
T2,Jim Furyk,11,0,2,1,2009
T2,Steve Stricker,11,3,2,1,2009
T4,Zach Johnson,9,2,1,1,2009
T4,Kevin Na,9,0,0,2,2009
T4,Sean O'Hair,9,1,1,1,2009
7,Kenny Perry,8,2,1,0,2009
T8,Ernie Els,7,0,1,0,2009
T8,Phil Mickelson,7,3,1,0,2009
T8,John Senden,7,0,1,0,2009
T8,David Toms,7,0,3,0,2009
T12,Luke Donald,6,0,1,0,2009
T12,Jason Dufner,6,0,1,1,2009
T12,Lucas Glover,6,1,1,1,2009
T12,Padraig Harrington,6,0,2,0,2009
T12,Jerry Kelly,6,1,0,1,2009
T12,Justin Leonard,6,0,1,0,2009
T12,Hunter Mahan,6,0,1,0,2009
T12,Ryan Moore,6,1,0,0,2009
T12,Tim Petrovic,6,0,0,1,2009
T12,Scott Verplank,6,0,1,0,2009
T12,Mike Weir,6,0,1,1,2009
T23,Stephen Ames,5,1,0,0,2009
T23,Tim Clark,5,0,1,0,2009
T23,Retief Goosen,5,1,1,1,2009
T23,Dustin Johnson,5,1,0,0,2009
T23,Matt Kuchar,5,1,0,0,2009
T23,Steve Marino,5,0,1,0,2009
T23,Geoff Ogilvy,5,2,0,0,2009
T23,Ian Poulter,5,0,1,0,2009
T23,Brandt Snedeker,5,0,1,0,2009
T23,Bo Van Pelt,5,1,0,0,2009
T33,Stewart Cink,4,1,0,1,2009
T33,Fred Couples,4,0,0,2,2009
T33,Ben Crane,4,0,0,1,2009
T33,Brian Davis,4,0,1,0,2009
T33,Brian Gay,4,2,0,0,2009
T33,Paul Goydos,4,0,1,1,2009
T33,Bill Haas,4,0,0,1,2009
T33,Charley Hoffman,4,0,1,0,2009
T33,John Mallinger,4,0,1,1,2009
T33,John Merrick,4,0,1,0,2009
T33,D.A. Points,4,0,0,1,2009
T33,John Rollins,4,1,2,0,2009
T33,Rory Sabbatini,4,1,1,0,2009
T33,Webb Simpson,4,0,0,0,2009
T33,Heath Slocum,4,1,0,1,2009
T33,Henrik Stenson,4,1,0,1,2009
T33,Camilo Villegas,4,0,0,1,2009
T33,Nick Watney,4,1,1,0,2009
T33,Y.E. Yang,4,2,0,0,2009
T52,Robert Allenby,3,0,1,0,2009
T52,Woody Austin,3,0,0,0,2009
T52,Briny Baird,3,0,1,0,2009
T52,Ángel Cabrera,3,1,0,0,2009
T52,Mark Calcavecchia,3,0,0,0,2009
T52,Chad Campbell,3,0,2,0,2009
T52,Paul Casey,3,1,1,0,2009
T52,Alex Cejka,3,0,0,0,2009
T52,Sergio Garcia,3,0,0,0,2009
T52,Mathew Goggin,3,0,0,0,2009
T52,J.J. Henry,3,0,1,0,2009
T52,Charles Howell III,3,0,2,0,2009
T52,Freddie Jacobson,3,0,0,0,2009
T52,Anthony Kim,3,0,1,2,2009
T52,Jeff Klauk,3,0,0,0,2009
T52,Marc Leishman,3,0,1,0,2009
T52,Scott McCarron,3,0,0,0,2009
T52,Rory McIlroy,3,0,0,1,2009
T52,George McNeill,3,0,2,0,2009
T52,Bryce Molder,3,0,1,0,2009
T52,Jeff Overton,3,0,0,0,2009
T52,Rod Pampling,3,0,0,0,2009
T52,Brett Quigley,3,0,3,0,2009
T52,Vijay Singh,3,0,0,0,2009
T52,D.J. Trahan,3,0,0,0,2009
T52,Lee Westwood,3,0,0,2,2009
T52,Charlie Wi,3,0,1,0,2009
T52,Mark Wilson,3,1,0,1,2009
T80,Thomas Aiken,2,0,0,0,2009
T80,Aaron Baddeley,2,0,0,0,2009
T80,Cameron Beckman,2,0,0,0,2009
T80,Matt Bettencourt,2,0,0,0,2009
T80,Jason Bohn,2,0,1,0,2009
T80,Jonathan Byrd,2,0,0,1,2009
T80,Greg Chalmers,2,0,1,0,2009
T80,Daniel Chopra,2,0,0,0,2009
T80,Jason Day,2,0,1,0,2009
T80,Brendon de Jonge,2,0,0,0,2009
T80,Bob Estes,2,0,0,0,2009
T80,Ross Fisher,2,0,0,0,2009
T80,Steve Flesch,2,0,0,0,2009
T80,Rickie Fowler,2,0,1,0,2009
T80,Jason Gore,2,0,0,0,2009
T80,Soren Hansen,2,0,0,0,2009
T80,J.B. Holmes,2,0,1,0,2009
T80,Lee Janzen,2,0,0,0,2009
T80,Richard Johnson,2,0,0,0,2009
T80,Matt Jones,2,0,0,0,2009
T80,Søren Kjeldsen,2,0,0,0,2009
T80,Martin Laird,2,1,1,0,2009
T80,Michael Letzig,2,0,0,0,2009
T80,Davis Love III,2,0,1,0,2009
T80,Bill Lunde,2,0,0,0,2009
T80,Will MacKenzie,2,0,0,0,2009
T80,Jeff Maggert,2,0,0,0,2009
T80,Graeme McDowell,2,0,0,0,2009
T80,James Nitties,2,0,0,0,2009
T80,Nick O'Hern,2,0,0,1,2009
T80,Pat Perez,2,1,0,0,2009
T80,Tom Pernice Jr.,2,0,0,0,2009
T80,Scott Piercy,2,0,0,0,2009
T80,Jeff Quinney,2,0,1,0,2009
T80,Andres Romero,2,0,0,1,2009
T80,Justin Rose,2,0,0,0,2009
T80,Jeev Milkha Singh,2,0,0,0,2009
T80,Kevin Streelman,2,0,0,1,2009
T80,Chris Stroud,2,0,0,0,2009
T80,Kevin Sutherland,2,0,0,0,2009
T80,Vaughn Taylor,2,0,1,0,2009
T80,Roland Thatcher,2,0,1,0,2009
T80,Jimmy Walker,2,0,0,0,2009
T80,Bubba Watson,2,0,1,0,2009
T80,Oliver Wilson,2,0,0,0,2009
T125,Brad Adamonis,1,0,0,0,2009
T125,Michael Allen,1,0,0,0,2009
T125,Stuart Appleby,1,0,0,0,2009
T125,Tommy Armour III,1,0,0,0,2009
T125,Ricky Barnes,1,0,1,0,2009
T125,Chris Baryla,1,0,0,0,2009
T125,Rich Beem,1,0,0,0,2009
T125,Kris Blanks,1,0,0,0,2009
T125,Michael Bradley,1,1,0,0,2009
T125,Mark Brooks,1,0,0,0,2009
T125,Bart Bryant,1,0,0,0,2009
T125,Kevin Chappell,1,0,0,0,2009
T125,K.J. Choi,1,0,0,1,2009
T125,Ben Curtis,1,0,0,0,2009
T125,James Driscoll,1,0,1,0,2009
T125,Joe Durant,1,0,0,0,2009
T125,David Duval,1,0,1,0,2009
T125,Harrison Frazar,1,0,0,0,2009
T125,Robert Garrigus,1,0,0,0,2009
T125,Nathan Green,1,1,0,0,2009
T125,Mathias Grönberg,1,0,0,0,2009
T125,Todd Hamilton,1,0,0,0,2009
T125,Peter Hanson,1,0,0,0,2009
T125,J.P. Hayes,1,0,0,0,2009
T125,Bob Heintz,1,0,0,0,2009
T125,Miguel Angel Jiménez,1,0,0,0,2009
T125,Kent Jones,1,0,0,0,2009
T125,Shingo Katayama,1,0,0,0,2009
T125,Jonathan Kaye,1,0,0,0,2009
T125,Martin Kaymer,1,0,0,0,2009
T125,Cliff Kresge,1,0,0,0,2009
T125,Danny Lee,1,0,0,0,2009
T125,Tom Lehman,1,0,0,0,2009
T125,Spencer Levin,1,0,0,0,2009
T125,Jamie Lovemark,1,0,1,0,2009
T125,Jarrod Lyle,1,0,0,0,2009
T125,Shigeki Maruyama,1,0,0,0,2009
T125,Troy Matteson,1,1,0,0,2009
T125,Billy Mayfair,1,0,0,0,2009
T125,Rocco Mediate,1,0,0,0,2009
T125,Francesco Molinari,1,0,0,0,2009
T125,Joe Ogilvie,1,0,0,0,2009
T125,José María Olazábal,1,0,0,0,2009
T125,Leif Olson,1,0,0,1,2009
T125,Greg Owen,1,0,0,0,2009
T125,Ryan Palmer,1,0,0,0,2009
T125,Carl Pettersson,1,0,0,0,2009
T125,Aron Price,1,0,0,0,2009
T125,Dicky Pride,1,0,0,0,2009
T125,Ted Purdy,1,0,0,0,2009
T125,Chez Reavie,1,0,0,0,2009
T125,Tag Ridings,1,0,0,0,2009
T125,Chris Riley,1,0,0,0,2009
T125,Adam Scott,1,0,1,0,2009
T125,Kevin Stadler,1,0,1,0,2009
T125,Darron Stiles,1,0,0,0,2009
T125,Nicholas Thompson,1,0,0,0,2009
T125,Omar Uresti,1,0,0,0,2009
T125,Brian Vranesh,1,0,0,0,2009
T125,Johnson Wagner,1,0,0,0,2009
T125,Aaron Watkins,1,0,0,0,2009
T125,Tom Watson,1,0,1,0,2009
T125,Boo Weekley,1,0,0,0,2009
T125,Matt Weibring,1,0,0,0,2009
T125,Tim Wilkinson,1,0,0,0,2009
T125,Casey Wittenberg,1,0,0,0,2009
T125,Chris Wood,1,0,0,1,2009
T1,Robert Allenby,9,0,2,1,2008
T1,Jim Furyk,9,0,1,2,2008
T3,Anthony Kim,8,2,1,3,2008
T3,Justin Leonard,8,1,1,0,2008
T3,Phil Mickelson,8,2,1,1,2008
T3,Vijay Singh,8,3,2,1,2008
T3,Mike Weir,8,0,2,0,2008
T8,Stephen Ames,7,0,0,1,2008
T8,Stuart Appleby,7,0,1,0,2008
T8,Chad Campbell,7,0,1,2,2008
T8,Stewart Cink,7,1,2,2,2008
T8,Kenny Perry,7,3,1,1,2008
T8,Camilo Villegas,7,2,0,2,2008
T14,Woody Austin,6,0,1,1,2008
T14,Sergio Garcia,6,1,3,0,2008
T14,Brian Gay,6,1,1,0,2008
T14,Padraig Harrington,6,2,0,1,2008
T14,Dudley Hart,6,0,1,1,2008
T14,Steve Marino,6,0,1,2,2008
T14,Geoff Ogilvy,6,1,1,0,2008
T14,Pat Perez,6,0,0,0,2008
T14,Tom Pernice Jr.,6,0,0,0,2008
T14,Steve Stricker,6,0,1,0,2008
T14,Kevin Sutherland,6,0,2,0,2008
T14,Nicholas Thompson,6,0,1,0,2008
T14,Tiger Woods,6,4,1,0,2008
T27,Tommy Armour III,5,0,1,1,2008
T27,K.J. Choi,5,1,0,0,2008
T27,Ben Curtis,5,0,2,0,2008
T27,Ken Duke,5,0,2,0,2008
T27,Ernie Els,5,1,0,1,2008
T27,Mathew Goggin,5,0,1,2,2008
T27,Ryuji Imada,5,1,2,1,2008
T27,Matt Kuchar,5,0,1,1,2008
T27,Michael Letzig,5,0,1,0,2008
T27,Hunter Mahan,5,0,1,0,2008
T27,Troy Matteson,5,0,1,0,2008
T27,Rod Pampling,5,0,1,1,2008
T27,Carl Pettersson,5,1,0,0,2008
T27,Heath Slocum,5,0,0,0,2008
T27,Brandt Snedeker,5,0,0,1,2008
T27,Boo Weekley,5,1,0,0,2008
T27,Mark Wilson,5,0,1,0,2008
T44,Steve Allan,4,0,0,1,2008
T44,Paul Casey,4,0,0,0,2008
T44,Alex Cejka,4,0,0,0,2008
T44,Ben Crane,4,0,0,0,2008
T44,Charles Howell III,4,0,0,1,2008
T44,Jerry Kelly,4,0,2,1,2008
T44,Cliff Kresge,4,0,0,1,2008
T44,John Mallinger,4,0,0,2,2008
T44,Billy Mayfair,4,0,2,0,2008
T44,John Merrick,4,0,0,1,2008
T44,Nick O'Hern,4,0,0,1,2008
T44,Joe Ogilvie,4,0,0,0,2008
T44,Henrik Stenson,4,0,0,2,2008
T44,Kevin Streelman,4,0,0,0,2008
T44,D.J. Trahan,4,1,0,0,2008
T44,Charlie Wi,4,0,1,0,2008
T60,Brad Adamonis,3,0,1,0,2008
T60,Michael Allen,3,0,0,1,2008
T60,Eric Axley,3,0,0,0,2008
T60,Aaron Baddeley,3,0,1,0,2008
T60,Briny Baird,3,0,0,0,2008
T60,Tim Clark,3,0,1,0,2008
T60,Fred Couples,3,0,0,0,2008
T60,Luke Donald,3,0,1,1,2008
T60,Steve Elkington,3,0,0,0,2008
T60,Jason Gore,3,0,0,0,2008
T60,Paul Goydos,3,0,1,0,2008
T60,Tim Herron,3,0,0,0,2008
T60,Charley Hoffman,3,0,0,0,2008
T60,J.B. Holmes,3,1,0,0,2008
T60,Trevor Immelman,3,1,1,0,2008
T60,Freddie Jacobson,3,0,1,0,2008
T60,Miguel Angel Jiménez,3,0,0,0,2008
T60,Dustin Johnson,3,1,0,0,2008
T60,Zach Johnson,3,1,0,0,2008
T60,Robert Karlsson,3,0,0,0,2008
T60,Greg Kraft,3,1,0,0,2008
T60,Martin Laird,3,0,0,0,2008
T60,Peter Lonard,3,0,1,0,2008
T60,Davis Love III,3,1,0,1,2008
T60,Parker McLachlin,3,1,0,0,2008
T60,George McNeill,3,0,2,0,2008
T60,Ryan Moore,3,0,1,0,2008
