rank,player_name,top_ten,first,second,third,year
T113,Russ Cochran,1,0,0,0,2001
T113,Andrew Coltart,1,0,0,0,2001
T113,Robert Damron,1,1,0,0,2001
T113,Trevor Dodds,1,0,0,0,2001
T113,Danny Ellis,1,0,0,0,2001
T113,Brad Fabel,1,0,0,0,2001
T113,Nick Faldo,1,0,0,0,2001
T113,Niclas Fasth,1,0,1,0,2001
T113,Ben Ferguson,1,0,0,0,2001
T113,David Frost,1,0,0,0,2001
T113,Pierre Fulke,1,0,1,0,2001
T113,Mathew Goggin,1,0,0,0,2001
T113,Jimmy Green,1,0,0,0,2001
T113,Padraig Harrington,1,0,0,0,2001
T113,Mark Hensby,1,0,0,0,2001
T113,Gabriel Hjertstedt,1,0,0,0,2001
T113,Glen Hnatiuk,1,0,0,0,2001
T113,John Huston,1,0,0,0,2001
T113,Mikko Ilonen,1,0,0,0,2001
T113,Tripp Isenhour,1,0,0,0,2001
T113,Pete Jordan,1,0,0,1,2001
T113,Shingo Katayama,1,0,0,0,2001
T113,Jonathan Kaye,1,0,0,1,2001
T113,Skip Kendall,1,0,0,0,2001
T113,Tom Kite,1,0,0,0,2001
T113,Cliff Kresge,1,0,0,0,2001
T113,Franklin Langham,1,0,0,0,2001
T113,J.L. Lewis,1,0,0,0,2001
T113,Blaine McCallister,1,0,0,0,2001
T113,Mark McNulty,1,0,0,0,2001
T113,Spike McRoy,1,0,0,1,2001
T113,Larry Mize,1,0,1,0,2001
T113,Bryce Molder,1,0,0,1,2001
T113,Colin Montgomerie,1,0,0,0,2001
T113,David Morland IV,1,0,0,0,2001
T113,Frank Nobilo,1,0,0,0,2001
T113,Greg Norman,1,0,0,0,2001
T113,Nick O'Hern,1,0,0,0,2001
T113,Mark O'Meara,1,0,0,0,2001
T113,Joe Ozaki,1,0,0,0,2001
T113,Craig Parry,1,0,0,0,2001
T113,Steve Pate,1,0,0,0,2001
T113,Corey Pavin,1,0,0,0,2001
T113,Lee Porter,1,0,0,0,2001
T113,Dicky Pride,1,0,0,0,2001
T113,Scott Simpson,1,0,1,0,2001
T113,Craig Stadler,1,0,0,0,2001
T113,Curtis Strange,1,0,0,0,2001
T113,Esteban Toledo,1,0,0,1,2001
T113,Tommy Tolles,1,0,0,0,2001
T113,Jean Van de Velde,1,0,0,0,2001
T113,Duffy Waldorf,1,0,0,0,2001
T113,Garrett Willis,1,1,0,0,2001
T113,Ian Woosnam,1,0,0,1,2001
1,Tiger Woods,17,9,4,1,2000
2,Steve Flesch,13,0,1,0,2000
3,Phil Mickelson,12,4,3,0,2000
4,Hal Sutton,11,2,0,1,2000
T5,Ernie Els,10,1,5,2,2000
T5,Kirk Triplett,10,1,1,1,2000
T7,Mark Calcavecchia,9,0,2,2,2000
T7,Stewart Cink,9,1,1,1,2000
T7,David Duval,9,1,1,3,2000
T7,Davis Love III,9,0,3,1,2000
T7,Steve Lowery,9,1,1,0,2000
T7,Jesper Parnevik,9,2,1,1,2000
T7,Loren Roberts,9,1,0,2,2000
T14,Jim Furyk,8,1,0,1,2000
T14,John Huston,8,1,0,1,2000
T14,Vijay Singh,8,1,1,3,2000
T14,Mike Weir,8,1,1,0,2000
T18,Paul Azinger,7,1,0,0,2000
T18,Scott Hoch,7,0,1,0,2000
T18,Franklin Langham,7,0,3,0,2000
T18,Tom Lehman,7,1,1,0,2000
T18,Shigeki Maruyama,7,0,1,1,2000
T18,Chris Perry,7,0,2,0,2000
T24,Carlos Franco,6,1,0,0,2000
T24,Frank Lickliter II,6,0,0,2,2000
T24,Jeff Maggert,6,0,1,1,2000
T24,Nick Price,6,0,2,3,2000
T24,David Toms,6,1,0,1,2000
T24,Scott Verplank,6,1,0,0,2000
T24,Duffy Waldorf,6,1,0,1,2000
T31,Stuart Appleby,5,0,1,1,2000
T31,Greg Chalmers,5,0,1,0,2000
T31,Fred Couples,5,0,0,0,2000
T31,Chris DiMarco,5,1,2,0,2000
T31,Scott Dunlap,5,0,0,1,2000
T31,Brad Faxon,5,1,0,0,2000
T31,Edward Fryatt,5,0,0,1,2000
T31,Sergio Garcia,5,0,0,2,2000
T31,J.P. Hayes,5,0,1,1,2000
T31,Len Mattiace,5,0,0,1,2000
T41,Stephen Ames,4,0,0,0,2000
T41,Notah Begay III,4,2,0,0,2000
T41,Thomas Bjørn,4,0,1,1,2000
T41,Russ Cochran,4,0,0,0,2000
T41,Joe Durant,4,0,0,0,2000
T41,Fred Funk,4,0,0,0,2000
T41,Brent Geiberger,4,0,0,0,2000
T41,Tim Herron,4,0,0,0,2000
T41,Jonathan Kaye,4,0,1,1,2000
T41,Justin Leonard,4,1,3,0,2000
T41,Andrew Magee,4,0,1,0,2000
T41,Carl Paulson,4,0,1,0,2000
T41,Kenny Perry,4,0,0,3,2000
T41,Chris Riley,4,0,0,0,2000
T41,Tom Scherrer,4,1,1,0,2000
T41,Kevin Sutherland,4,0,0,0,2000
T41,Grant Waite,4,0,2,0,2000
T58,Robert Allenby,3,2,1,0,2000
T58,Woody Austin,3,0,0,0,2000
T58,Doug Barron,3,0,0,0,2000
T58,Jay Don Blake,3,0,0,0,2000
T58,Mark Brooks,3,0,0,0,2000
T58,Tom Byrum,3,0,0,0,2000
T58,Brandel Chamblee,3,0,0,0,2000
T58,Darren Clarke,3,1,0,0,2000
T58,John Cook,3,0,0,0,2000
T58,Robert Damron,3,0,0,1,2000
T58,Bob Estes,3,0,0,0,2000
T58,Paul Goydos,3,0,0,0,2000
T58,Dudley Hart,3,1,0,1,2000
T58,Bradley Hughes,3,0,0,0,2000
T58,Jerry Kelly,3,0,0,0,2000
T58,Skip Kendall,3,0,1,1,2000
T58,Bob May,3,0,2,1,2000
T58,Blaine McCallister,3,0,1,1,2000
T58,Rocco Mediate,3,1,1,0,2000
T58,Shaun Micheel,3,0,0,0,2000
T58,Joe Ogilvie,3,0,0,0,2000
T58,Rory Sabbatini,3,1,1,0,2000
T58,Paul Stankowski,3,0,0,0,2000
T81,Billy Andrade,2,1,0,0,2000
T81,Tommy Armour III,2,0,0,0,2000
T81,Bob Burns,2,0,0,0,2000
T81,Michael Clark II,2,1,0,0,2000
T81,Glen Day,2,0,0,0,2000
T81,Doug Dunakey,2,0,0,0,2000
T81,Joel Edwards,2,0,0,1,2000
T81,Brad Elder,2,0,1,0,2000
T81,Rick Fehr,2,0,0,0,2000
T81,Dan Forsman,2,0,0,1,2000
T81,Harrison Frazar,2,0,0,2,2000
T81,Bill Glasson,2,0,0,1,2000
T81,Matt Gogel,2,0,1,0,2000
T81,Mathew Goggin,2,0,0,1,2000
T81,Padraig Harrington,2,0,0,0,2000
T81,Brian Henninger,2,0,0,0,2000
T81,Glen Hnatiuk,2,0,0,1,2000
T81,Lee Janzen,2,0,0,0,2000
T81,Miguel Angel Jiménez,2,0,1,0,2000
T81,Brandt Jobe,2,0,0,0,2000
T81,Steve Jones,2,0,0,0,2000
T81,Pete Jordan,2,0,0,0,2000
T81,Greg Kraft,2,0,0,1,2000
T81,Neal Lancaster,2,0,0,0,2000
T81,Paul Lawrie,2,0,0,0,2000
T81,J.L. Lewis,2,0,0,1,2000
T81,Sandy Lyle,2,0,0,0,2000
T81,Billy Mayfair,2,0,0,0,2000
T81,Scott McCarron,2,0,0,0,2000
T81,Jim McGovern,2,0,0,0,2000
T81,Colin Montgomerie,2,0,0,1,2000
T81,Sean Murphy,2,0,0,0,2000
T81,Greg Norman,2,0,0,0,2000
T81,José María Olazábal,2,0,0,0,2000
T81,Tom Pernice Jr.,2,0,0,0,2000
T81,Joey Sindelar,2,0,0,0,2000
T81,Craig Stadler,2,0,1,0,2000
T81,Dave Stockton Jr.,2,0,0,0,2000
T81,David Sutherland,2,0,0,0,2000
T81,Esteban Toledo,2,0,1,0,2000
T81,Jean Van de Velde,2,0,2,0,2000
T81,Lee Westwood,2,0,1,0,2000
T123,Craig Barlow,1,0,0,0,2000
T123,Ben Bates,1,0,0,0,2000
T123,Andy Bean,1,0,0,0,2000
T123,Michael Bradley,1,0,0,0,2000
T123,Olin Browne,1,0,0,0,2000
T123,Michael Campbell,1,0,0,0,2000
T123,Jim Carter,1,1,0,0,2000
T123,K.J. Choi,1,0,0,0,2000
T123,Steve Elkington,1,0,0,0,2000
T123,Brad Fabel,1,0,0,0,2000
T123,Nick Faldo,1,0,0,0,2000
T123,Robin Freeman,1,0,0,1,2000
T123,David Frost,1,0,0,0,2000
T123,Keiichiro Fukabori,1,0,0,0,2000
T123,Pierre Fulke,1,0,0,0,2000
T123,Jim Gallagher Jr.,1,0,0,1,2000
T123,Brian Gay,1,0,0,0,2000
T123,Jimmy Green,1,0,0,0,2000
T123,Donnie Hammond,1,0,0,0,2000
T123,Bob Heintz,1,0,0,0,2000
T123,Kazuhiko Hosokawa,1,0,1,0,2000
T123,Charles Howell III,1,0,0,1,2000
T123,Bruce Lietzke,1,0,0,0,2000
T123,Larry Mize,1,0,0,1,2000
T123,David Morland IV,1,0,0,0,2000
T123,Gary Nicklaus,1,0,1,0,2000
T123,Mark O'Meara,1,0,0,0,2000
T123,Joe Ozaki,1,0,0,0,2000
T123,Craig Parry,1,0,0,0,2000
T123,Steve Pate,1,0,0,1,2000
T123,Dennis Paulson,1,1,0,0,2000
T123,Corey Pavin,1,0,0,0,2000
T123,David Peoples,1,0,0,0,2000
T123,Craig Perks,1,0,0,0,2000
T123,Phillip Price,1,0,1,0,2000
T123,Dicky Pride,1,0,0,0,2000
T123,Brett Quigley,1,0,0,0,2000
T123,Mike Reid,1,0,0,0,2000
T123,John Rollins,1,0,0,0,2000
T123,Stephen Sear,1,0,0,0,2000
T123,Jeff Sluman,1,0,0,0,2000
T123,Jerry Smith,1,0,0,0,2000
T123,Craig Spence,1,0,0,0,2000
T123,Mike Sposa,1,0,0,0,2000
T123,Steve Stricker,1,0,0,0,2000
T123,Bob Tway,1,0,0,0,2000
T123,Omar Uresti,1,0,0,0,2000
T123,Tom Watson,1,0,0,0,2000
T123,Brian Watts,1,0,0,0,2000
T123,Kevin Wentworth,1,0,1,0,2000
T123,Mark Wiebe,1,0,1,0,2000
T123,Jay Williamson,1,0,0,0,2000
T123,Richard Zokol,1,0,0,0,2000
1,Tiger Woods,16,8,1,2,1999
2,Chris Perry,14,0,2,1,1999
T3,Davis Love III,13,0,4,2,1999
T3,Hal Sutton,13,1,1,0,1999
5,David Duval,12,4,1,1,1999
6,Vijay Singh,11,1,1,1,1999
7,Bob Estes,9,0,0,0,1999
T8,Stewart Cink,8,0,1,1,1999
T8,Fred Funk,8,0,3,0,1999
T8,Jim Furyk,8,1,1,0,1999
T8,Dudley Hart,8,0,0,3,1999
T12,Glen Day,7,1,0,1,1999
T12,Ernie Els,7,1,1,1,1999
T12,Carlos Franco,7,2,0,3,1999
T12,Tim Herron,7,1,2,0,1999
T12,John Huston,7,0,0,3,1999
T12,Justin Leonard,7,0,2,2,1999
T12,Dennis Paulson,7,0,2,0,1999
T12,Nick Price,7,0,0,2,1999
T12,Loren Roberts,7,1,0,0,1999
T12,David Toms,7,2,1,1,1999
T12,Mike Weir,7,1,1,1,1999
T23,Fred Couples,6,0,0,0,1999
T23,Brent Geiberger,6,1,0,3,1999
T23,Scott Hoch,6,0,0,0,1999
T23,Jeff Maggert,6,1,1,1,1999
T23,Phil Mickelson,6,0,2,0,1999
T23,Jeff Sluman,6,1,2,0,1999
T29,Stuart Appleby,5,1,1,0,1999
T29,Tommy Armour III,5,0,1,1,1999
T29,Bill Glasson,5,0,1,1,1999
T29,Jay Haas,5,0,0,2,1999
T29,Lee Janzen,5,0,0,2,1999
T29,Jonathan Kaye,5,0,1,0,1999
T29,Tom Lehman,5,0,4,0,1999
T29,Craig Parry,5,0,0,1,1999
T29,Steve Pate,5,0,2,0,1999
T29,Payne Stewart,5,2,2,0,1999
T29,Kirk Triplett,5,0,0,2,1999
T29,Ted Tryba,5,1,3,1,1999
T29,Bob Tway,5,0,1,1,1999
T42,Stephen Ames,4,0,0,1,1999
T42,Paul Azinger,4,0,0,0,1999
T42,Mark Calcavecchia,4,0,0,1,1999
T42,Jay Delsing,4,0,0,1,1999
T42,Sergio Garcia,4,0,1,1,1999
T42,Paul Goydos,4,0,1,0,1999
T42,Scott Gump,4,0,1,0,1999
T42,Brian Henninger,4,1,0,1,1999
T42,Skip Kendall,4,0,1,0,1999
T42,Frank Lickliter II,4,0,1,0,1999
T42,John Maginnes,4,0,0,0,1999
T42,Billy Mayfair,4,0,1,0,1999
T42,Jesper Parnevik,4,1,0,0,1999
T42,Joey Sindelar,4,0,0,0,1999
T42,Steve Stricker,4,0,0,0,1999
T42,Kevin Sutherland,4,0,0,0,1999
T42,Tommy Tolles,4,0,1,0,1999
T42,Brian Watts,4,0,0,1,1999
T42,Kevin Wentworth,4,0,0,0,1999
T61,Emlyn Aubrey,3,0,0,0,1999
T61,Ronnie Black,3,0,0,0,1999
T61,Mark Brooks,3,0,0,0,1999
T61,Olin Browne,3,1,0,1,1999
T61,Barry Cheesman,3,0,0,0,1999
T61,Russ Cochran,3,0,0,0,1999
T61,Robert Damron,3,0,0,0,1999
T61,Chris DiMarco,3,0,1,1,1999
T61,Scott Dunlap,3,0,0,1,1999
T61,Steve Elkington,3,1,0,0,1999
T61,Steve Flesch,3,0,1,0,1999
T61,Dan Forsman,3,0,0,0,1999
T61,Nolan Henke,3,0,0,0,1999
T61,Gabriel Hjertstedt,3,1,0,0,1999
T61,Miguel Angel Jiménez,3,0,1,0,1999
T61,Steve Jones,3,0,0,0,1999
T61,Greg Kraft,3,0,2,0,1999
T61,Franklin Langham,3,0,0,1,1999
T61,Shigeki Maruyama,3,0,0,0,1999
T61,Rocco Mediate,3,1,0,0,1999
T61,Mark O'Meara,3,0,1,1,1999
T61,José María Olazábal,3,1,0,0,1999
T61,Corey Pavin,3,0,0,0,1999
T61,Mike Reid,3,0,0,1,1999
T61,Chris Riley,3,0,0,0,1999
T61,Duffy Waldorf,3,2,0,0,1999
T61,Lee Westwood,3,0,0,0,1999
T88,Craig Barlow,2,0,0,1,1999
T88,Rich Beem,2,1,0,0,1999
T88,Notah Begay III,2,2,0,0,1999
T88,Jay Don Blake,2,0,0,0,1999
T88,Eric Booker,2,0,0,1,1999
T88,Tom Byrum,2,0,1,0,1999
T88,Brandel Chamblee,2,0,0,0,1999
T88,John Cook,2,0,1,0,1999
T88,Trevor Dodds,2,0,0,0,1999
T88,Nick Faldo,2,0,0,0,1999
T88,Rick Fehr,2,0,0,0,1999
T88,Harrison Frazar,2,0,1,0,1999
T88,J.P. Hayes,2,0,0,0,1999
T88,Bradley Hughes,2,0,1,0,1999
T88,Pete Jordan,2,0,0,0,1999
T88,Jerry Kelly,2,0,0,1,1999
T88,J.L. Lewis,2,1,0,0,1999
T88,Steve Lowery,2,0,0,0,1999
T88,Andrew Magee,2,0,1,0,1999
T88,Len Mattiace,2,0,1,0,1999
T88,Larry Mize,2,0,0,0,1999
T88,Greg Norman,2,0,0,1,1999
T88,Joe Ogilvie,2,0,0,0,1999
T88,Dicky Pride,2,0,0,0,1999
T88,Brett Quigley,2,0,0,0,1999
T88,Charles Raulerson,2,0,0,0,1999
T88,Eduardo Romero,2,0,0,0,1999
T88,Rory Sabbatini,2,0,0,2,1999
T88,Tom Scherrer,2,0,0,0,1999
T88,Paul Stankowski,2,0,0,1,1999
T88,David Sutherland,2,0,0,1,1999
T88,Phil Tataurangi,2,0,0,0,1999
T88,Esteban Toledo,2,0,0,0,1999
T88,Omar Uresti,2,0,0,0,1999
T88,Mark Wiebe,2,0,0,0,1999
T123,Woody Austin,1,0,0,0,1999
T123,Doug Barron,1,0,0,0,1999
T123,Ben Bates,1,0,0,0,1999
T123,Phil Blackmar,1,0,0,0,1999
T123,Michael Bradley,1,0,0,0,1999
T123,Jeff Brehaut,1,0,0,0,1999
T123,Danny Briggs,1,0,0,0,1999
T123,Mike Brisky,1,0,1,0,1999
T123,Billy Ray Brown,1,0,1,0,1999
T123,Ángel Cabrera,1,0,0,0,1999
T123,Mark Carnevale,1,0,0,0,1999
T123,Jim Carter,1,0,0,0,1999
T123,Greg Chalmers,1,0,0,0,1999
T123,Darren Clarke,1,0,0,0,1999
T123,Chris Couch,1,0,0,0,1999
T123,Clark Dennis,1,0,0,0,1999
T123,Doug Dunakey,1,0,0,1,1999
T123,Brad Fabel,1,0,0,0,1999
T123,Brad Faxon,1,1,0,0,1999
T123,David Frost,1,0,0,0,1999
T123,Jeff Gallagher,1,0,0,0,1999
T123,Retief Goosen,1,0,0,0,1999
T123,Jimmy Green,1,0,0,0,1999
T123,Guy Hill,1,0,0,0,1999
T123,P.H. Horgan III,1,0,0,0,1999
T123,Mike Hulbert,1,0,0,0,1999
T123,Peter Jacobsen,1,0,0,0,1999
T123,Brandt Jobe,1,0,0,0,1999
T123,Robert Karlsson,1,0,0,0,1999
T123,Neal Lancaster,1,0,0,0,1999
T123,Bernhard Langer,1,0,0,0,1999
T123,Paul Lawrie,1,1,0,0,1999
T123,Dick Mast,1,0,0,0,1999
T123,Blaine McCallister,1,0,0,0,1999
T123,Scott McCarron,1,0,0,0,1999
T123,Colin Montgomerie,1,0,0,0,1999
T123,Perry Moss,1,0,0,1,1999
T123,Joe Ozaki,1,0,0,0,1999
T123,Tom Pernice Jr.,1,1,0,0,1999
T123,Kenny Perry,1,0,0,0,1999
T123,Eric Rustand,1,0,0,0,1999
T123,Scott Simpson,1,0,0,0,1999
T123,Patrik Sjöland,1,0,0,0,1999
T123,Craig Spence,1,0,0,0,1999
T123,Mike Sposa,1,0,0,0,1999
T123,Mike Springer,1,0,0,0,1999
T123,Craig Stadler,1,0,0,1,1999
T123,Dave Stockton Jr.,1,0,0,0,1999
T123,Jean Van de Velde,1,0,1,0,1999
T123,Scott Verplank,1,0,0,0,1999
T123,Grant Waite,1,0,0,0,1999
T123,D.A. Weibring,1,0,0,0,1999
T123,Jay Williamson,1,0,0,0,1999
T123,Kaname Yokoo,1,0,0,0,1999
1,Tiger Woods,13,1,2,2,1998
T2,David Duval,12,4,1,1,1998
T2,Jim Furyk,12,1,2,2,1998
T4,Davis Love III,10,1,1,2,1998
T4,Steve Stricker,10,0,2,0,1998
T6,Scott Hoch,9,0,2,0,1998
T6,Phil Mickelson,9,2,2,1,1998
T6,Hal Sutton,9,2,1,0,1998
T6,Bob Tway,9,0,0,1,1998
T6,Scott Verplank,9,0,2,1,1998
T11,Fred Funk,8,1,1,1,1998
T11,John Huston,8,2,1,0,1998
T11,Justin Leonard,8,1,2,0,1998
T11,Jeff Maggert,8,0,2,0,1998
T15,Mark Calcavecchia,7,1,1,1,1998
T15,Bob Estes,7,0,1,1,1998
T15,Mark O'Meara,7,2,1,1,1998
T15,Vijay Singh,7,2,3,0,1998
T19,Stewart Cink,6,0,1,0,1998
T19,John Cook,6,1,0,0,1998
T19,Glen Day,6,0,2,2,1998
T19,Andrew Magee,6,0,1,2,1998
T19,Nick Price,6,1,0,0,1998
T19,Payne Stewart,6,0,2,1,1998
T25,Stuart Appleby,5,1,0,0,1998
T25,Fred Couples,5,2,2,1,1998
T25,Steve Flesch,5,0,1,1,1998
T25,Skip Kendall,5,0,1,0,1998
T25,Tom Lehman,5,0,1,1,1998
T25,Frank Lickliter II,5,0,0,0,1998
T25,Billy Mayfair,5,2,1,0,1998
T25,Jesper Parnevik,5,1,0,1,1998
T25,Kenny Perry,5,0,0,1,1998
T25,Jeff Sluman,5,1,1,1,1998
T35,Tommy Armour III,4,0,1,0,1998
T35,Brandel Chamblee,4,1,0,0,1998
T35,Clark Dennis,4,0,0,1,1998
T35,Trevor Dodds,4,1,0,1,1998
T35,Steve Elkington,4,1,0,1,1998
T35,Ernie Els,4,1,0,0,1998
T35,Brent Geiberger,4,0,1,1,1998
T35,Jay Haas,4,0,1,0,1998
T35,Nolan Henke,4,0,0,2,1998
T35,Tim Herron,4,0,0,0,1998
T35,Steve Lowery,4,0,0,1,1998
T35,Craig Parry,4,0,0,0,1998
T35,Steve Pate,4,1,1,0,1998
T35,Chris Perry,4,1,0,1,1998
T35,Joey Sindelar,4,0,0,0,1998
T35,Kirk Triplett,4,0,0,0,1998
T35,Tom Watson,4,1,2,0,1998
T52,Stephen Ames,3,0,0,1,1998
T52,Billy Andrade,3,1,0,0,1998
T52,Paul Azinger,3,0,0,1,1998
T52,Jim Carter,3,0,0,1,1998
T52,Russ Cochran,3,0,0,0,1998
T52,Brad Fabel,3,0,0,1,1998
T52,Dan Forsman,3,0,0,0,1998
T52,Harrison Frazar,3,0,1,0,1998
T52,Bob Friend,3,0,1,0,1998
T52,Bill Glasson,3,0,0,1,1998
T52,Dudley Hart,3,0,0,1,1998
T52,Bradley Hughes,3,0,1,0,1998
T52,Lee Janzen,3,1,0,1,1998
T52,Len Mattiace,3,0,0,0,1998
T52,Scott McCarron,3,0,0,0,1998
T52,Colin Montgomerie,3,0,0,1,1998
T52,Loren Roberts,3,0,0,0,1998
T52,Dave Stockton Jr.,3,0,0,0,1998
T52,Kevin Sutherland,3,0,0,1,1998
T52,David Toms,3,0,1,0,1998
T52,Lee Westwood,3,1,0,0,1998
T52,Mark Wiebe,3,0,0,1,1998
T74,Doug Barron,2,0,0,0,1998
T74,Michael Bradley,2,1,0,0,1998
T74,Olin Browne,2,1,0,0,1998
T74,Tom Byrum,2,0,0,0,1998
T74,Barry Cheesman,2,0,0,1,1998
T74,John Daly,2,0,0,0,1998
T74,Chris DiMarco,2,0,0,0,1998
T74,Joe Durant,2,1,0,0,1998
T74,R.W. Eaks,2,0,0,0,1998
T74,Bruce Fleisher,2,0,0,0,1998
T74,Jeff Gallagher,2,0,0,0,1998
T74,Paul Goydos,2,0,1,0,1998
T74,Scott Gump,2,0,1,0,1998
T74,J.P. Hayes,2,1,0,1,1998
T74,Brian Henninger,2,0,0,0,1998
T74,Gabriel Hjertstedt,2,0,0,0,1998
T74,Steve Jones,2,1,0,0,1998
T74,Jerry Kelly,2,0,0,0,1998
T74,Greg Kraft,2,0,0,0,1998
T74,Neal Lancaster,2,0,0,0,1998
T74,J.L. Lewis,2,0,0,0,1998
T74,Rocco Mediate,2,0,0,0,1998
T74,Larry Mize,2,0,1,0,1998
T74,Frank Nobilo,2,0,0,0,1998
T74,Corey Pavin,2,0,0,0,1998
T74,Brett Quigley,2,0,0,0,1998
T74,Mike Reid,2,0,0,0,1998
T74,Chris Smith,2,0,0,0,1998
T74,Craig Stadler,2,0,0,0,1998
T74,Paul Stankowski,2,0,0,0,1998
T74,Doug Tewell,2,0,0,0,1998
T74,Esteban Toledo,2,0,0,1,1998
T74,Tommy Tolles,2,0,0,1,1998
T74,Ted Tryba,2,0,0,0,1998
T74,Duffy Waldorf,2,0,0,0,1998
T74,Mike Weir,2,0,0,0,1998
T74,Kevin Wentworth,2,0,0,0,1998
T74,Willie Wood,2,0,1,0,1998
T74,Fuzzy Zoeller,2,0,0,0,1998
T113,Fulton Allem,1,0,0,0,1998
T113,Robert Allenby,1,0,0,0,1998
T113,Ben Bates,1,0,0,0,1998
T113,Thomas Bjørn,1,0,0,0,1998
T113,Phil Blackmar,1,0,0,0,1998
T113,Jay Don Blake,1,0,1,0,1998
T113,Eric Booker,1,0,0,0,1998
T113,Mike Brisky,1,0,0,0,1998
T113,Curt Byrum,1,0,0,0,1998
T113,Mark Carnevale,1,0,0,0,1998
T113,Brian Claar,1,0,0,0,1998
T113,Darren Clarke,1,0,0,0,1998
T113,Lennie Clements,1,0,0,0,1998
T113,Tim Conley,1,0,0,0,1998
T113,Richie Coughlan,1,0,0,0,1998
T113,Robert Damron,1,0,0,0,1998
T113,Jay Delsing,1,0,0,0,1998
T113,Allen Doyle,1,0,0,0,1998
T113,Brad Faxon,1,0,0,0,1998
T113,Rick Fehr,1,0,0,0,1998
T113,Jim Gallagher Jr.,1,0,0,0,1998
T113,Bob Gilder,1,0,0,0,1998
T113,Gary Hallberg,1,0,0,0,1998
T113,Mike Heinen,1,0,0,0,1998
T113,P.H. Horgan III,1,0,0,0,1998
T113,Mike Hulbert,1,0,0,1,1998
T113,Peter Jacobsen,1,0,1,0,1998
T113,Brandt Jobe,1,0,0,0,1998
T113,Steve Jurgensen,1,0,0,0,1998
T113,Bernhard Langer,1,0,0,0,1998
T113,Franklin Langham,1,0,1,0,1998
T113,Bruce Lietzke,1,0,1,0,1998
T113,Tim Loustalot,1,0,1,0,1998
T113,Sandy Lyle,1,0,0,0,1998
T113,John Maginnes,1,0,0,0,1998
T113,Doug Martin,1,0,0,0,1998
T113,Spike McRoy,1,0,0,0,1998
T113,Jack Nicklaus,1,0,0,0,1998
T113,Joe Ozaki,1,0,0,0,1998
T113,Tom Pernice Jr.,1,0,1,0,1998
T113,Lee Porter,1,0,0,1,1998
T113,Tom Purtzer,1,0,0,0,1998
T113,Lee Rinker,1,0,0,0,1998
T113,Costantino Rocca,1,0,0,0,1998
T113,Justin Rose,1,0,0,0,1998
T113,Hugh Royer III,1,0,0,0,1998
T113,Raymond Russell,1,0,0,0,1998
T113,Scott Simpson,1,1,0,0,1998
T113,Mike Small,1,0,0,0,1998
T113,Mike Standly,1,0,0,0,1998
T113,Phil Tataurangi,1,0,1,0,1998
T113,Omar Uresti,1,0,0,0,1998
T113,Brian Watts,1,0,1,0,1998
T113,D.A. Weibring,1,0,0,0,1998
T113,Ian Woosnam,1,0,0,0,1998
T1,Jim Furyk,13,0,3,1,1997
T1,Davis Love III,13,2,0,1,1997
3,Scott Hoch,11,1,1,1,1997
T4,Tom Lehman,9,0,1,1,1997
T4,Jesper Parnevik,9,0,5,1,1997
T4,Loren Roberts,9,1,1,1,1997
T4,Tommy Tolles,9,0,0,1,1997
T4,Tiger Woods,9,4,1,1,1997
T9,Justin Leonard,8,2,1,1,1997
T9,Nick Price,8,1,1,2,1997
T11,Mark Calcavecchia,7,1,1,0,1997
T11,Fred Couples,7,0,0,0,1997
T11,David Duval,7,3,2,0,1997
T11,Ernie Els,7,2,1,0,1997
T11,Lee Janzen,7,0,2,0,1997
T11,Andrew Magee,7,0,2,0,1997
T11,Scott McCarron,7,1,0,0,1997
T11,Greg Norman,7,2,2,1,1997
T11,David Ogrin,7,0,2,0,1997
T11,Payne Stewart,7,0,1,1,1997
T21,Mike Brisky,6,0,0,1,1997
T21,John Cook,6,1,0,1,1997
T21,Brad Faxon,6,1,3,0,1997
T21,Bill Glasson,6,1,2,0,1997
T21,Tim Herron,6,1,0,0,1997
T21,Steve Jones,6,2,1,0,1997
T21,Jeff Maggert,6,0,2,1,1997
T21,Mark O'Meara,6,2,0,1,1997
T21,Craig Stadler,6,0,2,0,1997
T30,Stuart Appleby,5,1,2,0,1997
T30,Tom Byrum,5,0,2,0,1997
T30,Russ Cochran,5,0,1,0,1997
T30,Paul Goydos,5,0,0,0,1997
T30,Tom Kite,5,0,1,0,1997
T30,Steve Lowery,5,0,0,2,1997
T30,Phil Mickelson,5,2,1,0,1997
T30,Paul Stankowski,5,1,0,1,1997
T30,Bob Tway,5,0,0,0,1997
T30,Tom Watson,5,0,0,1,1997
T40,Fulton Allem,4,0,0,0,1997
T40,Billy Andrade,4,0,0,0,1997
T40,Stewart Cink,4,1,1,0,1997
T40,Robert Damron,4,0,0,2,1997
T40,Glen Day,4,0,0,0,1997
T40,Brad Fabel,4,0,1,0,1997
T40,Dan Forsman,4,0,1,1,1997
T40,Jay Haas,4,0,0,0,1997
T40,Mike Hulbert,4,0,1,0,1997
T40,Frank Nobilo,4,1,1,0,1997
T40,Craig Parry,4,0,0,1,1997
T40,Steve Pate,4,0,0,0,1997
T40,Don Pooley,4,0,0,0,1997
T40,Vijay Singh,4,2,0,0,1997
T40,Kevin Sutherland,4,0,1,0,1997
T40,Hal Sutton,4,0,0,1,1997
T40,Kirk Triplett,4,0,0,1,1997
