,"year","rank","player_name","rounds","per_round_avg","total_3_plus_putts","total_rounds"
1551,2008,"
        T22","
Padraig Harrington
",52,0.02,1,50
1552,2008,"
        T22","
Brandt Jobe
",52,0.02,1,52
1553,2008,"
        T22","
Jerry Kelly
",89,0.02,2,88
1554,2008,"
        T22","
Cliff Kresge
",84,0.02,2,84
1555,2008,"
        T22","
David Lutterus
",59,0.02,1,59
1556,2008,"
        T22","
Hunter Mahan
",87,0.02,2,85
1557,2008,"
        T22","
Billy Mayfair
",103,0.02,2,103
1558,2008,"
        T22","
John Merrick
",98,0.02,2,98
1559,2008,"
        T22","
Kevin Na
",97,0.02,2,97
1560,2008,"
        T22","
Geoff Ogilvy
",65,0.02,1,64
1561,2008,"
        T22","
Ian Poulter
",51,0.02,1,49
1562,2008,"
        T22","
John Rollins
",94,0.02,2,94
1563,2008,"
        T22","
Adam Scott
",51,0.02,1,49
1564,2008,"
        T22","
Scott Sterling
",89,0.02,2,89
1565,2008,"
        T22","
Chris Stroud
",81,0.02,2,81
1566,2008,"
        T22","
Bubba Watson
",97,0.02,2,97
1567,2008,"
        T22","
Boo Weekley
",86,0.02,2,83
1568,2008,"
        T22","
Dean Wilson
",109,0.02,2,109
1569,2008,"
        T52","
Brad Adamonis
",87,0.01,1,87
1570,2008,"
        T52","
Billy Andrade
",71,0.01,1,71
1571,2008,"
        T52","
Woody Austin
",109,0.01,1,105
1572,2008,"
        T52","
Eric Axley
",113,0.01,1,113
1573,2008,"
        T52","
Cameron Beckman
",87,0.01,1,87
1574,2008,"
        T52","
Rich Beem
",90,0.01,1,90
1575,2008,"
        T52","
Alex Cejka
",75,0.01,1,75
1576,2008,"
        T52","
Daniel Chopra
",84,0.01,1,83
1577,2008,"
        T52","
Stewart Cink
",87,0.01,1,81
1578,2008,"
        T52","
Tim Clark
",90,0.01,1,89
1579,2008,"
        T52","
Ben Crane
",86,0.01,1,86
1580,2008,"
        T52","
Chris DiMarco
",87,0.01,1,87
1581,2008,"
        T52","
Carlos Franco
",73,0.01,1,73
1582,2008,"
        T52","
Sergio Garcia
",72,0.01,1,70
1583,2008,"
        T52","
Lucas Glover
",91,0.01,1,91
1584,2008,"
        T52","
Mathew Goggin
",91,0.01,1,91
1585,2008,"
        T52","
Nathan Green
",95,0.01,1,95
1586,2008,"
        T52","
Bill Haas
",99,0.01,1,99
1587,2008,"
        T52","
Todd Hamilton
",92,0.01,1,92
1588,2008,"
        T52","
J.P. Hayes
",67,0.01,1,67
1589,2008,"
        T52","
Mark Hensby
",71,0.01,1,71
1590,2008,"
        T52","
Tim Herron
",97,0.01,1,97
1591,2008,"
        T52","
Charles Howell III
",101,0.01,1,99
1592,2008,"
        T52","
Trevor Immelman
",70,0.01,1,68
1593,2008,"
        T52","
Richard Johnson
",77,0.01,1,77
1594,2008,"
        T52","
Zach Johnson
",85,0.01,1,84
1595,2008,"
        T52","
Anthony Kim
",81,0.01,1,81
1596,2008,"
        T52","
Justin Leonard
",101,0.01,1,95
1597,2008,"
        T52","
Peter Lonard
",92,0.01,1,92
1598,2008,"
        T52","
Steve Marino
",119,0.01,1,119
1599,2008,"
        T52","
George McNeill
",97,0.01,1,97
1600,2008,"
        T52","
Phil Mickelson
",80,0.01,1,78
1601,2008,"
        T52","
Jon Mills
",95,0.01,1,95
1602,2008,"
        T52","
Ryan Moore
",72,0.01,1,72
1603,2008,"
        T52","
Rod Pampling
",83,0.01,1,80
1604,2008,"
        T52","
Jin Park
",85,0.01,1,85
1605,2008,"
        T52","
Pat Perez
",93,0.01,1,92
1606,2008,"
        T52","
Tom Pernice Jr.
",104,0.01,1,104
1607,2008,"
        T52","
Tim Petrovic
",97,0.01,1,97
1608,2008,"
        T52","
Carl Pettersson
",110,0.01,1,110
1609,2008,"
        T52","
Jeff Quinney
",87,0.01,1,87
1610,2008,"
        T52","
Tag Ridings
",88,0.01,1,88
1611,2008,"
        T52","
John Riegger
",73,0.01,1,73
1612,2008,"
        T52","
Heath Slocum
",104,0.01,1,104
1613,2008,"
        T52","
Steve Stricker
",75,0.01,1,72
1614,2008,"
        T52","
Kyle Thompson
",70,0.01,1,70
1615,2008,"
        T52","
Nicholas Thompson
",113,0.01,1,113
1616,2008,"
        T52","
D.J. Trahan
",94,0.01,1,94
1617,2008,"
        T52","
Bo Van Pelt
",101,0.01,1,101
1618,2008,"
        T52","
Scott Verplank
",82,0.01,1,81
1619,2008,"
        T52","
Camilo Villegas
",79,0.01,1,78
1620,2008,"
        T52","
Tim Wilkinson
",95,0.01,1,95
1621,2008,"
        T52","
Mark Wilson
",107,0.01,1,107
1622,2009,"
        1","
Kirk Triplett
",60,0.1,6,60
1623,2009,"
        T2","
Aaron Baddeley
",66,0.05,3,65
1624,2009,"
        T2","
Paul Goydos
",79,0.05,4,79
1625,2009,"
        T4","
Eric Axley
",71,0.04,3,71
1626,2009,"
        T4","
Fred Couples
",54,0.04,2,54
1627,2009,"
        T4","
David Duval
",56,0.04,2,56
1628,2009,"
        T4","
Greg Kraft
",51,0.04,2,51
1629,2009,"
        T4","
Tom Lehman
",55,0.04,2,55
1630,2009,"
        T4","
Nick O'Hern
",90,0.04,4,90
1631,2009,"
        T4","
Leif Olson
",51,0.04,2,51
1632,2009,"
        T4","
Rick Price
",54,0.04,2,54
1633,2009,"
        T4","
Adam Scott
",53,0.04,2,52
1634,2009,"
        T4","
John Senden
",100,0.04,4,100
1635,2009,"
        T4","
Brendon Todd
",53,0.04,2,53
1636,2009,"
        T4","
Boo Weekley
",79,0.04,3,77
1637,2009,"
        T16","
Mark Calcavecchia
",72,0.03,2,72
1638,2009,"
        T16","
Ben Curtis
",63,0.03,2,62
1639,2009,"
        T16","
Glen Day
",79,0.03,2,79
1640,2009,"
        T16","
Padraig Harrington
",66,0.03,2,65
1641,2009,"
        T16","
Martin Laird
",72,0.03,2,72
1642,2009,"
        T16","
Will MacKenzie
",69,0.03,2,69
1643,2009,"
        T16","
Phil Mickelson
",66,0.03,2,63
1644,2009,"
        T16","
Greg Owen
",97,0.03,3,97
1645,2009,"
        T16","
Carl Pettersson
",86,0.03,3,86
1646,2009,"
        T16","
Jeff Quinney
",78,0.03,2,78
1647,2009,"
        T16","
Rory Sabbatini
",81,0.03,2,80
1648,2009,"
        T16","
Vaughn Taylor
",88,0.03,3,88
1649,2009,"
        T16","
Casey Wittenberg
",71,0.03,2,71
1650,2009,"
        T29","
Briny Baird
",89,0.02,2,89
1651,2009,"
        T29","
Matt Bettencourt
",98,0.02,2,98
1652,2009,"
        T29","
Kris Blanks
",60,0.02,1,60
1653,2009,"
        T29","
Bart Bryant
",58,0.02,1,58
1654,2009,"
        T29","
Jason Day
",61,0.02,1,61
1655,2009,"
        T29","
Chris DiMarco
",97,0.02,2,97
1656,2009,"
        T29","
Derek Fathauer
",63,0.02,1,63
1657,2009,"
        T29","
Sergio Garcia
",59,0.02,1,58
1658,2009,"
        T29","
Lucas Glover
",93,0.02,2,93
1659,2009,"
        T29","
Dustin Johnson
",85,0.02,2,84
1660,2009,"
        T29","
Steve Lowery
",83,0.02,2,83
1661,2009,"
        T29","
Billy Mayfair
",83,0.02,2,83
1662,2009,"
        T29","
Ian Poulter
",59,0.02,1,56
1663,2009,"
        T29","
Webb Simpson
",94,0.02,2,94
1664,2009,"
        T29","
Brandt Snedeker
",81,0.02,2,81
1665,2009,"
        T29","
Kevin Stadler
",65,0.02,1,65
1666,2009,"
        T29","
Nicholas Thompson
",96,0.02,2,96
1667,2009,"
        T29","
D.J. Trahan
",96,0.02,2,96
1668,2009,"
        T29","
Nick Watney
",86,0.02,2,86
1669,2009,"
        T29","
Matt Weibring
",65,0.02,1,65
1670,2009,"
        T29","
Mark Wilson
",99,0.02,2,99
1671,2009,"
        T29","
Gary Woodland
",53,0.02,1,53
1672,2009,"
        T51","
Brad Adamonis
",70,0.01,1,70
1673,2009,"
        T51","
Michael Allen
",73,0.01,1,73
1674,2009,"
        T51","
Ricky Barnes
",67,0.01,1,67
1675,2009,"
        T51","
Cameron Beckman
",87,0.01,1,87
1676,2009,"
        T51","
Jonathan Byrd
",89,0.01,1,89
1677,2009,"
        T51","
Daniel Chopra
",89,0.01,1,89
1678,2009,"
        T51","
Tim Clark
",81,0.01,1,78
1679,2009,"
        T51","
Ben Crane
",93,0.01,1,93
1680,2009,"
        T51","
Brian Davis
",103,0.01,1,103
1681,2009,"
        T51","
Ken Duke
",87,0.01,1,87
1682,2009,"
        T51","
Steve Flesch
",77,0.01,1,77
1683,2009,"
        T51","
Jason Gore
",74,0.01,1,74
1684,2009,"
        T51","
Nathan Green
",104,0.01,1,104
1685,2009,"
        T51","
Bill Haas
",91,0.01,1,91
1686,2009,"
        T51","
Todd Hamilton
",83,0.01,1,83
1687,2009,"
        T51","
Tim Herron
",87,0.01,1,87
1688,2009,"
        T51","
J.B. Holmes
",74,0.01,1,74
1689,2009,"
        T51","
Ryuji Imada
",85,0.01,1,85
1690,2009,"
        T51","
Richard Johnson
",85,0.01,1,85
1691,2009,"
        T51","
Zach Johnson
",94,0.01,1,92
1692,2009,"
        T51","
Kent Jones
",73,0.01,1,73
1693,2009,"
        T51","
Jerry Kelly
",90,0.01,1,90
1694,2009,"
        T51","
Cliff Kresge
",78,0.01,1,78
1695,2009,"
        T51","
Matt Kuchar
",82,0.01,1,82
1696,2009,"
        T51","
Marc Leishman
",91,0.01,1,91
1697,2009,"
        T51","
Michael Letzig
",96,0.01,1,96
1698,2009,"
        T51","
Hunter Mahan
",94,0.01,1,92
1699,2009,"
        T51","
David Mathis
",82,0.01,1,82
1700,2009,"
        T51","
Troy Matteson
",95,0.01,1,95
1701,2009,"
        T51","
Scott McCarron
",91,0.01,1,91
1702,2009,"
        T51","
George McNeill
",82,0.01,1,82
1703,2009,"
        T51","
John Merrick
",91,0.01,1,91
1704,2009,"
        T51","
Kevin Na
",91,0.01,1,91
1705,2009,"
        T51","
Pat Perez
",74,0.01,1,72
1706,2009,"
        T51","
Scott Piercy
",85,0.01,1,85
1707,2009,"
        T51","
D.A. Points
",99,0.01,1,99
1708,2009,"
        T51","
Aron Price
",89,0.01,1,89
1709,2009,"
        T51","
Ted Purdy
",101,0.01,1,101
1710,2009,"
        T51","
Brett Quigley
",92,0.01,1,92
1711,2009,"
        T51","
Scott Verplank
",88,0.01,1,88
1712,2009,"
        T51","
Johnson Wagner
",81,0.01,1,81
1713,2009,"
        T51","
Dean Wilson
",81,0.01,1,81
1714,2009,"
        T51","
Y.E. Yang
",83,0.01,1,83
1715,2010,"
        1","
Joe Ogilvie
",99,0.07,7,99
1716,2010,"
        T2","
John Daly
",63,0.05,3,63
1717,2010,"
        T2","
Jason Dufner
",87,0.05,4,87
1718,2010,"
        T4","
David Duval
",71,0.04,3,71
1719,2010,"
        T4","
Will MacKenzie
",72,0.04,3,72
1720,2010,"
        T4","
Garth Mulroy
",53,0.04,2,53
1721,2010,"
        T4","
Tim Petrovic
",105,0.04,4,105
1722,2010,"
        T4","
Roger Tambellini
",77,0.04,3,77
1723,2010,"
        T9","
Cameron Beckman
",68,0.03,2,68
1724,2010,"
        T9","
Stewart Cink
",84,0.03,2,80
1725,2010,"
        T9","
James Driscoll
",78,0.03,2,78
1726,2010,"
        T9","
Bob Estes
",79,0.03,2,79
1727,2010,"
        T9","
Matt Every
",60,0.03,2,60
1728,2010,"
        T9","
Martin Flores
",75,0.03,2,75
1729,2010,"
        T9","
Nathan Green
",86,0.03,3,86
1730,2010,"
        T9","
Mathias Grönberg
",61,0.03,2,61
1731,2010,"
        T9","
Tim Herron
",79,0.03,2,79
1732,2010,"
        T9","
Bill Lunde
",79,0.03,2,79
1733,2010,"
        T9","
David Lutterus
",69,0.03,2,69
1734,2010,"
        T9","
Jeff Maggert
",76,0.03,2,76
1735,2010,"
        T9","
John Mallinger
",78,0.03,2,78
1736,2010,"
        T9","
Ryan Moore
",80,0.03,2,79
1737,2010,"
        T9","
James Nitties
",92,0.03,3,92
1738,2010,"
        T9","
Greg Owen
",69,0.03,2,69
1739,2010,"
        T9","
Adam Scott
",70,0.03,2,68
1740,2010,"
        T9","
Bo Van Pelt
",104,0.03,3,104
1741,2010,"
        T9","
Nick Watney
",91,0.03,3,88
1742,2010,"
        T9","
Y.E. Yang
",72,0.03,2,70
1743,2010,"
        T29","
Aaron Baddeley
",94,0.02,2,94
1744,2010,"
        T29","
Matt Bettencourt
",91,0.02,2,91
1745,2010,"
        T29","
Mark Calcavecchia
",50,0.02,1,50
1746,2010,"
        T29","
Chad Campbell
",94,0.02,2,93
1747,2010,"
        T29","
Brian Davis
",101,0.02,2,101
1748,2010,"
        T29","
Graham DeLaet
",88,0.02,2,88
1749,2010,"
        T29","
Brent Delahoussaye
",57,0.02,1,57
1750,2010,"
        T29","
Rickie Fowler
",98,0.02,2,98
1751,2010,"
        T29","
Jeff Gove
",57,0.02,1,57
1752,2010,"
        T29","
J.B. Holmes
",100,0.02,2,100
1753,2010,"
        T29","
Trevor Immelman
",55,0.02,1,55
1754,2010,"
        T29","
Zach Johnson
",93,0.02,2,91
1755,2010,"
        T29","
Michael Letzig
",84,0.02,2,84
1756,2010,"
        T29","
Jarrod Lyle
",54,0.02,1,54
1757,2010,"
        T29","
Hunter Mahan
",85,0.02,2,84
1758,2010,"
        T29","
Rory McIlroy
",54,0.02,1,52
1759,2010,"
        T29","
Sean O'Hair
",84,0.02,2,82
1760,2010,"
        T29","
Geoff Ogilvy
",62,0.02,1,60
1761,2010,"
        T29","
Brenden Pappas
",66,0.02,1,66
1762,2010,"
        T29","
Brett Quigley
",96,0.02,2,96
1763,2010,"
        T29","
Heath Slocum
",97,0.02,2,97
1764,2010,"
        T29","
Josh Teater
",101,0.02,2,101
1765,2010,"
        T29","
D.J. Trahan
",92,0.02,2,92
1766,2010,"
        T29","
Vance Veazey
",58,0.02,1,58
1767,2010,"
        T29","
Mike Weir
",59,0.02,1,57
1768,2010,"
        T54","
Stephen Ames
",75,0.01,1,74
1769,2010,"
        T54","
Stuart Appleby
",101,0.01,1,101
1770,2010,"
        T54","
Woody Austin
",93,0.01,1,93
1771,2010,"
        T54","
Ricky Barnes
",103,0.01,1,103
1772,2010,"
        T54","
Michael Connell
",89,0.01,1,89
1773,2010,"
        T54","
Jim Furyk
",76,0.01,1,74
1774,2010,"
        T54","
Tom Gillis
",97,0.01,1,97
1775,2010,"
        T54","
Paul Goydos
",78,0.01,1,78
1776,2010,"
        T54","
J.P. Hayes
",79,0.01,1,79
1777,2010,"
        T54","
Ryuji Imada
",90,0.01,1,90
1778,2010,"
        T54","
Freddie Jacobson
",83,0.01,1,83
1779,2010,"
        T54","
Dustin Johnson
",83,0.01,1,82
1780,2010,"
        T54","
Richard Johnson
",90,0.01,1,90
1781,2010,"
        T54","
Davis Love III
",79,0.01,1,79
1782,2010,"
        T54","
Billy Mayfair
",78,0.01,1,78
1783,2010,"
        T54","
Phil Mickelson
",76,0.01,1,76
1784,2010,"
        T54","
Kevin Na
",94,0.01,1,93
1785,2010,"
        T54","
Justin Rose
",78,0.01,1,78
1786,2010,"
        T54","
Rory Sabbatini
",79,0.01,1,78
1787,2010,"
        T54","
Webb Simpson
",98,0.01,1,98
1788,2010,"
        T54","
Kevin Streelman
",90,0.01,1,90
1789,2010,"
        T54","
Chris Stroud
",90,0.01,1,90
1790,2010,"
        T54","
Kevin Sutherland
",86,0.01,1,86
1791,2010,"
        T54","
Vaughn Taylor
",87,0.01,1,87
1792,2010,"
        T54","
Roland Thatcher
",72,0.01,1,72
1793,2010,"
        T54","
Nicholas Thompson
",88,0.01,1,88
1794,2010,"
        T54","
Chris Tidland
",77,0.01,1,77
1795,2010,"
        T54","
Camilo Villegas
",78,0.01,1,72
1796,2010,"
        T54","
Johnson Wagner
",85,0.01,1,85
1797,2010,"
        T54","
Boo Weekley
",88,0.01,1,88
1798,2010,"
        T54","
Steve Wheatcroft
",74,0.01,1,74
1799,2010,"
        T54","
Charlie Wi
",95,0.01,1,95
1800,2010,"
        T54","
Jay Williamson
",76,0.01,1,76
1801,2010,"
        T54","
Garrett Willis
",82,0.01,1,82
1802,2011,"
        1","
D.J. Trahan
",91,0.07,6,91
1803,2011,"
        T2","
David Duval
",67,0.04,3,67
1804,2011,"
        T2","
Paul Goydos
",81,0.04,3,81
1805,2011,"
        T2","
Billy Horschel
",75,0.04,3,75
1806,2011,"
        T2","
Steve Marino
",76,0.04,3,76
1807,2011,"
        T2","
Billy Mayfair
",94,0.04,4,94
1808,2011,"
        T7","
Ricky Barnes
",78,0.03,2,78
1809,2011,"
        T7","
Ernie Els
",71,0.03,2,69
1810,2011,"
        T7","
Scott Gutschewski
",67,0.03,2,67
1811,2011,"
        T7","
Jim Herman
",69,0.03,2,69
1812,2011,"
        T7","
Troy Merritt
",63,0.03,2,63
1813,2011,"
        T7","
Geoff Ogilvy
",69,0.03,2,66
1814,2011,"
        T7","
Pat Perez
",76,0.03,2,76
1815,2011,"
        T7","
Michael Putnam
",67,0.03,2,67
1816,2011,"
        T7","
Andres Romero
",77,0.03,2,77
1817,2011,"
        T7","
Vijay Singh
",79,0.03,2,79
1818,2011,"
        T7","
Kevin Stadler
",88,0.03,3,88
1819,2011,"
        T18","
Arjun Atwal
",91,0.02,2,91
1820,2011,"
        T18","
Keegan Bradley
",91,0.02,2,91
1821,2011,"
        T18","
Chad Campbell
",99,0.02,2,99
1822,2011,"
        T18","
Brian Davis
",105,0.02,2,105
1823,2011,"
        T18","
Harrison Frazar
",58,0.02,1,58
1824,2011,"
        T18","
Tommy Gainey
",104,0.02,2,104
1825,2011,"
        T18","
Robert Garrigus
",83,0.02,2,83
1826,2011,"
        T18","
Tom Gillis
",55,0.02,1,55
1827,2011,"
        T18","
Fabián Gómez
",84,0.02,2,84
1828,2011,"
        T18","
David Hearn
",88,0.02,2,88
1829,2011,"
        T18","
Lee Janzen
",62,0.02,1,62
1830,2011,"
        T18","
Brandt Jobe
",100,0.02,2,100
1831,2011,"
        T18","
Derek Lamely
",65,0.02,1,65
1832,2011,"
        T18","
Marc Leishman
",87,0.02,2,87
1833,2011,"
        T18","
Zack Miller
",86,0.02,2,86
1834,2011,"
        T18","
Jeff Overton
",92,0.02,2,91
1835,2011,"
        T18","
Martin Piller
",63,0.02,1,63
1836,2011,"
        T18","
Chez Reavie
",92,0.02,2,92
1837,2011,"
        T18","
Rory Sabbatini
",85,0.02,2,85
1838,2011,"
        T18","
Adam Scott
",60,0.02,1,59
1839,2011,"
        T18","
Brendan Steele
",89,0.02,2,89
1840,2011,"
        T18","
Kevin Streelman
",90,0.02,2,90
1841,2011,"
        T18","
Will Strickler
",51,0.02,1,51
1842,2011,"
        T18","
Jhonattan Vegas
",84,0.02,2,84
1843,2011,"
        T18","
Johnson Wagner
",81,0.02,2,81
1844,2011,"
        T18","
Dean Wilson
",62,0.02,1,62
1845,2011,"
        T18","
Mark Wilson
",89,0.02,2,87
1846,2011,"
        T45","
Blake Adams
",116,0.01,1,116
1847,2011,"
        T45","
Stephen Ames
",69,0.01,1,69
1848,2011,"
        T45","
Aaron Baddeley
",77,0.01,1,77
1849,2011,"
        T45","
Matt Bettencourt
",84,0.01,1,84
1850,2011,"
        T45","
Joseph Bramlett
",73,0.01,1,73
1851,2011,"
        T45","
D.J. Brigman
",67,0.01,1,67
1852,2011,"
        T45","
Michael Connell
",76,0.01,1,76
1853,2011,"
        T45","
Jason Day
",76,0.01,1,73
1854,2011,"
        T45","
Chris DiMarco
",93,0.01,1,93
1855,2011,"
        T45","
Rickie Fowler
",84,0.01,1,81
1856,2011,"
        T45","
Hunter Haas
",96,0.01,1,96
1857,2011,"
        T45","
Charley Hoffman
",93,0.01,1,92
1858,2011,"
        T45","
Ryuji Imada
",83,0.01,1,83
1859,2011,"
        T45","
Freddie Jacobson
",92,0.01,1,92
1860,2011,"
        T45","
Matt Jones
",71,0.01,1,71
1861,2011,"
        T45","
Jerry Kelly
",85,0.01,1,85
1862,2011,"
        T45","
Bio Kim
",71,0.01,1,71
1863,2011,"
        T45","
Chris Kirk
",87,0.01,1,87
1864,2011,"
        T45","
Matt Kuchar
",94,0.01,1,88
1865,2011,"
        T45","
Martin Laird
",77,0.01,1,76
1866,2011,"
        T45","
Justin Leonard
",82,0.01,1,82
1867,2011,"
        T45","
Ben Martin
",74,0.01,1,74
1868,2011,"
        T45","
Phil Mickelson
",79,0.01,1,77
1869,2011,"
        T45","
Sean O'Hair
",71,0.01,1,70
1870,2011,"
        T45","
Nick O'Hern
",89,0.01,1,89
1871,2011,"
        T45","
Rod Pampling
",72,0.01,1,72
1872,2011,"
        T45","
D.A. Points
",89,0.01,1,89
1873,2011,"
        T45","
Alex Prugh
",82,0.01,1,82
1874,2011,"
        T45","
John Rollins
",85,0.01,1,85
1875,2011,"
        T45","
John Senden
",94,0.01,1,94
1876,2011,"
        T45","
Scott Stallings
",84,0.01,1,84
1877,2011,"
        T45","
Paul Stankowski
",78,0.01,1,78
1878,2011,"
        T45","
Kyle Stanley
",98,0.01,1,98
1879,2011,"
        T45","
Steve Stricker
",70,0.01,1,69
1880,2011,"
        T45","
Roland Thatcher
",67,0.01,1,67
1881,2011,"
        T45","
David Toms
",78,0.01,1,78
1882,2011,"
        T45","
Cameron Tringale
",110,0.01,1,110
1883,2011,"
        T45","
Bo Van Pelt
",92,0.01,1,90
1884,2011,"
        T45","
Charlie Wi
",83,0.01,1,83
1885,2011,"
        T45","
Garrett Willis
",71,0.01,1,71
1886,2012,"
        T1","
Scott Dunlap
",57,0.06,3,53
1887,2012,"
        T1","
Andres Romero
",68,0.06,4,64
1888,2012,"
        T1","
Cameron Tringale
",88,0.06,5,88
1889,2012,"
        4","
Michael Thompson
",80,0.05,4,80
1890,2012,"
        T5","
Stephen Ames
",54,0.04,2,54
1891,2012,"
        T5","
Sung Kang
",75,0.04,3,73
1892,2012,"
        T5","
Robert Karlsson
",54,0.04,2,52
1893,2012,"
        T5","
David Mathis
",83,0.04,3,81
1894,2012,"
        T5","
Ted Potter Jr.
",77,0.04,3,77
1895,2012,"
        T5","
Ian Poulter
",57,0.04,2,56
1896,2012,"
        T11","
Arjun Atwal
",79,0.03,2,75
1897,2012,"
        T11","
Cameron Beckman
",81,0.03,2,77
1898,2012,"
        T11","
Tommy Biershenk
",74,0.03,2,72
1899,2012,"
        T11","
Tim Clark
",60,0.03,2,60
1900,2012,"
        T11","
Erik Compton
",81,0.03,2,77
1901,2012,"
        T11","
Chris Couch
",61,0.03,2,59
1902,2012,"
        T11","
Robert Garrigus
",89,0.03,3,89
1903,2012,"
        T11","
Hunter Haas
",69,0.03,2,65
1904,2012,"
        T11","
Jason Kokrak
",79,0.03,2,75
1905,2012,"
        T11","
Bill Lunde
",83,0.03,2,79
1906,2012,"
        T11","
Pat Perez
",81,0.03,2,79
1907,2012,"
        T11","
Tom Pernice Jr.
",62,0.03,2,58
1908,2012,"
        T11","
Justin Rose
",69,0.03,2,68
1909,2012,"
        T11","
Brendan Steele
",77,0.03,2,73
1910,2012,"
        T25","
Charlie Beljan
",61,0.02,1,57
1911,2012,"
        T25","
Kris Blanks
",65,0.02,1,65
1912,2012,"
        T25","
Keegan Bradley
",90,0.02,2,88
1913,2012,"
        T25","
Kevin Chappell
",91,0.02,2,87
1914,2012,"
        T25","
Marco Dawson
",60,0.02,1,58
1915,2012,"
        T25","
Harrison Frazar
",56,0.02,1,54
1916,2012,"
        T25","
Tommy Gainey
",98,0.02,2,98
1917,2012,"
        T25","
Tim Herron
",88,0.02,2,88
1918,2012,"
        T25","
J.B. Holmes
",90,0.02,2,86
1919,2012,"
        T25","
Billy Horschel
",63,0.02,1,59
1920,2012,"
        T25","
Chris Kirk
",93,0.02,2,89
1921,2012,"
        T25","
Edward Loar
",59,0.02,1,57
1922,2012,"
        T25","
Graeme McDowell
",55,0.02,1,54
1923,2012,"
        T25","
Ryan Moore
",89,0.02,2,89
1924,2012,"
        T25","
Garth Mulroy
",59,0.02,1,57
1925,2012,"
        T25","
Sean O'Hair
",84,0.02,2,84
1926,2012,"
        T25","
Charl Schwartzel
",56,0.02,1,54
1927,2012,"
        T25","
Adam Scott
",59,0.02,1,58
1928,2012,"
        T25","
David Toms
",60,0.02,1,58
1929,2012,"
        T25","
Bubba Watson
",68,0.02,1,66
1930,2012,"
        T25","
Steve Wheatcroft
",56,0.02,1,52
1931,2012,"
        T25","
Charlie Wi
",86,0.02,2,86
1932,2012,"
        T25","
Y.E. Yang
",64,0.02,1,62
1933,2012,"
        T48","
Robert Allenby
",76,0.01,1,76
1934,2012,"
        T48","
Mark Anderson
",75,0.01,1,73
1935,2012,"
        T48","
Sangmoon Bae
",81,0.01,1,77
1936,2012,"
        T48","
Ricky Barnes
",92,0.01,1,88
1937,2012,"
        T48","
Matt Bettencourt
",80,0.01,1,76
1938,2012,"
        T48","
Miguel Angel Carballo
",73,0.01,1,69
1939,2012,"
        T48","
Bud Cauley
",99,0.01,1,99
1940,2012,"
        T48","
Brian Davis
",91,0.01,1,91
1941,2012,"
        T48","
Brendon de Jonge
",115,0.01,1,115
1942,2012,"
        T48","
Jason Dufner
",83,0.01,1,82
1943,2012,"
        T48","
Ken Duke
",104,0.01,1,104
1944,2012,"
        T48","
Bob Estes
",78,0.01,1,78
1945,2012,"
        T48","
Matt Every
",80,0.01,1,80
1946,2012,"
        T48","
Rickie Fowler
",84,0.01,1,83
1947,2012,"
        T48","
Bobby Gates
",87,0.01,1,85
1948,2012,"
        T48","
Brian Gay
",91,0.01,1,87
1949,2012,"
        T48","
Nathan Green
",73,0.01,1,69
1950,2012,"
        T48","
John Huh
",99,0.01,1,99
1951,2012,"
        T48","
Ryuji Imada
",78,0.01,1,76
1952,2012,"
        T48","
Zach Johnson
",95,0.01,1,94
1953,2012,"
        T48","
J.J. Killeen
",101,0.01,1,97
1954,2012,"
        T48","
Russell Knox
",72,0.01,1,68
1955,2012,"
        T48","
Jeff Maggert
",83,0.01,1,83
1956,2012,"
        T48","
Hunter Mahan
",88,0.01,1,82
1957,2012,"
        T48","
John Mallinger
",74,0.01,1,70
1958,2012,"
        T48","
Billy Mayfair
",90,0.01,1,86
1959,2012,"
        T48","
William McGirt
",96,0.01,1,96
1960,2012,"
        T48","
Rocco Mediate
",70,0.01,1,68
1961,2012,"
        T48","
Kevin Na
",80,0.01,1,79
1962,2012,"
        T48","
Seung-Yul Noh
",105,0.01,1,101
1963,2012,"
        T48","
Nick O'Hern
",78,0.01,1,74
1964,2012,"
        T48","
Jeff Overton
",101,0.01,1,101
1965,2012,"
        T48","
Greg Owen
",90,0.01,1,90
1966,2012,"
        T48","
Ryan Palmer
",81,0.01,1,81
1967,2012,"
        T48","
Rod Pampling
",88,0.01,1,84
1968,2012,"
        T48","
Carl Pettersson
",92,0.01,1,92
1969,2012,"
        T48","
Scott Piercy
",95,0.01,1,95
1970,2012,"
        T48","
D.A. Points
",88,0.01,1,88
1971,2012,"
        T48","
Chez Reavie
",83,0.01,1,83
1972,2012,"
        T48","
Rory Sabbatini
",84,0.01,1,84
1973,2012,"
        T48","
John Senden
",81,0.01,1,78
1974,2012,"
        T48","
Webb Simpson
",77,0.01,1,76
1975,2012,"
        T48","
Vijay Singh
",99,0.01,1,99
1976,2012,"
        T48","
Kevin Streelman
",89,0.01,1,89
1977,2012,"
        T48","
Steve Stricker
",73,0.01,1,70
1978,2012,"
        T48","
Chris Stroud
",86,0.01,1,86
1979,2012,"
        T48","
Josh Teater
",97,0.01,1,93
1980,2012,"
        T48","
Bo Van Pelt
",84,0.01,1,83
1981,2012,"
        T48","
Camilo Villegas
",79,0.01,1,77
1982,2012,"
        T48","
Nick Watney
",97,0.01,1,94
1983,2012,"
        T48","
Boo Weekley
",74,0.01,1,70
