,"year","rank","player_name","rounds","per_round_avg","total_3_plus_putts","total_rounds"
1119,2004,"
        T29","
José Coceres
",68,0.02,1,64
1120,2004,"
        T29","
Robert Damron
",92,0.02,2,92
1121,2004,"
        T29","
Ken Duke
",89,0.02,2,87
1122,2004,"
        T29","
Steve Elkington
",64,0.02,1,61
1123,2004,"
        T29","
Niclas Fasth
",61,0.02,1,60
1124,2004,"
        T29","
Brad Faxon
",94,0.02,2,89
1125,2004,"
        T29","
Todd Fischer
",104,0.02,2,102
1126,2004,"
        T29","
Steve Flesch
",109,0.02,2,105
1127,2004,"
        T29","
Carlos Franco
",99,0.02,2,99
1128,2004,"
        T29","
Fred Funk
",97,0.02,2,96
1129,2004,"
        T29","
Mathias Grönberg
",91,0.02,2,87
1130,2004,"
        T29","
Dudley Hart
",60,0.02,1,58
1131,2004,"
        T29","
Lee Janzen
",84,0.02,2,82
1132,2004,"
        T29","
Richard Johnson
",102,0.02,2,102
1133,2004,"
        T29","
Zach Johnson
",109,0.02,2,107
1134,2004,"
        T29","
Jerry Kelly
",113,0.02,2,109
1135,2004,"
        T29","
Tom Lehman
",70,0.02,1,66
1136,2004,"
        T29","
Frank Lickliter II
",89,0.02,2,86
1137,2004,"
        T29","
Rocco Mediate
",53,0.02,1,48
1138,2004,"
        T29","
Hirofumi Miyase
",65,0.02,1,63
1139,2004,"
        T29","
Geoff Ogilvy
",91,0.02,2,87
1140,2004,"
        T29","
José María Olazábal
",56,0.02,1,52
1141,2004,"
        T29","
Ryan Palmer
",103,0.02,2,100
1142,2004,"
        T29","
Craig Parry
",52,0.02,1,50
1143,2004,"
        T29","
Carl Pettersson
",100,0.02,2,97
1144,2004,"
        T29","
Nick Price
",51,0.02,1,50
1145,2004,"
        T29","
Dicky Pride
",66,0.02,1,63
1146,2004,"
        T29","
John Riegger
",53,0.02,1,53
1147,2004,"
        T29","
Adam Scott
",55,0.02,1,52
1148,2004,"
        T29","
Joey Sindelar
",100,0.02,2,98
1149,2004,"
        T29","
Vijay Singh
",112,0.02,2,110
1150,2004,"
        T29","
Kevin Sutherland
",86,0.02,2,81
1151,2004,"
        T29","
Roland Thatcher
",66,0.02,1,66
1152,2004,"
        T29","
Omar Uresti
",85,0.02,2,85
1153,2004,"
        T29","
Bo Van Pelt
",107,0.02,2,104
1154,2004,"
        T70","
Stephen Ames
",97,0.01,1,95
1155,2004,"
        T70","
Stuart Appleby
",84,0.01,1,78
1156,2004,"
        T70","
Tommy Armour III
",87,0.01,1,87
1157,2004,"
        T70","
Woody Austin
",94,0.01,1,94
1158,2004,"
        T70","
Briny Baird
",100,0.01,1,97
1159,2004,"
        T70","
Cameron Beckman
",99,0.01,1,96
1160,2004,"
        T70","
Rich Beem
",81,0.01,1,77
1161,2004,"
        T70","
Jason Bohn
",98,0.01,1,95
1162,2004,"
        T70","
Craig Bowden
",83,0.01,1,83
1163,2004,"
        T70","
Danny Briggs
",85,0.01,1,81
1164,2004,"
        T70","
Jonathan Byrd
",85,0.01,1,83
1165,2004,"
        T70","
Tim Clark
",84,0.01,1,84
1166,2004,"
        T70","
Glen Day
",101,0.01,1,99
1167,2004,"
        T70","
Jay Delsing
",76,0.01,1,73
1168,2004,"
        T70","
Jason Dufner
",79,0.01,1,79
1169,2004,"
        T70","
Danny Ellis
",81,0.01,1,77
1170,2004,"
        T70","
Harrison Frazar
",86,0.01,1,82
1171,2004,"
        T70","
Brent Geiberger
",94,0.01,1,91
1172,2004,"
        T70","
J.J. Henry
",103,0.01,1,103
1173,2004,"
        T70","
Mark Hensby
",97,0.01,1,93
1174,2004,"
        T70","
Freddie Jacobson
",83,0.01,1,80
1175,2004,"
        T70","
Skip Kendall
",99,0.01,1,99
1176,2004,"
        T70","
Neal Lancaster
",106,0.01,1,103
1177,2004,"
        T70","
Stephen Leaney
",84,0.01,1,75
1178,2004,"
        T70","
Justin Leonard
",90,0.01,1,85
1179,2004,"
        T70","
J.L. Lewis
",106,0.01,1,106
1180,2004,"
        T70","
Steve Lowery
",91,0.01,1,89
1181,2004,"
        T70","
Blaine McCallister
",68,0.01,1,68
1182,2004,"
        T70","
Spike McRoy
",93,0.01,1,91
1183,2004,"
        T70","
Shaun Micheel
",93,0.01,1,91
1184,2004,"
        T70","
Arron Oberholser
",77,0.01,1,73
1185,2004,"
        T70","
Rod Pampling
",98,0.01,1,94
1186,2004,"
        T70","
Brenden Pappas
",111,0.01,1,108
1187,2004,"
        T70","
Jesper Parnevik
",86,0.01,1,86
1188,2004,"
        T70","
Pat Perez
",102,0.01,1,100
1189,2004,"
        T70","
Brett Quigley
",102,0.01,1,98
1190,2004,"
        T70","
Heath Slocum
",92,0.01,1,90
1191,2004,"
        T70","
Jeff Sluman
",98,0.01,1,97
1192,2004,"
        T70","
Chris Smith
",105,0.01,1,105
1193,2004,"
        T70","
Roger Tambellini
",81,0.01,1,78
1194,2004,"
        T70","
Tommy Tolles
",67,0.01,1,67
1195,2004,"
        T70","
Kirk Triplett
",88,0.01,1,84
1196,2004,"
        T70","
Bob Tway
",90,0.01,1,85
1197,2004,"
        T70","
Dean Wilson
",99,0.01,1,99
1198,2005,"
        1","
Ian Poulter
",62,0.07,4,56
1199,2005,"
        T2","
José Coceres
",56,0.06,3,54
1200,2005,"
        T2","
Fred Couples
",72,0.06,4,68
1201,2005,"
        T2","
Larry Mize
",54,0.06,3,50
1202,2005,"
        T2","
Rory Sabbatini
",81,0.06,5,78
1203,2005,"
        6","
Greg Owen
",84,0.05,4,80
1204,2005,"
        T7","
Woody Austin
",100,0.04,4,100
1205,2005,"
        T7","
Mark Brooks
",72,0.04,3,72
1206,2005,"
        T7","
Matt Davidson
",53,0.04,2,53
1207,2005,"
        T7","
Brian Davis
",75,0.04,3,75
1208,2005,"
        T7","
Paul Gow
",78,0.04,3,74
1209,2005,"
        T7","
Scott Hend
",75,0.04,3,73
1210,2005,"
        T7","
Jeff Maggert
",79,0.04,3,74
1211,2005,"
        T7","
Len Mattiace
",86,0.04,3,84
1212,2005,"
        T7","
Kirk Triplett
",55,0.04,2,52
1213,2005,"
        T7","
Bo Van Pelt
",112,0.04,5,112
1214,2005,"
        T17","
Craig Barlow
",81,0.03,2,77
1215,2005,"
        T17","
Rich Beem
",66,0.03,2,62
1216,2005,"
        T17","
D.J. Brigman
",76,0.03,2,72
1217,2005,"
        T17","
Gavin Coles
",70,0.03,2,70
1218,2005,"
        T17","
John Daly
",78,0.03,2,76
1219,2005,"
        T17","
John Huston
",90,0.03,3,86
1220,2005,"
        T17","
Neal Lancaster
",95,0.03,3,95
1221,2005,"
        T17","
Will MacKenzie
",75,0.03,2,73
1222,2005,"
        T17","
Kenny Perry
",82,0.03,2,80
1223,2005,"
        T17","
Kevin Stadler
",96,0.03,3,92
1224,2005,"
        T17","
Hidemichi Tanaka
",106,0.03,3,102
1225,2005,"
        T28","
Robert Allenby
",95,0.02,2,89
1226,2005,"
        T28","
Tommy Armour III
",103,0.02,2,103
1227,2005,"
        T28","
Paul Azinger
",66,0.02,1,66
1228,2005,"
        T28","
Dan Forsman
",52,0.02,1,50
1229,2005,"
        T28","
Bill Glasson
",54,0.02,1,52
1230,2005,"
        T28","
Mathias Grönberg
",60,0.02,1,58
1231,2005,"
        T28","
Jay Haas
",54,0.02,1,51
1232,2005,"
        T28","
Jeff Hart
",63,0.02,1,61
1233,2005,"
        T28","
J.P. Hayes
",63,0.02,1,63
1234,2005,"
        T28","
Tim Herron
",100,0.02,2,99
1235,2005,"
        T28","
Jerry Kelly
",101,0.02,2,99
1236,2005,"
        T28","
Thomas Levet
",54,0.02,1,53
1237,2005,"
        T28","
Peter Lonard
",85,0.02,2,84
1238,2005,"
        T28","
Hunter Mahan
",103,0.02,2,101
1239,2005,"
        T28","
Sean O'Hair
",103,0.02,2,99
1240,2005,"
        T28","
Brenden Pappas
",51,0.02,1,51
1241,2005,"
        T28","
Jesper Parnevik
",84,0.02,2,82
1242,2005,"
        T28","
Dennis Paulson
",63,0.02,1,63
1243,2005,"
        T28","
Pat Perez
",89,0.02,2,89
1244,2005,"
        T28","
Tim Petrovic
",97,0.02,2,93
1245,2005,"
        T28","
Ted Purdy
",122,0.02,3,122
1246,2005,"
        T28","
Tag Ridings
",93,0.02,2,91
1247,2005,"
        T28","
Chris Riley
",67,0.02,1,64
1248,2005,"
        T28","
John Rollins
",97,0.02,2,95
1249,2005,"
        T28","
Jeff Sluman
",94,0.02,2,94
1250,2005,"
        T28","
Steve Stricker
",62,0.02,1,62
1251,2005,"
        T28","
Mario Tiziani
",67,0.02,1,65
1252,2005,"
        T28","
Tjaart van der Walt
",56,0.02,1,56
1253,2005,"
        T28","
Duffy Waldorf
",86,0.02,2,82
1254,2005,"
        T28","
Mike Weir
",71,0.02,1,66
1255,2005,"
        T28","
Lee Westwood
",50,0.02,1,48
1256,2005,"
        T28","
Charlie Wi
",67,0.02,1,65
1257,2005,"
        T60","
Steve Allan
",102,0.01,1,98
1258,2005,"
        T60","
Brian Bateman
",98,0.01,1,94
1259,2005,"
        T60","
Cameron Beckman
",96,0.01,1,92
1260,2005,"
        T60","
Jeff Brehaut
",71,0.01,1,67
1261,2005,"
        T60","
Tom Byrum
",83,0.01,1,83
1262,2005,"
        T60","
Mark Calcavecchia
",92,0.01,1,90
1263,2005,"
        T60","
Chad Campbell
",95,0.01,1,92
1264,2005,"
        T60","
Daniel Chopra
",108,0.01,1,104
1265,2005,"
        T60","
Stewart Cink
",98,0.01,1,90
1266,2005,"
        T60","
Robert Damron
",89,0.01,1,89
1267,2005,"
        T60","
Chris DiMarco
",83,0.01,1,75
1268,2005,"
        T60","
James Driscoll
",73,0.01,1,71
1269,2005,"
        T60","
Joe Durant
",81,0.01,1,81
1270,2005,"
        T60","
Steve Elkington
",67,0.01,1,67
1271,2005,"
        T60","
Todd Fischer
",99,0.01,1,97
1272,2005,"
        T60","
Steve Flesch
",90,0.01,1,85
1273,2005,"
        T60","
Carlos Franco
",78,0.01,1,76
1274,2005,"
        T60","
Robert Gamez
",91,0.01,1,91
1275,2005,"
        T60","
Sergio Garcia
",73,0.01,1,68
1276,2005,"
        T60","
Tom Gillis
",77,0.01,1,75
1277,2005,"
        T60","
Dudley Hart
",84,0.01,1,84
1278,2005,"
        T60","
Bob Heintz
",67,0.01,1,67
1279,2005,"
        T60","
Charles Howell III
",95,0.01,1,90
1280,2005,"
        T60","
Freddie Jacobson
",72,0.01,1,71
1281,2005,"
        T60","
Jonathan Kaye
",77,0.01,1,74
1282,2005,"
        T60","
Skip Kendall
",80,0.01,1,78
1283,2005,"
        T60","
Stephen Leaney
",89,0.01,1,86
1284,2005,"
        T60","
J.L. Lewis
",98,0.01,1,98
1285,2005,"
        T60","
Michael Long
",72,0.01,1,70
1286,2005,"
        T60","
Davis Love III
",80,0.01,1,75
1287,2005,"
        T60","
Steve Lowery
",100,0.01,1,96
1288,2005,"
        T60","
Shigeki Maruyama
",99,0.01,1,98
1289,2005,"
        T60","
Billy Mayfair
",114,0.01,1,110
1290,2005,"
        T60","
Rocco Mediate
",73,0.01,1,73
1291,2005,"
        T60","
Phil Mickelson
",81,0.01,1,74
1292,2005,"
        T60","
Kevin Na
",88,0.01,1,86
1293,2005,"
        T60","
Joe Ogilvie
",103,0.01,1,99
1294,2005,"
        T60","
Ryan Palmer
",101,0.01,1,97
1295,2005,"
        T60","
Rod Pampling
",89,0.01,1,84
1296,2005,"
        T60","
Corey Pavin
",77,0.01,1,73
1297,2005,"
        T60","
Tom Pernice Jr.
",111,0.01,1,107
1298,2005,"
        T60","
Carl Pettersson
",109,0.01,1,105
1299,2005,"
        T60","
Brett Quigley
",96,0.01,1,92
1300,2005,"
        T60","
Justin Rose
",99,0.01,1,95
1301,2005,"
        T60","
Adam Scott
",72,0.01,1,68
1302,2005,"
        T60","
John Senden
",101,0.01,1,99
1303,2005,"
        T60","
Patrick Sheehan
",114,0.01,1,110
1304,2005,"
        T60","
Joey Sindelar
",104,0.01,1,104
1305,2005,"
        T60","
Vijay Singh
",111,0.01,1,109
1306,2005,"
        T60","
Heath Slocum
",103,0.01,1,99
1307,2005,"
        T60","
Kevin Sutherland
",89,0.01,1,87
1308,2005,"
        T60","
D.J. Trahan
",81,0.01,1,77
1309,2005,"
        T60","
Scott Verplank
",87,0.01,1,86
1310,2005,"
        T60","
Tiger Woods
",76,0.01,1,74
1311,2006,"
        T1","
James Driscoll
",80,0.06,5,80
1312,2006,"
        T1","
Steve Elkington
",52,0.06,3,51
1313,2006,"
        T3","
Kris Cox
",83,0.05,4,81
1314,2006,"
        T3","
Matt Hansen
",68,0.05,3,66
1315,2006,"
        T3","
Mike Sposa
",68,0.05,3,65
1316,2006,"
        T6","
Mark Calcavecchia
",94,0.04,4,93
1317,2006,"
        T6","
John Daly
",51,0.04,2,49
1318,2006,"
        T6","
John Huston
",74,0.04,3,72
1319,2006,"
        T6","
Thomas Levet
",53,0.04,2,51
1320,2006,"
        T6","
Joe Ogilvie
",95,0.04,4,91
1321,2006,"
        T6","
Greg Owen
",79,0.04,3,77
1322,2006,"
        T6","
Ian Poulter
",53,0.04,2,52
1323,2006,"
        T6","
Kirk Triplett
",58,0.04,2,56
1324,2006,"
        T14","
Alex Aragon
",63,0.03,2,61
1325,2006,"
        T14","
Arjun Atwal
",97,0.03,3,95
1326,2006,"
        T14","
Craig Barlow
",77,0.03,2,73
1327,2006,"
        T14","
Ben Crane
",85,0.03,2,80
1328,2006,"
        T14","
Brian Davis
",92,0.03,3,90
1329,2006,"
        T14","
Brad Faxon
",78,0.03,2,78
1330,2006,"
        T14","
Mathew Goggin
",72,0.03,2,70
1331,2006,"
        T14","
Bill Haas
",99,0.03,3,96
1332,2006,"
        T14","
D.J. Trahan
",92,0.03,3,90
1333,2006,"
        T14","
Nick Watney
",97,0.03,3,95
1334,2006,"
        T14","
Mark Wilson
",79,0.03,2,76
1335,2006,"
        T25","
Henrik Bjornstad
",97,0.02,2,95
1336,2006,"
        T25","
Jeff Brehaut
",100,0.02,2,96
1337,2006,"
        T25","
Bart Bryant
",87,0.02,2,86
1338,2006,"
        T25","
Jonathan Byrd
",66,0.02,1,66
1339,2006,"
        T25","
Alex Cejka
",93,0.02,2,91
1340,2006,"
        T25","
Carlos Franco
",86,0.02,2,86
1341,2006,"
        T25","
Retief Goosen
",68,0.02,1,60
1342,2006,"
        T25","
J.P. Hayes
",55,0.02,1,55
1343,2006,"
        T25","
Brandt Jobe
",91,0.02,2,88
1344,2006,"
        T25","
Zach Johnson
",98,0.02,2,88
1345,2006,"
        T25","
Jonathan Kaye
",95,0.02,2,92
1346,2006,"
        T25","
Steve Lowery
",99,0.02,2,97
1347,2006,"
        T25","
Will MacKenzie
",91,0.02,2,88
1348,2006,"
        T25","
Jeff Maggert
",81,0.02,2,81
1349,2006,"
        T25","
Jon Mills
",68,0.02,1,66
1350,2006,"
        T25","
José María Olazábal
",62,0.02,1,58
1351,2006,"
        T25","
Jeff Overton
",95,0.02,2,93
1352,2006,"
        T25","
Brett Quigley
",109,0.02,2,105
1353,2006,"
        T25","
Rory Sabbatini
",84,0.02,2,83
1354,2006,"
        T25","
John Senden
",96,0.02,2,93
1355,2006,"
        T25","
Steve Stricker
",64,0.02,1,62
1356,2006,"
        T25","
Roger Tambellini
",64,0.02,1,61
1357,2006,"
        T25","
Vaughn Taylor
",88,0.02,2,88
1358,2006,"
        T48","
Billy Andrade
",78,0.01,1,74
1359,2006,"
        T48","
Eric Axley
",91,0.01,1,89
1360,2006,"
        T48","
Paul Azinger
",87,0.01,1,87
1361,2006,"
        T48","
Briny Baird
",81,0.01,1,77
1362,2006,"
        T48","
Rich Beem
",85,0.01,1,83
1363,2006,"
        T48","
Shane Bertsch
",104,0.01,1,102
1364,2006,"
        T48","
Jason Bohn
",104,0.01,1,104
1365,2006,"
        T48","
David Branshaw
",98,0.01,1,98
1366,2006,"
        T48","
Mark Brooks
",90,0.01,1,89
1367,2006,"
        T48","
Tim Clark
",80,0.01,1,79
1368,2006,"
        T48","
Chris Couch
",75,0.01,1,75
1369,2006,"
        T48","
Robert Damron
",91,0.01,1,91
1370,2006,"
        T48","
Joe Durant
",101,0.01,1,101
1371,2006,"
        T48","
David Duval
",71,0.01,1,69
1372,2006,"
        T48","
Todd Fischer
",101,0.01,1,99
1373,2006,"
        T48","
Steve Flesch
",119,0.01,1,115
1374,2006,"
        T48","
Fred Funk
",106,0.01,1,105
1375,2006,"
        T48","
Robert Gamez
",94,0.01,1,94
1376,2006,"
        T48","
Brian Gay
",107,0.01,1,107
1377,2006,"
        T48","
Lucas Glover
",105,0.01,1,101
1378,2006,"
        T48","
Mathias Grönberg
",92,0.01,1,89
1379,2006,"
        T48","
J.J. Henry
",96,0.01,1,93
1380,2006,"
        T48","
Tim Herron
",82,0.01,1,81
1381,2006,"
        T48","
Charley Hoffman
",100,0.01,1,98
1382,2006,"
        T48","
J.B. Holmes
",81,0.01,1,77
1383,2006,"
        T48","
Richard Johnson
",94,0.01,1,94
1384,2006,"
        T48","
Jerry Kelly
",100,0.01,1,100
1385,2006,"
        T48","
Stephen Leaney
",84,0.01,1,84
1386,2006,"
        T48","
Peter Lonard
",77,0.01,1,76
1387,2006,"
        T48","
Daisuke Maruyama
",83,0.01,1,79
1388,2006,"
        T48","
Troy Matteson
",101,0.01,1,101
1389,2006,"
        T48","
Billy Mayfair
",94,0.01,1,94
1390,2006,"
        T48","
David McKenzie
",82,0.01,1,80
1391,2006,"
        T48","
Shaun Micheel
",96,0.01,1,93
1392,2006,"
        T48","
Sean O'Hair
",100,0.01,1,98
1393,2006,"
        T48","
Rod Pampling
",89,0.01,1,84
1394,2006,"
        T48","
Tom Pernice Jr.
",108,0.01,1,104
1395,2006,"
        T48","
Tim Petrovic
",95,0.01,1,91
1396,2006,"
        T48","
Carl Pettersson
",95,0.01,1,93
1397,2006,"
        T48","
Ted Purdy
",103,0.01,1,101
1398,2006,"
        T48","
Tag Ridings
",103,0.01,1,100
1399,2006,"
        T48","
Chris Riley
",86,0.01,1,82
1400,2006,"
        T48","
Joey Sindelar
",90,0.01,1,90
1401,2006,"
        T48","
Vijay Singh
",103,0.01,1,100
1402,2006,"
        T48","
Jeff Sluman
",101,0.01,1,101
1403,2006,"
        T48","
Bo Van Pelt
",102,0.01,1,102
1404,2006,"
        T48","
Scott Verplank
",88,0.01,1,86
1405,2006,"
        T48","
Duffy Waldorf
",96,0.01,1,92
1406,2006,"
        T48","
Bubba Watson
",83,0.01,1,79
1407,2006,"
        T48","
Mike Weir
",88,0.01,1,85
1408,2006,"
        T48","
Ron Whittaker
",81,0.01,1,79
1409,2006,"
        T48","
Dean Wilson
",115,0.01,1,111
1410,2007,"
        1","
John Daly
",59,0.07,4,59
1411,2007,"
        T2","
Kevin Na
",84,0.06,5,84
1412,2007,"
        T2","
Kirk Triplett
",77,0.06,5,77
1413,2007,"
        T2","
Nick Watney
",87,0.06,5,87
1414,2007,"
        T5","
J.B. Holmes
",71,0.04,3,71
1415,2007,"
        T5","
Trevor Immelman
",74,0.04,3,68
1416,2007,"
        T5","
Rod Pampling
",92,0.04,4,90
1417,2007,"
        T5","
John Senden
",97,0.04,4,97
1418,2007,"
        T5","
Camilo Villegas
",82,0.04,3,82
1419,2007,"
        T10","
Stuart Appleby
",74,0.03,2,73
1420,2007,"
        T10","
Woody Austin
",95,0.03,3,95
1421,2007,"
        T10","
Rich Beem
",89,0.03,3,89
1422,2007,"
        T10","
Jonathan Byrd
",73,0.03,2,73
1423,2007,"
        T10","
Mark Calcavecchia
",93,0.03,3,93
1424,2007,"
        T10","
Joe Durant
",88,0.03,3,87
1425,2007,"
        T10","
Fred Funk
",65,0.03,2,65
1426,2007,"
        T10","
Paul Goydos
",60,0.03,2,59
1427,2007,"
        T10","
Nathan Green
",103,0.03,3,103
1428,2007,"
        T10","
J.P. Hayes
",89,0.03,3,89
1429,2007,"
        T10","
Ryan Moore
",92,0.03,3,92
1430,2007,"
        T10","
Arron Oberholser
",69,0.03,2,68
1431,2007,"
        T10","
Geoff Ogilvy
",84,0.03,2,78
1432,2007,"
        T10","
Dicky Pride
",71,0.03,2,71
1433,2007,"
        T10","
Joey Sindelar
",75,0.03,2,75
1434,2007,"
        T10","
D.J. Trahan
",99,0.03,3,99
1435,2007,"
        T26","
Steve Allan
",63,0.02,1,63
1436,2007,"
        T26","
Robert Allenby
",90,0.02,2,89
1437,2007,"
        T26","
Briny Baird
",115,0.02,2,115
1438,2007,"
        T26","
Craig Barlow
",52,0.02,1,52
1439,2007,"
        T26","
David Branshaw
",83,0.02,2,83
1440,2007,"
        T26","
Jeff Brehaut
",59,0.02,1,59
1441,2007,"
        T26","
José Coceres
",50,0.02,1,50
1442,2007,"
        T26","
Jason Dufner
",100,0.02,2,100
1443,2007,"
        T26","
Harrison Frazar
",88,0.02,2,88
1444,2007,"
        T26","
Lucas Glover
",98,0.02,2,97
1445,2007,"
        T26","
Mathew Goggin
",97,0.02,2,97
1446,2007,"
        T26","
Mathias Grönberg
",95,0.02,2,95
1447,2007,"
        T26","
Mark Hensby
",81,0.02,2,81
1448,2007,"
        T26","
Lee Janzen
",66,0.02,1,66
1449,2007,"
        T26","
Kent Jones
",97,0.02,2,97
1450,2007,"
        T26","
Peter Lonard
",85,0.02,2,85
1451,2007,"
        T26","
Davis Love III
",66,0.02,1,65
1452,2007,"
        T26","
Joe Ogilvie
",102,0.02,2,102
1453,2007,"
        T26","
Pat Perez
",84,0.02,2,84
1454,2007,"
        T26","
Tim Petrovic
",106,0.02,2,106
1455,2007,"
        T26","
Ian Poulter
",63,0.02,1,60
1456,2007,"
        T26","
Jeff Quinney
",95,0.02,2,95
1457,2007,"
        T26","
Chris Riley
",59,0.02,1,59
1458,2007,"
        T26","
Vijay Singh
",102,0.02,2,100
1459,2007,"
        T26","
Jeff Sluman
",60,0.02,1,60
1460,2007,"
        T26","
Henrik Stenson
",52,0.02,1,46
1461,2007,"
        T26","
Chris Stroud
",66,0.02,1,66
1462,2007,"
        T26","
Bo Van Pelt
",104,0.02,2,104
1463,2007,"
        T26","
Charles Warren
",101,0.02,2,101
1464,2007,"
        T26","
Brett Wetterich
",88,0.02,2,87
1465,2007,"
        T56","
Ryan Armour
",107,0.01,1,107
1466,2007,"
        T56","
Eric Axley
",107,0.01,1,107
1467,2007,"
        T56","
Aaron Baddeley
",83,0.01,1,80
1468,2007,"
        T56","
Craig Bowden
",78,0.01,1,78
1469,2007,"
        T56","
Bart Bryant
",87,0.01,1,86
1470,2007,"
        T56","
Andrew Buckle
",77,0.01,1,77
1471,2007,"
        T56","
Chad Campbell
",96,0.01,1,90
1472,2007,"
        T56","
Daniel Chopra
",106,0.01,1,106
1473,2007,"
        T56","
Stewart Cink
",91,0.01,1,88
1474,2007,"
        T56","
Gavin Coles
",87,0.01,1,87
1475,2007,"
        T56","
Chris Couch
",76,0.01,1,76
1476,2007,"
        T56","
Luke Donald
",69,0.01,1,67
1477,2007,"
        T56","
Steve Elkington
",87,0.01,1,87
1478,2007,"
        T56","
Steve Flesch
",100,0.01,1,100
1479,2007,"
        T56","
Robert Gamez
",88,0.01,1,88
1480,2007,"
        T56","
Robert Garrigus
",95,0.01,1,95
1481,2007,"
        T56","
Jason Gore
",86,0.01,1,86
1482,2007,"
        T56","
Todd Hamilton
",76,0.01,1,76
1483,2007,"
        T56","
J.J. Henry
",86,0.01,1,85
1484,2007,"
        T56","
Tim Herron
",98,0.01,1,98
1485,2007,"
        T56","
Charles Howell III
",89,0.01,1,86
1486,2007,"
        T56","
Tom Johnson
",74,0.01,1,74
1487,2007,"
        T56","
Zach Johnson
",76,0.01,1,75
1488,2007,"
        T56","
Craig Kanada
",109,0.01,1,109
1489,2007,"
        T56","
Jerry Kelly
",101,0.01,1,101
1490,2007,"
        T56","
Anthony Kim
",93,0.01,1,93
1491,2007,"
        T56","
Matt Kuchar
",85,0.01,1,85
1492,2007,"
        T56","
Doug LaBelle II
",104,0.01,1,104
1493,2007,"
        T56","
Justin Leonard
",95,0.01,1,95
1494,2007,"
        T56","
Jarrod Lyle
",77,0.01,1,77
1495,2007,"
        T56","
Will MacKenzie
",100,0.01,1,100
1496,2007,"
        T56","
Jeff Maggert
",79,0.01,1,79
1497,2007,"
        T56","
Hunter Mahan
",91,0.01,1,91
1498,2007,"
        T56","
John Mallinger
",96,0.01,1,96
1499,2007,"
        T56","
Steve Marino
",106,0.01,1,106
1500,2007,"
        T56","
Rocco Mediate
",72,0.01,1,72
1501,2007,"
        T56","
Phil Mickelson
",73,0.01,1,71
1502,2007,"
        T56","
Sean O'Hair
",98,0.01,1,98
1503,2007,"
        T56","
Greg Owen
",81,0.01,1,81
1504,2007,"
        T56","
Ryan Palmer
",91,0.01,1,91
1505,2007,"
        T56","
Jesper Parnevik
",88,0.01,1,88
1506,2007,"
        T56","
Corey Pavin
",81,0.01,1,81
1507,2007,"
        T56","
Tom Pernice Jr.
",104,0.01,1,104
1508,2007,"
        T56","
Carl Pettersson
",111,0.01,1,110
1509,2007,"
        T56","
Ted Purdy
",102,0.01,1,102
1510,2007,"
        T56","
Kyle Reifers
",71,0.01,1,71
1511,2007,"
        T56","
Rory Sabbatini
",81,0.01,1,79
1512,2007,"
        T56","
Adam Scott
",69,0.01,1,68
1513,2007,"
        T56","
Kevin Stadler
",95,0.01,1,95
1514,2007,"
        T56","
Kevin Sutherland
",85,0.01,1,85
1515,2007,"
        T56","
Vaughn Taylor
",91,0.01,1,91
1516,2007,"
        T56","
Johnson Wagner
",97,0.01,1,97
1517,2007,"
        T56","
Mike Weir
",82,0.01,1,81
1518,2008,"
        1","
Kevin Stadler
",90,0.06,5,90
1519,2008,"
        2","
Harrison Frazar
",73,0.05,4,73
1520,2008,"
        T3","
Paul Casey
",55,0.04,2,52
1521,2008,"
        T3","
Steve Elkington
",84,0.04,3,84
1522,2008,"
        T3","
Robert Garrigus
",90,0.04,4,90
1523,2008,"
        T3","
Shigeki Maruyama
",50,0.04,2,50
1524,2008,"
        T3","
Rory Sabbatini
",77,0.04,3,76
1525,2008,"
        T3","
Vijay Singh
",82,0.04,3,78
1526,2008,"
        T9","
Shane Bertsch
",96,0.03,3,96
1527,2008,"
        T9","
Mark Calcavecchia
",67,0.03,2,66
1528,2008,"
        T9","
Brian Davis
",108,0.03,3,108
1529,2008,"
        T9","
Glen Day
",64,0.03,2,64
1530,2008,"
        T9","
Todd Demsey
",80,0.03,2,80
1531,2008,"
        T9","
Joe Durant
",92,0.03,3,92
1532,2008,"
        T9","
Steve Flesch
",95,0.03,3,95
1533,2008,"
        T9","
Tommy Gainey
",60,0.03,2,60
1534,2008,"
        T9","
Mathias Grönberg
",87,0.03,3,87
1535,2008,"
        T9","
Will MacKenzie
",62,0.03,2,62
1536,2008,"
        T9","
Jeff Maggert
",86,0.03,3,86
1537,2008,"
        T9","
Chez Reavie
",102,0.03,3,102
1538,2008,"
        T9","
Charlie Wi
",97,0.03,3,97
1539,2008,"
        T22","
Michael Allen
",91,0.02,2,91
1540,2008,"
        T22","
Robert Allenby
",108,0.02,2,107
1541,2008,"
        T22","
Stuart Appleby
",87,0.02,2,84
1542,2008,"
        T22","
Ryan Armour
",87,0.02,2,87
1543,2008,"
        T22","
Briny Baird
",113,0.02,2,113
1544,2008,"
        T22","
Justin Bolli
",87,0.02,2,87
1545,2008,"
        T22","
Ángel Cabrera
",55,0.02,1,51
1546,2008,"
        T22","
Paul Claxton
",63,0.02,1,63
1547,2008,"
        T22","
Ken Duke
",116,0.02,2,116
1548,2008,"
        T22","
David Duval
",51,0.02,1,51
1549,2008,"
        T22","
Ernie Els
",51,0.02,1,50
1550,2008,"
        T22","
Jim Furyk
",95,0.02,2,94
