stat_id,year,player_id,events,rounds_total,rounds_measured,sg_total_avg_m,sg_total,sg_tee2green_avg_m,sg_tee2green_total,sg_putting_avg_m,sg_putting_total,sg_app_green_avg_m,sg_app_green_total,sg_off_tee_avg_m,sg_off_tee_total,sg_approach_avg_m,sg_around_green_avg_m,app_avg_proximity,app_total_distance,app_attempts,avg_score_stroke_differential,avg_score_player,avg_score_field,finish_top_10,finish_1st,finish_2nd,finish_3rd,distance_measured_avg,distance_measured_total,distance_measured_num_drives,distance_all_rank_total,distance_all_avg,distance_all_total,distance_all_num_drives,fairway_accuracy_percent,fairways_hit,fairways_possible,fairways_missed_other_percent,fairways_missed_other_total,fairways_missed_other_possible,fairways_missed_other_relative_to_par,total_putting
84,1980,1703,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,252.1,41347,164,NULL,NULL,NULL,NULL,65.46,758,1158,NULL,NULL,NULL,NULL,NULL
85,1980,1753,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,1,0,239.6,25394,106,NULL,NULL,NULL,NULL,64.05,490,765,NULL,NULL,NULL,NULL,NULL
86,1980,1762,NULL,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,265.7,49693,187,NULL,NULL,NULL,NULL,58.51,777,1328,NULL,NULL,NULL,NULL,NULL
87,1980,1783,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,261.4,47043,180,NULL,NULL,NULL,NULL,58.19,739,1270,NULL,NULL,NULL,NULL,NULL
88,1980,1790,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,2,253.4,44339,175,NULL,NULL,NULL,NULL,56.22,705,1254,NULL,NULL,NULL,NULL,NULL
89,1980,1795,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,256.3,43317,169,NULL,NULL,NULL,NULL,62.71,750,1196,NULL,NULL,NULL,NULL,NULL
90,1980,1878,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,263.5,41895,159,NULL,NULL,NULL,NULL,58.87,657,1116,NULL,NULL,NULL,NULL,NULL
91,1980,1977,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,269.7,44774,166,NULL,NULL,NULL,NULL,58.63,686,1170,NULL,NULL,NULL,NULL,NULL
92,1980,2064,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,255.9,40685,159,NULL,NULL,NULL,NULL,59.31,688,1160,NULL,NULL,NULL,NULL,NULL
93,1980,2100,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,263.4,42930,163,NULL,NULL,NULL,NULL,59.09,676,1144,NULL,NULL,NULL,NULL,NULL
94,1980,2201,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,268,42617,159,NULL,NULL,NULL,NULL,56.27,628,1116,NULL,NULL,NULL,NULL,NULL
95,1980,2241,NULL,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,258.3,59157,229,NULL,NULL,NULL,NULL,63.84,1024,1604,NULL,NULL,NULL,NULL,NULL
96,1980,1006,NULL,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,264.7,31762,120,NULL,NULL,NULL,NULL,54.53,457,838,NULL,NULL,NULL,NULL,NULL
97,1980,1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,1980,1045,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,246.1,33464,136,NULL,NULL,NULL,NULL,64.58,620,960,NULL,NULL,NULL,NULL,NULL
99,1980,1060,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,262.4,25194,96,NULL,NULL,NULL,NULL,50,356,712,NULL,NULL,NULL,NULL,NULL
100,1980,1072,NULL,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,260.6,38570,148,NULL,NULL,NULL,NULL,60.88,638,1048,NULL,NULL,NULL,NULL,NULL
101,1980,1120,NULL,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,238.7,41765,175,NULL,NULL,NULL,NULL,65.5,803,1226,NULL,NULL,NULL,NULL,NULL
102,1980,1129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,1980,1164,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,266,46808,176,NULL,NULL,NULL,NULL,58.84,739,1256,NULL,NULL,NULL,NULL,NULL
104,1980,11699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,1980,1181,NULL,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,258.7,28456,110,NULL,NULL,NULL,NULL,60.71,482,794,NULL,NULL,NULL,NULL,NULL
106,1980,1186,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,260.7,32853,126,NULL,NULL,NULL,NULL,54.75,496,906,NULL,NULL,NULL,NULL,NULL
107,1980,1197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,1980,1206,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,254.1,27190,107,NULL,NULL,NULL,NULL,60.77,457,752,NULL,NULL,NULL,NULL,NULL
109,1980,1214,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,259.6,45944,177,NULL,NULL,NULL,NULL,54.42,690,1268,NULL,NULL,NULL,NULL,NULL
110,1980,1269,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,252.8,27552,109,NULL,NULL,NULL,NULL,65.06,501,770,NULL,NULL,NULL,NULL,NULL
111,1980,6256,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,245.6,29226,119,NULL,NULL,NULL,NULL,67.87,566,834,NULL,NULL,NULL,NULL,NULL
112,1980,1353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,1980,1426,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,248.6,26853,108,NULL,NULL,NULL,NULL,58.16,435,748,NULL,NULL,NULL,NULL,NULL
114,1980,1434,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,1980,1462,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,270.4,38932,144,NULL,NULL,NULL,NULL,55.57,559,1006,NULL,NULL,NULL,NULL,NULL
116,1980,1506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,1980,1519,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,250.4,41322,165,NULL,NULL,NULL,NULL,62.12,728,1172,NULL,NULL,NULL,NULL,NULL
118,1980,1520,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,253.5,42846,169,NULL,NULL,NULL,NULL,58.05,689,1187,NULL,NULL,NULL,NULL,NULL
119,1980,1527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,1980,11740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,1980,1556,NULL,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,246.3,51226,208,NULL,NULL,NULL,NULL,68.21,1019,1494,NULL,NULL,NULL,NULL,NULL
122,1980,1578,NULL,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,256.7,34909,136,NULL,NULL,NULL,NULL,61.35,589,960,NULL,NULL,NULL,NULL,NULL
123,1980,1584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,1980,1600,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,255.5,25810,101,NULL,NULL,NULL,NULL,61.19,432,706,NULL,NULL,NULL,NULL,NULL
125,1980,1695,NULL,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,245.3,32869,134,NULL,NULL,NULL,NULL,73.81,713,966,NULL,NULL,NULL,NULL,NULL
126,1980,1738,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,256.2,30235,118,NULL,NULL,NULL,NULL,57.85,501,866,NULL,NULL,NULL,NULL,NULL
127,1980,1769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,1980,1799,NULL,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,260.9,37052,142,NULL,NULL,NULL,NULL,52.58,550,1046,NULL,NULL,NULL,NULL,NULL
129,1980,1814,NULL,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,248.1,35228,142,NULL,NULL,NULL,NULL,65.7,657,1000,NULL,NULL,NULL,NULL,NULL
130,1980,1816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,1980,1817,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,250.7,42368,169,NULL,NULL,NULL,NULL,63.02,755,1198,NULL,NULL,NULL,NULL,NULL
132,1980,1838,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,253.8,41121,162,NULL,NULL,NULL,NULL,61.28,701,1144,NULL,NULL,NULL,NULL,NULL
133,1980,1840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,1980,1865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,1980,1871,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,251.2,26120,104,NULL,NULL,NULL,NULL,62.77,457,728,NULL,NULL,NULL,NULL,NULL
136,1980,1872,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,258.9,42196,163,NULL,NULL,NULL,NULL,61.8,699,1131,NULL,NULL,NULL,NULL,NULL
137,1980,1897,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,258.2,48017,186,NULL,NULL,NULL,NULL,55.5,737,1328,NULL,NULL,NULL,NULL,NULL
138,1980,1932,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,257,29554,115,NULL,NULL,NULL,NULL,57.18,470,822,NULL,NULL,NULL,NULL,NULL
139,1980,1949,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,258.5,42655,165,NULL,NULL,NULL,NULL,59.07,684,1158,NULL,NULL,NULL,NULL,NULL
140,1980,1964,NULL,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,264.7,36531,138,NULL,NULL,NULL,NULL,60.7,590,972,NULL,NULL,NULL,NULL,NULL
141,1980,1979,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,1980,1994,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,260.6,47688,183,NULL,NULL,NULL,NULL,59.53,787,1322,NULL,NULL,NULL,NULL,NULL
143,1980,2083,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,251.8,25936,103,NULL,NULL,NULL,NULL,65.65,495,754,NULL,NULL,NULL,NULL,NULL
144,1980,2084,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,260.7,26072,100,NULL,NULL,NULL,NULL,64.94,452,696,NULL,NULL,NULL,NULL,NULL
145,1980,2194,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,268.2,28970,108,NULL,NULL,NULL,NULL,55.98,421,752,NULL,NULL,NULL,NULL,NULL
146,1980,2200,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,253.1,28349,112,NULL,NULL,NULL,NULL,64.55,528,818,NULL,NULL,NULL,NULL,NULL
147,1980,2232,NULL,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,270.4,39745,147,NULL,NULL,NULL,NULL,57.17,590,1032,NULL,NULL,NULL,NULL,NULL
148,1980,1390,NULL,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,272.9,58138,213,NULL,NULL,NULL,NULL,54.5,812,1490,NULL,NULL,NULL,NULL,NULL
149,1980,1018,NULL,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,268.5,36245,135,NULL,NULL,NULL,NULL,53.18,502,944,NULL,NULL,NULL,NULL,NULL
150,1980,1288,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,267.9,32684,122,NULL,NULL,NULL,NULL,58.06,504,868,NULL,NULL,NULL,NULL,NULL
151,1980,1268,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,267.3,33410,125,NULL,NULL,NULL,NULL,54.91,492,896,NULL,NULL,NULL,NULL,NULL
152,1980,11111,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,267,26437,99,NULL,NULL,NULL,NULL,57.02,406,712,NULL,NULL,NULL,NULL,NULL
153,1980,2123,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266.8,27751,104,NULL,NULL,NULL,NULL,57.88,426,736,NULL,NULL,NULL,NULL,NULL
154,1980,2041,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266.3,34351,129,NULL,NULL,NULL,NULL,50.55,458,906,NULL,NULL,NULL,NULL,NULL
155,1980,2317,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,265,43989,166,NULL,NULL,NULL,NULL,54.94,645,1174,NULL,NULL,NULL,NULL,NULL
156,1980,11759,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,263.2,31059,118,NULL,NULL,NULL,NULL,51.46,423,822,NULL,NULL,NULL,NULL,NULL
157,1980,1065,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,263,32084,122,NULL,NULL,NULL,NULL,53.13,458,862,NULL,NULL,NULL,NULL,NULL
158,1980,1166,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,262.7,32312,123,NULL,NULL,NULL,NULL,57.31,494,862,NULL,NULL,NULL,NULL,NULL
159,1980,1095,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,262.6,33089,126,NULL,NULL,NULL,NULL,57.08,508,890,NULL,NULL,NULL,NULL,NULL
160,1980,1284,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,262,25938,99,NULL,NULL,NULL,NULL,60.78,423,696,NULL,NULL,NULL,NULL,NULL
161,1980,1155,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,261.3,34753,133,NULL,NULL,NULL,NULL,62.5,595,952,NULL,NULL,NULL,NULL,NULL
162,1980,1501,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,259.5,28802,111,NULL,NULL,NULL,NULL,59.51,457,768,NULL,NULL,NULL,NULL,NULL
163,1980,6423,NULL,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,259.5,28801,111,NULL,NULL,NULL,NULL,52.31,408,780,NULL,NULL,NULL,NULL,NULL
164,1980,1091,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,259.4,26980,104,NULL,NULL,NULL,NULL,57.62,416,722,NULL,NULL,NULL,NULL,NULL
165,1980,1503,NULL,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,258.7,28455,110,NULL,NULL,NULL,NULL,62.63,486,776,NULL,NULL,NULL,NULL,NULL
166,1980,1289,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,258.1,25548,99,NULL,NULL,NULL,NULL,54.23,385,710,NULL,NULL,NULL,NULL,NULL
167,1980,1867,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,257.1,31618,123,NULL,NULL,NULL,NULL,56.51,486,860,NULL,NULL,NULL,NULL,NULL
168,1980,1786,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,256.1,39946,156,NULL,NULL,NULL,NULL,53.36,603,1130,NULL,NULL,NULL,NULL,NULL
169,1980,2185,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.5,40620,159,NULL,NULL,NULL,NULL,57.8,652,1128,NULL,NULL,NULL,NULL,NULL
170,1980,1779,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.3,29609,116,NULL,NULL,NULL,NULL,54.4,457,840,NULL,NULL,NULL,NULL,NULL
