winner_id,cal_year,player_id,winner,wins
772,1984,1641,Gary Koch,2
773,1984,1033,George Archer,1
774,1984,1876,Greg Norman,2
775,1984,1559,Hale Irwin,1
776,1984,1443,Hubert Green,1
777,1984,1869,Jack Nicklaus,1
778,1984,1998,Jack Renner,1
779,1984,1725,John Mahaffey,1
780,1984,1864,Larry Nelson,1
781,1984,2213,Lee Trevino,1
782,1984,1887,Mark O''Meara',1
783,1984,1326,Nick Faldo,1
784,1984,1569,Peter Jacobsen,2
785,1984,1093,Ronnie Black,1
786,1984,1527,Scott Hoch,1
787,1984,2099,Scott Simpson,1
788,1984,1051,Seve Ballesteros,1
789,1984,1633,Tom Kite,2
790,1984,1975,Tom Purtzer,1
791,1984,2256,Tom Watson,3
792,1984,1682,Wayne Levi,1
793,1985,1878,Andy North,1
794,1985,1666,Bernhard Langer,2
795,1985,1418,Bill Glasson,1
796,1985,1303,Bob Eastwood,1
797,1985,1935,Calvin Peete,2
798,1985,1928,Corey Pavin,1
799,1985,2159,Curtis Strange,3
800,1985,1361,Dan Forsman,1
801,1985,1305,Danny Edwards,1
802,1985,2321,Fuzzy Zoeller,1
803,1985,1150,George Burns,1
804,1985,2170,Hal Sutton,2
805,1985,1559,Hale Irwin,1
806,1985,1443,Hubert Green,1
807,1985,2201,Jim Thorpe,2
808,1985,2101,Joey Sindelar,2
809,1985,1725,John Mahaffey,1
810,1985,1444,Ken Green,1
811,1985,2242,Lanny Wadkins,3
812,1985,1783,Mark McCumber,1
813,1985,1887,Mark O''Meara',2
814,1985,2279,Mark Wiebe,1
815,1985,1096,Phil Blackmar,1
816,1985,1355,Raymond Floyd,1
817,1985,1736,Roger Maltbie,2
818,1985,1717,Sandy Lyle,1
819,1985,2239,Scott Verplank,1
820,1985,1051,Seve Ballesteros,1
821,1985,2100,Tim Simpson,1
822,1985,1633,Tom Kite,1
823,1985,1682,Wayne Levi,1
824,1985,1095,Woody Blackburn,1
825,1986,1068,Andy Bean,2
826,1986,1235,Ben Crenshaw,2
827,1986,1851,Bob Murphy,1
828,1986,2223,Bob Tway,4
829,1986,1935,Calvin Peete,2
830,1986,1928,Corey Pavin,2
831,1986,2159,Curtis Strange,1
832,1986,1361,Dan Forsman,1
833,1986,1958,Dan Pohl,2
834,1986,1475,Donnie Hammond,1
835,1986,2190,Doug Tewell,1
836,1986,1425,Ernie Gonzalez,1
837,1986,2244,Fred Wadsworth,1
838,1986,2321,Fuzzy Zoeller,3
839,1986,2049,Gene Sauers,1
840,1986,1876,Greg Norman,3
841,1986,2170,Hal Sutton,2
842,1986,1869,Jack Nicklaus,1
843,1986,2201,Jim Thorpe,1
844,1986,1725,John Mahaffey,1
845,1986,1444,Ken Green,1
846,1986,1639,Kenny Knox,1
847,1986,1884,Mac O''Grady',1
848,1986,1161,Mark Calcavecchia,1
849,1986,2279,Mark Wiebe,1
850,1986,1549,Mike Hulbert,1
851,1986,1355,Raymond Floyd,2
852,1986,1331,Rick Fehr,1
853,1986,1717,Sandy Lyle,1
854,1986,1633,Tom Kite,1
855,1987,1235,Ben Crenshaw,1
856,1987,1192,T.C. Chen,1
857,1987,1928,Corey Pavin,2
858,1987,2159,Curtis Strange,3
859,1987,2267,D.A. Weibring,1
860,1987,1060,Dave Barr,1
861,1987,1706,Davis Love III,1
862,1987,1960,Don Pooley,1
863,1987,2190,Doug Tewell,1
864,1987,1226,Fred Couples,1
865,1987,1468,Gary Hallberg,1
866,1987,1150,George Burns,1
867,1987,2118,J.C. Snead,1
868,1987,1457,Jay Haas,1
869,1987,2101,Joey Sindelar,1
870,1987,1219,John Cook,1
871,1987,1557,John Inman,1
872,1987,1815,Johnny Miller,1
873,1987,1200,Keith Clearwater,2
874,1987,1135,Ken Brown,1
875,1987,1639,Kenny Knox,1
876,1987,2242,Lanny Wadkins,1
877,1987,1823,Larry Mize,1
878,1987,1864,Larry Nelson,2
879,1987,1884,Mac O''Grady',1
880,1987,1161,Mark Calcavecchia,1
881,1987,1783,Mark McCumber,1
882,1987,1996,Mike Reid,1
883,1987,1326,Nick Faldo,1
884,1987,1042,Paul Azinger,3
885,1987,2146,Payne Stewart,1
886,1987,2303,Robert Wrenn,1
887,1987,1984,Sam Randolph,1
888,1987,1717,Sandy Lyle,1
889,1987,2099,Scott Simpson,2
890,1987,1926,Steve Pate,1
891,1987,1633,Tom Kite,1
892,1987,2256,Tom Watson,1
893,1988,1723,Andrew Magee,1
894,1988,1235,Ben Crenshaw,1
895,1988,1418,Bill Glasson,2
896,1988,1771,Blaine McCallister,1
897,1988,1701,Bob Lohr,1
898,1988,1690,Bruce Lietzke,1
899,1988,1072,Chip Beck,2
900,1988,1928,Corey Pavin,1
901,1988,2159,Curtis Strange,4
902,1988,1378,David Frost,2
903,1988,1641,Gary Koch,1
904,1988,1876,Greg Norman,1
905,1988,1457,Jay Haas,1
906,1988,2104,Jeff Sluman,1
907,1988,1078,Jim Benepe,1
908,1988,1846,Jodie Mudd,1
909,1988,2101,Joey Sindelar,2
910,1988,1444,Ken Green,2
911,1988,2242,Lanny Wadkins,2
912,1988,1864,Larry Nelson,1
913,1988,1132,Mark Brooks,1
914,1988,1161,Mark Calcavecchia,1
915,1988,1783,Mark McCumber,1
916,1988,1996,Mike Reid,1
917,1988,1495,Morris Hatalsky,1
918,1988,1042,Paul Azinger,1
919,1988,1096,Phil Blackmar,1
920,1988,1717,Sandy Lyle,3
921,1988,2239,Scott Verplank,1
922,1988,1051,Seve Ballesteros,2
923,1988,1599,Steve Jones,1
924,1988,1926,Steve Pate,2
925,1988,1975,Tom Purtzer,1
926,1988,2090,Tom Sieckmann,1
927,1989,1129,Bill Britton,1
928,1989,1418,Bill Glasson,1
929,1989,1771,Blaine McCallister,2
930,1989,2223,Bob Tway,1
931,1989,1156,Curt Byrum,1
932,1989,2159,Curtis Strange,1
933,1989,1378,David Frost,1
934,1989,1475,Donnie Hammond,1
935,1989,2049,Gene Sauers,1
936,1989,1876,Greg Norman,2
937,1989,2224,Greg Twiggs,1
938,1989,1049,Ian Baker-Finch,1
939,1989,1846,Jodie Mudd,1
940,1989,1725,John Mahaffey,1
941,1989,1444,Ken Green,1
942,1989,2195,Leonard Thompson,1
943,1989,1161,Mark Calcavecchia,3
944,1989,1783,Mark McCumber,1
945,1989,1887,Mark O''Meara',1
946,1989,1284,Mike Donald,1
947,1989,1549,Mike Hulbert,1
948,1989,2167,Mike Sullivan,1
949,1989,1326,Nick Faldo,1
950,1989,1042,Paul Azinger,1
951,1989,2146,Payne Stewart,2
952,1989,1527,Scott Hoch,1
953,1989,2099,Scott Simpson,1
954,1989,2230,Stan Utley,1
955,1989,1599,Steve Jones,3
956,1989,2067,Ted Schulz,1
957,1989,2100,Tim Simpson,2
958,1989,1157,Tom Byrum,1
959,1989,1633,Tom Kite,3
960,1989,1435,Wayne Grady,1
961,1990,1235,Ben Crenshaw,1
962,1990,2223,Bob Tway,1
963,1990,1072,Chip Beck,1
964,1990,1361,Dan Forsman,1
965,1990,1378,David Frost,1
966,1990,1560,David Ishii,1
967,1990,1706,Davis Love III,1
968,1990,1226,Fred Couples,1
969,1990,1837,Gil Morgan,1
970,1990,1876,Greg Norman,2
971,1990,1559,Hale Irwin,2
972,1990,1385,Jim Gallagher Jr,1
973,1990,1846,Jodie Mudd,2
974,1990,2101,Joey Sindelar,1
975,1990,1553,John Huston,1
976,1990,6373,José María Olazábal,1
977,1990,1639,Kenny Knox,1
978,1990,2242,Lanny Wadkins,1
979,1990,1887,Mark O''Meara',2
980,1990,1495,Morris Hatalsky,1
981,1990,1326,Nick Faldo,2
982,1990,1510,Nolan Henke,1
983,1990,1042,Paul Azinger,1
984,1990,2146,Payne Stewart,2
985,1990,1569,Peter Jacobsen,1
986,1990,1946,Peter Persons,1
987,1990,1388,Robert Gamez,2
988,1990,1313,Steve Elkington,1
989,1990,2100,Tim Simpson,1
990,1990,1633,Tom Kite,1
991,1990,1035,Tommy Armour III,1
992,1990,2094,Tony Sills,1
993,1990,1435,Wayne Grady,1
994,1990,1682,Wayne Levi,4
995,1991,1723,Andrew Magee,2
996,1991,1024,Billy Andrade,2
997,1991,1133,Billy Ray Brown,1
998,1991,1771,Blaine McCallister,1
999,1991,1329,Brad Faxon,1
1000,1991,1353,Bruce Fleisher,1
1001,1991,1928,Corey Pavin,2
1002,1991,2133,Craig Stadler,1
1003,1991,2267,D.A. Weibring,1
1004,1991,1938,David Peoples,1
1005,1991,1706,Davis Love III,1
1006,1991,1971,Dillard Pruitt,1
1007,1991,1226,Fred Couples,2
1008,1991,1014,Fulton Allem,1
1009,1991,1049,Ian Baker-Finch,1
1010,1991,2300,Ian Woosnam,2
1011,1991,1098,Jay Don Blake,1
1012,1991,1249,John Daly,1
1013,1991,6373,José María Olazábal,1
1014,1991,1945,Kenny Perry,1
1015,1991,2242,Lanny Wadkins,1
1016,1991,1132,Mark Brooks,2
1017,1991,1887,Mark O''Meara',1
1018,1991,1549,Mike Hulbert,1
1019,1991,1968,Nick Price,2
1020,1991,1510,Nolan Henke,1
1021,1991,1042,Paul Azinger,1
1022,1991,2146,Payne Stewart,1
1023,1991,1810,Phil Mickelson,1
1024,1991,1797,Rocco Mediate,1
1025,1991,1203,Russ Cochran,1
1026,1991,1313,Steve Elkington,1
1027,1991,1926,Steve Pate,1
1028,1991,2067,Ted Schulz,1
1029,1991,1633,Tom Kite,1
1030,1991,1975,Tom Purtzer,2
1031,1992,1235,Ben Crenshaw,1
1032,1992,1418,Bill Glasson,1
1033,1992,1133,Billy Ray Brown,1
1034,1992,1329,Brad Faxon,2
1035,1992,1690,Bruce Lietzke,1
1036,1992,1072,Chip Beck,1
1037,1992,1928,Corey Pavin,1
1038,1992,2133,Craig Stadler,1
1039,1992,1361,Dan Forsman,1
1040,1992,1306,David Edwards,1
1041,1992,1378,David Frost,2
1042,1992,1938,David Peoples,1
1043,1992,1706,Davis Love III,3
1044,1992,1226,Fred Couples,3
1045,1992,1381,Fred Funk,1
1046,1992,1468,Gary Hallberg,1
1047,1992,1876,Greg Norman,1
1048,1992,1457,Jay Haas,1
1049,1992,1219,John Cook,3
1050,1992,1249,John Daly,1
1051,1992,1553,John Huston,1
1052,1992,2242,Lanny Wadkins,1
1053,1992,1577,Lee Janzen,1
1054,1992,1161,Mark Calcavecchia,1
1055,1992,7569,Mark Carnevale,1
1056,1992,1887,Mark O''Meara',1
1057,1992,1326,Nick Faldo,1
1058,1992,1968,Nick Price,2
1059,1992,1042,Paul Azinger,1
1060,1992,1355,Raymond Floyd,1
1061,1992,2322,Richard Zokol,1
1062,1992,1313,Steve Elkington,1
1063,1992,1926,Steve Pate,1
1064,1992,1633,Tom Kite,2
1065,1993,1235,Ben Crenshaw,1
1066,1993,1666,Bernhard Langer,1
1067,1993,1766,Billy Mayfair,1
1068,1993,1771,Blaine McCallister,1
1069,1993,1890,Brett Ogle,1
1070,1993,1306,David Edwards,1
1071,1993,1378,David Frost,2
1072,1993,1706,Davis Love III,2
1073,1993,1226,Fred Couples,1
1074,1993,1014,Fulton Allem,2
1075,1993,2245,Grant Waite,1
1076,1993,1876,Greg Norman,2
1077,1993,2225,Howard Twitty,1
1078,1993,1457,Jay Haas,1
1079,1993,1724,Jeff Maggert,1
1080,1993,1385,Jim Gallagher Jr,2
1081,1993,6090,Jim McGovern,1
1082,1993,1557,John Inman,1
1083,1993,1823,Larry Mize,2
1084,1993,1577,Lee Janzen,2
1085,1993,2135,Mike Standly,1
1086,1993,1968,Nick Price,4
1087,1993,1510,Nolan Henke,1
1088,1993,1042,Paul Azinger,3
1089,1993,1810,Phil Mickelson,2
1090,1993,1797,Rocco Mediate,1
1091,1993,2099,Scott Simpson,1
1092,1993,1633,Tom Kite,2
1093,1993,6567,Vijay Singh,1
1094,1994,1723,Andrew Magee,1
1095,1994,1235,Ben Crenshaw,1
1096,1994,1418,Bill Glasson,1
1097,1994,1320,Bob Estes,1
1098,1994,1890,Brett Ogle,1
1099,1994,6617,Brian Henninger,1
1100,1994,1690,Bruce Lietzke,1
1101,1994,1928,Corey Pavin,1
1102,1994,2133,Craig Stadler,1
1103,1994,1378,David Frost,1
1104,1994,10213,Dicky Pride,1
1105,1994,6522,Ernie Els,1
1106,1994,1226,Fred Couples,1
1107,1994,1876,Greg Norman,1
1108,1994,1559,Hale Irwin,1
1109,1994,1249,John Daly,1
1110,1994,1553,John Huston,1
1111,1994,1815,Johnny Miller,1
1112,1994,6373,José María Olazábal,2
1113,1994,1945,Kenny Perry,1
1114,1994,1577,Lee Janzen,1
1115,1994,2010,Loren Roberts,1
1116,1994,1132,Mark Brooks,1
1117,1994,1783,Mark McCumber,3
1118,1994,8337,Mike Heinen,1
1119,1994,2131,Mike Springer,2
1120,1994,2167,Mike Sullivan,1
1121,1994,6332,Neal Lancaster,1
1122,1994,1968,Nick Price,6
1123,1994,1810,Phil Mickelson,1
1124,1994,1331,Rick Fehr,1
1125,1994,1527,Scott Hoch,1
1126,1994,1313,Steve Elkington,1
1127,1994,1707,Steve Lowery,1
1128,1994,1677,Tom Lehman,1
1129,1995,1235,Ben Crenshaw,1
1130,1995,1766,Billy Mayfair,2
1131,1995,2223,Bob Tway,1
1132,1995,1143,Brad Bryant,1
1133,1995,1928,Corey Pavin,2
1134,1995,2267,D.A. Weibring,1
1135,1995,1706,Davis Love III,1
1136,1995,2246,Duffy Waldorf,1
1137,1995,1288,Ed Dougherty,1
1138,1995,6522,Ernie Els,1
1139,1995,1381,Fred Funk,2
1140,1995,1876,Greg Norman,3
1141,1995,2170,Hal Sutton,1
1142,1995,10809,Jim Furyk,1
1143,1995,1385,Jim Gallagher Jr,2
1144,1995,1249,John Daly,1
1145,1995,7235,John Morse,1
1146,1995,1945,Kenny Perry,1
1147,1995,1577,Lee Janzen,3
1148,1995,2010,Loren Roberts,1
1149,1995,1161,Mark Calcavecchia,1
1150,1995,1887,Mark O''Meara',2
1151,1995,1326,Nick Faldo,1
1152,1995,2146,Payne Stewart,1
1153,1995,1569,Peter Jacobsen,2
1154,1995,1810,Phil Mickelson,1
1155,1995,1527,Scott Hoch,1
1156,1995,1313,Steve Elkington,2
1157,1995,2218,Ted Tryba,1
1158,1995,1677,Tom Lehman,1
1159,1995,6567,Vijay Singh,2
1160,1995,7867,Woody Austin,1
1161,1996,2023,Clarence Rose,1
1162,1996,1928,Corey Pavin,1
1163,1996,2133,Craig Stadler,1
1164,1996,2267,D.A. Weibring,1
1165,1996,1891,David Ogrin,1
1166,1996,1706,Davis Love III,1
1167,1996,6575,Dudley Hart,1
1168,1996,1346,Ed Fiori,1
1169,1996,6522,Ernie Els,1
1170,1996,1226,Fred Couples,1
1171,1996,1381,Fred Funk,1
1172,1996,1876,Greg Norman,1
1173,1996,6214,Guy Boros,1
1174,1996,10809,Jim Furyk,1
1175,1996,1219,John Cook,2
1176,1996,10860,Justin Leonard,1
1177,1996,2010,Loren Roberts,2
1178,1996,1132,Mark Brooks,3
1179,1996,1887,Mark O''Meara',2
1180,1996,1116,Michael Bradley,1
1181,1996,1326,Nick Faldo,1
1182,1996,6643,Paul Goydos,1
1183,1996,8375,Paul Stankowski,1
1184,1996,1810,Phil Mickelson,4
1185,1996,1527,Scott Hoch,1
1186,1996,10585,Scott McCarron,1
1187,1996,1599,Steve Jones,1
1188,1996,6527,Steve Stricker,2
1189,1996,8793,Tiger Woods,2
1190,1996,12782,Tim Herron,1
1191,1996,1677,Tom Lehman,2
1192,1996,2256,Tom Watson,1
1193,1996,2294,Willie Wood,1
1194,1997,1418,Bill Glasson,1
1195,1997,1133,Billy Ray Brown,1
1196,1997,1329,Brad Faxon,1
1197,1997,9011,David Duval,3
1198,1997,1378,David Frost,1
1199,1997,2206,David Toms,1
1200,1997,1706,Davis Love III,2
1201,1997,6522,Ernie Els,2
1202,1997,10457,Frank Nobilo,1
1203,1997,21007,Gabriel Hjertstedt,1
1204,1997,1876,Greg Norman,2
1205,1997,2104,Jeff Sluman,1
1206,1997,1219,John Cook,1
1207,1997,10860,Justin Leonard,2
1208,1997,2010,Loren Roberts,1
1209,1997,1161,Mark Calcavecchia,1
1210,1997,1887,Mark O''Meara',2
1211,1997,1326,Nick Faldo,1
1212,1997,1968,Nick Price,1
1213,1997,8375,Paul Stankowski,1
1214,1997,1096,Phil Blackmar,1
1215,1997,1810,Phil Mickelson,2
1216,1997,1527,Scott Hoch,1
1217,1997,10585,Scott McCarron,1
1218,1997,1313,Steve Elkington,2
1219,1997,1599,Steve Jones,2
1220,1997,20229,Stewart Cink,1
1221,1997,20098,Stuart Appleby,1
1222,1997,8793,Tiger Woods,4
1223,1997,12782,Tim Herron,1
1224,1997,6567,Vijay Singh,2
1225,1998,1024,Billy Andrade,1
1226,1998,1766,Billy Mayfair,2
1227,1998,1185,Brandel Chamblee,1
1228,1998,1943,Chris Perry,1
1229,1998,9011,David Duval,4
1230,1998,1706,Davis Love III,1
1231,1998,6522,Ernie Els,1
1232,1998,1226,Fred Couples,2
1233,1998,1381,Fred Funk,1
1234,1998,2170,Hal Sutton,2
1235,1998,8537,J.P. Hayes,1
1236,1998,2104,Jeff Sluman,1
1237,1998,12660,Jesper Parnevik,1
1238,1998,10809,Jim Furyk,1
1239,1998,6621,Joe Durant,1
1240,1998,1219,John Cook,1
1241,1998,1553,John Huston,2
1242,1998,10860,Justin Leonard,1
1243,1998,1577,Lee Janzen,1
1244,1998,20396,Lee Westwood,1
1245,1998,1161,Mark Calcavecchia,1
1246,1998,1887,Mark O''Meara',2
1247,1998,1116,Michael Bradley,1
1248,1998,1968,Nick Price,1
1249,1998,1139,Olin Browne,1
1250,1998,1810,Phil Mickelson,2
1251,1998,2099,Scott Simpson,1
1252,1998,1313,Steve Elkington,1
1253,1998,1599,Steve Jones,1
1254,1998,1926,Steve Pate,1
1255,1998,20098,Stuart Appleby,1
1256,1998,8793,Tiger Woods,1
1257,1998,2256,Tom Watson,1
1258,1998,1282,Trevor Dodds,1
1259,1998,6567,Vijay Singh,2
1260,1999,1329,Brad Faxon,1
1261,1999,12645,Brent Geiberger,1
1262,1999,6617,Brian Henninger,1
1263,1999,12823,Carlos Franco,2
1264,1999,9011,David Duval,4
1265,1999,2206,David Toms,2
1266,1999,2246,Duffy Waldorf,2
1267,1999,6522,Ernie Els,1
1268,1999,21007,Gabriel Hjertstedt,1
1269,1999,8931,Glen Day,1
1270,1999,2170,Hal Sutton,1
1271,1999,1685,J.L. Lewis,1
1272,1999,1724,Jeff Maggert,1
1273,1999,2104,Jeff Sluman,1
1274,1999,12660,Jesper Parnevik,1
1275,1999,10809,Jim Furyk,1
1276,1999,6373,José María Olazábal,1
1277,1999,2010,Loren Roberts,1
1278,1999,10423,Mike Weir,1
1279,1999,20029,Notah Begay III,2
1280,1999,1139,Olin Browne,1
1281,1999,19904,Paul Lawrie,1
1282,1999,2146,Payne Stewart,2
1283,1999,23614,Rich Beem,1
1284,1999,1797,Rocco Mediate,1
1285,1999,1313,Steve Elkington,1
1286,1999,20098,Stuart Appleby,1
1287,1999,2218,Ted Tryba,1
1288,1999,8793,Tiger Woods,8
1289,1999,12782,Tim Herron,1
1290,1999,1941,Tom Pernice Jr.,1
1291,1999,6567,Vijay Singh,1
1292,2000,1024,Billy Andrade,1
1293,2000,1329,Brad Faxon,1
1294,2000,12823,Carlos Franco,1
1295,2000,6251,Chris DiMarco,1
1296,2000,19825,Darren Clarke,1
1297,2000,9011,David Duval,1
1298,2000,2206,David Toms,1
1299,2000,1927,Dennis Paulson,1
1300,2000,6575,Dudley Hart,1
1301,2000,2246,Duffy Waldorf,1
1302,2000,6522,Ernie Els,1
1303,2000,2170,Hal Sutton,2
1304,2000,12660,Jesper Parnevik,2
1305,2000,1175,Jim Carter,1
1306,2000,10809,Jim Furyk,1
1307,2000,1553,John Huston,1
1308,2000,10860,Justin Leonard,1
1309,2000,2214,Kirk Triplett,1
1310,2000,2010,Loren Roberts,1
1311,2000,12388,Michael Clark II,1
1312,2000,10423,Mike Weir,1
1313,2000,20029,Notah Begay III,2
1314,2000,1042,Paul Azinger,1
1315,2000,1810,Phil Mickelson,4
1316,2000,10885,Robert Allenby,2
1317,2000,1797,Rocco Mediate,1
1318,2000,23621,Rory Sabbatini,1
1319,2000,2239,Scott Verplank,1
1320,2000,1707,Steve Lowery,1
1321,2000,20229,Stewart Cink,1
1322,2000,8793,Tiger Woods,9
1323,2000,1677,Tom Lehman,1
1324,2000,10649,Tom Scherrer,1
1325,2000,6567,Vijay Singh,1
1326,2001,1320,Bob Estes,2
1327,2001,1329,Brad Faxon,1
1328,2001,12652,Cameron Beckman,1
1329,2001,6251,Chris DiMarco,1
1330,2001,9011,David Duval,1
1331,2001,23338,David Gossett,1
1332,2001,2206,David Toms,3
1333,2001,1706,Davis Love III,1
1334,2001,11032,Frank Lickliter II,1
1335,2001,20436,Garrett Willis,1
1336,2001,2170,Hal Sutton,1
1337,2001,2104,Jeff Sluman,1
1338,2001,12660,Jesper Parnevik,1
1339,2001,10809,Jim Furyk,1
1340,2001,6621,Joe Durant,2
1341,2001,1307,Joel Edwards,1
1342,2001,1219,John Cook,1
1343,2001,19972,José Coceres,2
1344,2001,10860,Justin Leonard,1
1345,2001,1945,Kenny Perry,1
1346,2001,1161,Mark Calcavecchia,1
1347,2001,10423,Mike Weir,1
1348,2001,1810,Phil Mickelson,2
1349,2001,20157,Retief Goosen,1
1350,2001,10885,Robert Allenby,2
1351,2001,19881,Robert Damron,1
1352,2001,1527,Scott Hoch,2
1353,2001,10585,Scott McCarron,1
1354,2001,2239,Scott Verplank,1
1355,2001,21209,Sergio Garcia,2
1356,2001,12680,Shigeki Maruyama,1
1357,2001,6527,Steve Stricker,1
1358,2001,8793,Tiger Woods,5
1359,2001,1941,Tom Pernice Jr.,1
1360,2002,6809,Bob Burns,1
1361,2002,1320,Bob Estes,1
1362,2002,21961,Charles Howell III,1
1363,2002,6251,Chris DiMarco,1
1364,2002,20127,Chris Riley,1
1365,2002,2106,Chris Smith,1
1366,2002,1920,Craig Parry,1
1367,2002,10912,Craig Perks,1
1368,2002,1361,Dan Forsman,1
1369,2002,6522,Ernie Els,2
1370,2002,2049,Gene Sauers,1
1371,2002,10565,Ian Leggatt,1
1372,2002,8537,J.P. Hayes,1
1373,2002,2104,Jeff Sluman,1
1374,2002,8075,Jerry Kelly,2
1375,2002,10809,Jim Furyk,1
1376,2002,22913,John Rollins,1
1377,2002,24925,Jonathan Byrd,1
1378,2002,6373,José María Olazábal,1
1379,2002,10860,Justin Leonard,1
1380,2002,24357,K.J. Choi,2
1381,2002,6595,Kevin Sutherland,1
1382,2002,1761,Len Mattiace,2
1383,2002,2010,Loren Roberts,1
1384,2002,23983,Luke Donald,1
1385,2002,10201,Matt Gogel,1
1386,2002,23108,Matt Kuchar,1
1387,2002,1968,Nick Price,1
1388,2002,1810,Phil Mickelson,2
1389,2002,12663,Phil Tataurangi,1
1390,2002,20157,Retief Goosen,1
1391,2002,23614,Rich Beem,2
1392,2002,1797,Rocco Mediate,1
1393,2002,21209,Sergio Garcia,1
1394,2002,12680,Shigeki Maruyama,1
1395,2002,8339,Spike McRoy,1
1396,2002,8793,Tiger Woods,5
1397,2002,6567,Vijay Singh,2
1398,2003,24502,Adam Scott,1
1399,2003,23541,Ben Crane,1
1400,2003,22621,Ben Curtis,1
1401,2003,2223,Bob Tway,1
1402,2003,12510,Chad Campbell,1
1403,2003,2133,Craig Stadler,1
1404,2003,19825,Darren Clarke,1
1405,2003,2206,David Toms,2
1406,2003,1706,Davis Love III,4
1407,2003,6522,Ernie Els,2
1408,2003,11032,Frank Lickliter II,1
1409,2003,1226,Fred Couples,1
1410,2003,1685,J.L. Lewis,1
1411,2003,10809,Jim Furyk,2
1412,2003,1553,John Huston,1
1413,2003,20094,Jonathan Kaye,1
1414,2003,10860,Justin Leonard,1
1415,2003,1945,Kenny Perry,3
1416,2003,2214,Kirk Triplett,1
1417,2003,10423,Mike Weir,3
1418,2003,1569,Peter Jacobsen,1
1419,2003,20157,Retief Goosen,1
1420,2003,23621,Rory Sabbatini,1
1421,2003,1527,Scott Hoch,1
1422,2003,6515,Shaun Micheel,1
1423,2003,12680,Shigeki Maruyama,1
1424,2003,7457,Steve Flesch,1
1425,2003,20098,Stuart Appleby,1
1426,2003,8793,Tiger Woods,5
1427,2003,1035,Tommy Armour III,1
1428,2003,6567,Vijay Singh,4
1429,2004,24502,Adam Scott,2
1430,2004,20580,Andre Stolz,1
1431,2004,1142,Bart Bryant,1
1432,2004,12645,Brent Geiberger,1
1433,2004,12823,Carlos Franco,1
1434,2004,12510,Chad Campbell,1
1435,2004,1920,Craig Parry,1
1436,2004,2206,David Toms,1
1437,2004,6522,Ernie Els,3
1438,2004,1381,Fred Funk,1
1439,2004,22293,Heath Slocum,1
1440,2004,2101,Joey Sindelar,1
1441,2004,1249,John Daly,1
1442,2004,24925,Jonathan Byrd,1
1443,2004,20094,Jonathan Kaye,1
1444,2004,20433,Mark Hensby,1
1445,2004,10423,Mike Weir,1
1446,2004,1810,Phil Mickelson,2
1447,2004,20157,Retief Goosen,2
1448,2004,20572,Rod Pampling,1
1449,2004,23320,Ryan Palmer,1
1450,2004,21209,Sergio Garcia,2
1451,2004,6004,Stephen Ames,1
1452,2004,7457,Steve Flesch,1
1453,2004,20229,Stewart Cink,2
1454,2004,20098,Stuart Appleby,1
1455,2004,8793,Tiger Woods,1
1456,2004,1473,Todd Hamilton,2
1457,2004,23325,Vaughn Taylor,1
1458,2004,6567,Vijay Singh,9
1459,2004,7867,Woody Austin,1
1460,2004,24024,Zach Johnson,1
1461,2005,1142,Bart Bryant,2
1462,2005,23541,Ben Crane,1
1463,2005,1329,Brad Faxon,1
1464,2005,25345,Carl Pettersson,1
1465,2005,2206,David Toms,1
1466,2005,1381,Fred Funk,1
1467,2005,22046,Geoff Ogilvy,1
1468,2005,22293,Heath Slocum,1
1469,2005,24507,Jason Bohn,1
1470,2005,22892,Jason Gore,1
1471,2005,10809,Jim Furyk,1
1472,2005,10860,Justin Leonard,2
1473,2005,24357,K.J. Choi,1
1474,2005,1945,Kenny Perry,2
1475,2005,25900,Lucas Glover,1
1476,2005,1161,Mark Calcavecchia,1
1477,2005,20400,Michael Campbell,1
1478,2005,1139,Olin Browne,1
1479,2005,20766,Padraig Harrington,2
1480,2005,20634,Peter Lonard,1
1481,2005,1810,Phil Mickelson,4
1482,2005,20157,Retief Goosen,1
1483,2005,1388,Robert Gamez,1
1484,2005,24140,Sean O''Hair',1
1485,2005,21209,Sergio Garcia,1
1486,2005,20098,Stuart Appleby,1
1487,2005,21959,Ted Purdy,1
1488,2005,8793,Tiger Woods,6
1489,2005,1948,Tim Petrovic,1
1490,2005,23325,Vaughn Taylor,1
1491,2005,6567,Vijay Singh,4
1492,2005,7013,Wes Short Jr,1
1493,2006,22371,Aaron Baddeley,1
1494,2006,24502,Adam Scott,1
1495,2006,20628,Arron Oberholser,1
1496,2006,22621,Ben Curtis,2
1497,2006,23322,Brett Wetterich,1
1498,2006,25345,Carl Pettersson,1
1499,2006,12510,Chad Campbell,1
1500,2006,11123,Chris Couch,1
1501,2006,1928,Corey Pavin,1
1502,2006,23788,D.J. Trahan,1
1503,2006,2206,David Toms,1
1504,2006,1706,Davis Love III,1
1505,2006,12602,Dean Wilson,1
1506,2006,23048,Eric Axley,1
1507,2006,22046,Geoff Ogilvy,2
1508,2006,27141,J.B. Holmes,1
1509,2006,23353,J.J. Henry,1
1510,2006,1724,Jeff Maggert,1
1511,2006,10809,Jim Furyk,2
1512,2006,6621,Joe Durant,1
1513,2006,22913,John Rollins,1
1514,2006,20645,John Senden,1
1515,2006,24357,K.J. Choi,1
1516,2006,2214,Kirk Triplett,1
1517,2006,23983,Luke Donald,1
