c_stat_id,player_id,tour,year,season,events,wins,seconds,thirds,top_10,top_25,cuts_made,earnings
11126,1724,R,2011,2011,18,0,0,0,0,0,6,101080
11127,1724,R,2010,2010,28,0,0,1,2,5,11,801579
11128,1724,R,2009,2009,28,0,0,0,2,6,11,651384
11129,1724,R,2008,2008,28,0,0,0,0,6,16,444484
11130,1724,R,2007,2007,26,0,0,0,1,7,15,845585
11131,1724,R,2006,2006,26,1,0,0,2,4,14,1430376
11132,1724,R,2005,2005,25,0,0,0,2,7,17,743780
11133,1724,R,2004,2004,20,0,1,1,5,5,11,1527884
11134,1724,R,2003,2003,24,0,0,0,2,5,16,747166
11135,1724,R,2002,2002,27,0,0,1,2,5,14,733198
11136,1724,R,2001,2001,27,0,0,0,4,7,15,713607
11137,1724,R,2000,2000,27,0,1,1,6,11,17,1138749
11138,1724,R,1999,1999,23,1,1,1,6,10,20,2016469
11139,1724,R,1998,1998,24,0,2,0,8,12,18,992964
11140,1724,R,1997,1997,27,0,2,1,6,10,19,835884
11141,1724,R,1996,1996,26,0,3,0,9,12,20,804955
11142,1724,R,1995,1995,23,0,1,1,5,10,17,527952
11143,1724,R,1994,1994,25,0,2,2,11,14,21,814475
11144,1724,R,1993,1993,28,1,2,1,6,13,17,793023
11145,1724,R,1992,1992,26,0,0,2,4,9,19,377408
11146,1724,R,1991,1991,29,0,0,0,2,9,17,240940
11147,1724,R,1990,1990,2,0,0,0,0,0,1,2060
11148,1724,R,1987,1987,4,0,0,0,0,0,1,936
11149,1724,R,1986,1986,4,0,0,0,1,1,1,13400
11150,1725,R,2002,2002,1,0,0,0,0,0,0,0
11151,1725,R,1999,1999,1,0,0,0,0,0,0,0
11152,1725,R,1998,1998,3,0,0,0,0,0,2,7779
11153,1725,R,1997,1997,21,0,0,0,0,0,1,2850
11154,1725,R,1996,1996,28,0,0,0,0,1,4,30016
11155,1725,R,1995,1995,25,0,0,1,2,2,15,156608
11156,1725,R,1994,1994,26,0,0,0,0,2,10,65380
11157,1725,R,1993,1993,27,0,0,0,0,0,11,36913
11158,1725,R,1992,1992,28,0,0,0,2,4,8,101512
11159,1725,R,1991,1991,21,0,0,0,0,2,13,64403
11160,1725,R,1990,1990,28,0,2,0,3,8,20,325115
11161,1725,R,1989,1989,31,1,0,0,2,8,24,400467
11162,1725,R,1988,1988,30,0,0,1,3,15,21,266416
11163,1725,R,1987,1987,29,0,0,0,6,13,23,193938
11164,1725,R,1986,1986,27,1,1,0,6,13,23,378172
11165,1725,R,1985,1985,29,1,4,0,9,18,26,341595
11166,1725,R,1984,1984,30,1,1,1,8,15,21,252548
11167,1725,R,1983,1983,28,0,1,1,4,9,20,126915
11168,1725,R,1982,1982,26,0,1,0,2,9,20,77047
11169,1725,R,1981,1981,26,1,0,0,5,10,15,128795
11170,1725,R,1980,1980,25,1,0,2,5,12,20,165827
11171,1725,R,1979,1979,18,1,0,1,2,5,16,90193
11172,1725,R,1978,1978,26,2,0,1,5,12,23,153520
11173,1725,R,1977,1977,10,0,0,0,0,4,5,9847
11174,1725,R,1976,1976,25,0,1,0,6,12,24,77843
11175,1725,R,1975,1975,24,0,4,0,10,16,21,141471
11176,1725,R,1974,1974,25,0,3,1,7,17,24,115073
11177,1725,R,1973,1973,34,1,0,1,12,21,30,106819
11178,1725,R,1972,1972,28,0,2,2,6,8,26,55473
11179,1725,R,1971,1971,2,0,0,0,0,1,2,2011
11180,1725,R,1970,1970,1,0,0,0,0,0,1,0
11181,1736,R,2015,2014-15,0,0,0,0,0,0,0,0
11182,1736,R,2006,2006,1,0,0,0,0,0,0,0
11183,1736,R,2005,2005,1,0,0,0,0,0,0,0
11184,1736,R,2004,2004,1,0,0,0,0,0,0,0
11185,1736,R,2003,2003,1,0,0,0,0,0,0,0
11186,1736,R,2002,2002,2,0,0,0,0,0,0,0
11187,1736,R,2001,2001,2,0,0,0,0,0,0,0
11188,1736,R,2000,2000,2,0,0,0,0,0,0,0
11189,1736,R,1999,1999,4,0,0,0,0,0,0,0
11190,1736,R,1998,1998,2,0,0,0,0,0,0,0
11191,1736,R,1997,1997,3,0,0,0,0,0,0,0
11192,1736,R,1996,1996,4,0,0,0,1,1,2,48800
11193,1736,R,1995,1995,11,0,0,0,1,2,6,61664
11194,1736,R,1994,1994,15,0,0,0,0,1,8,67686
11195,1736,R,1993,1993,20,0,1,0,2,2,10,155454
11196,1736,R,1992,1992,21,0,0,0,1,5,12,109742
11197,1736,R,1991,1991,25,0,0,0,0,1,8,37962
11198,1736,R,1990,1990,21,0,0,0,0,2,14,58536
11199,1736,R,1989,1989,24,0,0,0,3,6,14,134333
11200,1736,R,1988,1988,26,0,0,0,4,7,16,150602
11201,1736,R,1987,1987,23,0,0,1,3,6,20,157023
11202,1736,R,1986,1986,27,0,2,0,4,9,20,213206
11203,1736,R,1985,1985,29,2,0,1,7,10,24,360554
11204,1736,R,1984,1984,32,0,0,1,3,11,23,118128
11205,1736,R,1983,1983,30,0,0,0,2,7,22,75751
11206,1736,R,1982,1982,30,0,1,0,3,7,18,77067
11207,1736,R,1981,1981,31,0,1,0,3,10,21,75009
11208,1736,R,1980,1980,25,0,0,0,3,7,12,38626
11209,1736,R,1979,1979,16,0,0,0,0,1,8,9796
11210,1736,R,1978,1978,20,0,0,0,0,4,13,12440
11211,1736,R,1977,1977,24,0,0,0,5,8,19,51727
11212,1736,R,1976,1976,25,1,1,1,5,9,19,117737
11213,1736,R,1975,1975,22,2,0,0,5,9,18,81035
11214,1743,R,1981,1981,2,0,0,0,0,0,0,0
11215,1743,R,1980,1980,1,0,0,0,0,0,0,0
11216,1743,R,1979,1979,2,0,0,0,0,0,0,0
11217,1743,R,1978,1978,1,0,0,0,0,0,0,0
11218,1743,R,1977,1977,4,0,0,0,0,0,2,760
11219,1743,R,1976,1976,1,0,0,0,0,0,1,197
11220,1743,R,1975,1975,2,0,0,0,0,0,2,628
11221,1743,R,1974,1974,5,0,0,0,0,1,2,1839
11222,1743,R,1973,1973,13,0,0,0,1,1,6,11307
11223,1743,R,1972,1972,19,0,0,0,2,3,11,11625
11224,1743,R,1971,1971,15,0,0,0,1,6,11,13218
11225,1743,R,1970,1970,18,0,0,0,1,5,14,16954
11226,1743,R,1969,1969,18,0,0,0,1,6,11,14544
11227,1743,R,1968,1968,22,0,2,1,8,14,19,62119
11228,1743,R,1967,1967,27,0,0,0,3,9,22,23301
11229,1743,R,1966,1966,18,0,0,0,6,13,17,32959
11230,1743,R,1965,1965,26,1,2,1,8,17,24,63375
11231,1743,R,1964,1964,20,0,1,0,8,17,20,37142
11232,1743,R,1963,1963,31,0,1,0,8,12,30,18018
11233,1743,R,1962,1962,29,1,0,0,8,12,26,16790
11234,1743,R,1961,1961,34,1,0,0,4,17,29,15570
11235,1743,R,1960,1960,30,0,0,0,6,14,26,12066
11236,1743,R,1959,1959,9,0,0,0,0,2,6,1020
11237,1743,R,1958,1958,14,0,1,1,2,5,13,4874
11238,1743,R,1957,1957,7,0,0,1,1,2,5,2309
11239,1743,R,1956,1956,2,0,0,0,0,0,1,0
11240,1743,R,1955,1955,1,0,0,0,0,0,1,0
11241,1743,R,1953,1953,1,0,0,0,0,0,0,0
11242,1743,R,1952,1952,2,0,0,0,0,0,1,0
11243,1743,R,1946,1946,1,0,0,0,0,0,0,0
11244,1743,R,1944,1944,1,0,0,0,0,0,0,0
11245,1743,R,1941,1941,1,0,0,0,0,0,0,0
11246,1743,R,1940,1940,1,0,0,0,0,0,0,0
11247,1744,R,1998,1998,1,0,0,0,0,0,0,0
11248,1744,R,1983,1983,1,0,0,0,0,1,1,0
11249,1744,R,1980,1980,4,0,0,0,0,0,3,3858
11250,1744,R,1979,1979,16,0,0,0,2,6,14,46070
11251,1744,R,1978,1978,17,0,0,0,2,9,15,46143
11252,1744,R,1977,1977,16,1,0,1,7,8,14,107765
11253,1744,R,1976,1976,4,0,0,0,2,2,3,12757
11254,1744,R,1975,1975,3,0,0,0,1,3,3,9838
11255,1744,R,1974,1974,3,0,0,0,1,1,3,9424
11256,1752,R,1985,1985,1,0,0,0,0,0,0,0
11257,1752,R,1983,1983,1,0,0,0,0,0,0,0
11258,1752,R,1982,1982,1,0,0,0,0,0,0,0
11259,1752,R,1981,1981,0,0,0,0,0,0,0,0
11260,1752,R,1980,1980,1,0,0,0,0,0,0,0
11261,1752,R,1979,1979,1,0,0,0,0,0,1,648
11262,1752,R,1978,1978,2,0,0,0,0,0,0,0
11263,1752,R,1977,1977,5,0,0,0,0,0,2,385
11264,1752,R,1976,1976,9,0,0,0,1,2,9,11773
11265,1752,R,1975,1975,4,0,0,0,0,0,3,846
11266,1752,R,1974,1974,2,0,0,0,0,1,2,2250
11267,1752,R,1973,1973,7,0,0,0,1,1,5,7770
11268,1752,R,1972,1972,7,0,0,0,1,3,4,7150
11269,1752,R,1971,1971,5,0,0,0,1,1,4,4344
11270,1752,R,1970,1970,23,0,1,0,2,5,17,21046
11271,1752,R,1969,1969,21,0,0,0,0,1,11,4774
11272,1752,R,1968,1968,21,0,1,0,2,4,13,18129
11273,1752,R,1967,1967,26,0,1,1,2,8,24,33678
11274,1752,R,1966,1966,23,2,0,0,3,10,21,38425
11275,1752,R,1965,1965,22,0,0,1,3,4,19,12054
11276,1752,R,1964,1964,11,0,0,1,6,7,11,11024
11277,1752,R,1963,1963,26,0,0,0,0,4,22,5114
11278,1752,R,1962,1962,25,0,2,1,6,10,22,11606
11279,1752,R,1961,1961,29,0,0,0,4,10,24,7272
11280,1752,R,1960,1960,18,0,0,0,0,4,17,1902
11281,1753,R,1999,1999,1,0,0,0,0,0,0,0
11282,1753,R,1998,1998,1,0,0,0,0,0,0,0
11283,1753,R,1997,1997,2,0,0,0,0,0,0,0
11284,1753,R,1996,1996,8,0,0,0,0,0,0,0
11285,1753,R,1995,1995,3,0,0,0,0,0,0,0
11286,1753,R,1994,1994,2,0,0,0,0,0,0,0
11287,1753,R,1993,1993,1,0,0,0,0,0,0,0
11288,1753,R,1992,1992,1,0,0,0,0,0,0,0
11289,1753,R,1990,1990,1,0,0,0,0,0,0,0
11290,1753,R,1983,1983,2,0,0,0,0,0,1,704
11291,1753,R,1982,1982,23,0,0,1,2,2,5,25727
11292,1753,R,1981,1981,24,0,0,0,0,1,9,13881
11293,1753,R,1980,1980,18,0,1,0,2,4,11,54167
11294,1753,R,1979,1979,27,0,0,0,0,2,11,15789
11295,1753,R,1978,1978,28,0,0,0,0,4,11,13588
11296,1753,R,1977,1977,25,1,0,1,7,15,24,126736
11297,1753,R,1976,1976,30,1,1,0,7,15,25,124985
11298,1753,R,1975,1975,28,1,1,0,6,16,21,77080
11299,1753,R,1974,1974,30,0,0,0,0,1,16,11441
11300,1753,R,1973,1973,35,0,1,0,2,8,27,41418
11301,1753,R,1972,1972,28,0,0,1,3,5,14,16644
11302,1753,R,1971,1971,24,0,1,0,3,4,15,11991
11303,1753,R,1970,1970,2,0,0,0,0,0,0,0
11304,1753,R,1969,1969,1,0,0,0,0,0,0,0
11305,1763,R,1974,1974,2,0,0,0,0,0,0,0
11306,1763,R,1972,1972,14,0,0,0,0,0,10,3973
11307,1763,R,1971,1971,22,0,0,0,1,3,11,10958
11308,1763,R,1970,1970,26,0,0,1,6,11,22,38956
11309,1763,R,1969,1969,29,0,1,0,2,6,24,24376
11310,1763,R,1968,1968,30,0,0,0,3,11,28,24864
11311,1763,R,1967,1967,28,0,0,0,3,7,24,19598
11312,1763,R,1966,1966,24,0,0,0,2,10,24,21735
11313,1763,R,1965,1965,26,0,0,1,5,10,21,24140
11314,1763,R,1964,1964,21,0,0,0,1,11,19,13451
11315,1763,R,1963,1963,30,0,1,0,6,15,30,22515
11316,1763,R,1962,1962,32,1,1,2,12,21,30,31834
11317,1763,R,1961,1961,24,2,1,1,9,17,24,28335
11318,1763,R,1960,1960,30,0,1,0,6,15,26,12890
11319,1763,R,1959,1959,33,0,0,3,16,25,29,22335
11320,1763,R,1958,1958,29,1,1,1,10,22,28,17993
11321,1763,R,1957,1957,24,1,3,0,9,18,23,16092
11322,1763,R,1956,1956,25,1,2,1,11,19,25,17231
11323,1763,R,1955,1955,30,1,2,1,11,23,30,17034
11324,1763,R,1954,1954,3,0,0,0,1,2,3,575
11325,1763,R,1952,1952,3,0,0,0,0,0,2,0
11326,1763,R,1950,1950,1,0,0,0,0,0,0,0
11327,1765,R,1976,1976,1,0,0,0,0,0,0,0
11328,1765,R,1972,1972,8,0,0,0,0,0,3,762
11329,1765,R,1971,1971,5,0,0,0,0,0,2,572
11330,1765,R,1970,1970,5,0,0,0,0,1,3,1294
11331,1765,R,1969,1969,7,0,0,0,0,1,5,3383
11332,1765,R,1968,1968,18,0,0,0,0,3,16,6984
11333,1765,R,1967,1967,14,0,0,0,0,1,11,3227
11334,1765,R,1966,1966,7,0,0,0,0,1,4,2863
11335,1765,R,1965,1965,16,1,0,0,1,2,12,24656
11336,1765,R,1964,1964,4,0,0,0,0,1,4,2127
11337,1765,R,1963,1963,20,0,0,0,0,7,18,7763
11338,1765,R,1962,1962,7,0,0,0,2,2,5,2485
11339,1765,R,1961,1961,13,0,0,0,0,2,10,2826
11340,1765,R,1960,1960,3,0,0,0,0,0,1,88
11341,1765,R,1959,1959,24,0,0,0,2,10,20,7692
11342,1765,R,1958,1958,19,0,0,0,2,6,16,4448
11343,1765,R,1957,1957,14,2,1,0,6,9,12,65835
11344,1765,R,1956,1956,26,1,2,0,12,18,26,19266
11345,1765,R,1955,1955,29,1,1,0,4,10,27,9569
11346,1765,R,1954,1954,19,1,1,2,5,9,18,10417
11347,1765,R,1953,1953,27,1,2,0,3,14,26,8115
11348,1765,R,1952,1952,25,0,2,0,7,17,25,9122
11349,1765,R,1951,1951,24,0,0,1,3,11,23,3673
11350,1765,R,1950,1950,10,0,1,0,2,7,10,4105
11351,1765,R,1948,1948,2,0,0,0,0,0,2,0
11352,1766,R,2016,2015-16,7,0,0,0,0,0,4,39720
11353,1766,R,2015,2014-15,6,0,0,0,0,0,2,19710
11354,1766,R,2014,2013-14,4,0,0,0,0,0,2,32118
11355,1766,R,2013,2013,14,0,0,0,1,1,3,123860
11356,1766,R,2012,2012,28,0,0,0,1,2,17,619961
11357,1766,R,2011,2011,29,0,0,0,2,5,17,780578
11358,1766,R,2010,2010,26,0,0,1,2,4,14,642231
11359,1766,R,2009,2009,28,0,0,0,1,2,13,392068
11360,1766,R,2008,2008,29,0,2,0,4,7,22,1750683
11361,1766,R,2007,2007,30,0,1,1,6,10,18,1814518
11362,1766,R,2006,2006,29,0,0,2,4,8,18,1367998
11363,1766,R,2005,2005,31,0,1,0,6,13,27,2236455
11364,1766,R,2004,2004,32,0,0,0,1,3,22,503251
11365,1766,R,2003,2003,31,0,0,0,3,7,20,842186
11366,1766,R,2002,2002,31,0,0,0,3,6,19,864745
11367,1766,R,2001,2001,29,0,1,1,5,15,21,1716002
11368,1766,R,2000,2000,29,0,0,0,2,6,18,466345
11369,1766,R,1999,1999,29,0,1,0,4,10,16,741733
11370,1766,R,1998,1998,27,2,1,0,5,9,20,1281685
11371,1766,R,1997,1997,30,0,1,0,1,5,16,304083
11372,1766,R,1996,1996,28,0,1,0,1,8,18,357654
11373,1766,R,1995,1995,28,2,3,0,6,9,21,1543192
11374,1766,R,1994,1994,32,0,0,0,1,7,18,158159
11375,1766,R,1993,1993,32,1,1,0,5,8,22,513072
11376,1766,R,1992,1992,33,0,0,0,1,9,23,191878
11377,1766,R,1991,1991,33,0,0,0,1,7,20,185668
11378,1766,R,1990,1990,32,0,2,0,7,15,23,693658
11379,1766,R,1989,1989,33,0,0,0,0,6,18,111998
11380,1766,R,1988,1988,5,0,0,0,0,1,3,8433
11381,1766,R,1988,1988,3,0,0,0,0,1,2,8433
11382,1766,R,1987,1987,3,0,0,0,0,0,1,0
11383,1771,R,2012,2012,1,0,0,0,0,0,0,0
11384,1771,R,2010,2010,1,0,0,0,0,0,0,0
11385,1771,R,2008,2008,2,0,0,0,0,0,0,0
11386,1771,R,2007,2007,8,0,0,0,0,0,1,11330
11387,1771,R,2006,2006,10,0,0,0,0,0,4,32190
11388,1771,R,2005,2005,9,0,0,0,0,0,5,64253
11389,1771,R,2004,2004,27,0,0,0,0,3,6,162700
11390,1771,R,2003,2003,8,0,0,0,0,0,5,65820
11391,1771,R,2002,2002,27,0,0,0,0,2,9,123349
11392,1771,R,2001,2001,28,0,0,0,1,4,11,280589
11393,1771,R,2000,2000,30,0,1,1,3,7,21,963974
11394,1771,R,1999,1999,30,0,0,0,1,5,17,295932
11395,1771,R,1998,1998,30,0,0,0,0,2,22,228304
11396,1771,R,1997,1997,30,0,0,0,1,4,11,140966
11397,1771,R,1996,1996,28,0,0,0,2,4,18,179427
11398,1771,R,1995,1995,26,0,0,0,2,8,18,238847
11399,1771,R,1994,1994,27,0,0,1,7,11,20,351554
11400,1771,R,1993,1993,27,1,0,1,2,5,16,290434
11401,1771,R,1992,1992,28,0,0,2,4,7,19,261187
11402,1771,R,1991,1991,26,1,0,1,4,11,22,412974
11403,1771,R,1990,1990,30,0,0,0,2,5,18,152048
11404,1771,R,1989,1989,31,2,0,0,5,11,20,523891
11405,1771,R,1988,1988,34,1,0,0,3,11,23,225660
11406,1771,R,1987,1987,35,0,0,0,2,6,19,120005
11407,1771,R,1986,1986,35,0,1,0,1,3,17,88732
11408,1771,R,1984,1984,1,0,0,0,0,0,0,0
11409,1771,R,1983,1983,24,0,0,0,0,0,6,5218
11410,1771,R,1982,1982,23,0,0,0,0,1,7,7894
11411,1772,R,1969,1969,16,0,0,0,0,2,14,6650
11412,1772,R,1968,1968,27,0,0,0,2,9,23,26306
11413,1772,R,1967,1967,14,0,0,0,0,2,10,5827
11414,1772,R,1966,1966,14,0,0,0,1,1,10,4619
11415,1772,R,1965,1965,20,0,0,1,4,9,16,16925
11416,1772,R,1964,1964,16,1,0,1,3,5,14,9057
11417,1772,R,1963,1963,27,0,0,0,3,8,27,9893
11418,1772,R,1962,1962,33,0,1,1,3,13,30,14828
11419,1772,R,1961,1961,21,1,0,0,2,5,17,4854
11420,1772,R,1960,1960,10,0,0,0,0,3,9,2119
11421,1772,R,1958,1958,1,0,0,0,0,0,1,0
11422,1772,R,1957,1957,1,0,0,0,0,0,1,0
11423,1772,R,1955,1955,1,0,0,0,0,0,1,0
11424,1772,R,1951,1951,1,0,0,0,0,0,0,0
11425,1783,R,2005,2005,1,0,0,0,0,0,0,0
11426,1783,R,2002,2002,1,0,0,0,0,0,0,0
11427,1783,R,2001,2001,11,0,0,0,0,0,1,7276
11428,1783,R,2000,2000,10,0,0,0,0,0,1,6180
11429,1783,R,1999,1999,4,0,0,0,0,0,1,5434
11430,1783,R,1998,1998,3,0,0,0,0,0,0,0
11431,1783,R,1997,1997,4,0,0,0,0,0,1,3870
11432,1783,R,1996,1996,15,0,2,0,4,7,10,487226
11433,1783,R,1995,1995,19,0,0,0,3,12,14,375923
11434,1783,R,1994,1994,20,3,0,0,6,13,18,1208209
11435,1783,R,1993,1993,21,0,1,1,3,11,18,363269
11436,1783,R,1992,1992,24,0,0,0,1,4,17,136653
11437,1783,R,1991,1991,23,0,0,0,1,5,17,173852
11438,1783,R,1990,1990,24,0,0,0,3,6,20,163413
11439,1783,R,1989,1989,20,1,1,0,7,13,15,546587
11440,1783,R,1988,1988,22,1,1,0,5,12,21,559111
11441,1783,R,1987,1987,29,1,0,1,5,14,24,390885
11442,1783,R,1986,1986,28,0,0,0,1,10,21,110442
11443,1783,R,1985,1985,24,1,1,0,3,8,14,192752
11444,1783,R,1984,1984,26,0,0,0,5,10,19,133445
11445,1783,R,1983,1983,29,2,2,0,8,13,20,268294
11446,1783,R,1982,1982,26,0,0,0,1,5,18,31684
11447,1783,R,1981,1981,25,0,0,0,2,4,15,33363
11448,1783,R,1980,1980,30,0,0,0,2,6,15,36985
11449,1783,R,1979,1979,31,1,0,0,1,4,15,67886
11450,1783,R,1978,1978,8,0,0,0,1,1,6,6948
11451,1786,R,1983,1983,2,0,0,0,0,0,0,0
11452,1786,R,1981,1981,19,0,0,0,0,2,14,22590
11453,1786,R,1980,1980,27,0,0,0,0,2,16,20714
11454,1786,R,1979,1979,25,2,0,0,4,8,22,166735
11455,1786,R,1978,1978,27,0,1,0,2,11,24,71228
11456,1786,R,1977,1977,27,1,1,0,7,14,25,124584
11457,1786,R,1976,1976,29,0,2,2,11,17,26,130986
11458,1786,R,1975,1975,28,1,0,1,6,16,25,93570
11459,1786,R,1974,1974,31,0,0,0,5,10,25,51472
11460,1786,R,1973,1973,37,0,0,1,3,8,31,42920
11461,1786,R,1972,1972,37,0,0,0,3,17,33,44610
11462,1786,R,1971,1971,22,0,1,1,4,13,19,52208
11463,1786,R,1970,1970,26,0,0,0,1,9,22,21539
11464,1786,R,1969,1969,23,0,0,0,1,5,15,10696
11465,1786,R,1968,1968,25,0,0,0,2,4,16,6970
11466,1786,R,1967,1967,19,0,0,0,1,1,9,4213
11467,1793,R,1981,1981,1,0,0,0,0,0,1,378
11468,1793,R,1980,1980,17,0,0,0,0,0,2,1034
11469,1793,R,1979,1979,22,0,0,0,0,1,12,13991
11470,1793,R,1978,1978,24,2,0,0,5,8,18,107299
11471,1793,R,1977,1977,28,0,1,1,7,17,26,86135
11472,1793,R,1976,1976,29,1,0,0,5,13,24,72391
11473,1793,R,1975,1975,27,0,2,0,5,15,23,76971
11474,1793,R,1974,1974,19,1,0,0,0,1,12,6977
11475,1793,R,1973,1973,26,0,0,0,2,6,18,22725
11476,1793,R,1972,1972,29,0,0,1,3,8,25,38955
11477,1793,R,1971,1971,20,0,0,0,2,10,18,22173
11478,1793,R,1970,1970,30,0,0,0,1,5,16,16388
11479,1793,R,1969,1969,32,0,0,0,4,11,26,30756
11480,1793,R,1968,1968,22,0,0,1,9,14,19,39813
11481,1797,R,2021,2020-21,1,0,0,0,0,0,0,0
11482,1797,R,2017,2016-17,1,0,0,0,0,0,0,0
11483,1797,R,2016,2015-16,2,0,0,0,0,1,1,32000
11484,1797,R,2015,2014-15,1,0,0,0,0,0,0,0
11485,1797,R,2014,2013-14,3,0,0,0,0,0,0,0
11486,1797,R,2012,2012,23,0,0,0,0,1,13,242354
11487,1797,R,2011,2011,23,0,0,0,0,0,7,136299
11488,1797,R,2010,2010,25,1,0,0,1,4,10,1138067
11489,1797,R,2009,2009,22,0,0,0,1,3,18,484757
11490,1797,R,2008,2008,27,0,1,0,2,4,16,1420875
11491,1797,R,2007,2007,22,0,1,0,3,4,14,1166294
11492,1797,R,2006,2006,18,0,0,0,0,1,8,145899
11493,1797,R,2005,2005,24,0,0,0,1,8,16,696250
11494,1797,R,2004,2004,19,0,0,0,0,2,8,257692
11495,1797,R,2003,2003,24,0,2,0,5,8,18,1832656
11496,1797,R,2002,2002,23,1,0,2,4,11,17,2040676
11497,1797,R,2001,2001,21,0,2,0,5,10,14,1474435
11498,1797,R,2000,2000,24,1,1,0,3,7,18,1320278
11499,1797,R,1999,1999,25,1,0,0,3,8,18,963075
11500,1797,R,1998,1998,24,0,0,0,2,9,20,389996
11501,1797,R,1997,1997,24,0,0,0,2,7,18,240521
11502,1797,R,1996,1996,21,0,0,1,4,10,15,475255
11503,1797,R,1995,1995,18,0,0,0,2,2,8,105618
11504,1797,R,1994,1994,6,0,0,0,1,2,4,45940
11505,1797,R,1993,1993,24,1,1,0,6,10,22,680623
11506,1797,R,1992,1992,25,0,0,2,6,8,17,301896
11507,1797,R,1991,1991,25,1,0,0,7,14,19,597438
11508,1797,R,1990,1990,27,0,1,1,3,5,17,240625
11509,1797,R,1989,1989,30,0,0,0,0,8,23,132501
11510,1797,R,1988,1988,32,0,0,0,1,9,25,129829
11511,1797,R,1987,1987,32,0,1,0,1,7,19,112099
11512,1797,R,1986,1986,27,0,0,0,1,4,10,20670
11513,1797,R,1985,1985,2,0,0,0,0,0,0,0
11514,1797,R,1984,1984,1,0,0,0,0,0,0,0
11515,1801,R,1998,1998,1,0,0,0,0,0,0,0
11516,1801,R,1996,1996,2,0,0,0,0,0,0,0
11517,1801,R,1993,1993,1,0,0,0,0,0,0,0
11518,1801,R,1992,1992,1,0,0,0,0,0,0,0
11519,1801,R,1991,1991,3,0,0,0,0,0,0,0
11520,1801,R,1989,1989,1,0,0,0,0,0,0,0
11521,1801,R,1988,1988,1,0,0,0,0,0,0,0
11522,1801,R,1986,1986,1,0,0,0,0,0,0,0
11523,1801,R,1982,1982,2,0,0,0,0,0,0,0
11524,1801,R,1981,1981,2,0,0,0,0,0,0,0
11525,1801,R,1980,1980,1,0,0,0,0,0,0,0
11526,1801,R,1979,1979,2,0,0,0,0,0,1,563
11527,1801,R,1977,1977,16,0,0,0,1,1,8,9151
11528,1801,R,1976,1976,21,0,0,1,2,2,12,22123
11529,1801,R,1975,1975,18,0,0,0,0,3,8,10423
11530,1801,R,1974,1974,27,1,0,0,1,1,14,60070
11531,1801,R,1973,1973,15,0,0,0,1,4,9,8036
11532,1801,R,1972,1972,21,0,0,0,1,5,16,10840
11533,1801,R,1971,1971,14,0,1,0,1,1,2,3208
11534,1801,R,1970,1970,25,0,1,0,1,3,15,30431
11535,1801,R,1969,1969,13,0,0,0,0,3,9,3536
11536,1811,R,1971,1971,2,0,0,0,0,0,0,0
11537,1811,R,1970,1970,2,0,0,0,0,0,0,0
11538,1811,R,1969,1969,2,0,0,0,0,0,0,0
11539,1811,R,1968,1968,3,0,0,0,0,0,0,0
11540,1811,R,1967,1967,5,0,0,0,0,0,3,0
11541,1811,R,1966,1966,7,0,0,0,0,1,2,2400
11542,1811,R,1965,1965,7,0,0,0,0,0,3,368
11543,1811,R,1964,1964,5,0,0,0,0,0,3,155
11544,1811,R,1963,1963,10,0,0,0,0,1,8,2018
11545,1811,R,1962,1962,19,0,0,0,0,7,16,6240
11546,1811,R,1961,1961,17,1,0,0,1,8,14,9728
11547,1811,R,1960,1960,15,0,0,0,1,3,14,3833
11548,1811,R,1959,1959,13,1,1,1,5,9,12,17660
11549,1811,R,1958,1958,14,1,2,0,6,11,14,16050
11550,1811,R,1957,1957,12,0,3,0,5,9,11,13245
11551,1811,R,1956,1956,16,3,1,1,12,15,16,27352
11552,1811,R,1955,1955,20,6,2,1,13,18,20,39567
11553,1811,R,1954,1954,18,1,2,2,11,17,18,17594
11554,1811,R,1953,1953,21,3,2,2,12,17,20,19447
11555,1811,R,1952,1952,22,4,2,2,14,20,22,30885
11556,1811,R,1951,1951,21,6,2,0,13,19,21,24076
11557,1811,R,1950,1950,26,3,0,3,15,24,26,18205
11558,1811,R,1949,1949,21,6,5,3,15,19,21,25155
11559,1811,R,1948,1948,27,2,3,2,15,23,27,14621
11560,1811,R,1947,1947,16,1,0,0,7,13,15,6120
11561,1811,R,1946,1946,2,0,0,0,0,2,2,100
11562,1811,R,1945,1945,3,1,0,0,1,3,3,0
11563,1820,R,1999,1999,1,0,0,0,0,0,0,0
11564,1820,R,1998,1998,1,0,0,0,0,0,0,0
11565,1820,R,1996,1996,2,0,0,0,0,0,0,0
11566,1820,R,1994,1994,2,0,0,0,0,0,0,0
11567,1820,R,1993,1993,1,0,0,0,0,0,0,0
11568,1820,R,1992,1992,2,0,0,0,0,0,0,0
11569,1820,R,1991,1991,3,0,0,0,0,0,0,0
11570,1820,R,1990,1990,5,0,0,0,0,0,0,0
11571,1820,R,1989,1989,8,0,0,0,0,0,0,0
11572,1820,R,1988,1988,12,0,0,0,0,0,1,1020
11573,1820,R,1987,1987,9,0,0,0,0,0,3,2385
11574,1820,R,1986,1986,9,0,0,0,0,0,2,1648
11575,1820,R,1985,1985,6,0,0,0,0,0,1,0
11576,1820,R,1984,1984,7,0,0,0,0,0,1,581
11577,1820,R,1983,1983,3,0,0,0,0,0,0,0
