id,year,season,rank,player_id,player_name,distance_after_tee_shot,total_distance_after_tee_shot,total_drives
1,2005,2005,1,23063,Scott Hend,155.1,4869599,872
2,2005,2005,2,23322,Brett Wetterich,157.5,5223335,921
3,2005,2005,3,8793,Tiger Woods,158.0,4340447,763
4,2005,2005,4,1249,John Daly,158.5,4337181,760
5,2005,2005,5,21209,Sergio Garcia,161.1,4232524,730
6,2005,2005,6,6567,Vijay Singh,161.5,7042486,1211
7,2005,2005,7,24980,Scott Gutschewski,162.6,5748742,982
8,2005,2005,8,1945,Kenny Perry,162.8,4875768,832
9,2005,2005,9,20663,Brenden Pappas,163.0,3867202,659
10,2005,2005,10,23552,Hank Kuehne,163.1,5859764,998
11,2005,2005,11,20378,Mathias Grönberg,163.6,4559320,774
12,2005,2005,12,20396,Lee Westwood,164.8,2723122,459
13,2005,2005,13,6599,John Elliott,164.9,4143897,698
14,2005,2005,14,23725,Brendan Jones,165.1,5895882,992
15,2005,2005,15,25900,Lucas Glover,165.8,6435418,1078
16,2005,2005,16,21805,Harrison Frazar,165.9,7640940,1279
17,2005,2005,17,1810,Phil Mickelson,166.0,4100720,686
18,2005,2005,18,20098,Stuart Appleby,166.1,5227139,874
19,2005,2005,18,20572,Rod Pampling,166.1,5739526,960
20,2005,2005,20,26679,Kevin Stadler,166.6,6727915,1122
21,2005,2005,21,2106,Chris Smith,166.7,6972861,1162
22,2005,2005,22,1706,Davis Love III,166.9,4650118,774
23,2005,2005,22,23497,Tag Ridings,166.9,6831297,1137
24,2005,2005,24,23349,Charles Warren,167.0,6660648,1108
25,2005,2005,26,24925,Jonathan Byrd,167.7,7719972,1279
26,2005,2005,27,24912,Will MacKenzie,167.9,5608211,928
27,2005,2005,28,22913,John Rollins,168.0,6869430,1136
28,2005,2005,28,23788,D.J. Trahan,168.0,5874206,971
29,2005,2005,30,23540,Jason Allred,168.5,5173913,853
30,2005,2005,31,24502,Adam Scott,168.6,4387923,723
31,2005,2005,32,23621,Rory Sabbatini,168.7,5011010,825
32,2005,2005,33,20433,Mark Hensby,168.8,4143399,682
33,2005,2005,34,20157,Retief Goosen,168.9,3617238,595
34,2005,2005,35,27095,Nick Watney,169.0,6621309,1088
35,2005,2005,36,24781,Hunter Mahan,169.2,7803113,1281
36,2005,2005,37,21633,Steve Allan,169.3,7333547,1203
37,2005,2005,38,26758,David Hearn,169.4,5146243,844
38,2005,2005,39,20850,Daniel Chopra,169.5,7749861,1270
39,2005,2005,39,6573,Brandt Jobe,169.5,6865102,1125
40,2005,2005,41,24140,Sean O'Hair,169.8,7194565,1177
41,2005,2005,42,1226,Fred Couples,169.9,3662979,599
42,2005,2005,43,20502,Michael Long,170.0,5367788,877
43,2005,2005,44,24024,Zach Johnson,170.3,7064501,1152
44,2005,2005,44,21959,Ted Purdy,170.3,8484634,1384
45,2005,2005,46,1553,John Huston,170.6,6683790,1088
46,2005,2005,47,6034,Marco Dawson,170.7,6611962,1076
47,2005,2005,47,1927,Dennis Paulson,170.7,4724790,769
48,2005,2005,49,20094,Jonathan Kaye,170.9,5500899,894
49,2005,2005,50,10885,Robert Allenby,171.2,6157625,999
50,2005,2005,51,24361,Pat Perez,171.5,6224114,1008
51,2005,2005,52,21407,Arjun Atwal,171.7,5199186,841
52,2005,2005,52,23353,J.J. Henry,171.7,7369029,1192
53,2005,2005,52,22046,Geoff Ogilvy,171.7,6335315,1025
54,2005,2005,52,26287,Roland Thatcher,171.7,5742558,929
55,2005,2005,56,23541,Ben Crane,171.9,5519634,892
56,2005,2005,56,1361,Dan Forsman,171.9,3936441,636
57,2005,2005,56,22405,Justin Rose,171.9,7507740,1213
58,2005,2005,59,6332,Neal Lancaster,172.1,7299648,1178
59,2005,2005,60,23623,Bo Van Pelt,172.2,7891661,1273
60,2005,2005,61,10117,Bob Heintz,172.5,5266799,848
61,2005,2005,61,20645,John Senden,172.5,7748211,1248
62,2005,2005,63,21961,Charles Howell III,172.7,6205045,998
63,2005,2005,64,7867,Woody Austin,172.8,7774240,1250
64,2005,2005,65,24507,Jason Bohn,172.9,6932648,1114
65,2005,2005,65,23409,James Driscoll,172.9,5323238,855
66,2005,2005,65,11032,Frank Lickliter II,172.9,7299651,1173
67,2005,2005,68,19824,Craig Barlow,173.1,5396276,866
68,2005,2005,69,21951,Joey Snyder III,173.2,7906080,1268
69,2005,2005,70,1161,Mark Calcavecchia,173.3,6550251,1050
70,2005,2005,70,1707,Steve Lowery,173.3,7373141,1182
71,2005,2005,72,12782,Tim Herron,173.5,6627005,1061
72,2005,2005,73,12823,Carlos Franco,173.6,5782499,925
73,2005,2005,73,1723,Andrew Magee,173.6,6005593,961
74,2005,2005,75,24227,Justin Bolli,173.7,5076840,812
75,2005,2005,75,23325,Vaughn Taylor,173.7,7727491,1236
76,2005,2005,77,25240,D.A. Points,173.8,7076195,1131
77,2005,2005,78,20691,Greg Owen,173.9,6098364,974
78,2005,2005,78,7749,Brett Quigley,173.9,7275315,1162
79,2005,2005,80,12510,Chad Campbell,174.0,6502636,1038
80,2005,2005,80,1797,Rocco Mediate,174.0,5620282,897
81,2005,2005,80,2206,David Toms,174.0,5493389,877
82,2005,2005,83,6197,Michael Allen,174.1,6625563,1057
83,2005,2005,83,7223,Brian Bateman,174.1,7314556,1167
84,2005,2005,83,12660,Jesper Parnevik,174.1,5772067,921
85,2005,2005,86,10962,Bradley Hughes,174.3,4249085,677
86,2005,2005,87,8931,Glen Day,174.4,6340756,1010
87,2005,2005,87,1685,J.L. Lewis,174.4,7026997,1119
88,2005,2005,89,20766,Padraig Harrington,174.5,3504401,558
89,2005,2005,90,20498,Briny Baird,174.6,7752009,1233
90,2005,2005,91,22548,Patrick Sheehan,174.8,8281097,1316
91,2005,2005,92,1724,Jeff Maggert,174.9,5195635,825
92,2005,2005,92,21949,Joe Ogilvie,174.9,6798337,1080
93,2005,2005,94,1142,Bart Bryant,175.1,6681787,1060
94,2005,2005,95,8123,Jeff Brehaut,175.3,5465600,866
95,2005,2005,95,25345,Carl Pettersson,175.3,7994860,1267
96,2005,2005,97,24290,D.J. Brigman,175.4,5330195,844
97,2005,2005,98,21350,Ryuji Imada,175.6,5792007,916
98,2005,2005,98,20634,Peter Lonard,175.6,5726416,906
99,2005,2005,98,21498,Hideto Tanihara,175.6,3881147,614
100,2005,2005,101,24357,K.J. Choi,175.8,4739059,749
101,2005,2005,101,1948,Tim Petrovic,175.8,6868201,1085
102,2005,2005,103,2101,Joey Sindelar,175.9,8600629,1358
103,2005,2005,103,12454,Mario Tiziani,175.9,5300051,837
104,2005,2005,105,12645,Brent Geiberger,176.1,4525490,714
105,2005,2005,105,10912,Craig Perks,176.1,4944660,780
106,2005,2005,107,24604,Hunter Haas,176.2,6338600,999
107,2005,2005,108,23135,Tim Clark,176.4,5634374,887
108,2005,2005,109,1941,Tom Pernice Jr.,176.5,7727775,1216
109,2005,2005,110,1473,Todd Hamilton,176.6,6592803,1037
110,2005,2005,111,21731,Freddie Jacobson,176.7,4859284,764
111,2005,2005,111,20628,Arron Oberholser,176.7,4492100,706
112,2005,2005,113,1766,Billy Mayfair,176.8,8965905,1409
113,2005,2005,114,23614,Rich Beem,176.9,4229752,664
114,2005,2005,114,8725,Tom Gillis,176.9,5998370,942
115,2005,2005,114,12680,Shigeki Maruyama,176.9,7463433,1172
116,2005,2005,114,20812,Tjaart van der Walt,176.9,4725266,742
117,2005,2005,118,22295,Darron Stiles,177.0,6093205,956
118,2005,2005,119,6004,Stephen Ames,177.2,5391060,845
119,2005,2005,119,28088,Matt Davidson,177.2,4402777,690
120,2005,2005,119,10860,Justin Leonard,177.2,4803108,753
121,2005,2005,122,1035,Tommy Armour III,177.4,8042354,1259
122,2005,2005,122,20229,Stewart Cink,177.4,6271209,982
123,2005,2005,122,6621,Joe Durant,177.4,6060037,949
124,2005,2005,122,26420,Richard Johnson,177.4,4042670,633
125,2005,2005,126,1388,Robert Gamez,177.6,7091846,1109
126,2005,2005,127,6373,José María Olazábal,177.7,3640735,569
127,2005,2005,128,22293,Heath Slocum,177.9,7954016,1242
128,2005,2005,129,6515,Shaun Micheel,178.1,5622961,877
129,2005,2005,129,6595,Kevin Sutherland,178.1,6580144,1026
130,2005,2005,131,1042,Paul Azinger,178.2,5118214,798
131,2005,2005,131,1313,Steve Elkington,178.2,4849465,756
132,2005,2005,133,10423,Mike Weir,178.4,4182101,651
133,2005,2005,134,7457,Steve Flesch,178.5,5569876,867
134,2005,2005,134,1577,Lee Janzen,178.5,5180748,806
135,2005,2005,136,2223,Bob Tway,178.6,5849948,910
136,2005,2005,137,22371,Aaron Baddeley,178.7,6612310,1028
137,2005,2005,138,1418,Bill Glasson,178.8,3919220,609
138,2005,2005,138,10733,Kent Jones,178.8,7744750,1203
139,2005,2005,140,8537,J.P. Hayes,178.9,4694336,729
140,2005,2005,141,23983,Luke Donald,179.0,3594954,558
141,2005,2005,141,10809,Jim Furyk,179.0,6398962,993
142,2005,2005,143,8545,Glen Hnatiuk,179.1,4461000,692
143,2005,2005,144,23108,Matt Kuchar,179.2,4934429,765
144,2005,2005,144,6527,Steve Stricker,179.2,5179662,803
145,2005,2005,146,12652,Cameron Beckman,179.3,7488076,1160
146,2005,2005,146,6575,Dudley Hart,179.3,6437137,997
147,2005,2005,146,1677,Tom Lehman,179.3,4465678,692
148,2005,2005,146,20548,Hidemichi Tanaka,179.3,8392102,1300
149,2005,2005,150,20472,Alex Cejka,179.4,6130255,949
150,2005,2005,151,10425,Jay Williamson,179.5,4123642,638
151,2005,2005,152,21806,Paul Gow,179.6,5979372,925
152,2005,2005,153,8075,Jerry Kelly,179.7,6785092,1049
153,2005,2005,154,1024,Billy Andrade,179.9,6542018,1010
154,2005,2005,154,1666,Bernhard Langer,179.9,3989315,616
155,2005,2005,154,1823,Larry Mize,179.9,4113135,635
156,2005,2005,154,20474,Phillip Price,179.9,5641670,871
157,2005,2005,158,6251,Chris DiMarco,180.0,5294803,817
158,2005,2005,158,2239,Scott Verplank,180.0,5935873,916
159,2005,2005,160,10201,Matt Gogel,180.1,6035540,931
160,2005,2005,161,1599,Steve Jones,180.3,4135601,637
161,2005,2005,162,21753,Brian Davis,180.6,5696975,876
162,2005,2005,163,20160,Charlie Wi,180.7,5398185,830
163,2005,2005,164,10585,Scott McCarron,181.0,5439909,835
164,2005,2005,164,25847,Rob Rashell,181.0,4855351,745
165,2005,2005,166,20099,Doug Barron,181.1,5816627,892
166,2005,2005,166,8993,Franklin Langham,181.1,6866820,1053
167,2005,2005,166,2104,Jeff Sluman,181.1,7574954,1162
168,2005,2005,169,24138,Ian Poulter,181.3,3269084,501
169,2005,2005,169,2246,Duffy Waldorf,181.3,6363911,975
170,2005,2005,171,12826,Paul Claxton,181.5,5972016,914
171,2005,2005,172,23036,Chris Anderson,181.6,5250258,803
172,2005,2005,172,8385,Omar Uresti,181.6,6688783,1023
173,2005,2005,174,1320,Bob Estes,181.7,7174529,1097
174,2005,2005,175,12602,Dean Wilson,182.2,7143857,1089
175,2005,2005,176,20121,Todd Fischer,182.7,7939319,1207
176,2005,2005,177,2214,Kirk Triplett,182.9,4022356,611
177,2005,2005,178,22621,Ben Curtis,183.1,4449682,675
178,2005,2005,179,19846,Brian Gay,183.5,8461093,1281
179,2005,2005,180,19881,Robert Damron,183.7,7261124,1098
180,2005,2005,181,1139,Olin Browne,183.8,7596562,1148
181,2005,2005,182,1127,Danny Briggs,184.3,5613848,846
182,2005,2005,183,1761,Len Mattiace,184.5,6927894,1043
183,2005,2005,184,19972,José Coceres,184.7,4879465,734
184,2005,2005,185,1619,Skip Kendall,184.8,6478377,974
185,2005,2005,185,12662,Thomas Levet,184.8,3286303,494
186,2005,2005,185,25396,Kevin Na,184.8,7263818,1092
187,2005,2005,188,1157,Tom Byrum,185.2,7038803,1056
188,2005,2005,188,21878,Mark Wilson,185.2,5841223,876
189,2005,2005,190,1381,Fred Funk,185.3,7609433,1141
190,2005,2005,191,1175,Jim Carter,185.6,5032132,753
191,2005,2005,192,1329,Brad Faxon,185.7,5293602,792
192,2005,2005,192,20382,Stephen Leaney,185.7,6952647,1040
193,2005,2005,194,1219,John Cook,186.4,5415822,807
194,2005,2005,195,20127,Chris Riley,186.5,3908214,582
195,2005,2005,196,1457,Jay Haas,186.7,3622105,539
196,2005,2005,197,1132,Mark Brooks,187.4,5788499,858
197,2005,2005,198,2010,Loren Roberts,189.0,4517679,664
198,2005,2005,199,1887,Mark O'Meara,189.1,4846714,712
199,2005,2005,200,20623,Gavin Coles,189.8,5999206,878
200,2005,2005,201,1487,Jeff Hart,190.9,5463629,795
201,2005,2005,202,1928,Corey Pavin,194.2,5908234,845
202,2006,2006,1,27141,J.B. Holmes,153.0,4748810,862
203,2006,2006,2,25804,Bubba Watson,153.7,5479583,990
204,2006,2006,3,24358,Robert Garrigus,161.2,5850739,1008
205,2006,2006,4,23322,Brett Wetterich,161.9,5850489,1004
206,2006,2006,5,21805,Harrison Frazar,162.5,6012743,1028
207,2006,2006,6,23616,Ryan Hietala,163.0,4060016,692
208,2006,2006,7,28475,Jeff Overton,163.2,7056850,1201
209,2006,2006,8,1249,John Daly,163.9,3309894,561
210,2006,2006,9,23497,Tag Ridings,164.1,7165850,1213
211,2006,2006,10,27770,Camilo Villegas,164.4,6670794,1127
212,2006,2006,11,12716,Charley Hoffman,164.7,7233254,1220
213,2006,2006,12,1945,Kenny Perry,165.0,4965804,836
214,2006,2006,13,26360,Bubba Dickerson,165.5,7000708,1175
215,2006,2006,14,11123,Chris Couch,165.7,5477019,918
216,2006,2006,15,24980,Scott Gutschewski,165.8,3693942,619
217,2006,2006,15,27943,Matt Hansen,165.8,4739568,794
218,2006,2006,17,25936,Alex Aragon,165.9,4420232,740
219,2006,2006,17,1226,Fred Couples,165.9,2651857,444
220,2006,2006,17,1810,Phil Mickelson,165.9,3877199,649
221,2006,2006,20,23349,Charles Warren,166.0,6697588,1121
222,2006,2006,21,24502,Adam Scott,166.2,4243260,709
223,2006,2006,22,6567,Vijay Singh,166.4,6949200,1160
224,2006,2006,23,25900,Lucas Glover,166.7,7175476,1196
225,2006,2006,24,20378,Mathias Grönberg,166.8,6568175,1094
226,2006,2006,25,8835,Kris Cox,166.9,5930145,987
227,2006,2006,25,2106,Chris Smith,166.9,4877895,812
228,2006,2006,25,28780,Nicholas Thompson,166.9,6454691,1074
229,2006,2006,28,22892,Jason Gore,167.9,5985568,990
230,2006,2006,29,23409,James Driscoll,168.0,6279120,1038
231,2006,2006,30,25842,Jon Mills,168.6,4509218,743
232,2006,2006,31,20574,Mathew Goggin,168.7,4877532,803
233,2006,2006,32,1706,Davis Love III,168.9,4809994,791
234,2006,2006,33,20094,Jonathan Kaye,169.0,7235560,1189
235,2006,2006,33,27120,Troy Matteson,169.0,7286977,1198
236,2006,2006,33,7013,Wes Short Jr,169.0,7134848,1173
237,2006,2006,36,22046,Geoff Ogilvy,169.1,4377524,719
238,2006,2006,37,24925,Jonathan Byrd,169.2,4483856,736
239,2006,2006,37,23320,Ryan Palmer,169.2,6882829,1130
240,2006,2006,37,8793,Tiger Woods,169.2,3137198,515
241,2006,2006,40,23614,Rich Beem,169.3,5455855,895
242,2006,2006,41,20850,Daniel Chopra,169.4,7511435,1232
243,2006,2006,41,20157,Retief Goosen,169.4,3872235,635
244,2006,2006,43,24912,Will MacKenzie,169.5,6339499,1039
245,2006,2006,44,23623,Bo Van Pelt,169.6,7618103,1248
246,2006,2006,45,22946,Henrik Bjornstad,169.7,7491558,1226
247,2006,2006,46,25632,Jimmy Walker,170.2,4643175,758
248,2006,2006,46,27095,Nick Watney,170.2,7253625,1184
249,2006,2006,48,19824,Craig Barlow,170.3,4856315,792
250,2006,2006,48,24781,Hunter Mahan,170.3,7523590,1227
251,2006,2006,50,23048,Eric Axley,170.6,6626451,1079
252,2006,2006,50,23307,Roger Tambellini,170.6,4484315,730
253,2006,2006,52,7223,Brian Bateman,170.7,4971554,809
254,2006,2006,53,22378,Trevor Immelman,170.8,6211800,1010
255,2006,2006,54,20645,John Senden,170.9,6744623,1096
256,2006,2006,55,24924,Bill Haas,171.2,7456141,1210
257,2006,2006,56,9011,David Duval,171.4,4425041,717
258,2006,2006,57,21209,Sergio Garcia,171.5,3346344,542
259,2006,2006,57,12782,Tim Herron,171.5,5247097,850
260,2006,2006,57,22405,Justin Rose,171.5,7292639,1181
261,2006,2006,57,8375,Paul Stankowski,171.5,5308448,860
262,2006,2006,61,21961,Charles Howell III,171.6,6775876,1097
263,2006,2006,62,24140,Sean O'Hair,171.7,6476365,1048
264,2006,2006,62,23621,Rory Sabbatini,171.7,5465472,884
265,2006,2006,64,21949,Joe Ogilvie,171.8,6644167,1074
266,2006,2006,65,6350,Bob May,171.9,4566038,738
267,2006,2006,66,1553,John Huston,172.1,5519648,891
268,2006,2006,67,24507,Jason Bohn,172.2,7596185,1225
269,2006,2006,68,12823,Carlos Franco,172.5,6595210,1062
270,2006,2006,69,10885,Robert Allenby,172.6,5151299,829
271,2006,2006,69,12760,Danny Ellis,172.6,5132036,826
272,2006,2006,69,20766,Padraig Harrington,172.6,3280892,528
273,2006,2006,69,23353,J.J. Henry,172.6,6623807,1066
274,2006,2006,69,21731,Freddie Jacobson,172.6,4629627,745
275,2006,2006,74,20472,Alex Cejka,173.0,6825402,1096
276,2006,2006,75,24361,Pat Perez,173.1,3583809,575
277,2006,2006,75,22913,John Rollins,173.1,6519200,1046
278,2006,2006,77,6573,Brandt Jobe,173.2,6009887,964
279,2006,2006,78,20105,Jeff Gove,173.3,6986405,1120
280,2006,2006,78,23788,D.J. Trahan,173.3,6551234,1050
281,2006,2006,80,20628,Arron Oberholser,173.5,5385209,862
282,2006,2006,81,6034,Marco Dawson,173.6,6575529,1052
283,2006,2006,82,20229,Stewart Cink,173.7,6276426,1004
284,2006,2006,82,6522,Ernie Els,173.7,4045347,647
285,2006,2006,84,8537,J.P. Hayes,173.8,4293366,686
286,2006,2006,85,20634,Peter Lonard,173.9,5722783,914
287,2006,2006,86,20098,Stuart Appleby,174.0,5573644,890
288,2006,2006,87,12510,Chad Campbell,174.1,5778208,922
289,2006,2006,88,2206,David Toms,174.2,5435825,867
290,2006,2006,89,20691,Greg Owen,174.3,5390025,859
291,2006,2006,89,6595,Kevin Sutherland,174.3,7536815,1201
292,2006,2006,91,20608,David Howell,174.4,2618102,417
293,2006,2006,91,26596,Ryan Moore,174.4,5030187,801
294,2006,2006,93,11032,Frank Lickliter II,174.5,7316728,1165
295,2006,2006,93,1707,Steve Lowery,174.5,7216266,1149
296,2006,2006,93,23325,Vaughn Taylor,174.5,6671363,1062
297,2006,2006,96,12660,Jesper Parnevik,174.6,6340475,1009
298,2006,2006,97,2223,Bob Tway,174.7,5767728,917
299,2006,2006,98,6197,Michael Allen,174.8,6210196,987
300,2006,2006,98,21407,Arjun Atwal,174.8,7058881,1122
301,2006,2006,98,24357,K.J. Choi,174.8,6883938,1094
302,2006,2006,98,21660,Jason Schultz,174.8,5607893,891
303,2006,2006,98,22548,Patrick Sheehan,174.8,7521399,1195
304,2006,2006,103,21753,Brian Davis,174.9,7077637,1124
305,2006,2006,104,20572,Rod Pampling,175.1,5678484,901
306,2006,2006,105,6621,Joe Durant,175.2,8414900,1334
307,2006,2006,106,7749,Brett Quigley,175.4,8175059,1295
308,2006,2006,107,25345,Carl Pettersson,175.5,6563051,1039
309,2006,2006,107,21959,Ted Purdy,175.5,6944549,1099
310,2006,2006,109,1666,Bernhard Langer,175.7,5136274,812
311,2006,2006,109,10565,Ian Leggatt,175.7,6052461,957
312,2006,2006,111,24024,Zach Johnson,175.8,6777566,1071
313,2006,2006,112,10809,Jim Furyk,175.9,6035703,953
314,2006,2006,113,25935,John Engler Jr,176.0,5525238,872
315,2006,2006,114,7867,Woody Austin,176.1,8113232,1280
316,2006,2006,114,1042,Paul Azinger,176.1,6934860,1094
317,2006,2006,114,20631,David McKenzie,176.1,6036491,952
318,2006,2006,117,11011,Mike Sposa,176.2,5100535,804
319,2006,2006,118,20593,Greg Chalmers,176.3,4894394,771
320,2006,2006,118,1677,Tom Lehman,176.3,4132315,651
321,2006,2006,118,22293,Heath Slocum,176.3,7398632,1166
322,2006,2006,121,1761,Len Mattiace,176.4,4503517,709
323,2006,2006,122,12645,Brent Geiberger,176.5,7864502,1238
324,2006,2006,123,6575,Dudley Hart,176.6,6205793,976
325,2006,2006,123,20812,Tjaart van der Walt,176.6,4576454,720
326,2006,2006,125,1024,Billy Andrade,176.7,5190869,816
327,2006,2006,126,7457,Steve Flesch,176.8,9044400,1421
328,2006,2006,126,12680,Shigeki Maruyama,176.8,7015488,1102
329,2006,2006,128,20498,Briny Baird,176.9,6139853,964
330,2006,2006,128,23541,Ben Crane,176.9,5375733,844
331,2006,2006,128,8385,Omar Uresti,176.9,4483604,704
332,2006,2006,131,10860,Justin Leonard,177.0,5747778,902
333,2006,2006,131,24138,Ian Poulter,177.0,3721214,584
334,2006,2006,133,8123,Jeff Brehaut,177.2,7500846,1176
335,2006,2006,133,1142,Bart Bryant,177.2,6310448,989
336,2006,2006,135,1388,Robert Gamez,177.3,7258155,1137
337,2006,2006,136,2246,Duffy Waldorf,177.4,7262582,1137
338,2006,2006,137,10733,Kent Jones,177.5,7746552,1212
339,2006,2006,138,6004,Stephen Ames,177.7,3907897,611
340,2006,2006,138,1948,Tim Petrovic,177.7,7337230,1147
341,2006,2006,140,21646,David Branshaw,177.8,7693466,1202
342,2006,2006,140,1473,Todd Hamilton,177.8,4922619,769
343,2006,2006,140,6527,Steve Stricker,177.8,4589951,717
344,2006,2006,140,12755,Vance Veazey,177.8,4749193,742
345,2006,2006,144,1161,Mark Calcavecchia,177.9,6982588,1090
346,2006,2006,145,1724,Jeff Maggert,178.0,5992351,935
347,2006,2006,145,6373,José María Olazábal,178.0,3446635,538
348,2006,2006,147,1035,Tommy Armour III,178.1,4679270,730
349,2006,2006,147,25240,D.A. Points,178.1,6251970,975
350,2006,2006,147,2101,Joey Sindelar,178.1,6713161,1047
351,2006,2006,150,1941,Tom Pernice Jr.,178.2,7680602,1197
352,2006,2006,151,12662,Thomas Levet,178.3,4300693,670
353,2006,2006,152,1766,Billy Mayfair,178.4,6850802,1067
354,2006,2006,153,1320,Bob Estes,178.5,6617198,1030
355,2006,2006,154,22371,Aaron Baddeley,178.6,6031202,938
356,2006,2006,154,21470,Daisuke Maruyama,178.6,6222842,968
357,2006,2006,156,19881,Robert Damron,178.7,7300932,1135
358,2006,2006,156,1313,Steve Elkington,178.7,4085929,635
359,2006,2006,158,12602,Dean Wilson,178.8,8240715,1280
360,2006,2006,159,2214,Kirk Triplett,178.9,4360397,677
361,2006,2006,160,21350,Ryuji Imada,179.0,7725816,1199
362,2006,2006,161,10423,Mike Weir,179.3,5647347,875
363,2006,2006,162,23673,Michael Connell,179.4,3745392,580
364,2006,2006,163,6515,Shaun Micheel,179.6,6945409,1074
365,2006,2006,163,20127,Chris Riley,179.6,6147579,951
366,2006,2006,165,1685,J.L. Lewis,179.8,4505201,696
367,2006,2006,166,1381,Fred Funk,180.0,7673635,1184
368,2006,2006,167,21878,Mark Wilson,180.2,6447965,994
369,2006,2006,168,23983,Luke Donald,180.4,3902457,601
370,2006,2006,169,22621,Ben Curtis,180.5,6031721,928
371,2006,2006,170,6251,Chris DiMarco,180.8,5505338,846
372,2006,2006,171,1139,Olin Browne,180.9,7797361,1197
373,2006,2006,171,23718,Nathan Green,180.9,8442002,1296
374,2006,2006,173,2104,Jeff Sluman,181.1,7465543,1145
375,2006,2006,174,1619,Skip Kendall,181.5,5352019,819
376,2006,2006,175,26420,Richard Johnson,181.8,7682319,1174
377,2006,2006,176,19913,Ron Whittaker,182.1,6429372,981
378,2006,2006,177,1577,Lee Janzen,182.2,6093393,929
379,2006,2006,178,20099,Doug Barron,182.5,6039029,919
380,2006,2006,178,8075,Jerry Kelly,182.5,7639077,1163
381,2006,2006,180,20548,Hidemichi Tanaka,182.8,5831332,886
382,2006,2006,181,6012,Greg Kraft,182.9,6130422,931
383,2006,2006,182,10505,Shane Bertsch,183.3,8168817,1238
384,2006,2006,183,1599,Steve Jones,183.7,6348569,960
385,2006,2006,184,1219,John Cook,183.8,4988762,754
386,2006,2006,184,2239,Scott Verplank,183.8,6205705,938
387,2006,2006,186,2110,Jerry Smith,184.0,7684710,1160
388,2006,2006,187,19846,Brian Gay,184.7,9196229,1383
389,2006,2006,187,6643,Paul Goydos,184.7,5817123,875
390,2006,2006,189,1132,Mark Brooks,185.0,6818734,1024
391,2006,2006,190,20121,Todd Fischer,185.2,8221282,1233
392,2006,2006,191,23135,Tim Clark,185.4,5358098,803
393,2006,2006,192,1329,Brad Faxon,186.4,6789408,1012
394,2006,2006,193,20382,Stephen Leaney,186.6,7094151,1056
395,2006,2006,193,1823,Larry Mize,186.6,3802692,566
396,2006,2006,195,1887,Mark O'Meara,189.3,3346207,491
397,2006,2006,196,1928,Corey Pavin,189.8,5396610,790
398,2007,2007,1,27141,J.B. Holmes,153.4,4827304,874
399,2007,2007,2,1249,John Daly,153.5,3647232,660
400,2007,2007,3,25804,Bubba Watson,157.7,5064216,892
401,2007,2007,4,24358,Robert Garrigus,159.5,6780683,1181
402,2007,2007,5,23322,Brett Wetterich,161.7,5622652,966
403,2007,2007,6,28475,Jeff Overton,162.9,4397672,750
404,2007,2007,7,21805,Harrison Frazar,164.4,5953419,1006
405,2007,2007,8,22046,Geoff Ogilvy,165.3,5319203,894
406,2007,2007,9,23497,Tag Ridings,165.8,3659645,613
407,2007,2007,10,11123,Chris Couch,166.0,6005279,1005
408,2007,2007,11,24980,Scott Gutschewski,166.1,4764480,797
409,2007,2007,12,26360,Bubba Dickerson,166.2,3524382,589
410,2007,2007,12,1810,Phil Mickelson,166.2,4276984,715
411,2007,2007,14,1706,Davis Love III,166.5,4416412,737
412,2007,2007,14,27095,Nick Watney,166.5,5755316,960
413,2007,2007,16,29718,Anthony Kim,166.6,6616177,1103
414,2007,2007,16,26289,Boo Weekley,166.6,6501720,1084
415,2007,2007,18,22892,Jason Gore,166.8,6465924,1077
416,2007,2007,18,24502,Adam Scott,166.8,4509703,751
417,2007,2007,18,21528,Henrik Stenson,166.8,2972094,495
418,2007,2007,21,23349,Charles Warren,166.9,7691760,1280
419,2007,2007,22,6567,Vijay Singh,167.0,6854162,1140
420,2007,2007,23,6522,Ernie Els,167.2,3671866,610
421,2007,2007,24,24924,Bill Haas,167.6,6835889,1133
422,2007,2007,25,20691,Greg Owen,167.8,5870458,972
423,2007,2007,25,23788,D.J. Trahan,167.8,7502461,1242
424,2007,2007,27,20378,Mathias Grönberg,167.9,7357581,1217
425,2007,2007,28,27702,Matt Hendrix,168.1,4570179,755
426,2007,2007,29,25273,Andrew Buckle,168.2,5605589,926
427,2007,2007,29,12716,Charley Hoffman,168.2,6896400,1139
428,2007,2007,31,1945,Kenny Perry,168.6,6264277,1032
429,2007,2007,32,24361,Pat Perez,168.9,5394348,887
430,2007,2007,33,21961,Charles Howell III,169.1,5490056,902
431,2007,2007,34,21633,Steve Allan,169.2,4609780,757
432,2007,2007,35,20766,Padraig Harrington,169.3,3875941,636
433,2007,2007,36,10885,Robert Allenby,169.4,6358912,1043
434,2007,2007,36,20572,Rod Pampling,169.4,6282439,1030
435,2007,2007,36,23623,Bo Van Pelt,169.4,8163371,1339
436,2007,2007,39,20574,Mathew Goggin,169.5,7334415,1202
437,2007,2007,40,22913,John Rollins,169.7,7140283,1169
438,2007,2007,41,27120,Troy Matteson,169.9,6414581,1049
439,2007,2007,41,26679,Kevin Stadler,169.9,6586463,1077
440,2007,2007,41,8793,Tiger Woods,169.9,3664751,599
441,2007,2007,44,28158,Steve Marino,170.0,7706834,1259
