tourn_id,Tourn_Yr_ID,Tourn_Num,Year,Date,Tournament Name Iteration,Purse,Score,To Par,player_id,Winner Name Specific,Playoff,Prize,Course_ID,Course Name Specific,Par,Yardage
1,1,1,2023,2022-10-23,THE CJ CUP in South Carolina,10500000,267,-17,28237,Rory McIlroy,NULL,1890000,72,Congaree Golf Club,71,7655
2,2,1,2022,2021-10-17,THE CJ CUP @ SUMMIT,9750000,263,-25,28237,Rory McIlroy,NULL,1755000,395,The Summit Club,72,7431
3,3,1,2021,2020-10-18,THE CJ CUP @ SHADOW CREEK,9750000,268,-20,30944,Jason Kokrak,NULL,1755000,340,Shadow Creek Golf Course,72,7527
4,4,1,2020,2019-10-20,THE CJ CUP @ NINE BRIDGES,9750000,268,-20,33448,Justin Thomas,NULL,1755000,63,Nine Bridges,72,7241
5,5,1,2019,2018-10-21,THE CJ CUP @ NINE BRIDGES,9500000,267,-21,36689,Brooks Koepka,NULL,1710000,63,Nine Bridges,72,7196
6,6,1,2018,2017-10-22,THE CJ CUP @ NINE BRIDGES,9250000,279,-9,33448,Justin Thomas,p,1665000,63,Club at Nine Bridges,72,7184
7,7,2,2023,2022-10-30,Butterfield Bermuda Championship,6500000,265,-19,28252,Seamus Power,NULL,1170000,289,Port Royal Golf Course,71,6828
8,8,2,2022,2021-10-31,Butterfield Bermuda Championship,6500000,269,-15,39058,Lucas Herbert,NULL,1170000,289,Port Royal Golf Course,71,6828
9,9,2,2021,2020-11-01,Bermuda Championship,4000000,269,-15,19846,Brian Gay,p,720000,289,Port Royal Golf Course,71,6828
10,10,2,2020,2019-11-03,Bermuda Championship,3000000,260,-24,30927,Brendon Todd,NULL,540000,289,Port Royal Golf Club,71,6828
11,11,3,2023,2022-11-06,World Wide Technology Championship at Mayakoba,8200000,261,-23,34098,Russell Henley,NULL,1476000,101,El Camaleón Golf Course at Mayakoba,71,7034
12,12,3,2022,2021-11-07,World Wide Technology Championship at Mayakoba,7200000,261,-23,46717,Viktor Hovland,NULL,1296000,101,El Camaleón Golf Course at Mayakoba,71,7017
13,13,3,2021,2020-12-06,Mayakoba Golf Classic presented by UNIFIN,7200000,264,-20,46717,Viktor Hovland,NULL,1296000,101,El Camaleon Golf Club,71,7017
14,14,3,2020,2019-11-17,Mayakoba Golf Classic,7200000,264,-20,30927,Brendon Todd,NULL,1296000,101,El Camaleon Golf Club,71,7017
15,15,3,2019,2018-11-11,Mayakoba Golf Classic,7200000,262,-22,23108,Matt Kuchar,NULL,1296000,101,El Camaleon GC,71,6987
16,16,3,2018,2017-11-12,OHL Classic at Mayakoba,7100000,265,-19,32757,Patton Kizzire,NULL,1278000,101,El Camaleon GC,71,6987
17,17,3,2017,2016-11-13,OHL Classic at Mayakoba,7000010,263,-21,24361,Pat Perez,NULL,1260002,101,El Camaleon GC,71,6987
18,18,3,2016,2015-11-15,OHL Classic at Mayakoba,6200000,266,-18,25572,Graeme McDowell,p,1116000,101,El Camaleon GC,71,6987
19,19,3,2015,2014-11-16,OHL Classic at Mayakoba,6100000,267,-17,12716,Charley Hoffman,NULL,1098000,101,El Camaleon GC,71,6987
20,20,3,2014,2013-11-17,OHL Classic at Mayakoba,6000000,263,-21,34099,Harris English,NULL,1080000,101,El Camaleon GC,71,6987
21,21,3,2012,2012-02-26,Mayakoba Golf Classic,3700000,271,-13,34174,John Huh,p,666000,101,El Camaleon GC,71,6987
22,22,3,2011,2011-02-27,Mayakoba Golf Classic at Riviera Maya-Cancun,3700000,267,-17,26951,Johnson Wagner,p,666000,101,El Camaleon GC,71,6923
23,23,3,2010,2010-02-21,Mayakoba Golf Classic at Riviera Maya-Cancun,3600000,269,-15,12652,Cameron Beckman,NULL,648000,101,El Camaleon GC,71,6923
24,24,3,2009,2009-03-01,Mayakoba Golf Classic at Riviera Maya-Cancun,3600000,267,-13,21878,Mark Wilson,NULL,648000,101,El Camaleon GC,70,6923
25,25,3,2008,2008-02-24,Mayakoba Golf Classic at Riviera Maya-Cancun,3500000,264,-16,19846,Brian Gay,NULL,630000,101,El Camaleon GC,70,6923
26,26,3,2007,2007-02-25,Mayakoba Golf Classic at Riviera Maya-Cancun,3500000,266,-14,1381,Fred Funk,p,630000,101,El Camaleon GC,70,6923
27,27,4,2023,2022-11-13,Cadence Bank Houston Open,8400000,264,-16,29725,Tony Finau,NULL,1512000,206,Memorial Park Golf Course,70,7412
28,28,4,2022,2021-11-14,Hewlett Packard Enterprise Houston Open,7500000,270,-10,30944,Jason Kokrak,NULL,1350000,206,Memorial Park Golf Course,70,7412
29,29,4,2021,2020-11-08,Vivint Houston Open,7000000,267,-13,33667,Carlos Ortiz,NULL,1260000,206,Memorial Park Golf Course,70,7432
30,30,4,2020,2019-10-13,Houston Open,7500000,274,-14,35310,Lanto Griffin,NULL,1350000,126,GC of Houston,72,7441
31,31,4,2018,2018-04-01,Houston Open,7000000,269,-19,24138,Ian Poulter,p,1260000,126,GC of Houston,72,7441
32,32,4,2017,2017-04-02,Shell Houston Open,7000000,268,-20,34098,Russell Henley,NULL,1260000,126,GC of Houston,72,7441
33,33,4,2016,2016-04-03,Shell Houston Open,6800000,273,-15,31557,Jim Herman,NULL,1224000,126,GC of Houston,72,7441
34,34,4,2015,2015-04-05,Shell Houston Open,6600000,272,-16,27141,J.B. Holmes,p,1188000,126,GC of Houston,72,7441
35,35,4,2014,2014-04-06,Shell Houston Open,6400000,273,-15,26300,Matt Jones,p,1152000,126,GC of Houston,72,7441
36,36,4,2013,2013-03-31,Shell Houston Open,6200000,272,-16,25240,D.A. Points,NULL,1116000,303,Redstone GC (Tournament),72,7441
37,37,4,2012,2012-04-01,Shell Houston Open,6000000,272,-16,24781,Hunter Mahan,NULL,1080000,303,Redstone GC (Tournament),72,7457
38,38,4,2011,2011-04-03,Shell Houston Open,5900000,268,-20,1810,Phil Mickelson,NULL,1062000,303,Redstone GC (Tournament),72,7457
39,39,4,2010,2010-04-04,Shell Houston Open,5800000,276,-12,29718,Anthony Kim,p,1044000,303,Redstone GC (Tournament),72,7457
40,40,4,2009,2009-04-05,Shell Houston Open,5700000,277,-11,25364,Paul Casey,p,1026000,303,Redstone GC (Tournament),72,7457
41,41,4,2008,2008-04-06,Shell Houston Open,5600000,272,-16,26951,Johnson Wagner,NULL,1008000,303,Redstone GC (Tournament),72,7457
42,42,4,2007,2007-04-01,Shell Houston Open,5500000,271,-17,24502,Adam Scott,NULL,990000,303,Redstone GC (Tournament),72,7457
43,43,4,2006,2006-04-23,Shell Houston Open,5500000,269,-19,20098,Stuart Appleby,NULL,990000,303,Redstone GC (Tournament),72,7457
44,44,4,2005,2005-04-24,Shell Houston Open,5000000,275,-13,6567,Vijay Singh,p,900000,303,Redstone GC (Tournament),72,7508
45,45,4,2004,2004-04-25,Shell Houston Open,5000000,277,-11,6567,Vijay Singh,NULL,900000,303,Redstone GC (Tournament),72,7508
46,46,4,2003,2003-04-27,Shell Houston Open,4500000,267,-21,1226,Fred Couples,NULL,810000,303,Redstone GC (Tournament),72,7508
47,47,4,2002,2002-03-31,Shell Houston Open,4000000,266,-22,6567,Vijay Singh,NULL,720000,424,TPC Woodlands,72,7018
48,48,4,2001,2001-04-22,Shell Houston Open,3400000,278,-10,2170,Hal Sutton,NULL,612000,424,TPC Woodlands,72,7018
49,49,4,2000,2000-04-30,Shell Houston Open,2800000,275,-13,10885,Robert Allenby,p,504000,424,TPC Woodlands,72,7018
50,50,4,1999,1999-05-02,Shell Houston Open,2500000,279,-9,20098,Stuart Appleby,NULL,450000,424,TPC Woodlands,72,7042
51,51,4,1998,1998-05-03,Shell Houston Open,2000000,276,-12,9011,David Duval,NULL,360000,424,TPC Woodlands,72,7042
52,52,4,1997,1997-05-04,Shell Houston Open,1600000,276,-12,1096,Phil Blackmar,p,288000,424,TPC Woodlands,72,7042
53,53,4,1996,1996-05-05,Shell Houston Open,1500000,274,-14,1132,Mark Brooks,p,270000,424,TPC Woodlands,72,7042
54,54,4,1995,1995-04-30,Shell Houston Open,1400000,276,-12,2146,Payne Stewart,p,252000,424,TPC Woodlands,72,7042
55,55,4,1994,1994-05-01,Shell Houston Open,1300000,272,-16,8337,Mike Heinen,NULL,234000,424,TPC Woodlands,72,7042
56,56,4,1993,1993-05-02,Shell Houston Open,1300000,199,-17,6090,Jim McGovern,p,234000,424,TPC Woodlands,72,7042
57,57,4,1992,1992-05-03,Shell Houston Open,1200000,272,-16,1381,Fred Funk,NULL,216000,424,TPC Woodlands,72,7042
58,58,4,1991,1991-10-27,Independent Insurance Agent Open,800000,273,-15,1014,Fulton Allem,NULL,144000,424,TPC Woodlands,72,7042
59,59,4,1990,1990-04-01,Independent Insurance Agent Open,1000000,204,-12,2094,Tony Sills,p,180000,424,TPC Woodlands,72,7042
60,60,4,1989,1989-04-02,Independent Insurance Agent Open,800000,280,-8,2167,Mike Sullivan,NULL,144000,424,TPC Woodlands,72,7042
61,61,4,1988,1988-05-01,Independent Insurance Agent Open,700000,270,-18,2159,Curtis Strange,p,126000,424,TPC Woodlands,72,7042
62,62,4,1987,1987-04-26,"Big ""I"" Houston Open",600000,276,-12,1457,Jay Haas,p,108000,424,TPC Woodlands,72,7042
63,63,4,1986,1986-04-27,Houston Open,500000,274,-14,2159,Curtis Strange,p,90000,424,TPC Woodlands,72,7045
64,64,4,1985,1985-04-28,Houston Open,500000,277,-11,1355,Raymond Floyd,NULL,90000,424,TPC Woodlands,72,7042
65,65,4,1984,1984-04-29,Houston Coca-Cola Open,500000,274,-10,1928,Corey Pavin,NULL,90000,462,Woodlands CC,71,7031
66,66,4,1983,1983-05-08,Houston Coca-Cola Open,400000,275,-9,1436,David Graham,NULL,72000,462,Woodlands CC,71,7031
67,67,4,1982,1982-05-09,Michelob-Houston Open,350000,275,-9,2120,Ed Sneed,p,63000,462,Woodlands CC,71,7031
68,68,4,1981,1981-05-03,Michelob-Houston Open,267461,198,-15,2160,Ron Streck,NULL,47250,462,Woodlands CC,71,7071
69,69,4,1980,1980-05-04,Michelob-Houston Open,350000,266,-18,2159,Curtis Strange,p,63000,462,Woodlands CC,71,6918
70,70,4,1979,1979-05-06,Houston Open,300000,268,-16,1682,Wayne Levi,NULL,54000,462,Woodlands CC,71,6918
71,71,4,1978,1978-04-23,Houston Open,200000,270,-14,1955,Gary Player,NULL,40000,462,Woodlands CC,71,6997
72,72,4,1977,1977-05-01,Houston Open,200000,276,-8,1695,Gene Littler,NULL,40000,462,Woodlands CC,71,6997
73,73,4,1976,1976-05-02,Houston Open,200000,278,-6,1312,Lee Elder,NULL,40000,462,Woodlands CC,71,6997
74,74,4,1975,1975-05-04,Houston Open,150000,273,-11,1233,Bruce Crampton,NULL,30000,462,Woodlands CC,71,6929
75,75,4,1974,1974-05-12,Houston Open,150000,276,-12,1519,Dave Hill,NULL,30000,297,Quail Valley GC,72,6905
76,76,4,1973,1973-05-06,Houston Open,205000,277,-11,1233,Bruce Crampton,NULL,41000,297,Quail Valley GC,72,6905
77,77,4,1972,1972-05-07,Houston Open,125000,278,-10,1269,Bruce Devlin,NULL,25000,452,Westwood CC,72,6998
78,78,4,1971,1971-05-16,Houston Champions International,125000,280,-4,1443,Hubert Green,p,25000,56,Champions GC,71,7166
79,79,4,1970,1970-05-10,Houston Champions International,115000,282,-2,1412,Gibby Gilbert,p,23000,56,Champions GC,71,7166
80,80,4,1968,1968-05-05,Houston Champions International,100000,274,-10,5163,Roberto De Vicenzo,NULL,20000,56,Champions GC,71,7166
81,81,4,1967,1967-05-07,Houston Champions International,115000,274,-10,1069,Frank Beard,NULL,23000,56,Champions GC,71,7166
82,82,4,1966,1966-11-20,Houston Champions International,110000,275,-9,1910,Arnold Palmer,NULL,21000,56,Champions GC,71,7166
83,83,4,1965,1965-04-18,Houston Classic,75000,273,-11,1867,Bobby Nichols,NULL,12000,341,Sharpstown CC,71,7021
84,84,4,1964,1964-04-19,Houston Classic,57500,278,-6,2125,Mike Souchak,NULL,7619,341,Sharpstown CC,71,7021
85,85,4,1963,1963-04-21,Houston Classic,50000,268,-16,1189,Bob Charles,NULL,9000,206,Memorial Park GC,71,7021
86,86,4,1962,1962-04-22,Houston Classic,53420,278,-6,1867,Bobby Nichols,p,9000,206,Memorial Park GC,71,7021
87,87,4,1961,1961-04-23,Houston Classic,43570,276,-8,1504,Jay Hebert,p,7000,206,Memorial Park GC,71,7021
88,88,4,1960,1960-05-02,Houston Classic,36440,280,-4,1209,Bill Collins,p,5300,206,Memorial Park GC,71,7021
89,89,4,1959,1959-04-19,Houston Classic,3000,277,-7,13668,Jack Burke Jr,p,4300,206,Memorial Park GC,71,7021
90,90,4,1958,1958-02-24,Houston Open,30000,281,-3,9,Ed Oliver,NULL,4300,206,Memorial Park GC,71,7021
102,102,5,2023,2022-11-20,The RSM Classic,8100000,263,-19,40115,Adam Svensson,NULL,1458000,335,Sea Island Golf Club (Seaside Course),70,7005
103,102,5,2023,2022-11-20,The RSM Classic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334,Sea Island Golf Club (Plantation Course),72,7060
104,103,5,2022,2021-11-21,The RSM Classic,7200000,260,-22,46402,Talor Gooch,NULL,1296000,335,Sea Island Resort (Seaside),70,7005
105,103,5,2022,2021-11-21,The RSM Classic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334,Sea Island Resort (Plantation),72,7060
106,104,5,2021,2020-11-22,The RSM Classic,6600000,263,-19,34431,Robert Streb,p,1188000,335,Sea Island Resort (Seaside),70,7005
107,104,5,2021,2020-11-22,The RSM Classic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334,Sea Island Resort (Plantation),72,7060
108,105,5,2020,2019-11-24,The RSM Classic,6600000,263,-19,45609,Tyler Duncan,p,1188000,335,Sea Island Resort (Seaside),70,7005
109,105,5,2020,2019-11-24,The RSM Classic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334,Sea Island Resort (Plantation),72,7060
110,106,5,2019,2018-11-18,The RSM Classic,6400000,263,-19,21961,Charles Howell III,p,1152000,335,Sea Island Resort (Seaside),70,7005
111,106,5,2019,2018-11-18,The RSM Classic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334,Sea Island Resort (Plantation),72,6907
112,107,5,2018,2017-11-19,The RSM Classic,6200000,261,-21,46435,Austin Cook,NULL,1116000,335,Sea Island Resort (Seaside),70,7005
113,107,5,2018,2017-11-19,The RSM Classic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334,Sea Island Resort (Plantation),72,7058
114,108,5,2017,2016-11-20,The RSM Classic,6000000,265,-17,35506,Mackenzie Hughes,p,1080000,335,Sea Island Resort (Seaside),70,7005
115,108,5,2017,2016-11-20,The RSM Classic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334,Sea Island Resort (Plantation),72,7058
116,109,5,2016,2015-11-22,The RSM Classic,5700000,260,-22,29478,Kevin Kisner,NULL,1026000,335,Sea Island Resort (Seaside),70,7005
117,109,5,2016,2015-11-22,The RSM Classic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334,Sea Island Resort (Plantation),72,7058
118,110,5,2015,2014-10-26,The McGladrey Classic,5600000,266,-14,34431,Robert Streb,p,1008000,335,Sea Island Resort (Seaside),70,7005
119,111,5,2014,2013-11-10,The McGladrey Classic,5500000,266,-14,30926,Chris Kirk,NULL,990000,335,Sea Island Resort (Seaside),70,7005
120,112,5,2012,2012-10-21,The McGladrey Classic,4000000,264,-16,30750,Tommy Gainey,NULL,720000,335,Sea Island Resort (Seaside),70,7005
121,113,5,2011,2011-10-16,The McGladrey Classic,4000000,265,-15,23541,Ben Crane,p,720000,335,Sea Island Resort (Seaside),70,7005
122,114,5,2010,2010-10-10,The McGladrey Classic,4000000,266,-14,22293,Heath Slocum,NULL,720000,335,Sea Island Resort (Seaside),70,7005
123,115,6,2023,2023-01-08,Sentry Tournament of Champions,15000000,265,-27,46970,Jon Rahm,NULL,2700000,284,Plantation Course at Kapalua,73,7596
124,116,6,2022,2022-01-09,Sentry Tournament of Champions,8200000,258,-34,35891,Cameron Smith,NULL,1476000,284,Plantation Course at Kapalua,73,7596
125,117,6,2021,2021-01-10,Sentry Tournament of Champions,6700000,267,-25,34099,Harris English,p,1340000,284,Plantation Course at Kapalua,73,7596
126,118,6,2020,2020-01-05,Sentry Tournament of Champions,6700000,278,-14,33448,Justin Thomas,p,1340000,284,Plantation Course at Kapalua,73,7596
127,119,6,2019,2019-01-06,Sentry Tournament of Champions,6500000,269,-23,48081,Xander Schauffele,NULL,1300000,284,Plantation Course at Kapalua,73,7518
128,120,6,2018,2018-01-07,Sentry Tournament of Champions,6300000,268,-24,30925,Dustin Johnson,NULL,1260000,284,Plantation Course at Kapalua,73,7452
129,121,6,2017,2017-01-08,SBS Tournament of Champions,6100000,270,-22,33448,Justin Thomas,NULL,1220000,284,Plantation Course at Kapalua,73,7452
130,122,6,2016,2016-01-10,Hyundai Tournament of Champions,5900000,262,-30,34046,Jordan Spieth,NULL,1180000,284,Plantation Course at Kapalua,73,7452
131,123,6,2015,2015-01-12,Hyundai Tournament of Champions,5700000,271,-21,34360,Patrick Reed,p,1140000,284,Plantation Course at Kapalua,73,7452
132,124,6,2014,2014-01-06,Hyundai Tournament of Champions,5700000,273,-19,24024,Zach Johnson,NULL,1140000,284,Plantation Course at Kapalua,73,7452
133,125,6,2013,2013-01-07,Hyundai Tournament of Champions,5700000,203,-16,30925,Dustin Johnson,NULL,1140000,284,Plantation Course at Kapalua,73,7452
134,126,6,2012,2012-01-09,Hyundai Tournament of Champions,5600000,269,-23,6527,Steve Stricker,NULL,1120000,284,Plantation Course at Kapalua,73,7411
135,127,6,2011,2011-01-09,Hyundai Tournament of Champions,5600000,268,-24,24925,Jonathan Byrd,p,1120000,284,Plantation Course at Kapalua,73,7411
136,128,6,2010,2010-01-10,SBS Championship,5600000,270,-22,22046,Geoff Ogilvy,NULL,1120000,284,Plantation Course at Kapalua,73,7411
137,129,6,2009,2009-01-11,Mercedes-Benz Championship,5600000,268,-24,22046,Geoff Ogilvy,NULL,1120000,284,Plantation Course at Kapalua,73,7411
138,130,6,2008,2008-01-06,Mercedes-Benz Championship,5500000,274,-18,20850,Daniel Chopra,p,1100000,284,Plantation Course at Kapalua,73,7411
139,131,6,2007,2007-01-07,Mercedes-Benz Championship,5500000,278,-14,6567,Vijay Singh,NULL,1100000,284,Plantation Course at Kapalua,73,7411
140,132,6,2006,2006-01-08,Mercedes Championships,5400000,284,-8,20098,Stuart Appleby,p,1080000,284,Plantation Course at Kapalua,73,7411
141,133,6,2005,2005-01-09,Mercedes Championships,5300000,271,-21,20098,Stuart Appleby,NULL,1060000,284,Plantation Course at Kapalua,73,7263
142,134,6,2004,2004-01-11,Mercedes Championships,5300000,270,-22,20098,Stuart Appleby,NULL,1060000,284,Plantation Course at Kapalua,73,7263
143,135,6,2003,2003-01-12,Mercedes Championships,5000000,261,-31,6522,Ernie Els,NULL,1000000,284,Plantation Course at Kapalua,73,7263
144,136,6,2002,2002-01-06,Mercedes Championships,4000000,274,-18,21209,Sergio Garcia,p,720000,284,Plantation Course at Kapalua,73,7263
145,137,6,2001,2001-01-14,Mercedes Championships,3500000,274,-18,10809,Jim Furyk,NULL,630000,284,Plantation Course at Kapalua,73,7263
146,138,6,2000,2000-01-09,Mercedes Championships,2900000,276,-16,8793,Tiger Woods,p,522000,284,Plantation Course at Kapalua,73,7263
147,139,6,1999,1999-01-10,Mercedes Championships,2600000,266,-26,9011,David Duval,NULL,468000,284,Plantation Course at Kapalua,73,7263
148,140,6,1998,1998-01-11,Mercedes Championships,1700000,271,-17,1810,Phil Mickelson,NULL,306000,182,La Costa CC,72,7022
149,141,6,1997,1997-01-12,Mercedes Championships,1200000,202,-14,8793,Tiger Woods,p,216000,182,La Costa CC,72,7022
150,142,6,1996,1996-01-07,Mercedes Championships,1000000,271,-17,1887,Mark O'Meara,NULL,180000,182,La Costa CC,72,7022
151,143,6,1995,1995-01-08,Mercedes Championships,1000000,278,-10,1313,Steve Elkington,p,180000,182,La Costa CC,72,7022
152,144,6,1994,1994-01-09,Mercedes Championships,1000000,276,-12,1810,Phil Mickelson,p,180000,182,La Costa CC,72,7022
153,145,6,1993,1993-01-10,Infiniti Tournament of Champions,800000,272,-16,1706,Davis Love III,NULL,144000,182,La Costa CC,72,7022
154,146,6,1992,1992-01-12,Infiniti Tournament of Champions,800000,279,-9,1313,Steve Elkington,p,144000,182,La Costa CC,72,7022
155,147,6,1991,1991-01-06,Infiniti Tournament of Champions,800000,272,-16,1633,Tom Kite,NULL,144000,182,La Costa CC,72,7022
156,148,6,1990,1990-01-07,MONY Tournament of Champions,750000,272,-16,1042,Paul Azinger,NULL,135000,182,La Costa CC,72,7022
157,149,6,1989,1989-01-08,MONY Tournament of Champions,750000,279,-9,1599,Steve Jones,NULL,135000,182,La Costa CC,72,7022
158,150,6,1988,1988-01-17,MONY Tournament of Champions,500000,202,-14,1926,Steve Pate,NULL,90000,182,La Costa CC,72,7022
159,151,6,1987,1987-01-10,MONY Tournament of Champions,500000,278,-10,1884,Mac O'Grady,NULL,90000,182,La Costa CC,72,7022
160,152,6,1986,1986-01-11,MONY Tournament of Champions,500000,267,-21,1935,Calvin Peete,NULL,90000,182,La Costa CC,72,7022
161,153,6,1985,1985-05-05,MONY Tournament of Champions,400000,275,-13,1633,Tom Kite,NULL,72000,182,La Costa CC,72,7022
162,154,6,1984,1984-05-06,MONY Tournament of Champions,400000,274,-14,2256,Tom Watson,NULL,72000,182,La Costa CC,72,7022
163,155,6,1983,1983-04-24,MONY Tournament of Champions,400000,280,-8,2242,Lanny Wadkins,NULL,72000,182,La Costa CC,72,6911
164,156,6,1982,1982-04-18,MONY Tournament of Champions,350000,280,-8,2242,Lanny Wadkins,NULL,63000,182,La Costa CC,72,6911
165,157,6,1981,1981-04-19,MONY Tournament of Champions,300000,273,-15,2213,Lee Trevino,NULL,54000,182,La Costa CC,72,6911
166,158,6,1980,1980-04-20,MONY Tournament of Champions,300000,276,-12,2256,Tom Watson,NULL,54000,182,La Costa CC,72,6911
167,159,6,1979,1979-04-22,MONY Tournament of Champions,300000,275,-13,2256,Tom Watson,NULL,54000,182,La Costa CC,72,6911
168,160,6,1978,1978-04-16,MONY Tournament of Champions,225000,281,-7,1955,Gary Player,NULL,45000,182,La Costa CC,72,6911
169,161,6,1977,1977-04-17,MONY Tournament of Champions,225000,281,-7,1869,Jack Nicklaus,p,45000,182,La Costa CC,72,6911
170,162,6,1976,1976-04-18,MONY Tournament of Champions,225000,277,-11,1576,Don January,NULL,45000,182,La Costa CC,72,6911
171,163,6,1975,1975-04-27,MONY Tournament of Champions,200000,277,-11,1401,Al Geiberger,p,40000,182,La Costa CC,72,6911
172,164,6,1974,1974-04-28,Tournament of Champions,200000,280,-8,1815,Johnny Miller,NULL,40000,182,La Costa CC,72,6911
173,165,6,1973,1973-04-22,Tournament of Champions,200000,276,-12,1869,Jack Nicklaus,NULL,40000,182,La Costa CC,72,6911
174,166,6,1972,1972-04-23,Tournament of Champions,165000,280,-8,1820,Bobby Mitchell,p,33000,182,La Costa CC,72,6911
175,167,6,1971,1971-04-25,Tournament of Champions,165000,279,-9,1869,Jack Nicklaus,NULL,33000,182,La Costa CC,72,6911
176,168,6,1970,1970-04-26,Tournament of Champions,150000,273,-15,1069,Frank Beard,NULL,30000,182,La Costa CC,72,6911
177,169,6,1969,1969-04-20,Tournament of Champions,150000,284,-4,1955,Gary Player,NULL,30000,182,La Costa CC,72,6911
178,170,6,1968,1968-04-21,Tournament of Champions,150000,276,-8,1576,Don January,NULL,30000,192,Stardust CC,71,6725
179,171,6,1967,1967-04-16,Tournament of Champions,100000,278,-6,1069,Frank Beard,NULL,20000,192,Stardust CC,71,6725
180,172,6,1966,1966-04-18,Tournament of Champions,100000,283,-5,1910,Arnold Palmer,p,20000,92,Desert Inn CC,72,7209
181,173,6,1965,1965-05-02,Tournament of Champions,75000,277,-11,1910,Arnold Palmer,NULL,14000,92,Desert Inn CC,72,7209
182,174,6,1964,1964-05-03,Tournament of Champions,65000,279,-9,1869,Jack Nicklaus,NULL,12000,92,Desert Inn CC,72,7209
183,175,6,1963,1963-05-05,Tournament of Champions,59000,273,-15,1869,Jack Nicklaus,NULL,13000,92,Desert Inn CC,72,7209
184,176,6,1962,1962-05-06,Tournament of Champions,58000,276,-12,1910,Arnold Palmer,NULL,11000,92,Desert Inn CC,72,7209
185,177,6,1961,1961-05-07,Tournament of Champions,52000,273,-15,2119,Sam Snead,NULL,10000,92,Desert Inn CC,72,7209
186,178,6,1960,1960-05-08,Tournament of Champions,42400,268,-20,1055,Jerry Barber,NULL,10000,92,Desert Inn CC,72,7209
187,179,6,1959,1959-04-26,Tournament of Champions,46620,281,-7,2125,Mike Souchak,NULL,10000,92,Desert Inn CC,72,7209
188,180,6,1958,1958-04-27,Tournament of Champions,40000,275,-13,1679,Stan Leonard,NULL,10000,92,Desert Inn CC,72,7209
194,186,7,2023,2023-01-15,Sony Open in Hawaii,7900000,262,-18,37455,Si Woo Kim,NULL,1422000,441,Waialae Country Club,70,7044
195,187,7,2022,2022-01-16,Sony Open in Hawaii,7500000,257,-23,32839,Hideki Matsuyama,p,1350000,441,Waialae Country Club,70,7044
196,188,7,2021,2021-01-17,Sony Open in Hawaii,6600000,259,-21,25396,Kevin Na,NULL,1188000,441,Waialae Country Club,70,7044
197,189,7,2020,2020-01-12,Sony Open in Hawaii,6600000,269,-11,35891,Cameron Smith,p,1188000,441,Waialae Country Club,70,7044
198,190,7,2019,2019-01-13,Sony Open in Hawaii,6400000,258,-22,23108,Matt Kuchar,NULL,1152000,441,Waialae CC,70,7044
199,191,7,2018,2018-01-14,Sony Open in Hawaii,6200000,263,-17,32757,Patton Kizzire,p,1116000,441,Waialae CC,70,7044
200,192,7,2017,2017-01-15,Sony Open in Hawaii,6000000,253,-27,33448,Justin Thomas,NULL,1080000,441,Waialae CC,70,7044
201,193,7,2016,2016-01-17,Sony Open in Hawaii,5800000,260,-20,28679,Fabián Gómez,p,1044000,441,Waialae CC,70,7044
202,194,7,2015,2015-01-18,Sony Open in Hawaii,5600000,257,-23,25632,Jimmy Walker,NULL,1008000,441,Waialae CC,70,7044
203,195,7,2014,2014-01-12,Sony Open in Hawaii,5600000,263,-17,25632,Jimmy Walker,NULL,1008000,441,Waialae CC,70,7044
204,196,7,2013,2013-01-13,Sony Open in Hawaii,5600000,256,-24,34098,Russell Henley,NULL,1008000,441,Waialae CC,70,7044
205,197,7,2012,2012-01-15,Sony Open in Hawaii,5500000,267,-13,26951,Johnson Wagner,NULL,990000,441,Waialae CC,70,7044
206,198,7,2011,2011-01-16,Sony Open in Hawaii,5500000,264,-16,21878,Mark Wilson,NULL,990000,441,Waialae CC,70,7044
207,199,7,2010,2010-01-17,Sony Open in Hawaii,5500000,265,-15,23320,Ryan Palmer,NULL,990000,441,Waialae CC,70,7044
208,200,7,2009,2009-01-18,Sony Open in Hawaii,5400000,265,-15,24024,Zach Johnson,NULL,972000,441,Waialae CC,70,7044
209,201,7,2008,2008-01-13,Sony Open in Hawaii,5300000,266,-14,24357,K.J. Choi,NULL,954000,441,Waialae CC,70,7044
210,202,7,2007,2007-01-14,Sony Open in Hawaii,5200000,266,-14,6643,Paul Goydos,NULL,936000,441,Waialae CC,70,7044
211,203,7,2006,2006-01-15,Sony Open in Hawaii,5100000,261,-19,2206,David Toms,NULL,918000,441,Waialae CC,70,7060
212,204,7,2005,2005-01-16,Sony Open in Hawaii,4800000,269,-11,6567,Vijay Singh,NULL,864000,441,Waialae CC,70,7060
213,205,7,2004,2004-01-18,Sony Open in Hawaii,4800000,262,-18,6522,Ernie Els,p,864000,441,Waialae CC,70,7060
