tourn_id,Tourn_Yr_ID,Tourn_Num,Year,Date,Tournament Name Iteration,Purse,Score,To Par,player_id,Winner Name Specific,Playoff,Prize,Course_ID,Course Name Specific,Par,Yardage
957,710,15,1998,1998-03-29,THE PLAYERS Championship,4000000,278,-10,10860,Justin Leonard,NULL,720000,417,TPC Sawgrass,72,6950
958,711,15,1997,1997-03-30,THE PLAYERS Championship,3500000,272,-16,1313,Steve Elkington,NULL,630000,417,TPC Sawgrass,72,6896
959,712,15,1996,1996-03-31,THE PLAYERS Championship,3500000,270,-18,1226,Fred Couples,NULL,630000,417,TPC Sawgrass,72,6896
960,713,15,1995,1995-03-26,THE PLAYERS Championship,3000000,283,-5,1577,Lee Janzen,NULL,540000,417,TPC Sawgrass,72,6896
961,714,15,1994,1994-03-27,THE PLAYERS Championship,2500000,264,-24,1876,Greg Norman,NULL,450000,417,TPC Sawgrass,72,6896
962,715,15,1993,1993-03-28,THE PLAYERS Championship,2500000,270,-18,1968,Nick Price,NULL,450000,417,TPC Sawgrass,72,6896
963,716,15,1992,1992-03-29,THE PLAYERS Championship,1800000,273,-15,1706,Davis Love III,NULL,324000,417,TPC Sawgrass,72,6896
964,717,15,1991,1991-03-31,THE PLAYERS Championship,1600000,276,-12,1313,Steve Elkington,NULL,288000,417,TPC Sawgrass,72,6896
965,718,15,1990,1990-03-18,THE PLAYERS Championship,1500000,278,-10,1846,Jodie Mudd,NULL,270000,417,TPC Sawgrass,72,6896
966,719,15,1989,1989-03-19,THE PLAYERS Championship,1350000,279,-9,1633,Tom Kite,NULL,243000,417,TPC Sawgrass,72,6857
967,720,15,1988,1988-03-27,THE PLAYERS Championship,1250000,273,-15,1783,Mark McCumber,NULL,225000,417,TPC Sawgrass,72,6857
968,721,15,1987,1987-03-29,Tournament Players Championship,1000000,274,-14,1717,Sandy Lyle,p,180000,417,TPC Sawgrass,72,6857
969,722,15,1986,1986-03-30,Tournament Players Championship,900000,275,-13,1725,John Mahaffey,NULL,162000,417,TPC Sawgrass,72,6857
970,723,15,1985,1985-03-31,Tournament Players Championship,900000,274,-14,1935,Calvin Peete,NULL,162000,417,TPC Sawgrass,72,6857
971,724,15,1984,1984-04-01,Tournament Players Championship,800000,277,-11,1226,Fred Couples,NULL,144000,417,TPC Sawgrass,72,6857
972,725,15,1983,1983-03-27,Tournament Players Championship,700000,283,-5,2170,Hal Sutton,NULL,126000,417,TPC Sawgrass,72,6857
973,726,15,1982,1982-03-21,Tournament Players Championship,500000,280,-8,1925,Jerry Pate,NULL,90000,417,TPC Sawgrass,72,6857
974,727,15,1981,1981-03-22,Tournament Players Championship,435620,285,-3,1355,Raymond Floyd,p,72000,331,Sawgrass CC,72,7174
975,728,15,1980,1980-03-23,Tournament Players Championship,440000,278,-10,2213,Lee Trevino,NULL,72000,331,Sawgrass CC,72,7174
976,729,15,1979,1979-03-25,Tournament Players Championship,437292,283,3,2242,Lanny Wadkins,NULL,72000,331,Sawgrass CC,70,7160
977,730,15,1978,1978-03-19,Tournament Players Championship,344270,289,9,1869,Jack Nicklaus,NULL,60000,331,Sawgrass CC,70,7160
978,731,15,1977,1977-03-20,Tournament Players Championship,300000,289,9,1499,Mark Hayes,NULL,60000,331,Sawgrass CC,70,7160
979,732,15,1976,1976-03-01,Tournament Players Championship,300000,269,-19,1869,Jack Nicklaus,NULL,60000,165,Inverrary G&CC (East),72,7160
980,733,15,1975,1975-08-24,Tournament Players Championship,250000,270,-10,1401,Al Geiberger,NULL,50000,67,Colonial Country Club,70,7160
981,734,15,1974,1974-09-02,Tournament Players Championship,250000,272,-16,1869,Jack Nicklaus,NULL,50000,10,Atlanta CC,72,6883
982,735,16,2023,2023-03-19,Valspar Championship,8100000,274,-10,49947,Taylor Moore,NULL,1458000,162,Innisbrook Resort (Copperhead Course),71,7340
983,736,16,2022,2022-03-20,Valspar Championship,7800000,267,-17,47504,Sam Burns,p,1404000,162,Innisbrook Resort (Copperhead Course),71,7340
984,737,16,2021,2021-05-02,Valspar Championship,6900000,267,-17,47504,Sam Burns,NULL,1242000,162,Innisbrook Resort (Copperhead Course),71,7340
985,738,16,2019,2019-03-24,Valspar Championship,6700000,276,-8,25364,Paul Casey,NULL,1206000,162,Innisbrook Resort (Copperhead Course),71,7340
986,739,16,2018,2018-03-11,Valspar Championship,6500000,274,-10,25364,Paul Casey,NULL,1170000,162,Innisbrook Resort (Copperhead Course),71,7340
987,740,16,2017,2017-03-12,Valspar Championship,6300000,270,-14,33399,Adam Hadwin,NULL,1134000,162,Innisbrook Resort (Copperhead Course),71,7340
988,741,16,2016,2016-03-13,Valspar Championship,6100000,277,-7,26331,Charl Schwartzel,p,1098000,162,Innisbrook Resort (Copperhead Course),71,7340
989,742,16,2015,2015-03-15,Valspar Championship,5900000,274,-10,34046,Jordan Spieth,p,1062000,162,Innisbrook Resort (Copperhead Course),71,7340
990,743,16,2014,2014-03-16,Valspar Championship,5700000,277,-7,20645,John Senden,NULL,1026000,162,Innisbrook Resort (Copperhead Course),71,7340
991,744,16,2013,2013-03-17,Tampa Bay Championship presented by EverBank,5500000,274,-10,27214,Kevin Streelman,NULL,990000,162,Innisbrook Resort (Copperhead Course),71,7340
992,745,16,2012,2012-03-18,Transitions Championship,5500000,271,-13,23983,Luke Donald,p,990000,162,Innisbrook Resort (Copperhead Course),71,7340
993,746,16,2011,2011-03-20,Transitions Championship,5500000,269,-15,31323,Gary Woodland,NULL,990000,162,Innisbrook Resort (Copperhead Course),71,7332
994,747,16,2010,2010-03-21,Transitions Championship,5400000,271,-13,10809,Jim Furyk,NULL,972000,162,Innisbrook Resort (Copperhead Course),71,7340
995,748,16,2009,2009-03-22,Transitions Championship,5400000,276,-8,20157,Retief Goosen,NULL,972000,162,Innisbrook Resort (Copperhead Course),71,7340
996,749,16,2008,2008-03-09,PODS Championship,5300000,280,-4,24140,Sean O'Hair,NULL,954000,162,Innisbrook Resort (Copperhead Course),71,7340
997,750,16,2007,2007-03-11,PODS Championship,5300000,274,-10,1161,Mark Calcavecchia,NULL,954000,162,Innisbrook Resort (Copperhead Course),71,7340
998,751,16,2006,2006-10-29,Chrysler Championship,5300000,271,-13,24357,K.J. Choi,NULL,954000,448,Westin Innisbrook (Copperhead),71,7340
999,752,16,2005,2005-10-30,Chrysler Championship,5300000,275,-9,25345,Carl Pettersson,NULL,954000,448,Westin Innisbrook (Copperhead),71,7340
1000,753,16,2004,2004-10-31,Chrysler Championship,5000000,266,-18,6567,Vijay Singh,NULL,900000,448,Westin Innisbrook (Copperhead),71,7340
1001,754,16,2003,2003-11-02,Chrysler Championship,4800000,272,-12,20157,Retief Goosen,NULL,864000,448,Westin Innisbrook (Copperhead),71,7315
1002,755,16,2002,2002-09-22,Tampa Bay Classic presented by Buick,2600000,267,-17,24357,K.J. Choi,NULL,468000,448,Westin Innisbrook (Copperhead),71,7295
1003,756,16,2000,2000-10-22,Tampa Bay Classic,2400000,271,-13,1553,John Huston,NULL,432000,448,Westin Innisbrook (Copperhead),71,7295
1004,757,17,2023,2023-03-26,World Golf Championships-Dell Technologies Match Play,20000000,NULL,NULL,47504,Sam Burns,NULL,3500000,13,Austin Country Club,71,7108
1005,758,17,2022,2022-03-27,World Golf Championships-Dell Technologies Match Play,12000000,NULL,NULL,46046,Scottie Scheffler,NULL,2100000,13,Austin Country Club,71,7108
1006,759,17,2021,2021-03-28,World Golf Championships-Dell Technologies Match Play,10500000,NULL,NULL,29420,Billy Horschel,NULL,1820000,13,Austin Country Club,71,7108
1007,760,17,2019,2019-03-31,World Golf Championships-Dell Technologies Match Play,10250000,NULL,NULL,29478,Kevin Kisner,NULL,1745000,13,Austin Country Club,71,7108
1008,761,17,2018,2018-03-25,World Golf Championships-Dell Technologies Match Play,10000000,NULL,NULL,25804,Bubba Watson,NULL,1700000,13,Austin Country Club,71,7108
1009,762,17,2017,2017-03-26,World Golf Championships-Dell Technologies Match Play,9750000,NULL,NULL,30925,Dustin Johnson,NULL,1660000,13,Austin Country Club,71,7108
1010,763,17,2016,2016-03-27,World Golf Championships-Dell Match Play,9500000,NULL,NULL,28089,Jason Day,NULL,1620000,13,Austin Country Club,71,7073
1011,764,17,2015,2015-05-03,World Golf Championships-Cadillac Match Play,9250000,NULL,NULL,28237,Rory McIlroy,NULL,1570000,411,TPC Harding Park,71,7127
1012,765,17,2014,2014-02-23,World Golf Championships-Accenture Match Play Championship,9000000,NULL,NULL,28089,Jason Day,NULL,1530000,387,The GC at Dove Mountain,72,7791
1013,766,17,2013,2013-02-24,World Golf Championships-Accenture Match Play Championship,8750000,NULL,NULL,23108,Matt Kuchar,NULL,1500000,387,The GC at Dove Mountain,72,7791
1014,767,17,2012,2012-02-26,World Golf Championships-Accenture Match Play Championship,8500000,NULL,NULL,24781,Hunter Mahan,NULL,1400000,307,Ritz-Carlton GC,72,7791
1015,768,17,2011,2011-02-27,World Golf Championships-Accenture Match Play Championship,8500000,NULL,NULL,23983,Luke Donald,NULL,1400000,307,Ritz-Carlton GC,72,7791
1016,769,17,2010,2010-02-21,World Golf Championships-Accenture Match Play Championship,8500000,NULL,NULL,24138,Ian Poulter,NULL,1400000,307,Ritz-Carlton GC,72,7849
1017,770,17,2009,2009-03-01,World Golf Championships-Accenture Match Play Championship,8500000,NULL,NULL,22046,Geoff Ogilvy,NULL,1400000,307,Ritz-Carlton GC,72,7849
1018,771,17,2008,2008-02-24,World Golf Championships-Accenture Match Play Championship,8000000,NULL,NULL,8793,Tiger Woods,NULL,1350000,387,The Gallery at Dove Mountain,72,7413
1019,772,17,2007,2007-02-25,World Golf Championships-Accenture Match Play Championship,8000000,NULL,NULL,21528,Henrik Stenson,NULL,1350000,387,The Gallery at Dove Mountain,72,7466
1020,773,17,2006,2006-02-26,World Golf Championships-Accenture Match Play Championship,7500000,NULL,NULL,22046,Geoff Ogilvy,NULL,1300000,182,La Costa Resort and Spa,72,7277
1021,774,17,2005,2005-02-27,World Golf Championships-Accenture Match Play Championship,7500000,NULL,NULL,2206,David Toms,NULL,1300000,182,La Costa Resort and Spa,72,7277
1022,775,17,2004,2004-02-29,World Golf Championships-Accenture Match Play Championship,7000000,NULL,NULL,8793,Tiger Woods,NULL,1200000,182,La Costa Resort and Spa,72,7247
1023,776,17,2003,2003-03-02,World Golf Championships-Accenture Match Play Championship,6000000,NULL,NULL,8793,Tiger Woods,NULL,1050000,182,La Costa Resort and Spa,72,7247
1024,777,17,2002,2002-02-24,World Golf Championships-Accenture Match Play Championship,5500000,NULL,NULL,6595,Kevin Sutherland,NULL,1000000,182,La Costa Resort and Spa,72,7022
1025,778,17,2001,2001-01-07,World Golf Championships-Accenture Match Play Championship,5000000,NULL,NULL,6527,Steve Stricker,NULL,1000000,391,The Metropolitan Club,72,7066
1026,779,17,2000,2000-02-27,World Golf Championships-Accenture Match Play Championship,5000000,NULL,NULL,19825,Darren Clarke,NULL,1000000,182,La Costa Resort and Spa,72,7022
1027,780,17,1999,1999-02-28,World Golf Championships-Accenture Match Play Championship,5000000,NULL,NULL,1724,Jeff Maggert,NULL,1000000,182,La Costa Resort and Spa,72,7022
1028,781,18,2023,2023-03-26,Corales Puntacana Championship,3800000,269,-19,48887,Matt Wallace,NULL,684000,76,Puntacana Resort & Club (Corales Golf Course),72,7670
1029,782,18,2022,2022-03-27,Corales Puntacana Championship,3700000,271,-17,47983,Chad Ramey,NULL,666000,76,Puntacana Resort & Club (Corales Golf Course),72,7670
1030,783,18,2021,2021-03-28,Corales Puntacana Resort & Club Championship,3000000,276,-12,34076,Joel Dahmen,NULL,540000,76,Corales Golf Course,72,7670
1031,784,18,2021,2020-09-27,Corales Puntacana Resort & Club Championship,4000000,270,-18,34264,Hudson Swafford,NULL,720000,76,Corales Golf Course,72,7666
1032,785,18,2019,2019-03-31,Corales Puntacana Resort & Club Championship,3000000,270,-18,25572,Graeme McDowell,NULL,540000,76,Corales Golf Club,72,7670
1033,786,18,2018,2018-03-25,Corales Puntacana Resort & Club Championship,3000000,270,-18,29535,Brice Garnett,NULL,540000,76,Corales Golf Club,72,7670
1034,787,19,2023,2023-04-02,Valero Texas Open,8900000,273,-15,39997,Corey Conners,NULL,1602000,169,TPC San Antonio (Oaks Course),72,7438
1035,788,19,2022,2022-04-03,Valero Texas Open,8600000,275,-13,39324,J.J. Spaun,NULL,1548000,169,TPC San Antonio (Oaks Course),72,7438
1036,789,19,2021,2021-04-04,Valero Texas Open,7700000,270,-18,34046,Jordan Spieth,NULL,1386000,169,TPC San Antonio (Oaks Course),72,7494
1037,790,19,2019,2019-04-07,Valero Texas Open,7500000,268,-20,39997,Corey Conners,NULL,1350000,169,TPC San Antonio - AT&T Oaks,72,7435
1038,791,19,2018,2018-04-22,Valero Texas Open,6200000,271,-17,33410,Andrew Landry,NULL,1116000,169,TPC San Antonio - AT&T Oaks,72,7435
1039,792,19,2017,2017-04-23,Valero Texas Open,6200000,276,-12,32366,Kevin Chappell,NULL,1116000,169,TPC San Antonio - AT&T Oaks,72,7435
1040,793,19,2016,2016-04-24,Valero Texas Open,6200000,276,-12,12716,Charley Hoffman,NULL,1116000,169,TPC San Antonio - AT&T Oaks,72,7435
1041,794,19,2015,2015-03-29,Valero Texas Open,6200000,277,-11,25632,Jimmy Walker,NULL,1116000,169,JW Marriott TPC San Antonio,72,7435
1042,795,19,2014,2014-03-30,Valero Texas Open,6200000,280,-8,25274,Steven Bowditch,NULL,1116000,169,JW Marriott TPC San Antonio,72,7435
1043,796,19,2013,2013-04-07,Valero Texas Open,6200000,274,-14,27936,Martin Laird,NULL,1116000,169,TPC San Antonio,72,7435
1044,797,19,2012,2012-04-22,Valero Texas Open,6200000,279,-9,22621,Ben Curtis,NULL,1116000,169,TPC San Antonio,72,7435
1045,798,19,2011,2011-04-17,Valero Texas Open,6200000,280,-8,29518,Brendan Steele,NULL,1116000,169,TPC San Antonio,72,7435
1046,799,19,2010,2010-05-16,Valero Texas Open,6100000,274,-14,24502,Adam Scott,NULL,1098000,169,TPC San Antonio,72,7435
1047,800,19,2009,2009-05-17,Valero Texas Open,6100000,265,-15,24024,Zach Johnson,p,1098000,184,LaCantera GC (Resort),70,6881
1048,801,19,2008,2008-10-12,Valero Texas Open,4500000,261,-19,24024,Zach Johnson,NULL,810000,184,LaCantera GC (Resort),70,6881
1049,802,19,2007,2007-10-07,Valero Texas Open,4500000,261,-19,10860,Justin Leonard,p,810000,184,LaCantera GC (Resort),70,6881
1050,803,19,2006,2006-09-24,Valero Texas Open,4000000,265,-15,23048,Eric Axley,NULL,720000,184,LaCantera GC (Resort),70,6881
1051,804,19,2005,2005-09-25,Valero Texas Open,3500000,262,-18,1388,Robert Gamez,NULL,630000,184,LaCantera GC (Resort),70,6881
1052,805,19,2004,2004-09-19,Valero Texas Open,3500000,261,-19,1142,Bart Bryant,NULL,630000,184,LaCantera GC (Resort),70,6881
1053,806,19,2003,2003-09-28,Valero Texas Open,3500000,254,-26,1035,Tommy Armour III,NULL,630000,184,LaCantera GC (Resort),70,6881
1054,807,19,2002,2002-09-29,Valero Texas Open,3500000,261,-19,2010,Loren Roberts,NULL,630000,184,LaCantera GC (Resort),70,6881
1055,808,19,2001,2001-09-30,Texas Open at LaCantera,3000000,266,-18,10860,Justin Leonard,NULL,540000,184,LaCantera GC (Resort),71,6928
1056,809,19,2000,2000-09-24,Westin Texas Open at LaCantera,2600000,261,-19,10860,Justin Leonard,NULL,468000,184,LaCantera GC (Resort),70,6905
1057,810,19,1999,1999-09-26,Westin Texas Open,2000000,270,-18,2246,Duffy Waldorf,p,360000,184,LaCantera GC (Resort),72,7001
1058,811,19,1998,1998-09-27,Westin Texas Open,1700000,270,-18,2170,Hal Sutton,NULL,306000,184,LaCantera GC (Resort),72,7001
1059,812,19,1997,1997-09-21,LaCantera Texas Open,1400000,271,-17,12782,Tim Herron,NULL,252000,184,LaCantera GC (Resort),72,7001
1060,813,19,1996,1996-10-13,LaCantera Texas Open,1200000,275,-13,1891,David Ogrin,NULL,216000,184,LaCantera GC (Resort),72,7001
1061,814,19,1995,1995-10-22,LaCantera Texas Open,1100000,268,-20,2246,Duffy Waldorf,NULL,198000,184,LaCantera GC (Resort),72,6899
1062,815,19,1994,1994-10-16,Texas Open,1000000,265,-19,1320,Bob Estes,NULL,180000,249,Oak Hills CC,71,6650
1063,816,19,1993,1993-10-17,H.E.B. Texas Open,1000000,263,-21,1457,Jay Haas,p,180000,249,Oak Hills CC,71,6650
1064,817,19,1992,1992-10-25,H.E.B. Texas Open,900000,263,-21,1968,Nick Price,p,162000,249,Oak Hills CC,71,6650
1065,818,19,1991,1991-10-06,H.E.B. Texas Open,900000,269,-11,1771,Blaine McCallister,p,162000,249,Oak Hills CC,70,6576
1066,819,19,1990,1990-10-07,H.E.B. Texas Open,800000,261,-19,1887,Mark O'Meara,NULL,144000,249,Oak Hills CC,70,6576
1067,820,19,1989,1989-10-08,Texas Open,600000,258,-22,1475,Donnie Hammond,NULL,108000,249,Oak Hills CC,70,6577
1068,821,19,1988,1988-10-16,Texas Open,600000,259,-21,1928,Corey Pavin,NULL,108000,249,Oak Hills CC,70,6576
1069,822,19,1986,1986-10-26,Vantage Championship,1000000,196,-14,1235,Ben Crenshaw,NULL,180000,249,Oak Hills CC,70,6576
1070,823,19,1985,1985-09-29,Texas Open,350000,268,-12,1725,John Mahaffey,p,63000,249,Oak Hills CC,70,6576
1071,824,19,1984,1984-10-07,Texas Open,350000,266,-14,1935,Calvin Peete,NULL,63000,249,Oak Hills CC,70,6576
1072,825,19,1983,1983-10-02,Texas Open,300000,261,-19,1205,Jim Colbert,NULL,54000,249,Oak Hills CC,70,6576
1073,826,19,1982,1982-10-03,Texas Open,250000,262,-18,1457,Jay Haas,NULL,45000,249,Oak Hills CC,70,6576
1074,827,19,1981,1981-10-04,Texas Open,250000,266,-14,2016,Bill Rogers,p,45000,249,Oak Hills CC,70,6576
1075,828,19,1980,1980-09-21,San Antonio Texas Open,250000,265,-15,2213,Lee Trevino,NULL,45000,249,Oak Hills CC,70,6576
1076,829,19,1979,1979-10-07,San Antonio Texas Open,250000,268,-12,1438,Lou Graham,NULL,45000,249,Oak Hills CC,70,6576
1077,830,19,1978,1978-09-17,San Antonio Texas Open,200000,265,-15,2160,Ron Streck,NULL,40000,249,Oak Hills CC,70,6576
1078,831,19,1977,1977-10-16,San Antonio Texas Open,150000,266,-14,1559,Hale Irwin,NULL,30000,249,Oak Hills CC,70,6576
1079,832,19,1976,1976-10-17,San Antonio Texas Open,125000,273,-15,1045,Butch Baird,p,25000,467,Woodlake GC,72,7143
1080,833,19,1975,1975-10-19,San Antonio Texas Open,125000,275,-13,1576,Don January,p,25000,467,Woodlake GC,72,7143
1081,834,19,1974,1974-10-20,San Antonio Texas Open,125000,269,-19,1275,Terry Diehl,NULL,25000,467,Woodlake GC,72,7143
1082,835,19,1973,1973-11-04,San Antonio Texas Open,125000,270,-18,1235,Ben Crenshaw,NULL,25000,467,Woodlake GC,72,7143
1083,836,19,1972,1972-11-05,San Antonio Texas Open,125000,273,-15,1520,Mike Hill,NULL,25000,467,Woodlake GC,72,7143
1084,837,19,1970,1970-02-22,San Antonio Open Invitational,100000,273,-11,1180,Ron Cerrudo,NULL,20000,265,Pecan Valley CC,71,7183
1085,838,19,1969,1969-05-11,Texas Open Invitational,100000,274,-10,1076,Deane Beman,p,20000,265,Pecan Valley CC,71,7183
1086,839,19,1967,1967-04-30,Texas Open Invitational,100000,277,-7,2015,Chi Chi Rodriguez,NULL,20000,265,Pecan Valley CC,71,7183
1087,840,19,1966,1966-05-01,Texas Open Invitational,80000,272,-8,1511,Harold Henning,NULL,13000,249,Oak Hills CC,70,6576
1088,841,19,1965,1965-04-25,Texas Open Invitational,50000,270,-10,1069,Frank Beard,NULL,7500,249,Oak Hills CC,70,6576
1089,842,19,1964,1964-04-26,Texas Open Invitational,40000,273,-7,1233,Bruce Crampton,NULL,5800,249,Oak Hills CC,70,6576
1090,843,19,1963,1963-04-28,Texas Open Invitational,30000,268,-12,2014,Phil Rodgers,NULL,4300,249,Oak Hills CC,70,6576
1091,844,19,1962,1962-04-29,Texas Open Invitational,30000,273,-7,1910,Arnold Palmer,NULL,4300,249,Oak Hills CC,70,6576
1092,845,19,1961,1961-04-30,Texas Open Invitational,30000,270,-10,1910,Arnold Palmer,NULL,4300,249,Oak Hills CC,70,6576
1093,846,19,1960,1960-02-28,Texas Open Invitational,20000,276,-12,1910,Arnold Palmer,NULL,2800,121,Fort Sam Houston,72,6566
1094,847,19,1959,1959-02-22,Texas Open Invitational,20000,276,-8,3,Wes Ellis,NULL,2800,32,Brackenridge Park GC,71,6185
1095,848,19,1958,1958-02-16,Texas Open Invitational,15000,274,-10,1591,Bill Johnston,NULL,2000,32,Brackenridge Park GC,71,6185
1128,879,20,2023,2023-04-09,Masters Tournament,18000000,276,-12,46970,Jon Rahm,NULL,3240000,12,Augusta National Golf Club,72,7545
1129,880,20,2022,2022-04-10,Masters Tournament,15000000,278,-10,46046,Scottie Scheffler,NULL,2700000,12,Augusta National Golf Club,72,7510
1130,881,20,2021,2021-04-11,Masters Tournament,11500000,278,-10,32839,Hideki Matsuyama,NULL,2070000,12,Augusta National Golf Club,72,7475
1131,882,20,2021,2020-11-15,Masters Tournament,11500000,268,-20,30925,Dustin Johnson,NULL,2070000,12,Augusta National Golf Club,72,7475
1132,883,20,2019,2019-04-14,Masters Tournament,11500000,275,-13,8793,Tiger Woods,NULL,2070000,12,Augusta National Golf Club,72,7475
1133,884,20,2018,2018-04-08,Masters Tournament,11000000,273,-15,34360,Patrick Reed,NULL,1980000,12,Augusta National Golf Club,72,7435
1134,885,20,2017,2017-04-09,Masters Tournament,10000000,279,-9,21209,Sergio Garcia,p,1980000,12,Augusta National Golf Club,72,7435
1135,886,20,2016,2016-04-10,Masters Tournament,10000000,283,-5,32139,Danny Willett,NULL,1800000,12,Augusta National Golf Club,72,7435
1136,887,20,2015,2015-04-12,Masters Tournament,10000000,270,-18,34046,Jordan Spieth,NULL,1800000,12,Augusta National Golf Club,72,7435
1137,888,20,2014,2014-04-13,Masters Tournament,9000000,280,-8,25804,Bubba Watson,NULL,1620000,12,Augusta National Golf Club,72,7435
1138,889,20,2013,2013-04-14,Masters Tournament,8000000,279,-9,24502,Adam Scott,p,1440000,12,Augusta National Golf Club,72,7435
1139,890,20,2012,2012-04-08,Masters Tournament,8000000,278,-10,25804,Bubba Watson,p,1440000,12,Augusta National Golf Club,72,7435
1140,891,20,2011,2011-04-10,Masters Tournament,7500000,274,-14,26331,Charl Schwartzel,NULL,1440000,12,Augusta National Golf Club,72,7435
1141,892,20,2010,2010-04-11,Masters Tournament,7500000,272,-16,1810,Phil Mickelson,NULL,1350000,12,Augusta National Golf Club,72,7435
1142,893,20,2009,2009-04-12,Masters Tournament,7000000,276,-12,20848,Ángel Cabrera,p,1350000,12,Augusta National Golf Club,72,7435
1143,894,20,2008,2008-04-13,Masters Tournament,7000000,280,-8,22378,Trevor Immelman,NULL,1350000,12,Augusta National Golf Club,72,7445
1144,895,20,2007,2007-04-08,Masters Tournament,7000000,289,1,24024,Zach Johnson,NULL,1305000,12,Augusta National Golf Club,72,7445
1145,896,20,2006,2006-04-09,Masters Tournament,7000000,281,-7,1810,Phil Mickelson,NULL,1260000,12,Augusta National Golf Club,72,7445
1146,897,20,2005,2005-04-10,Masters Tournament,7000000,276,-12,8793,Tiger Woods,p,1260000,12,Augusta National Golf Club,72,7290
1147,898,20,2004,2004-04-11,Masters Tournament,6000000,279,-9,1810,Phil Mickelson,NULL,1170000,12,Augusta National Golf Club,72,7290
1148,899,20,2003,2003-04-13,Masters Tournament,6000000,281,-7,10423,Mike Weir,p,1080000,12,Augusta National Golf Club,72,7290
1149,900,20,2002,2002-04-14,Masters Tournament,5600000,276,-12,8793,Tiger Woods,NULL,1008000,12,Augusta National Golf Club,72,7270
1150,901,20,2001,2001-04-08,Masters Tournament,5600000,272,-16,8793,Tiger Woods,NULL,1008000,12,Augusta National Golf Club,72,6985
1151,902,20,2000,2000-04-09,Masters Tournament,3200000,278,-10,6567,Vijay Singh,NULL,828000,12,Augusta National Golf Club,72,6925
1152,903,20,1999,1999-04-11,Masters Tournament,4000000,280,-8,6373,José María Olazábal,NULL,720000,12,Augusta National Golf Club,72,6925
1153,904,20,1998,1998-04-12,Masters Tournament,3000000,279,-9,1887,Mark O'Meara,NULL,576000,12,Augusta National Golf Club,72,6925
1154,905,20,1997,1997-04-13,Masters Tournament,2700000,270,-18,8793,Tiger Woods,NULL,486000,12,Augusta National Golf Club,72,6925
1155,906,20,1996,1996-04-14,Masters Tournament,2500000,276,-12,1326,Nick Faldo,NULL,450000,12,Augusta National Golf Club,72,6905
1156,907,20,1995,1995-04-09,Masters Tournament,2200000,274,-14,1235,Ben Crenshaw,NULL,396000,12,Augusta National Golf Club,72,6905
1157,908,20,1994,1994-04-10,Masters Tournament,2000000,279,-9,6373,José María Olazábal,NULL,360000,12,Augusta National Golf Club,72,6905
1158,909,20,1993,1993-04-11,Masters Tournament,1700000,277,-11,1666,Bernhard Langer,NULL,306000,12,Augusta National Golf Club,72,6905
1159,910,20,1992,1992-04-12,Masters Tournament,1500000,275,-13,1226,Fred Couples,NULL,270000,12,Augusta National Golf Club,72,6905
1160,911,20,1991,1991-04-14,Masters Tournament,1350000,277,-11,2300,Ian Woosnam,NULL,243000,12,Augusta National Golf Club,72,6905
1161,912,20,1990,1990-04-08,Masters Tournament,1250000,278,-10,1326,Nick Faldo,p,225000,12,Augusta National Golf Club,72,6905
1162,913,20,1989,1989-04-09,Masters Tournament,1000000,283,-5,1326,Nick Faldo,p,200000,12,Augusta National Golf Club,72,6905
1163,914,20,1988,1988-04-10,Masters Tournament,1000000,281,-7,1717,Sandy Lyle,NULL,183800,12,Augusta National Golf Club,72,6905
1164,915,20,1987,1987-04-12,Masters Tournament,867100,285,-3,1823,Larry Mize,p,162000,12,Augusta National Golf Club,72,6905
1165,916,20,1986,1986-04-13,Masters Tournament,758600,279,-9,1869,Jack Nicklaus,NULL,144000,12,Augusta National Golf Club,72,6905
1166,917,20,1985,1985-04-14,Masters Tournament,700793,282,-6,1666,Bernhard Langer,NULL,126000,12,Augusta National Golf Club,72,6905
1167,918,20,1984,1984-04-15,Masters Tournament,612900,277,-11,1235,Ben Crenshaw,NULL,108000,12,Augusta National Golf Club,72,6905
1168,919,20,1983,1983-04-11,Masters Tournament,500000,280,-8,1051,Seve Ballesteros,NULL,90000,12,Augusta National Golf Club,72,6905
1169,920,20,1982,1982-04-11,Masters Tournament,367152,284,-4,2133,Craig Stadler,p,64000,12,Augusta National Golf Club,72,6905
1170,921,20,1981,1981-04-12,Masters Tournament,362587,280,-8,2256,Tom Watson,NULL,60000,12,Augusta National Golf Club,72,6905
1171,922,20,1980,1980-04-13,Masters Tournament,359949,275,-13,1051,Seve Ballesteros,NULL,55000,12,Augusta National Golf Club,72,7040
1172,923,20,1979,1979-04-15,Masters Tournament,299625,280,-8,2321,Fuzzy Zoeller,p,50000,12,Augusta National Golf Club,72,7040
1173,924,20,1978,1978-04-09,Masters Tournament,262402,277,-11,1955,Gary Player,NULL,45000,12,Augusta National Golf Club,72,7040
1174,925,20,1977,1977-04-10,Masters Tournament,280477,276,-12,2256,Tom Watson,NULL,40000,12,Augusta National Golf Club,72,7030
1175,926,20,1976,1976-04-11,Masters Tournament,254852,271,-17,1355,Raymond Floyd,NULL,40000,12,Augusta National Golf Club,72,7030
1176,927,20,1975,1975-04-13,Masters Tournament,242750,276,-12,1869,Jack Nicklaus,NULL,40000,12,Augusta National Golf Club,72,7020
